,Date,Time,Number of Jumps,FARS Point Number,Carrier Frequency /MHz,Sideband Frequency /MHz,Total Frequency /MHz,Real freq,Detuning,Mean tau/us,Mean tau/us offset,Mean tau/us corr,Mean tau/us corr offset,tau std. dev./us,tau rel. std. dev./%,Mean loss/ppm,f_rep/Hz,Temperature /C,Yokogawa Pressure Calib /Torr,Calculated Pressure /Torr,New Calculated Pressure /Torr,Yokogawa Pressure Offset /Torr,Yokogawa Pressure Read /Torr,dF / MHz,Actual PZT Voltage,Current /mA,Actual Current
0,3/29/2019,9:33:55 AM,0,1,237770980.6,-6619.104,237764361.5,237764432.1,3852851.662,39.55858209,39.55309068,39.63320858,39.62769643,0.025296433,0.063946765,62.73523309,465.7320872,23.07810565,25.17654686,25.1848391792,25.1882072714,-0.065,25.11,0.043898135,-2.903776908,185.0848435,196.6999511
1,3/29/2019,9:33:55 AM,0,2,237770980.6,-6417.616,237764563.0,237764633.6,3853053.15,39.56413338,39.55864043,39.63877659,39.6332629,0.022397671,0.056611048,62.72643063,459.2933948,23.07810565,25.17654686,25.1848391792,25.1882072714,-0.065,25.11,-0.024141073,-2.903776908,185.0848435,196.6999511
2,3/29/2019,9:33:55 AM,0,3,237770980.6,-6216.128,237764764.5,237764835.1,3853254.638,39.55944739,39.55395574,39.63407649,39.6285641,0.022045844,0.055728393,62.73386087,372.3536737,23.07810565,25.17654686,25.1848391792,25.1882072714,-0.065,25.11,0.007286072,-2.903776908,185.0848435,196.6999511
3,3/29/2019,9:33:55 AM,0,4,237770980.6,-6014.64,237764966.0,237765036.6,3853456.126,39.55591587,39.5504252,39.63053433,39.62502292,0.022017454,0.055661596,62.73946168,452.3449319,23.07810565,25.17654686,25.1848391792,25.1882072714,-0.065,25.11,-0.085056812,-2.903776908,185.0848435,196.6999511
4,3/29/2019,9:33:55 AM,0,5,237770980.6,-5813.152,237765167.5,237765238.1,3853657.614,39.55593986,39.55044918,39.63055839,39.62504698,0.021560808,0.054507131,62.73942365,473.1012658,23.07810565,25.17654686,25.1848391792,25.1882072714,-0.065,25.11,0.029750258,-2.903776908,185.0848435,196.6999511
5,3/29/2019,9:33:55 AM,0,6,237770980.6,-5611.664,237765369.0,237765439.5,3853859.102,39.55762107,39.55212993,39.63224466,39.62673279,0.022849724,0.057763141,62.7367572,467.9186228,23.07810565,25.17654686,25.1848391792,25.1882072714,-0.065,25.11,-0.102545857,-2.903776908,185.0848435,196.6999511
6,3/29/2019,9:33:55 AM,0,7,237770980.6,-5410.176,237765570.5,237765641.0,3854060.589,39.55873124,39.55323979,39.63335818,39.62784599,0.021898748,0.05535756,62.73499656,487.7650897,23.07810565,25.17654686,25.1848391792,25.1882072714,-0.065,25.11,0.068738461,-2.903776908,185.0848435,196.6999511
7,3/29/2019,9:33:55 AM,0,8,237770980.6,-5208.688,237765771.9,237765842.5,3854262.077,39.56161223,39.55611998,39.63624785,39.63073486,0.021538757,0.054443578,62.73042803,368.6806412,23.07810565,25.17654686,25.1848391792,25.1882072714,-0.065,25.11,-0.020108759,-2.903776908,185.0848435,196.6999511
8,3/29/2019,9:33:55 AM,0,9,237770980.6,-5007.2,237765973.4,237766044.0,3854463.565,39.56145792,39.55596571,39.63609307,39.63058012,0.022744559,0.05749171,62.7306727,479.9357945,23.07810565,25.17654686,25.1848391792,25.1882072714,-0.065,25.11,0.288587034,-2.903776908,185.0848435,196.6999511
9,3/29/2019,9:33:55 AM,0,10,237770980.6,-4805.712,237766174.9,237766245.5,3854665.053,39.56484422,39.55935107,39.63948958,39.63397568,0.020403456,0.051569661,62.72530366,386.3049096,23.07810565,25.17654686,25.1848391792,25.1882072714,-0.065,25.11,-0.046248704,-2.903776908,185.0848435,196.6999511
10,3/29/2019,9:33:55 AM,0,11,237770980.6,-4604.224,237766376.4,237766447.0,3854866.541,39.56871839,39.56322417,39.64337542,39.63786044,0.021949087,0.055470806,62.71916224,460.0,23.07810565,25.17654686,25.1848391792,25.1882072714,-0.065,25.11,0.006797016,-2.903776908,185.0848435,196.6999511
11,3/29/2019,9:33:55 AM,0,12,237770980.6,-4402.736,237766577.9,237766648.5,3855068.029,39.5724448,39.56694954,39.64711306,39.64159704,0.020984533,0.053028145,62.71325618,428.3667622,23.07810565,25.17654686,25.1848391792,25.1882072714,-0.065,25.11,0.081322044,-2.903776908,185.0848435,196.6999511
12,3/29/2019,9:33:55 AM,0,13,237770980.6,-4201.248,237766779.4,237766850.0,3855269.517,39.56659945,39.56110581,39.64125009,39.63573571,0.020943594,0.052932509,62.72252108,449.6240602,23.07810565,25.17654686,25.1848391792,25.1882072714,-0.065,25.11,0.119225919,-2.903776908,185.0848435,196.6999511
13,3/29/2019,9:33:55 AM,0,14,237770980.6,-3999.76,237766980.9,237767051.4,3855471.005,39.57449205,39.56899622,39.64916648,39.64364989,0.021406647,0.054092032,62.71001192,426.5335235,23.07810565,25.17654686,25.1848391792,25.1882072714,-0.065,25.11,0.074110836,-2.903776908,185.0848435,196.6999511
14,3/29/2019,9:33:55 AM,0,15,237770980.6,-3798.272,237767182.4,237767252.9,3855672.493,39.57104632,39.56555145,39.64571036,39.64019474,0.021256184,0.053716507,62.71547253,339.7727273,23.07810565,25.17654686,25.1848391792,25.1882072714,-0.065,25.11,0.457425296,-2.903776908,185.0848435,196.6999511
