,Date,Time,Number of Jumps,FARS Point Number,Carrier Frequency /MHz,Sideband Frequency /MHz,Total Frequency /MHz,Real freq,Detuning,Mean tau/us,Mean tau/us offset,Mean tau/us corr,Mean tau/us corr offset,tau std. dev./us,tau rel. std. dev./%,Mean loss/ppm,f_rep/Hz,Temperature /C,Yokogawa Pressure Calib /Torr,Calculated Pressure /Torr,New Calculated Pressure /Torr,Yokogawa Pressure Offset /Torr,Yokogawa Pressure Read /Torr,dF / MHz,Actual PZT Voltage,Current /mA,Actual Current
0,3/27/2019,9:57:51 AM,0,1,235534249.9,-6619.104,235527630.8,235527714.823,1616134.46996,39.03446426,39.0325870307,39.1075223563,39.1056380936,0.019061791,0.048833234,63.57758241,678.0045351,23.07872051,25.16654626,25.1715182388,25.1748863016,-0.065,25.1,-0.109499604,0.756787401,196.0848435,193.057693896
1,3/27/2019,9:57:51 AM,0,2,235534249.9,-6417.616,235527832.3,235527916.311,1616335.95787,39.0380932,39.0362156216,39.1111620835,39.1092774701,0.020268172,0.051918959,63.5716723,690.5311778,23.07872051,25.16654626,25.1715182388,25.1748863016,-0.065,25.1,-0.010661751,0.756787401,196.0848435,193.057693896
2,3/27/2019,9:57:51 AM,0,3,235534249.9,-6216.128,235528033.8,235528117.799,1616537.44577,39.0422801,39.0404021188,39.1153614306,39.1134764124,0.019411297,0.049718655,63.56485486,676.4705882,23.07872051,25.16654626,25.1715182388,25.1748863016,-0.065,25.1,-0.082163513,0.756787401,196.0848435,193.057693896
3,3/27/2019,9:57:51 AM,0,4,235534249.9,-6014.64,235528235.3,235528319.287,1616738.93367,39.04336235,39.0414842647,39.1164468981,39.1145617754,0.019377743,0.049631337,63.5630929,661.5044248,23.07872051,25.16654626,25.1715182388,25.1748863016,-0.065,25.1,-0.035665333,0.756787401,196.0848435,193.057693896
4,3/27/2019,9:57:51 AM,0,5,235534249.9,-5813.152,235528436.8,235528520.775,1616940.42157,39.04333064,39.0414525578,39.1164150939,39.1145299742,0.020224602,0.051800401,63.56314453,725.7281553,23.07872051,25.16654626,25.1715182388,25.1748863016,-0.065,25.1,0.081898689,0.756787401,196.0848435,193.057693896
5,3/27/2019,9:57:51 AM,0,6,235534249.9,-5611.664,235528638.3,235528722.262,1617141.90948,39.04314631,39.0412682455,39.1162302158,39.1143451139,0.020837804,0.053371221,63.56344461,705.1886792,23.07872051,25.16654626,25.1715182388,25.1748863016,-0.065,25.1,0.123074591,0.756787401,196.0848435,193.057693896
6,3/27/2019,9:57:51 AM,0,7,235534249.9,-5410.176,235528839.8,235528923.75,1617343.39738,39.03938628,39.0375085772,39.1124590075,39.1105742691,0.01907993,0.048873539,63.56956665,674.9435666,23.07872051,25.16654626,25.1715182388,25.1748863016,-0.065,25.1,-0.063621879,0.756787401,196.0848435,193.057693896
7,3/27/2019,9:57:51 AM,0,8,235534249.9,-5208.688,235529041.3,235529125.238,1617544.88528,39.04484099,39.0429627625,39.1179299344,39.1160446686,0.019692164,0.050434739,63.56068575,710.2137767,23.07872051,25.16654626,25.1715182388,25.1748863016,-0.065,25.1,0.033480465,0.756787401,196.0848435,193.057693896
8,3/27/2019,9:57:51 AM,0,9,235534249.9,-5007.2,235529242.7,235529326.726,1617746.37319,39.04169339,39.0398154653,39.1147729763,39.1128880148,0.019627865,0.050274112,63.5658101,720.4819277,23.07872051,25.16654626,25.1715182388,25.1748863016,-0.065,25.1,0.037920177,0.756787401,196.0848435,193.057693896
9,3/27/2019,9:57:51 AM,0,10,235534249.9,-4805.712,235529444.2,235529528.214,1617947.86109,39.04449824,39.0426200455,39.1175861653,39.1157009327,0.020845488,0.053389053,63.56124371,685.7798165,23.07872051,25.16654626,25.1715182388,25.1748863016,-0.065,25.1,0.044890761,0.756787401,196.0848435,193.057693896
