Spectrum Number,Segment Number,Baseline Order,Pressure,Temperature,x_shift,molefraction_O2,baseline_a,baseline_b,etalon_1_amp,etalon_1_period,etalon_1_phase
1.0,1.0,1.0,0.07911117863197344,297.9037456816823,0.0,0.01949,0.0,0.0,0.001364,1.271443,0.0
2.0,1.0,1.0,0.06555786634500006,297.90824458315126,0.0,0.01949,0.0,0.0,0.001364,1.271443,0.0
3.0,1.0,1.0,0.04601732072934212,297.87630335002524,0.0,0.01949,0.0,0.0,0.001364,1.271443,0.0
4.0,1.0,1.0,0.02488448197434222,297.8649098940256,0.0,0.01949,0.0,0.0,0.001364,1.271443,0.0
