Spectrum Number,Segment Number,Pressure,Pressure_err,Pressure_vary,Temperature,Temperature_err,Temperature_vary,x_shift,x_shift_err,x_shift_vary,molefraction_O2,molefraction_O2_err,molefraction_O2_vary,baseline_a,baseline_a_err,baseline_a_vary,baseline_b,baseline_b_err,baseline_b_vary,etalon_1_amp,etalon_1_amp_err,etalon_1_amp_vary,etalon_1_period,etalon_1_period_err,etalon_1_period_vary,etalon_1_phase,etalon_1_phase_err,etalon_1_phase_vary
1,1,0.0791111786319736,0.0,False,297.9037456816823,0.0,False,0.00021004541955546154,0.0002488626033826469,True,0.01949,0.0,False,2.9572970708379573,5.130419598850549e-05,True,0.0019444845979953258,5.566523028844151e-05,True,0.0015836194223716703,3.516389059477675e-05,True,1.271443,0.0,False,-0.7626710450541628,0.024061645477748868,True
2,1,0.065557866345,0.0,False,297.90824458315126,0.0,False,-0.002905761836028483,0.0013790564638582858,True,0.01949,0.0,False,2.959142781107154,0.00041437413129939937,True,0.00187117013076935,0.0004408614051391477,True,0.0015836194223716703,0.0,True,1.271443,0.0,False,-0.4921377892463802,0.18930941598306983,True
3,1,0.0460173207293421,0.0,False,297.8763033500253,0.0,False,-0.0007804671613842861,0.0016032993002767302,True,0.01949,0.0,False,2.953152747809345,0.0004466461628868753,True,0.00195941900831702,0.0005034289279548638,True,0.0015836194223716703,0.0,True,1.271443,0.0,False,-1.4110589329532959,0.2216842633885812,True
4,1,0.0248844819743421,0.0,False,297.8649098940256,0.0,False,-0.0029682212124273184,0.022570832216496604,True,0.01949,0.0,False,2.9503046482240696,0.00444562410316718,True,0.0018260490512966516,0.005353887761331243,True,0.0015836194223716703,0.0,True,1.271443,0.0,False,-1.6445352281722372,2.0733191964870863,True
