trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,gamma_air,delta_air,deltap_air,n_air,gamma_self,delta_self,deltap_self,n_self,y_air,y_self,beta_g_air,beta_g_self
10887729,2,1,6283.684127,3.531e-30,9.005e-05,2619.8075,115.0,117.0,       5 1 1 02,       1 0 0 02,               ,     P 58e     ,0.0637,-0.007238,0.0,0.72,0.07,-0.007795,0.0,0.56,0.005959,0.006257,0.0,0.0
10887731,2,1,6283.713972,3.049e-29,0.007445,3111.3683,131.0,133.0,       4 0 0 12,       1 0 0 01,               ,     P 66e     ,0.0614,-0.008768,0.0,0.7,0.067,-0.009607,0.0,0.55,-0.003149,-0.003352,0.0,0.0
10887734,2,1,6283.760625,2.956e-30,2.517e-09,16.389,11.0,13.0,       2 2 2 12,       0 0 0 01,               ,     P  6e     ,0.0834,-0.005586,0.0,0.68,0.114,-0.004748,0.0,0.71,0.0,0.0,0.0,0.0
10887735,2,1,6283.767981,1.134e-30,6.255e-05,2711.4241,83.0,85.0,       5 2 2 02,       0 3 3 01,               ,     P 42f     ,0.067,-0.006576,0.0,0.75,0.079,-0.006735,0.0,0.59,0.029466,0.031065,0.0,0.0
10887739,2,1,6283.87765,2.306e-29,0.01593,2548.3667,3.0,1.0,       5 0 0 14,       2 0 0 03,               ,     R  0e     ,0.0949,-0.003111,0.0,0.69,0.127,-0.00334,0.0,0.77,0.01661,0.023278,0.0,0.0
10887740,2,1,6283.921777,4.533e-30,0.02398,3193.1938,9.0,11.0,       5 1 1 14,       2 1 1 03,               ,     P  5e     ,0.0847,-0.005417,0.0,0.69,0.116,-0.004616,0.0,0.72,0.0,0.0,0.0,0.0
10887742,2,1,6283.992494,2.431e-30,2.613e-08,994.1913,101.0,101.0,       2 2 2 12,       0 0 0 01,               ,     Q 50e     ,0.0655,-0.008259,0.0,0.74,0.074,-0.00849,0.0,0.57,0.0,0.0,0.0,0.0
10887743,2,1,6284.020128,1.706e-29,0.01384,3259.4946,81.0,83.0,       4 2 2 13,       1 2 2 02,               ,     P 41f     ,0.0671,-0.007642,0.0,0.75,0.08,-0.007861,0.0,0.59,0.0,0.0,0.0,0.0
10887744,2,1,6284.032537,1.374e-30,4.566e-07,1551.2895,49.0,47.0,       2 4 4 12,       0 2 2 01,               ,     R 23f     ,0.0709,-0.006399,0.0,0.72,0.094,-0.006513,0.0,0.68,0.0,0.0,0.0,0.0
10887748,2,1,6284.180458,3.857e-29,5.82e-05,2048.5469,121.0,119.0,       5 0 0 02,       0 1 1 01,               ,     R 59e     ,0.0632,-0.007684,0.0,0.72,0.069,-0.007393,0.0,0.56,-0.003766,-0.004037,0.0,0.0
10887749,2,1,6284.192709,1.248e-30,1.67e-08,695.5495,19.0,17.0,       2 3 3 12,       0 1 1 01,               ,     R  8f     ,0.0801,-0.004563,0.0,0.68,0.109,-0.004545,0.0,0.69,0.0,0.0,0.0,0.0
10887750,2,1,6284.197977,1.193e-30,5.747e-05,2678.5057,81.0,83.0,       5 2 2 02,       0 3 3 01,               ,     P 41e     ,0.0671,-0.006536,0.0,0.75,0.08,-0.006667,0.0,0.59,0.006469,0.009445,0.0,0.0
10887751,2,1,6284.242215,2.204e-28,0.04847,2731.9114,23.0,25.0,       5 0 0 13,       2 0 0 02,               ,     P 12e     ,0.0774,-0.006122,0.0,0.68,0.105,-0.005452,0.0,0.69,0.000285,0.000491,0.0,0.0
10887752,2,1,6284.344627,3.118e-30,2.399e-08,917.0573,97.0,97.0,       2 2 2 12,       0 0 0 01,               ,     Q 48e     ,0.0659,-0.008148,0.0,0.74,0.075,-0.008373,0.0,0.58,0.0,0.0,0.0,0.0
10887754,2,1,6284.381335,5.321e-30,5.592e-05,2225.1933,41.0,39.0,       6 0 0 02,       1 1 1 01,               ,     R 19e     ,0.0725,-0.005057,0.0,0.71,0.097,-0.005114,0.0,0.71,0.00276,0.003245,0.0,0.0
10887756,2,1,6284.501323,7.405e-30,0.04367,3537.2547,43.0,45.0,       5 1 1 13,       2 1 1 02,               ,     P 22f     ,0.0716,-0.006705,0.0,0.71,0.095,-0.006381,0.0,0.69,0.0,0.0,0.0,0.0
10887759,2,1,6284.534178,5.037e-29,0.01563,3081.1382,89.0,87.0,       3 0 0 22,       0 0 0 11,               ,     R 43e     ,0.0666,-0.00796,0.0,0.74,0.077,-0.008152,0.0,0.58,-0.012066,-0.014155,0.0,0.0
10887762,2,1,6284.62291,1.023e-29,0.01519,3318.6486,59.0,57.0,       3 1 1 22,       0 1 1 11,               ,     R 28e     ,0.0694,-0.006812,0.0,0.73,0.089,-0.007043,0.0,0.64,0.0,0.0,0.0,0.0
10887764,2,1,6284.660402,1.093e-29,0.01516,3297.4065,57.0,55.0,       3 1 1 22,       0 1 1 11,               ,     R 27f     ,0.0697,-0.006725,0.0,0.73,0.09,-0.006944,0.0,0.65,0.0,0.0,0.0,0.0
10887765,2,1,6284.682187,3.919e-30,2.195e-08,843.0301,93.0,93.0,       2 2 2 12,       0 0 0 01,               ,     Q 46e     ,0.0663,-0.008036,0.0,0.74,0.076,-0.008251,0.0,0.58,0.0,0.0,0.0,0.0
10887766,2,1,6284.689628,8.8e-30,4.814e-06,1662.0402,51.0,53.0,       3 2 2 12,       1 0 0 01,               ,     P 26e     ,0.0702,-0.00695,0.0,0.73,0.092,-0.006702,0.0,0.66,0.0,0.0,0.0,0.0
10887767,2,1,6284.689826,1.817e-28,0.006068,2720.0571,143.0,145.0,       3 1 1 12,       0 1 1 01,               ,     P 72f     ,0.0595,-0.009013,0.0,0.68,0.066,-0.009861,0.0,0.55,0.0,0.0,0.0,0.0
10887769,2,1,6284.697482,4.068e-28,0.006235,2551.0112,137.0,139.0,       3 1 1 12,       0 1 1 01,               ,     P 69e     ,0.0605,-0.008892,0.0,0.69,0.066,-0.009745,0.0,0.55,-0.068657,-0.077654,0.0,0.0
10887770,2,1,6284.736863,1.512e-30,5.29e-07,1570.0821,51.0,49.0,       2 4 4 12,       0 2 2 01,               ,     R 24e     ,0.0705,-0.006494,0.0,0.72,0.093,-0.006625,0.0,0.67,0.0,0.0,0.0,0.0
10887771,2,1,6284.740355,3.614e-30,0.02413,3189.3101,7.0,9.0,       5 1 1 14,       2 1 1 03,               ,     P  4f     ,0.0862,-0.005249,0.0,0.69,0.118,-0.00448,0.0,0.73,0.0,0.0,0.0,0.0
10887772,2,1,6284.819385,5.245e-26,0.01743,1559.4494,51.0,53.0,       4 0 0 13,       1 0 0 02,               ,     P 26e     ,0.0702,-0.006909,0.0,0.73,0.092,-0.006702,0.0,0.66,0.005718,0.007856,0.0,0.0
10887774,2,1,6284.923446,1.709e-30,0.01216,3804.9705,131.0,133.0,       4 1 1 12,       1 1 1 01,               ,     P 66f     ,0.0614,-0.008768,0.0,0.7,0.067,-0.009607,0.0,0.55,0.0,0.0,0.0,0.0
10887775,2,1,6284.991113,1.943e-30,2.434e-08,702.5363,21.0,19.0,       2 3 3 12,       0 1 1 01,               ,     R  9e     ,0.0791,-0.004728,0.0,0.68,0.108,-0.004689,0.0,0.69,0.0,0.0,0.0,0.0
10887776,2,1,6284.991407,1.734e-30,0.0003746,3032.6054,101.0,99.0,       5 2 2 02,       1 1 1 01,               ,     R 49e     ,0.0655,-0.007223,0.0,0.74,0.074,-0.007138,0.0,0.57,-0.007111,-0.007699,0.0,0.0
10887777,2,1,6285.005204,4.826e-30,2.001e-08,772.1107,89.0,89.0,       2 2 2 12,       0 0 0 01,               ,     Q 44e     ,0.0666,-0.007921,0.0,0.74,0.077,-0.008124,0.0,0.58,0.0,0.0,0.0,0.0
10887778,2,1,6285.007451,5.306e-30,0.005982,3446.8901,145.0,147.0,       3 2 2 12,       0 2 2 01,               ,     P 73f     ,0.0592,-0.009053,0.0,0.68,0.065,-0.009895,0.0,0.55,0.005642,0.006338,0.0,0.0
10887780,2,1,6285.034091,1.949e-29,0.01388,3227.4299,79.0,81.0,       4 2 2 13,       1 2 2 02,               ,     P 40e     ,0.0673,-0.007595,0.0,0.75,0.08,-0.007783,0.0,0.59,0.0,0.0,0.0,0.0
10887783,2,1,6285.148634,8.145e-28,0.01503,2453.9245,71.0,73.0,       4 1 1 13,       1 1 1 02,               ,     P 36f     ,0.068,-0.007401,0.0,0.74,0.084,-0.007473,0.0,0.61,0.0,0.0,0.0,0.0
10887784,2,1,6285.15897,7.692e-30,0.04366,3519.5229,41.0,43.0,       5 1 1 13,       2 1 1 02,               ,     P 21e     ,0.072,-0.006653,0.0,0.71,0.096,-0.006297,0.0,0.7,0.0,0.0,0.0,0.0
10887788,2,1,6285.313708,5.819e-30,1.817e-08,704.3005,85.0,85.0,       2 2 2 12,       0 0 0 01,               ,     Q 42e     ,0.067,-0.007804,0.0,0.75,0.079,-0.007992,0.0,0.59,0.0,0.0,0.0,0.0
10887790,2,1,6285.3562,5.222e-30,8.932e-05,2530.2339,111.0,113.0,       5 1 1 02,       1 0 0 02,               ,     P 56e     ,0.0642,-0.007164,0.0,0.73,0.07,-0.007673,0.0,0.56,0.006052,0.006356,0.0,0.0
10887791,2,1,6285.382186,6.847e-29,0.02051,2550.7134,7.0,5.0,       5 0 0 14,       2 0 0 03,               ,     R  2e     ,0.088,-0.003261,0.0,0.7,0.12,-0.003649,0.0,0.74,0.018684,0.025762,0.0,0.0
9299076,5,1,6285.386843,1.999e-27,0.02691,2166.1305,9.0,7.0,              4,              1,               ,     R  3      ,0.0677,-0.00552,0.0,0.74,0.074,-0.005939,0.0,0.0,0.006762,0.007378,0.0,0.0
10887793,2,1,6285.43066,3.7e-29,0.01536,3149.9556,93.0,91.0,       3 0 0 22,       0 0 0 11,               ,     R 45e     ,0.0663,-0.008095,0.0,0.74,0.076,-0.008249,0.0,0.58,-0.012266,-0.013652,0.0,0.0
10887794,2,1,6285.438257,1.652e-30,6.118e-07,1589.6566,53.0,51.0,       2 4 4 12,       0 2 2 01,               ,     R 25f     ,0.0702,-0.006587,0.0,0.73,0.092,-0.006734,0.0,0.66,0.0,0.0,0.0,0.0
10887796,2,1,6285.454582,6.949e-30,0.006022,3389.8823,143.0,145.0,       3 2 2 12,       0 2 2 01,               ,     P 72e     ,0.0595,-0.009013,0.0,0.68,0.066,-0.009861,0.0,0.55,0.002011,0.002057,0.0,0.0
10887797,2,1,6285.466759,4.724e-30,0.0165,3648.9475,125.0,127.0,       4 1 1 12,       1 1 1 01,               ,     P 63e     ,0.0623,-0.008642,0.0,0.71,0.068,-0.009448,0.0,0.56,0.0,0.0,0.0,0.0
9299077,5,4,6285.495633,5.501e-27,0.00608,22.4867,54.0,42.0,              3,              0,               ,     R  3      ,0.0677,-0.00552,0.0,0.74,0.074,-0.005939,0.0,0.0,0.006861,0.007484,0.0,0.0
10887800,2,1,6285.497069,9.138e-28,0.01505,2424.5717,69.0,71.0,       4 1 1 13,       1 1 1 02,               ,     P 35e     ,0.0681,-0.007353,0.0,0.74,0.084,-0.007396,0.0,0.61,0.0,0.0,0.0,0.0
10887801,2,1,6285.524862,1.329e-30,5.617e-05,2646.3696,79.0,81.0,       5 2 2 02,       0 3 3 01,               ,     P 40f     ,0.0673,-0.006497,0.0,0.75,0.08,-0.006599,0.0,0.59,0.012949,0.015494,0.0,0.0
10887803,2,1,6285.556682,2.61e-30,0.02403,3186.1554,5.0,7.0,       5 1 1 14,       2 1 1 03,               ,     P  3e     ,0.088,-0.005032,0.0,0.7,0.12,-0.00434,0.0,0.74,0.0,0.0,0.0,0.0
10887805,2,1,6285.607733,6.868e-30,1.643e-08,639.6004,81.0,81.0,       2 2 2 12,       0 0 0 01,               ,     Q 40e     ,0.0673,-0.007684,0.0,0.75,0.08,-0.007854,0.0,0.59,0.0,0.0,0.0,0.0
10887806,2,1,6285.630724,1.057e-28,0.01036,2910.5197,123.0,125.0,       4 0 0 12,       1 0 0 01,               ,     P 62e     ,0.0626,-0.008599,0.0,0.71,0.068,-0.00939,0.0,0.56,0.004812,0.005131,0.0,0.0
10887807,2,1,6285.674746,2.883e-30,3.428e-08,710.4163,23.0,21.0,       2 3 3 12,       0 1 1 01,               ,     R 10f     ,0.0782,-0.004883,0.0,0.68,0.107,-0.004832,0.0,0.69,0.0,0.0,0.0,0.0
10887808,2,1,6285.707147,8.754e-30,0.01521,3364.3568,63.0,61.0,       3 1 1 22,       0 1 1 11,               ,     R 30e     ,0.0689,-0.006982,0.0,0.74,0.088,-0.007233,0.0,0.63,0.0,0.0,0.0,0.0
10887810,2,1,6285.843314,9.433e-30,0.01516,3341.6351,61.0,59.0,       3 1 1 22,       0 1 1 11,               ,     R 29f     ,0.0692,-0.006898,0.0,0.74,0.088,-0.00714,0.0,0.63,0.0,0.0,0.0,0.0
10887812,2,1,6285.887304,7.925e-30,1.479e-08,578.0116,77.0,77.0,       2 2 2 12,       0 0 0 01,               ,     Q 38e     ,0.0676,-0.007562,0.0,0.75,0.082,-0.007711,0.0,0.6,0.0,0.0,0.0,0.0
10887813,2,1,6285.889108,5.514e-26,0.006339,1522.1611,123.0,125.0,       3 0 0 12,       0 0 0 01,               ,     P 62e     ,0.0626,-0.008599,0.0,0.71,0.068,-0.00939,0.0,0.56,0.00439,0.004648,0.0,0.0
10887815,2,1,6285.893944,2.579e-29,5.96e-05,2142.842,125.0,123.0,       5 0 0 02,       0 1 1 01,               ,     R 61e     ,0.0626,-0.007778,0.0,0.71,0.068,-0.007441,0.0,0.56,-0.003722,-0.003962,0.0,0.0
10887817,2,1,6285.953232,2.009e-28,0.04905,2713.9932,19.0,21.0,       5 0 0 13,       2 0 0 02,               ,     P 10e     ,0.0791,-0.005968,0.0,0.68,0.108,-0.005232,0.0,0.69,-0.001456,-0.001816,0.0,0.0
10887818,2,1,6285.975245,5.937e-30,6.645e-05,2257.1983,45.0,43.0,       6 0 0 02,       1 1 1 01,               ,     R 21e     ,0.0716,-0.005239,0.0,0.71,0.095,-0.005326,0.0,0.69,0.000932,0.000671,0.0,0.0
10887822,2,1,6286.034539,1.391e-30,5.18e-05,2615.0151,77.0,79.0,       5 2 2 02,       0 3 3 01,               ,     P 39e     ,0.0675,-0.006458,0.0,0.75,0.081,-0.006532,0.0,0.6,0.00294,0.004375,0.0,0.0
10887825,2,1,6286.13613,1.874e-30,7.385e-07,1610.0138,55.0,53.0,       2 4 4 12,       0 2 2 01,               ,     R 26e     ,0.0699,-0.006678,0.0,0.73,0.091,-0.006841,0.0,0.65,0.0,0.0,0.0,0.0
10887826,2,1,6286.152518,8.938e-30,1.324e-08,519.535,73.0,73.0,       2 2 2 12,       0 0 0 01,               ,     Q 36e     ,0.068,-0.007437,0.0,0.74,0.084,-0.007561,0.0,0.61,0.0,0.0,0.0,0.0
10887827,2,1,6286.187684,2.217e-29,0.01391,3196.0811,77.0,79.0,       4 2 2 13,       1 2 2 02,               ,     P 39f     ,0.0675,-0.007546,0.0,0.75,0.081,-0.007705,0.0,0.6,0.0,0.0,0.0,0.0
10887828,2,1,6286.214667,1.142e-30,5.299e-07,1346.8814,13.0,11.0,       5 1 1 02,       0 2 2 01,               ,     R  5f     ,0.0834,-0.003276,0.0,0.68,0.114,-0.003436,0.0,0.71,0.0,0.0,0.0,0.0
10887829,2,1,6286.289674,3.921e-29,0.006021,3009.3945,127.0,129.0,       2 1 1 23,       1 0 0 01,               ,     P 64e     ,0.0621,-0.009965,0.0,0.71,0.068,-0.010888,0.0,0.56,0.002272,0.002399,0.0,0.0
10887831,2,1,6286.330895,7.951e-30,0.04393,3503.6247,39.0,41.0,       5 1 1 13,       2 1 1 02,               ,     P 20f     ,0.0725,-0.006601,0.0,0.71,0.097,-0.006212,0.0,0.71,0.0,0.0,0.0,0.0
10887833,2,1,6286.354773,1.487e-30,0.02257,3183.8173,3.0,5.0,       5 1 1 14,       2 1 1 03,               ,     P  2f     ,0.0903,-0.004701,0.0,0.69,0.123,-0.004195,0.0,0.76,0.0,0.0,0.0,0.0
10887834,2,1,6286.356761,2.52e-29,0.01423,3221.8569,97.0,95.0,       3 0 0 22,       0 0 0 11,               ,     R 47e     ,0.0659,-0.008225,0.0,0.74,0.075,-0.008338,0.0,0.58,-0.003768,-0.005198,0.0,0.0
10887837,2,1,6286.403305,9.843e-30,1.179e-08,464.1717,69.0,69.0,       2 2 2 12,       0 0 0 01,               ,     Q 34e     ,0.0683,-0.007309,0.0,0.74,0.085,-0.007406,0.0,0.61,0.0,0.0,0.0,0.0
10887840,2,1,6286.438951,7.037e-30,3.445e-06,1622.2562,47.0,49.0,       3 2 2 12,       1 0 0 01,               ,     P 24e     ,0.0709,-0.006848,0.0,0.72,0.094,-0.006544,0.0,0.68,0.0,0.0,0.0,0.0
10887842,2,1,6286.477299,1.256e-30,0.0003829,3111.3388,105.0,103.0,       5 2 2 02,       1 1 1 01,               ,     R 51e     ,0.0651,-0.007332,0.0,0.74,0.072,-0.007196,0.0,0.57,-0.017129,-0.017856,0.0,0.0
10887843,2,1,6286.491047,4.12e-30,4.698e-08,718.9419,25.0,23.0,       2 3 3 12,       0 1 1 01,               ,     R 11e     ,0.0774,-0.005029,0.0,0.68,0.105,-0.004973,0.0,0.69,0.0,0.0,0.0,0.0
10887846,2,1,6286.639763,1.057e-29,1.042e-08,411.9225,65.0,65.0,       2 2 2 12,       0 0 0 01,               ,     Q 32e     ,0.0687,-0.007179,0.0,0.74,0.087,-0.007244,0.0,0.62,0.0,0.0,0.0,0.0
10887848,2,1,6286.727267,1.428e-29,0.01115,3296.8409,101.0,99.0,       3 0 0 22,       0 0 0 11,               ,     R 49e     ,0.0655,-0.008352,0.0,0.74,0.074,-0.008418,0.0,0.57,-0.032706,-0.034845,0.0,0.0
10887850,2,1,6286.761246,7.344e-30,0.01522,3413.1597,67.0,65.0,       3 1 1 22,       0 1 1 11,               ,     R 32e     ,0.0685,-0.007146,0.0,0.74,0.086,-0.00741,0.0,0.62,0.0,0.0,0.0,0.0
10887851,2,1,6286.83113,2.006e-30,8.456e-07,1631.1527,57.0,55.0,       2 4 4 12,       0 2 2 01,               ,     R 27f     ,0.0697,-0.006767,0.0,0.73,0.09,-0.006944,0.0,0.65,0.0,0.0,0.0,0.0
10887852,2,1,6286.838835,1.112e-28,0.02178,2556.1888,11.0,9.0,       5 0 0 14,       2 0 0 03,               ,     R  4e     ,0.0847,-0.003737,0.0,0.69,0.116,-0.003953,0.0,0.72,0.014137,0.019103,0.0,0.0
10887853,2,1,6286.854212,5.891e-26,0.01751,1519.6411,47.0,49.0,       4 0 0 13,       1 0 0 02,               ,     P 24e     ,0.0709,-0.006808,0.0,0.72,0.094,-0.006544,0.0,0.68,0.005465,0.007616,0.0,0.0
10887854,2,1,6286.861916,9.168e-30,7.588e-09,362.7883,61.0,61.0,       2 2 2 12,       0 0 0 01,               ,     Q 30e     ,0.0692,-0.007045,0.0,0.74,0.088,-0.007076,0.0,0.63,0.0,0.0,0.0,0.0
10887855,2,1,6286.869631,1.772e-30,7.293e-07,1351.5813,15.0,13.0,       5 1 1 02,       0 2 2 01,               ,     R  6e     ,0.0822,-0.003458,0.0,0.68,0.112,-0.003564,0.0,0.7,0.03236,0.044138,0.0,0.0
10887860,2,1,6287.001587,7.985e-30,0.01516,3388.9635,65.0,63.0,       3 1 1 22,       0 1 1 11,               ,     R 31f     ,0.0687,-0.007065,0.0,0.74,0.087,-0.007323,0.0,0.62,0.0,0.0,0.0,0.0
10887861,2,1,6287.028633,8.156e-30,0.04394,3487.5494,37.0,39.0,       5 1 1 13,       2 1 1 02,               ,     P 19e     ,0.073,-0.006547,0.0,0.7,0.098,-0.006125,0.0,0.71,0.0,0.0,0.0,0.0
10887862,2,1,6287.031062,7.571e-30,8.828e-05,2443.7604,107.0,109.0,       5 1 1 02,       1 0 0 02,               ,     P 54e     ,0.0647,-0.007088,0.0,0.73,0.071,-0.007546,0.0,0.57,0.006134,0.006579,0.0,0.0
10887863,2,1,6287.060315,3.066e-28,0.006131,2608.5559,139.0,141.0,       3 1 1 12,       0 1 1 01,               ,     P 70f     ,0.0602,-0.008933,0.0,0.69,0.066,-0.009787,0.0,0.55,0.009861,0.01071,0.0,0.0
10887864,2,1,6287.069795,9.322e-30,6.602e-09,316.7699,57.0,57.0,       2 2 2 12,       0 0 0 01,               ,     Q 28e     ,0.0697,-0.006909,0.0,0.73,0.09,-0.006901,0.0,0.65,0.0,0.0,0.0,0.0
9299078,5,1,6287.119539,7.022e-24,0.005994,403.4612,27.0,29.0,              3,              0,               ,     P 14      ,0.0553,-0.0073,0.0,0.72,0.059,-0.0079,0.0,0.0,0.002247,0.002432,0.0,0.0
10887865,2,1,6287.14087,5.683e-30,6.284e-08,728.4123,27.0,25.0,       2 3 3 12,       0 1 1 01,               ,     R 12f     ,0.0766,-0.005168,0.0,0.68,0.104,-0.005113,0.0,0.69,0.0,0.0,0.0,0.0
10887867,2,1,6287.201194,2.51e-29,0.01395,3165.5727,75.0,77.0,       4 2 2 13,       1 2 2 02,               ,     P 38e     ,0.0676,-0.007498,0.0,0.75,0.082,-0.007628,0.0,0.6,0.0,0.0,0.0,0.0
10887868,2,1,6287.212934,3.546e-30,0.01584,3702.7126,127.0,129.0,       4 1 1 12,       1 1 1 01,               ,     P 64f     ,0.0621,-0.008684,0.0,0.71,0.068,-0.009503,0.0,0.56,0.0,0.0,0.0,0.0
10887869,2,1,6287.237103,1.011e-27,0.0151,2398.3604,67.0,69.0,       4 1 1 13,       1 1 1 02,               ,     P 34f     ,0.0683,-0.007304,0.0,0.74,0.085,-0.007319,0.0,0.61,0.0,0.0,0.0,0.0
10887870,2,1,6287.250075,6.687e-28,0.006291,2444.3238,133.0,135.0,       3 1 1 12,       0 1 1 01,               ,     P 67e     ,0.0611,-0.00881,0.0,0.7,0.067,-0.009656,0.0,0.55,0.001097,0.001124,0.0,0.0
10887871,2,1,6287.263432,1.11e-29,6.864e-09,273.868,53.0,53.0,       2 2 2 12,       0 0 0 01,               ,     Q 26e     ,0.0702,-0.006768,0.0,0.73,0.092,-0.006718,0.0,0.66,0.0,0.0,0.0,0.0
10887872,2,1,6287.274308,1.523e-30,5.021e-05,2584.443,75.0,77.0,       5 2 2 02,       0 3 3 01,               ,     P 38f     ,0.0676,-0.006418,0.0,0.75,0.082,-0.006465,0.0,0.6,0.009873,0.012175,0.0,0.0
10887879,2,1,6287.442855,1.061e-29,5.849e-09,234.0834,49.0,49.0,       2 2 2 12,       0 0 0 01,               ,     Q 24e     ,0.0709,-0.006623,0.0,0.72,0.094,-0.006528,0.0,0.68,0.0,0.0,0.0,0.0
10887880,2,1,6287.471376,9.021e-30,0.006038,3333.7272,141.0,143.0,       3 2 2 12,       0 2 2 01,               ,     P 71f     ,0.0598,-0.008973,0.0,0.68,0.066,-0.009825,0.0,0.55,0.005411,0.005915,0.0,0.0
10887881,2,1,6287.522535,2.117e-30,9.592e-07,1653.0742,59.0,57.0,       2 4 4 12,       0 2 2 01,               ,     R 28e     ,0.0694,-0.006854,0.0,0.73,0.089,-0.007043,0.0,0.64,0.0,0.0,0.0,0.0
10887883,2,1,6287.574889,6.369e-30,7.769e-05,2292.3237,49.0,47.0,       6 0 0 02,       1 1 1 01,               ,     R 23e     ,0.0709,-0.005413,0.0,0.72,0.094,-0.005529,0.0,0.68,-0.000697,-0.001406,0.0,0.0
10887885,2,1,6287.608094,9.788e-30,4.917e-09,197.4166,45.0,45.0,       2 2 2 12,       0 0 0 01,               ,     Q 22e     ,0.0716,-0.006474,0.0,0.71,0.095,-0.006331,0.0,0.69,0.0,0.0,0.0,0.0
10887886,2,1,6287.625654,1.691e-29,6.083e-05,2240.2375,129.0,127.0,       5 0 0 02,       0 1 1 01,               ,     R 63e     ,0.0621,-0.00787,0.0,0.71,0.068,-0.007491,0.0,0.56,-0.003513,-0.003808,0.0,0.0
10887887,2,1,6287.635358,1.732e-28,0.04987,2699.1908,15.0,17.0,       5 0 0 13,       2 0 0 02,               ,     P  8e     ,0.0811,-0.005785,0.0,0.68,0.111,-0.004998,0.0,0.7,-0.003786,-0.005026,0.0,0.0
10887888,2,1,6287.653966,1.123e-27,0.01512,2370.698,65.0,67.0,       4 1 1 13,       1 1 1 02,               ,     P 33e     ,0.0685,-0.007255,0.0,0.74,0.086,-0.007242,0.0,0.62,0.0,0.0,0.0,0.0
10887890,2,1,6287.728968,1.366e-29,0.015,3374.9064,105.0,103.0,       3 0 0 22,       0 0 0 11,               ,     R 51e     ,0.0651,-0.008476,0.0,0.74,0.072,-0.008492,0.0,0.57,-0.010499,-0.011537,0.0,0.0
10887892,2,1,6287.759174,8.688e-30,4.069e-09,163.8684,41.0,41.0,       2 2 2 12,       0 0 0 01,               ,     Q 20e     ,0.0725,-0.006318,0.0,0.71,0.097,-0.006125,0.0,0.71,0.0,0.0,0.0,0.0
10887893,2,1,6287.78531,6.046e-30,0.01522,3465.0566,71.0,69.0,       3 1 1 22,       0 1 1 11,               ,     R 34e     ,0.0681,-0.007305,0.0,0.74,0.084,-0.007573,0.0,0.61,0.0,0.0,0.0,0.0
10887894,2,1,6287.790692,2.557e-30,9.539e-07,1357.0644,17.0,15.0,       5 1 1 02,       0 2 2 01,               ,     R  7f     ,0.0811,-0.003626,0.0,0.68,0.111,-0.00369,0.0,0.7,0.040395,0.055225,0.0,0.0
10887896,2,1,6287.848015,7.422e-30,0.01669,3551.5899,121.0,123.0,       4 1 1 12,       1 1 1 01,               ,     P 61e     ,0.0629,-0.008556,0.0,0.71,0.069,-0.00933,0.0,0.56,0.0,0.0,0.0,0.0
10887898,2,1,6287.851297,1.583e-30,4.64e-05,2554.6529,73.0,75.0,       5 2 2 02,       0 3 3 01,               ,     P 37e     ,0.0678,-0.006379,0.0,0.74,0.083,-0.006399,0.0,0.6,0.002686,0.004228,0.0,0.0
10887900,2,1,6287.89612,7.379e-30,3.303e-09,133.4393,37.0,37.0,       2 2 2 12,       0 0 0 01,               ,     Q 18e     ,0.0735,-0.006155,0.0,0.7,0.099,-0.00591,0.0,0.71,0.0,0.0,0.0,0.0
10887901,2,1,6287.926828,1.5e-30,0.0226,3182.2452,3.0,3.0,       5 1 1 14,       2 1 1 03,               ,     Q  1e     ,0.0949,-0.003589,0.0,0.69,0.127,-0.003692,0.0,0.77,0.0,0.0,0.0,0.0
10887905,2,1,6287.979969,7.628e-30,8.249e-08,738.4717,29.0,27.0,       2 3 3 12,       0 1 1 01,               ,     R 13e     ,0.0759,-0.005301,0.0,0.68,0.103,-0.005251,0.0,0.7,0.0,0.0,0.0,0.0
10887906,2,1,6287.999204,1.171e-29,0.006074,3278.2757,139.0,141.0,       3 2 2 12,       0 2 2 01,               ,     P 70e     ,0.0602,-0.008933,0.0,0.69,0.066,-0.009787,0.0,0.55,0.002403,0.002557,0.0,0.0
10887907,2,1,6288.018956,5.958e-30,2.619e-09,106.1297,33.0,33.0,       2 2 2 12,       0 0 0 01,               ,     Q 16e     ,0.0746,-0.005982,0.0,0.69,0.101,-0.005687,0.0,0.71,0.0,0.0,0.0,0.0
10887909,2,1,6288.071461,1.831e-28,0.01166,2814.7452,119.0,121.0,       4 0 0 12,       1 0 0 01,               ,     P 60e     ,0.0632,-0.008513,0.0,0.72,0.069,-0.009268,0.0,0.56,0.005186,0.005504,0.0,0.0
10887910,2,1,6288.127702,4.529e-30,2.014e-09,81.9401,29.0,29.0,       2 2 2 12,       0 0 0 01,               ,     Q 14e     ,0.0759,-0.005796,0.0,0.68,0.103,-0.005455,0.0,0.7,0.0,0.0,0.0,0.0
10887911,2,1,6288.13514,8.321e-30,0.04419,3473.1213,35.0,37.0,       5 1 1 13,       2 1 1 02,               ,     P 18f     ,0.0735,-0.006493,0.0,0.7,0.099,-0.006037,0.0,0.71,0.0,0.0,0.0,0.0
