Segment Number,Wavenumber (cm-1),Wavenumber + Noise (cm-1),transmittance,transmittance + Noise,CIA (cm-1),Noise (%),Pressure (atm),Temperature (K)
0,13080.0,13080.0,0.9993233757988346,1.0002892333181954,0.0,0.09634945312176081,0.6626619999999999,297.69999999999993
0,13080.005,13080.005,0.9993219716327941,1.0001441288261923,0.0,0.08201457707391038,0.6626619999999999,297.69999999999993
0,13080.009999999998,13080.009999999998,0.9993205578596153,0.9991504345792196,0.0,-0.01697070706686631,0.6626619999999999,297.69999999999993
0,13080.014999999998,13080.014999999998,0.9993191343526701,0.9993311669523439,0.0,0.0012003161697977957,0.6626619999999999,297.69999999999993
0,13080.019999999997,13080.019999999997,0.9993177009803909,0.9993925988431387,0.0,0.007471462375235319,0.6626619999999999,297.69999999999993
0,13080.024999999996,13080.024999999996,0.999316257606086,0.9985802333500536,0.0,-0.07342235591849744,0.6626619999999999,297.69999999999993
0,13080.029999999995,13080.029999999995,0.9993148040877442,0.9980296022356963,0.0,-0.12820575821352706,0.6626619999999999,297.69999999999993
0,13080.034999999994,13080.034999999994,0.9993133402778288,0.9980554023383584,0.0,-0.12548603712200773,0.6626619999999999,297.69999999999993
0,13080.039999999994,13080.039999999994,0.9993118660230587,1.001099208719241,0.0,0.17829699294808782,0.6626619999999999,297.69999999999993
0,13080.044999999993,13080.044999999993,0.9993103811641786,0.999430409534657,0.0,0.011973471886769334,0.6626619999999999,297.69999999999993
0,13080.049999999992,13080.049999999992,0.9993088855357142,0.9997225458055197,0.0,0.04126482423653324,0.6626619999999999,297.69999999999993
0,13080.054999999991,13080.054999999991,0.9993073789657146,0.9992169795525674,0.0,-0.009017824932429102,0.6626619999999999,297.69999999999993
0,13080.05999999999,13080.05999999999,0.9993058612754782,0.999225401618541,0.0,-0.008026281091013065,0.6626619999999999,297.69999999999993
0,13080.06499999999,13080.06499999999,0.9993043322792641,0.997424694601198,0.0,-0.1875039109998006,0.6626619999999999,297.69999999999993
0,13080.069999999989,13080.069999999989,0.9993027917839855,0.9998352761581898,0.0,0.0531181641412451,0.6626619999999999,297.69999999999993
0,13080.074999999988,13080.074999999988,0.9993012395888856,1.000041682833521,0.0,0.07386317366513137,0.6626619999999999,297.69999999999993
0,13080.079999999987,13080.079999999987,0.9992996754851925,0.9979243201482405,0.0,-0.13719905048843067,0.6626619999999999,297.69999999999993
0,13080.084999999986,13080.084999999986,0.9992980992557561,0.9986904988363888,0.0,-0.06061139137926571,0.6626619999999999,297.69999999999993
0,13080.089999999986,13080.089999999986,0.9992965106746605,0.9987692588092489,0.0,-0.05259619340485252,0.6626619999999999,297.69999999999993
0,13080.094999999985,13080.094999999985,0.9992949095068145,1.0016842953678118,0.0,0.2383540184646452,0.6626619999999999,297.69999999999993
0,13080.099999999984,13080.099999999984,0.9992932955075159,1.0013523095952752,0.0,0.20539766720136202,0.6626619999999999,297.69999999999993
0,13080.104999999983,13080.104999999983,0.9992916684219888,0.9988351330592039,0.0,-0.045541844064306065,0.6626619999999999,297.69999999999993
0,13080.109999999982,13080.109999999982,0.9992900279848932,1.000722672572449,0.0,0.14291395962853037,0.6626619999999999,297.69999999999993
0,13080.114999999982,13080.114999999982,0.9992883739198016,1.0001347582528368,0.0,0.084431363823446,0.6626619999999999,297.69999999999993
0,13080.11999999998,13080.11999999998,0.9992867059386451,1.0007821362385745,0.0,0.14917717022615665,0.6626619999999999,297.69999999999993
0,13080.12499999998,13080.12499999998,0.9992850237411209,1.0006375198250617,0.0,0.1349187177454969,0.6626619999999999,297.69999999999993
0,13080.12999999998,13080.12999999998,0.9992833270140636,1.0000700898515835,0.0,0.07848380078019034,0.6626619999999999,297.69999999999993
0,13080.134999999978,13080.134999999978,0.9992816154307745,1.0000582884672864,0.0,0.07747728916771744,0.6626619999999999,297.69999999999993
0,13080.139999999978,13080.139999999978,0.999279888650307,1.000699959740581,0.0,0.14165968602953224,0.6626619999999999,297.69999999999993
0,13080.144999999977,13080.144999999977,0.9992781463167035,0.9980598847797221,0.0,-0.12152810377778529,0.6626619999999999,297.69999999999993
0,13080.149999999976,13080.149999999976,0.9992763880581819,0.9998019500482864,0.0,0.05242761930524502,0.6626619999999999,297.69999999999993
0,13080.154999999975,13080.154999999975,0.9992746134862652,0.99759855434113,0.0,-0.16719586356833518,0.6626619999999999,297.69999999999993
0,13080.159999999974,13080.159999999974,0.9992728221948536,0.9972399540456458,0.0,-0.20278946999804803,0.6626619999999999,297.69999999999993
0,13080.164999999974,13080.164999999974,0.9992710137592284,1.0002429220538098,0.0,0.09695305031055419,0.6626619999999999,297.69999999999993
0,13080.169999999973,13080.169999999973,0.9992691877349897,1.0010684622499881,0.0,0.17948725568833035,0.6626619999999999,297.69999999999993
0,13080.174999999972,13080.174999999972,0.9992673436569146,0.9978626511072827,0.0,-0.14012559435351363,0.6626619999999999,297.69999999999993
0,13080.179999999971,13080.179999999971,0.9992654810377365,0.9999001428996234,0.0,0.06331091499966204,0.6626619999999999,297.69999999999993
0,13080.18499999997,13080.18499999997,0.9992635993668322,0.9987908701689168,0.0,-0.047157265725879784,0.6626619999999999,297.69999999999993
0,13080.18999999997,13080.18999999997,0.9992616981088153,0.9990563427977477,0.0,-0.020485290553107185,0.6626619999999999,297.69999999999993
0,13080.194999999969,13080.194999999969,0.9992597767020219,0.9993376878458866,0.0,0.007772053282165955,0.6626619999999999,297.69999999999993
0,13080.199999999968,13080.199999999968,0.9992578345568828,1.0000691019438752,0.0,0.08092826064445541,0.6626619999999999,297.69999999999993
0,13080.204999999967,13080.204999999967,0.9992558710541716,1.000231501627911,0.0,0.09732436756394079,0.6626619999999999,297.69999999999993
0,13080.209999999966,13080.209999999966,0.9992538855431159,1.0009349418003866,0.0,0.16769435222922413,0.6626619999999999,297.69999999999993
0,13080.214999999966,13080.214999999966,0.9992518773393607,1.0001180597211403,0.0,0.08640632506893532,0.6626619999999999,297.69999999999993
0,13080.219999999965,13080.219999999965,0.99924984572277,0.9990868143092054,0.0,-0.016263255421986967,0.6626619999999999,297.69999999999993
0,13080.224999999964,13080.224999999964,0.9992477899350499,0.9972256970058624,0.0,-0.20171458417337274,0.6626619999999999,297.69999999999993
0,13080.229999999963,13080.229999999963,0.9992457091771789,0.9993914767640344,0.0,0.01454109637796006,0.6626619999999999,297.69999999999993
0,13080.234999999962,13080.234999999962,0.999243602606625,0.9998646490698675,0.0,0.06195270616748098,0.6626619999999999,297.69999999999993
0,13080.239999999962,13080.239999999962,0.9992414693343276,0.9985589182030759,0.0,-0.06808812573852503,0.6626619999999999,297.69999999999993
0,13080.24499999996,13080.24499999996,0.9992393084214247,0.9995799809404883,0.0,0.033983905749480736,0.6626619999999999,297.69999999999993
0,13080.24999999996,13080.24999999996,0.9992371188756944,0.9979895349653138,0.0,-0.1244531673452451,0.6626619999999999,297.69999999999993
0,13080.25499999996,13080.25499999996,0.9992348996476886,0.9997089962777452,0.0,0.047293674395216,0.6626619999999999,297.69999999999993
0,13080.259999999958,13080.259999999958,0.9992326496265183,1.0001724141808348,0.0,0.09374654030910583,0.6626619999999999,297.69999999999993
0,13080.264999999958,13080.264999999958,0.999230367635262,1.0003193643843789,0.0,0.10863324985886208,0.6626619999999999,297.69999999999993
0,13080.269999999957,13080.269999999957,0.9992280524259513,1.0003194312467525,0.0,0.10887087424908855,0.6626619999999999,297.69999999999993
0,13080.274999999956,13080.274999999956,0.9992257026740923,1.0011856023495354,0.0,0.19551047449257136,0.6626619999999999,297.69999999999993
0,13080.279999999955,13080.279999999955,0.9992233169726674,0.9990494920303122,0.0,-0.01733996764442687,0.6626619999999999,297.69999999999993
0,13080.284999999954,13080.284999999954,0.9992208938255631,0.9992143901761962,0.0,-0.0006487738069431141,0.6626619999999999,297.69999999999993
0,13080.289999999954,13080.289999999954,0.9992184316403567,0.9999468764754905,0.0,0.0726662681478701,0.6626619999999999,297.69999999999993
0,13080.294999999953,13080.294999999953,0.9992159287203896,0.9979558272250586,0.0,-0.12570186339015454,0.6626619999999999,297.69999999999993
0,13080.299999999952,13080.299999999952,0.9992133832560417,0.9983970816291753,0.0,-0.08143045299583002,0.6626619999999999,297.69999999999993
0,13080.304999999951,13080.304999999951,0.9992107933151142,0.9983834856494815,0.0,-0.08252836422487612,0.6626619999999999,297.69999999999993
0,13080.30999999995,13080.30999999995,0.9992081568322118,0.9990916760691558,0.0,-0.011619579073185223,0.6626619999999999,297.69999999999993
0,13080.31499999995,13080.31499999995,0.9992054715970003,0.9989021562568812,0.0,-0.030257327357417135,0.6626619999999999,297.69999999999993
0,13080.319999999949,13080.319999999949,0.9992027352412031,0.9989370115426531,0.0,-0.02650736006457784,0.6626619999999999,297.69999999999993
0,13080.324999999948,13080.324999999948,0.9991999452241712,0.9985143850765068,0.0,-0.06838829121840882,0.6626619999999999,297.69999999999993
0,13080.329999999947,13080.329999999947,0.9991970988168457,0.9996992364104513,0.0,0.05009091047693505,0.6626619999999999,297.69999999999993
0,13080.334999999946,13080.334999999946,0.9991941930839017,0.9980691572889725,0.0,-0.11222833742140614,0.6626619999999999,297.69999999999993
