,molec_id,local_iso_id,elower,nu,nu_err,nu_vary,sw,sw_err,sw_vary,sw_scale_factor,gamma0_air,gamma0_air_err,gamma0_air_vary,n_gamma0_air,delta0_air,delta0_air_err,delta0_air_vary,n_delta0_air,SD_gamma_air,SD_gamma_air_err,SD_gamma_air_vary,n_gamma2_air,SD_delta_air,SD_delta_air_err,SD_delta_air_vary,n_delta2_air,nuOptRe_air,nuOptRe_air_err,nuOptRe_air_vary,n_nuOptRe_air,nuOptIm_air,nuOptIm_air_err,nuOptIm_air_vary,n_nuOptIm_air,y_air,y_air_err,y_air_vary,n_y_air,BIA_slope_air,BIA_collision_duration_air
1181,2,2,1567.9324,6353.503862,0.0,False,1.2000000000000002e-05,0.0,False,1.0000000000000001e-23,0.06632,0.0,False,0.74,-0.007973,0.0,False,0.0,0.077503015681544,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0
1182,2,1,2238.6227,6353.571219,0.0,False,4.875e-07,0.0,False,1.0000000000000001e-23,0.07083,0.0,False,0.72,-0.007489,0.0,False,0.0,0.0858393336156995,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0
1183,2,2,1629.2428,6353.588052,0.0,False,2.9600000000000005e-06,0.0,False,1.0000000000000001e-23,0.0689,0.0,False,0.74,-0.006982,0.0,False,0.0,0.0804063860667634,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,-0.009827,0.0,False,0.0,0.0,0.0
1184,2,1,902.0837,6353.597337,0.0,False,0.0001692,0.0,False,1.0000000000000001e-23,0.07083,0.0,False,0.72,-0.006583,0.0,False,0.0,0.0858393336156995,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,-0.06024,0.0,False,0.0,0.0,0.0
1185,2,1,3698.8528,6353.635649,0.0,False,2.89e-07,0.0,False,1.0000000000000001e-23,0.07121,0.0,False,0.72,-0.006262,0.0,False,0.0,0.0867855638253054,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0
1186,2,1,1585.5904,6353.642907,0.0,False,1.2620000000000002e-06,0.0,False,1.0000000000000001e-23,0.07162,0.0,False,0.71,-0.007359,0.0,False,0.0,0.0875453783859257,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.028624,0.0,False,0.0,0.0,0.0
1187,2,1,1357.0644,6353.648647,0.0,False,0.001409,0.0,False,1.0000000000000001e-23,0.08325,0.0,False,0.68,-0.005678,0.0,False,0.0,0.0898498498498498,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,-0.006656,0.0,False,0.0,0.0,0.0
1188,2,2,2061.1592,6353.742782,0.0,False,3.6200000000000004e-07,0.0,False,1.0000000000000001e-23,0.07294,0.0,False,0.71,-0.006601,0.0,False,0.0,0.0887030435974773,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0
1189,2,1,1977.0938,6353.773131,0.0,False,2.072e-06,0.0,False,1.0000000000000001e-23,0.06733,0.0,False,0.75,-0.007637,0.0,False,0.0,0.0770830239120748,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.006598,0.0,False,0.0,0.0,0.0
1190,2,1,2181.269,6353.776754,0.0,False,1.9370000000000002e-07,0.0,False,1.0000000000000001e-23,0.06666,0.0,False,0.74,-0.00783,0.0,False,0.0,0.0769576957695769,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0
1191,2,1,1054.7607,6353.813539,0.0,False,5.976e-05,0.0,False,1.0000000000000001e-23,0.0689,0.0,False,0.74,-0.007069,0.0,False,0.0,0.0804063860667634,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,-0.012098,0.0,False,0.0,0.0,0.0
1192,2,3,1359.544,6353.820444,0.0,False,1.621e-07,0.0,False,1.0000000000000001e-23,0.07531,0.0,False,0.69,-0.006379,0.0,False,0.0,0.0912229451600053,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0
1193,2,2,1732.3957,6353.823532,0.0,False,8.11e-06,0.0,False,1.0000000000000001e-23,0.06944,0.0,False,0.74,-0.007108,0.0,False,0.0,0.0807891705069124,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.006781,0.0,False,0.0,0.0,0.0
1194,2,2,60.8738,6353.833107,0.0,False,0.00446,0.0,False,1.0000000000000001e-23,0.07842,0.0,False,0.68,-0.006122,0.0,False,0.0,0.0921958684009181,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.000228,0.0,False,0.0,0.0,0.0
1195,2,1,2219.7963,6353.845693,0.0,False,5.240000000000001e-07,0.0,False,1.0000000000000001e-23,0.07121,0.0,False,0.72,-0.007405,0.0,False,0.0,0.0867855638253054,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0
1196,2,1,3766.8509,6353.875543,0.0,False,2.655e-07,0.0,False,1.0000000000000001e-23,0.06131,0.0,False,0.69,-0.009404,0.0,False,0.0,0.0874245636927091,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0
1197,2,1,28.0951,6353.907919,0.0,False,8.645e-07,0.0,False,1.0000000000000001e-23,0.08083,0.0,False,0.68,-0.003847,0.0,False,0.0,0.0916738834591117,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0
1198,2,1,672.0676,6353.927633,0.0,False,0.01688,0.0,False,1.0000000000000001e-23,0.08825,0.0,False,0.7,-0.005032,0.0,False,0.0,0.0843059490084986,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,-0.014488,0.0,False,0.0,0.0,0.0
1199,2,1,1390.5253,6353.942802,0.0,False,1.385e-07,0.0,False,1.0000000000000001e-23,0.09067,0.0,False,0.69,-0.005259,0.0,False,0.0,0.0813940663946178,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0
1200,2,1,1552.0433,6353.962993,0.0,False,1.344e-06,0.0,False,1.0000000000000001e-23,0.07254,0.0,False,0.71,-0.007182,0.0,False,0.0,0.0891921698373311,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.020898,0.0,False,0.0,0.0,0.0
1201,2,7,24.9703,6353.965394,0.0,False,1.29e-07,0.0,False,1.0000000000000001e-23,0.08222,0.0,False,0.68,-0.005785,0.0,False,0.0,0.0906105570420822,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0
1202,2,1,1945.7959,6353.975668,0.0,False,2.48e-06,0.0,False,1.0000000000000001e-23,0.06749,0.0,False,0.75,-0.007577,0.0,False,0.0,0.0771966217217365,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.009356,0.0,False,0.0,0.0,0.0
1203,2,1,3493.9853,6353.976275,0.0,False,2.138e-07,0.0,False,1.0000000000000001e-23,0.07802,0.0,False,0.68,-0.004996,0.0,False,0.0,0.0926685465265316,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0
1204,2,1,2025.2188,6353.980313,0.0,False,4.781e-05,0.0,False,1.0000000000000001e-23,0.08325,0.0,False,0.68,-0.005678,0.0,False,0.0,0.0898498498498498,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,-0.008877,0.0,False,0.0,0.0,0.0
1205,2,2,1140.433,6354.00022,0.0,False,7.440000000000001e-07,0.0,False,1.0000000000000001e-23,0.06798,0.0,False,0.74,-0.00632,0.0,False,0.0,0.0779641070903206,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,-0.005125,0.0,False,0.0,0.0,0.0
1206,2,1,3790.7568,6354.004897,0.0,False,1.857e-07,0.0,False,1.0000000000000001e-23,0.06448,0.0,False,0.73,-0.008713,0.0,False,0.0,0.0808002481389578,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0
1207,2,1,3834.6572,6354.00563,0.0,False,1.525e-07,0.0,False,1.0000000000000001e-23,0.06426,0.0,False,0.72,-0.00877,0.0,False,0.0,0.0812324929971988,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0
1208,2,1,865.3199,6354.01913,0.0,False,0.0002203,0.0,False,1.0000000000000001e-23,0.07162,0.0,False,0.71,-0.006435,0.0,False,0.0,0.0875453783859257,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,-0.072012,0.0,False,0.0,0.0,0.0
1209,2,1,2788.9155,6354.047801,0.0,False,5.02e-06,0.0,False,1.0000000000000001e-23,0.08083,0.0,False,0.68,-0.004531,0.0,False,0.0,0.0916738834591117,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0
1210,2,1,772.1107,6354.070922,0.0,False,0.0003186,0.0,False,1.0000000000000001e-23,0.06698,0.0,False,0.74,-0.006702,0.0,False,0.0,0.076739325171693,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.006514,0.0,False,0.0,0.0,0.0
1211,2,1,1007.1335,6354.116587,0.0,False,8.093e-05,0.0,False,1.0000000000000001e-23,0.06936,0.0,False,0.73,-0.006935,0.0,False,0.0,0.0817474048442906,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,-0.050207,0.0,False,0.0,0.0,0.0
1212,2,1,2098.7184,6354.131434,0.0,False,0.0001326,0.0,False,1.0000000000000001e-23,0.08184,0.0,False,0.68,-0.004355,0.0,False,0.0,0.0910312805474095,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0
