Spectrum Number,Spectrum Name,Wavenumber (cm-1),Pressure (atm),Temperature (K),alpha (10^-6 cm^-1),Model (10^-6 cm^-1),Residuals (10^-6 cm^-1),QF,Background,CIA (cm-1)
1,temp,6355.0,0.1,296.0,0.0002373608385179,0.00023736083854480626,-2.6906265843812394e-14,123998194078.0,0.0,0.0
1,temp,6355.01,0.1,296.0,0.0002309570185694,0.00023095701859820897,-2.880895934136152e-14,123998194078.0,0.0,0.0
1,temp,6355.02,0.1,296.0,0.0002262046635922,0.0002262046636230201,-3.0820100161213504e-14,123998194078.0,0.0,0.0
1,temp,6355.030000000001,0.1,296.0,0.0002235498623428,0.0002235498623760097,-3.320970885442587e-14,123998194078.0,0.0,0.0
1,temp,6355.040000000001,0.1,296.0,0.0002246222917986,0.0002246222918348082,-3.620820548770609e-14,123998194078.0,0.0,0.0
1,temp,6355.050000000001,0.1,296.0,0.0002364844957823,0.00023648449582233758,-4.003758045587058e-14,123998194078.0,0.0,0.0
1,temp,6355.060000000001,0.1,296.0,0.000287475768178,0.00028747576822069423,-4.2694255249220436e-14,123998194078.0,0.0,0.0
1,temp,6355.0700000000015,0.1,296.0,0.0003577971174954,0.0003577971175414567,-4.605669144674973e-14,123998194078.0,0.0,0.0
1,temp,6355.080000000002,0.1,296.0,0.0002784787225106,0.00027847872255867866,-4.807867428832657e-14,123998194078.0,0.0,0.0
1,temp,6355.090000000002,0.1,296.0,0.0002236560979969,0.00022365609804792725,-5.102724341156384e-14,123998194078.0,0.0,0.0
1,temp,6355.100000000002,0.1,296.0,0.0002082567481726,0.0002082567482280837,-5.548369381123963e-14,123998194078.0,0.0,0.0
1,temp,6355.110000000002,0.1,296.0,0.0002065515998239,0.00020655159988623413,-6.233414392292635e-14,123998194078.0,0.0,0.0
1,temp,6355.120000000003,0.1,296.0,0.0002220653957945,0.00022206539587189068,-7.739067633266705e-14,123998194078.0,0.0,0.0
1,temp,6355.130000000003,0.1,296.0,0.0002693606150953,0.00026936061519088246,-9.558245037469271e-14,123998194078.0,0.0,0.0
1,temp,6355.140000000003,0.1,296.0,0.0002504794577392,0.0002504794578257276,-8.652757330085414e-14,123998194078.0,0.0,0.0
1,temp,6355.150000000003,0.1,296.0,0.0002046604689678,0.00020466046905242806,-8.462807819971385e-14,123998194078.0,0.0,0.0
1,temp,6355.160000000004,0.1,296.0,0.0001899142784098,0.0001899142784991806,-8.938059710764112e-14,123998194078.0,0.0,0.0
1,temp,6355.170000000004,0.1,296.0,0.0001847001324565,0.0001847001325547415,-9.824151041282203e-14,123998194078.0,0.0,0.0
1,temp,6355.180000000004,0.1,296.0,0.0001822879535712,0.00018228795367931157,-1.0811157199509813e-13,123998194078.0,0.0,0.0
1,temp,6355.190000000004,0.1,296.0,0.0001811277709857,0.00018112777110568796,-1.1998794969755866e-13,123998194078.0,0.0,0.0
1,temp,6355.200000000004,0.1,296.0,0.0001807791465992,0.00018077914673326088,-1.340608667913662e-13,123998194078.0,0.0,0.0
1,temp,6355.210000000005,0.1,296.0,0.0001811425361904,0.00018114253634115443,-1.5075443606134276e-13,123998194078.0,0.0,0.0
1,temp,6355.220000000005,0.1,296.0,0.0001823019299758,0.00018230193014677173,-1.7097171660200583e-13,123998194078.0,0.0,0.0
1,temp,6355.230000000005,0.1,296.0,0.0001845536180103,0.00018455361820569414,-1.9539412947876256e-13,123998194078.0,0.0,0.0
1,temp,6355.240000000005,0.1,296.0,0.0001886169485999,0.00018861694882539503,-2.254950241288578e-13,123998194078.0,0.0,0.0
1,temp,6355.2500000000055,0.1,296.0,0.0001960123616944,0.00019601236195760884,-2.632088340684402e-13,123998194078.0,0.0,0.0
1,temp,6355.260000000006,0.1,296.0,0.0002113133677468,0.00021131336805799242,-3.111924238262398e-13,123998194078.0,0.0,0.0
1,temp,6355.270000000006,0.1,296.0,0.0002518655983048,0.00025186559867854157,-3.7374156503997e-13,123998194078.0,0.0,0.0
1,temp,6355.280000000006,0.1,296.0,0.0003691309554304,0.0003691309558882752,-4.578751657338676e-13,123998194078.0,0.0,0.0
1,temp,6355.290000000006,0.1,296.0,0.0004817041528597,0.00048170415343198793,-5.722879310200712e-13,123998194078.0,0.0,0.0
1,temp,6355.300000000007,0.1,296.0,0.0003431482027755,0.0003431482035055337,-7.300337092654152e-13,123998194078.0,0.0,0.0
1,temp,6355.310000000007,0.1,296.0,0.0002585879165231,0.00025858791748870134,-9.656013510474237e-13,123998194078.0,0.0,0.0
1,temp,6355.320000000007,0.1,296.0,0.0002503200821092,0.00025032008344685284,-1.3376528617409233e-12,123998194078.0,0.0,0.0
1,temp,6355.330000000007,0.1,296.0,0.0003052724221252,0.0003052724240948432,-1.9696431985405383e-12,123998194078.0,0.0,0.0
1,temp,6355.340000000007,0.1,296.0,0.0004271132035662,0.0004271132067310097,-3.164809722882439e-12,123998194078.0,0.0,0.0
1,temp,6355.350000000008,0.1,296.0,0.0004467149000505,0.00044671490586444034,-5.813940312255489e-12,123998194078.0,0.0,0.0
1,temp,6355.360000000008,0.1,296.0,0.0003098543262876,0.000309854339523172,-1.323557198085537e-11,123998194078.0,0.0,0.0
1,temp,6355.370000000008,0.1,296.0,0.0002437242398352,0.0002437242764049575,-3.656975750324608e-11,123998194078.0,0.0,0.0
1,temp,6355.380000000008,0.1,296.0,0.0002261502042083,0.0002261502613457673,-5.713746728357172e-11,123998194078.0,0.0,0.0
1,temp,6355.3900000000085,0.1,296.0,0.0002220495870946,0.00022204961348993714,-2.639533714212175e-11,123998194078.0,0.0,0.0
1,temp,6355.400000000009,0.1,296.0,0.0002229934782206,0.00022299348520227064,-6.981670639836721e-12,123998194078.0,0.0,0.0
1,temp,6355.410000000009,0.1,296.0,0.0002257626398851,0.00022576263461090228,5.274197718103599e-12,123998194078.0,0.0,0.0
1,temp,6355.420000000009,0.1,296.0,0.0002301948503955,0.00023019483578655094,1.4608949060234203e-11,123998194078.0,0.0,0.0
1,temp,6355.430000000009,0.1,296.0,0.0002364545368944,0.00023645453055723143,6.337168555756514e-12,123998194078.0,0.0,0.0
1,temp,6355.44000000001,0.1,296.0,0.0002449012471015,0.0002449012455619505,1.539549520854222e-12,123998194078.0,0.0,0.0
1,temp,6355.45000000001,0.1,296.0,0.0002548896322133,0.000254889631904653,3.0864698817578695e-13,123998194078.0,0.0,0.0
1,temp,6355.46000000001,0.1,296.0,0.0002666431248719,0.0002666431249399901,-6.809011904654327e-14,123998194078.0,0.0,0.0
1,temp,6355.47000000001,0.1,296.0,0.0002830185575967,0.00028301855781592714,-2.1922714294950185e-13,123998194078.0,0.0,0.0
1,temp,6355.4800000000105,0.1,296.0,0.00030476964968,0.00030476964999297593,-3.1297593639997845e-13,123998194078.0,0.0,0.0
1,temp,6355.490000000011,0.1,296.0,0.0003424303746519,0.0003424303750777426,-4.258425751781092e-13,123998194078.0,0.0,0.0
1,temp,6355.500000000011,0.1,296.0,0.0004202979732177,0.00042029797387699676,-6.592967816652917e-13,123998194078.0,0.0,0.0
1,temp,6355.510000000011,0.1,296.0,0.0006346657040875,0.0006346657054307421,-1.3432421407805206e-12,123998194078.0,0.0,0.0
1,temp,6355.520000000011,0.1,296.0,0.0012798504147809,0.0012798504182885394,-3.507639274522023e-12,123998194078.0,0.0,0.0
1,temp,6355.530000000012,0.1,296.0,0.0016351446788043,0.0016351446836448038,-4.8405038657883814e-12,123998194078.0,0.0,0.0
1,temp,6355.540000000012,0.1,296.0,0.0009020265733206,0.0009020265754852477,-2.164647692863564e-12,123998194078.0,0.0,0.0
1,temp,6355.550000000012,0.1,296.0,0.0005903556861202,0.000590355686986918,-8.667179387383817e-13,123998194078.0,0.0,0.0
1,temp,6355.560000000012,0.1,296.0,0.0005137830365429,0.0005137830370080817,-4.651817125944646e-13,123998194078.0,0.0,0.0
1,temp,6355.570000000012,0.1,296.0,0.000496116583988,0.0004961165842960939,-3.080939366476021e-13,123998194078.0,0.0,0.0
1,temp,6355.580000000013,0.1,296.0,0.0006141186189683,0.0006141186192101843,-2.418843120591263e-13,123998194078.0,0.0,0.0
1,temp,6355.590000000013,0.1,296.0,0.0008043476363931,0.0008043476365864432,-1.933432797543433e-13,123998194078.0,0.0,0.0
1,temp,6355.600000000013,0.1,296.0,0.0006455192572944,0.0006455192574456977,-1.5129770266492093e-13,123998194078.0,0.0,0.0
1,temp,6355.610000000013,0.1,296.0,0.0005236627565196,0.0005236627566514249,-1.3182488954599503e-13,123998194078.0,0.0,0.0
1,temp,6355.6200000000135,0.1,296.0,0.0004986368020711,0.0004986368021838285,-1.1272851142135609e-13,123998194078.0,0.0,0.0
1,temp,6355.630000000014,0.1,296.0,0.0005019191250076,0.0005019191251015326,-9.393267413893014e-14,123998194078.0,0.0,0.0
1,temp,6355.640000000014,0.1,296.0,0.0005207820048449,0.0005207820049270017,-8.210175161255107e-14,123998194078.0,0.0,0.0
1,temp,6355.650000000014,0.1,296.0,0.0005487486608285,0.0005487486609021578,-7.365776825279946e-14,123998194078.0,0.0,0.0
1,temp,6355.660000000014,0.1,296.0,0.0005855965866278,0.0005855965866948875,-6.70875030875373e-14,123998194078.0,0.0,0.0
1,temp,6355.670000000015,0.1,296.0,0.0006382541742356,0.000638254174297672,-6.207198383761936e-14,123998194078.0,0.0,0.0
1,temp,6355.680000000015,0.1,296.0,0.0007373448186127,0.0007373448186711846,-5.848457568929932e-14,123998194078.0,0.0,0.0
1,temp,6355.690000000015,0.1,296.0,0.000871309386832,0.0008713093868881756,-5.6175550322556944e-14,123998194078.0,0.0,0.0
1,temp,6355.700000000015,0.1,296.0,0.0008460984346935,0.0008460984347453686,-5.186855719235828e-14,123998194078.0,0.0,0.0
1,temp,6355.710000000016,0.1,296.0,0.000846306444891,0.000846306444942816,-5.181597338699273e-14,123998194078.0,0.0,0.0
1,temp,6355.720000000016,0.1,296.0,0.0009013745753505,0.000901374575396709,-4.6209021851983945e-14,123998194078.0,0.0,0.0
1,temp,6355.730000000016,0.1,296.0,0.000976930707985,0.000976930708029621,-4.4620990929944426e-14,123998194078.0,0.0,0.0
1,temp,6355.740000000016,0.1,296.0,0.0010704717765782,0.0010704717766216302,-4.343010326368635e-14,123998194078.0,0.0,0.0
1,temp,6355.750000000016,0.1,296.0,0.0011853888828682,0.0011853888829110079,-4.280777121667967e-14,123998194078.0,0.0,0.0
1,temp,6355.760000000017,0.1,296.0,0.0013259442066531,0.0013259442066958756,-4.27756788323741e-14,123998194078.0,0.0,0.0
1,temp,6355.770000000017,0.1,296.0,0.0015008787336814,0.0015008787337247617,-4.336179852681976e-14,123998194078.0,0.0,0.0
1,temp,6355.780000000017,0.1,296.0,0.0017437449444923,0.0017437449445374012,-4.510107565192101e-14,123998194078.0,0.0,0.0
1,temp,6355.790000000017,0.1,296.0,0.0021443343749931,0.002144334375042492,-4.9392347850618634e-14,123998194078.0,0.0,0.0
1,temp,6355.8000000000175,0.1,296.0,0.0026934262055206,0.0026934262055766183,-5.601812416711205e-14,123998194078.0,0.0,0.0
1,temp,6355.810000000018,0.1,296.0,0.0034065885896275,0.003406588589692852,-6.535223751047425e-14,123998194078.0,0.0,0.0
1,temp,6355.820000000018,0.1,296.0,0.0045034522998735,0.004503452299953432,-7.993172096432133e-14,123998194078.0,0.0,0.0
1,temp,6355.830000000018,0.1,296.0,0.004382456211468,0.0043824562115445075,-7.650737682274311e-14,123998194078.0,0.0,0.0
1,temp,6355.840000000018,0.1,296.0,0.0045557290123019,0.004555729012379494,-7.759418108044258e-14,123998194078.0,0.0,0.0
1,temp,6355.850000000019,0.1,296.0,0.005225733939882,0.005225733939968088,-8.608825458056302e-14,123998194078.0,0.0,0.0
1,temp,6355.860000000019,0.1,296.0,0.0064668931069148,0.0064668931070179835,-1.0318308707457646e-13,123998194078.0,0.0,0.0
1,temp,6355.870000000019,0.1,296.0,0.0084121723726971,0.008412172372828038,-1.3093866269020538e-13,123998194078.0,0.0,0.0
1,temp,6355.880000000019,0.1,296.0,0.0114941970269028,0.011494197027078408,-1.7560779219660816e-13,123998194078.0,0.0,0.0
1,temp,6355.890000000019,0.1,296.0,0.0167210736638629,0.01672107366411513,-2.5222879340702775e-13,123998194078.0,0.0,0.0
1,temp,6355.90000000002,0.1,296.0,0.0266057009288489,0.02660570092924752,-3.9861863809775855e-13,123998194078.0,0.0,0.0
1,temp,6355.91000000002,0.1,296.0,0.0487274837705233,0.04872748377125115,-7.278483371564448e-13,123998194078.0,0.0,0.0
1,temp,6355.92000000002,0.1,296.0,0.1124667748137592,0.1124667748154385,-1.6792955914723962e-12,123998194078.0,0.0,0.0
1,temp,6355.93000000002,0.1,296.0,0.3194989065171617,0.319498906521935,-4.773348383224629e-12,123998194078.0,0.0,0.0
1,temp,6355.9400000000205,0.1,296.0,0.4904609181031125,0.4904609181104405,-7.328027074038346e-12,123998194078.0,0.0,0.0
1,temp,6355.950000000021,0.1,296.0,0.2248483672681872,0.22484836727154137,-3.3541780464219073e-12,123998194078.0,0.0,0.0
1,temp,6355.960000000021,0.1,296.0,0.0823775967245746,0.08237759672579661,-1.222008605417102e-12,123998194078.0,0.0,0.0
1,temp,6355.970000000021,0.1,296.0,0.0394864978206894,0.039486497821267987,-5.785857903894964e-13,123998194078.0,0.0,0.0
1,temp,6355.980000000021,0.1,296.0,0.0227653286690165,0.022765328669342687,-3.2618699408182295e-13,123998194078.0,0.0,0.0
1,temp,6355.990000000022,0.1,296.0,0.0147378601250011,0.014737860125204661,-2.0356112628849843e-13,123998194078.0,0.0,0.0
1,temp,6356.000000000022,0.1,296.0,0.0103415631799107,0.010341563180045666,-1.3496495587794755e-13,123998194078.0,0.0,0.0
1,temp,6356.010000000022,0.1,296.0,0.0076732809879091,0.007673280988000912,-9.181197468954849e-14,123998194078.0,0.0,0.0
1,temp,6356.020000000022,0.1,296.0,0.0059336182344305,0.005933618234492535,-6.203457886266861e-14,123998194078.0,0.0,0.0
1,temp,6356.030000000023,0.1,296.0,0.0047415112805497,0.004741511280499292,5.040846212667205e-14,123998194078.0,0.0,0.0
1,temp,6356.040000000023,0.1,296.0,0.0039014691843161,0.0039014691843385365,-2.243647975741503e-14,123998194078.0,0.0,0.0
1,temp,6356.050000000023,0.1,296.0,0.0033189540660805,0.003318954066088471,-7.971054372113429e-15,123998194078.0,0.0,0.0
1,temp,6356.060000000023,0.1,296.0,0.0030016869688948,0.0030016869688910927,3.707104068162437e-15,123998194078.0,0.0,0.0
1,temp,6356.070000000023,0.1,296.0,0.0027456950151075,0.0027456950150916244,1.5875755571270744e-14,123998194078.0,0.0,0.0
1,temp,6356.080000000024,0.1,296.0,0.0023125662864889,0.0023125662864562657,3.2634485391813683e-14,123998194078.0,0.0,0.0
1,temp,6356.090000000024,0.1,296.0,0.0021681501065429,0.002168150106495359,4.7540964220882387e-14,123998194078.0,0.0,0.0
1,temp,6356.100000000024,0.1,296.0,0.0023204338281658,0.002320433828104224,6.157617818414174e-14,123998194078.0,0.0,0.0
1,temp,6356.110000000024,0.1,296.0,0.0020596944996988,0.002059694499612215,8.658525285643037e-14,123998194078.0,0.0,0.0
1,temp,6356.120000000024,0.1,296.0,0.0015683823128872,0.00156838231276489,1.2230993128026224e-13,123998194078.0,0.0,0.0
1,temp,6356.130000000025,0.1,296.0,0.0013539678462086,0.00135396784604396,1.646400030197448e-13,123998194078.0,0.0,0.0
1,temp,6356.140000000025,0.1,296.0,0.0013360797574265,0.0013360797572050027,2.2149729966836063e-13,123998194078.0,0.0,0.0
1,temp,6356.150000000025,0.1,296.0,0.0015017636821771,0.0015017636818721004,3.049997320675457e-13,123998194078.0,0.0,0.0
1,temp,6356.160000000025,0.1,296.0,0.0013427226502831,0.001342722649835528,4.4757188406852055e-13,123998194078.0,0.0,0.0
1,temp,6356.1700000000255,0.1,296.0,0.0010836396557872,0.0010836396550841009,7.030992541651182e-13,123998194078.0,0.0,0.0
1,temp,6356.180000000026,0.1,296.0,0.0010313864605864,0.0010313864593604189,1.2259811221770889e-12,123998194078.0,0.0,0.0
1,temp,6356.190000000026,0.1,296.0,0.0011867803268964,0.001186780324319551,2.5768491073580035e-12,123998194078.0,0.0,0.0
1,temp,6356.200000000026,0.1,296.0,0.0016802995972051,0.0016802995900911542,7.113945717229786e-12,123998194078.0,0.0,0.0
