global_iso_id,molec_id,local_iso_id,nu,sw,a,elower,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self,n_y_self
21,4,1,2170.32867,9.919E-23,106.5,1956.2385,0.105,0.69,-0.001882,0,0.14,0.69,0,0,0,1,0,0.000191,0
23,4,3,2170.33031,1.137E-21,99.06,481.5486,0.084,0.7,-0.002643,0,0.128571429,0.7,0,0,0,1,0,0.009379,0
21,4,1,2170.35001,1.887E-21,101.7,1495.2897,0.092,0.69,-0.002447,0,0.126086957,0.69,0,0,0,1,0,0.008186,0
24,4,4,2170.352538,3.090E-28,98.22,3466.4562,0.086,0.75,-0.002395,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.35261,3.090E-28,98.22,3466.4567,0.086,0.75,-0.002395,0,0,0,0,0,0,1,0,0,0
21,4,1,2170.35443,1.883E-21,101.5,1495.2563,0.092,0.69,-0.002447,0,0.126086957,0.69,0,0,0,1,0,0.008186,0
24,4,4,2170.356456,2.324E-28,0.2003,2231.8476,0.088,0.75,-0.002265,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.365345,8.776E-28,1.197,2372.8994,0.084,0.75,-0.002611,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.366095,9.995E-27,92.23,2573.6941,0.102,0.75,-0.001574,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.369601,8.776E-28,1.197,2372.8973,0.084,0.75,-0.002611,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.37187,5.685E-24,101.5,1355.6042,0.095,0.75,-0.001876,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.376681,1.623E-25,85.05,1770.3988,0.114,0.75,-0.001185,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.376681,1.623E-25,85.05,1770.3988,0.114,0.75,-0.001185,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.378612,3.775E-29,0.002637,1756.1639,0.084,0.75,-0.002568,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.379238,1.114E-25,106,1851.7919,0.115,0.75,-0.001142,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.382348,4.380E-29,0.1155,2518.5507,0.083,0.75,-0.002697,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.388259,1.114E-25,106,1851.7658,0.115,0.75,-0.001142,0,0,0,0,0,0,1,0,0,0
25,4,5,2170.42308,4.556E-24,108.9,1190.0475,0.082,0.71,-0.002736,0,0.125609756,0.71,0,0,0,1,0,0.009952,0
24,4,4,2170.430028,2.073E-28,188.6,3554.5659,0.099,0.75,-0.001703,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.43098,8.427E-23,101.5,968.2154,0.08,0.75,-0.003043,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.439006,1.723E-29,0.8126,2985.9709,0.095,0.75,-0.001876,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.45182,2.321E-26,96.59,2329.7288,0.108,0.75,-0.001358,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.454604,1.567E-28,95.15,3616.7513,0.085,0.75,-0.002524,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.463479,5.627E-28,0.01505,1428.932,0.096,0.75,-0.001833,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.467029,1.312E-26,93.99,2493.1655,0.104,0.75,-0.001487,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.467195,1.312E-26,93.99,2493.1661,0.104,0.75,-0.001487,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.469881,3.381E-28,196.4,3438.7384,0.101,0.75,-0.001617,0,0,0,0,0,0,1,0,0,0
23,4,3,2170.48247,4.798E-24,112.6,1168.0859,0.118,0.7,-0.001281,0,0.130508475,0.7,0,0,0,1,0,-0.0234,0
23,4,3,2170.49133,2.548E-24,102,1277.9572,0.118,0.7,-0.001281,0,0.130508475,0.7,0,0,0,1,0,-0.023232,0
25,4,5,2170.49806,4.556E-24,108.3,1188.9396,0.082,0.71,-0.002736,0,0.125609756,0.71,0,0,0,1,0,0.009952,0
22,4,2,2170.51684,4.476E-24,81.61,1530.5674,0.094,0.69,-0.002581,0,0.126595745,0.69,0,0,0,1,0,-0.00922,0
24,4,4,2170.517044,1.557E-28,95.23,3618.2437,0.085,0.75,-0.002524,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.572515,5.251E-29,0.1213,2486.2562,0.083,0.75,-0.002654,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.586718,1.877E-26,88.85,2392.0694,0.106,0.75,-0.001444,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.586718,1.877E-26,88.85,2392.0694,0.106,0.75,-0.001444,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.594419,2.532E-28,0.1723,2201.831,0.086,0.75,-0.002395,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.609034,1.047E-27,1.261,2341.9583,0.084,0.75,-0.002568,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.609109,2.704E-28,0.2138,2207.3616,0.089,0.75,-0.002222,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.610023,1.961E-29,0.89,2968.6737,0.096,0.75,-0.001833,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.612703,1.047E-27,1.261,2341.9565,0.084,0.75,-0.002568,0,0,0,0,0,0,1,0,0,0
21,4,1,2170.6317,2.367E-24,75.73,2323.4143,0.122,0.71,-0.001332,0,0.125409836,0.71,0,0,0,1,0,0.04,0
21,4,1,2170.63294,1.625E-24,73.73,2464.5053,0.12,0.7,-0.001322,0,0.1275,0.7,0,0,0,1,0,0.033307,0
22,4,2,2170.63332,1.544E-22,91.19,598.9032,0.111,0.69,-0.00162,0,0.136936937,0.69,0,0,0,1,0,0.012782,0
21,4,1,2170.63628,7.943E-21,99.43,1277.0361,0.081,0.71,-0.002778,0,0.124691358,0.71,0,0,0,1,0,0.009785,0
24,4,4,2170.636644,2.311E-29,0.001225,1682.6203,0.085,0.75,-0.002481,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.637284,5.486E-28,100.4,3346.7861,0.087,0.75,-0.002352,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.637284,5.486E-28,100.4,3346.7861,0.087,0.75,-0.002352,0,0,0,0,0,0,1,0,0,0
22,4,2,2170.64517,1.508E-22,89.08,598.9485,0.111,0.69,-0.00162,0,0.136936937,0.69,0,0,0,1,0,0.012782,0
25,4,5,2170.64638,6.290E-25,112.4,1507.6788,0.095,0.68,-0.002347,0,0.127368421,0.68,0,0,0,1,0,0.007991,0
24,4,4,2170.652046,1.008E-29,0.5857,3062.5235,0.092,0.75,-0.002049,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.652697,1.454E-26,94.48,2473.0613,0.104,0.75,-0.001488,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.655963,4.067E-29,0.00252,1726.0549,0.085,0.75,-0.002525,0,0,0,0,0,0,1,0,0,0
22,4,2,2170.66193,8.870E-24,89.69,1417.1641,0.093,0.69,-0.002625,0,0.125806452,0.69,0,0,0,1,0,-0.009958,0
24,4,4,2170.69083,8.057E-28,99.62,3253.4245,0.088,0.75,-0.002265,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.691308,8.057E-28,99.62,3253.4267,0.088,0.75,-0.002265,0,0,0,0,0,0,1,0,0,0
21,4,1,2170.7135,1.814E-22,103.3,1825.6943,0.105,0.69,-0.001882,0,0.14,0.69,0,0,0,1,0,0.000269,0
24,4,4,2170.720108,3.589E-28,96.71,3432.404,0.086,0.75,-0.002395,0,0,0,0,0,0,1,0,0,0
21,4,1,2170.72304,7.983E-21,99.31,1275.74,0.081,0.71,-0.002778,0,0.124691358,0.71,0,0,0,1,0,0.009785,0
21,4,1,2170.74067,1.193E-24,69.74,2568.3267,0.118,0.7,-0.001358,0,0.130508475,0.7,0,0,0,1,0,0.028091,0
21,4,1,2170.7569,1.810E-22,102.9,1825.4225,0.105,0.69,-0.001882,0,0.14,0.69,0,0,0,1,0,0.000269,0
24,4,4,2170.758102,6.273E-29,0.1275,2454.7474,0.084,0.75,-0.002611,0,0,0,0,0,0,1,0,0,0
22,4,2,2170.76711,2.379E-21,100.3,30.1658,0.111,0.69,-0.001605,0,0.136936937,0.69,0,0,0,1,0,-0.007934,0
24,4,4,2170.773271,2.229E-29,0.9793,2952.1622,0.097,0.75,-0.00179,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.775395,3.561E-28,96.69,3433.9755,0.086,0.75,-0.002395,0,0,0,0,0,0,1,0,0,0
21,4,1,2170.7786,2.697E-23,201.6,2493.7963,0.094,0.69,-0.002381,0,0.126595745,0.69,0,0,0,1,0,0.007685,0
24,4,4,2170.78203,1.157E-29,0.6328,3042.1209,0.092,0.75,-0.002006,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.787083,9.775E-28,99.31,3206.3636,0.089,0.75,-0.002222,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.792123,2.260E-26,94.51,2349.3738,0.107,0.75,-0.001401,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.792646,2.260E-26,94.51,2349.375,0.107,0.75,-0.001401,0,0,0,0,0,0,1,0,0,0
21,4,1,2170.82022,1.988E-21,102.2,1485.4514,0.092,0.69,-0.002447,0,0.126086957,0.69,0,0,0,1,0,0.008176,0
23,4,3,2170.82102,2.012E-24,68.62,1175.7144,0.12,0.7,-0.001133,0,0.1275,0.7,0,0,0,1,0,-0.04,0
23,4,3,2170.82103,2.012E-24,68.62,1175.7144,0.12,0.7,-0.001133,0,0.1275,0.7,0,0,0,1,0,-0.04,0
24,4,4,2170.826461,7.556E-28,205.6,2789.3754,0.12,0.75,-0.001012,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.828813,1.039E-29,0.07801,2778.2135,0.079,0.75,-0.00313,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.829281,7.556E-28,205.6,2789.3712,0.12,0.75,-0.001012,0,0,0,0,0,0,1,0,0,0
23,4,3,2170.83555,1.847E-22,102.1,739.4849,0.099,0.68,-0.002156,0,0.136363636,0.68,0,0,0,1,0,0.005024,0
21,4,1,2170.83713,1.500E-22,95.99,1832.5329,0.106,0.69,-0.001831,0,0.139622642,0.69,0,0,0,1,0,-0.001879,0
21,4,1,2170.83723,1.500E-22,95.99,1832.5325,0.106,0.69,-0.001831,0,0.139622642,0.69,0,0,0,1,0,-0.001879,0
24,4,4,2170.846451,1.245E-27,1.33,2311.8087,0.085,0.75,-0.002525,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.849601,1.245E-27,1.33,2311.8071,0.085,0.75,-0.002525,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.853585,3.138E-28,0.2286,2183.6644,0.089,0.75,-0.002179,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.865085,9.699E-28,99.31,3207.9621,0.089,0.75,-0.002222,0,0,0,0,0,0,1,0,0,0
23,4,3,2170.86872,1.879E-22,103.8,739.2024,0.099,0.68,-0.002156,0,0.136363636,0.68,0,0,0,1,0,0.005024,0
24,4,4,2170.893304,2.972E-28,0.1827,2174.8466,0.087,0.75,-0.002352,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.907005,1.325E-29,0.6857,3022.5022,0.093,0.75,-0.001963,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.923963,2.793E-28,98.38,3493.3559,0.086,0.75,-0.002438,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.924044,2.793E-28,98.38,3493.3565,0.086,0.75,-0.002438,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.925605,4.353E-29,0.002404,1696.7365,0.085,0.75,-0.002482,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.928748,2.530E-29,1.083,2936.4364,0.098,0.75,-0.001747,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.939263,7.474E-29,0.1342,2424.0245,0.084,0.75,-0.002568,0,0,0,0,0,0,1,0,0,0
21,4,1,2170.94412,1.778E-24,67.61,2479.8211,0.118,0.7,-0.001358,0,0.130508475,0.7,0,0,0,1,0,0.039009,0
21,4,1,2170.94415,1.778E-24,67.61,2479.821,0.118,0.7,-0.001358,0,0.130508475,0.7,0,0,0,1,0,0.039009,0
21,4,1,2170.96231,1.040E-21,93.4,1600.2496,0.092,0.69,-0.002447,0,0.126086957,0.69,0,0,0,1,0,0.008229,0
24,4,4,2170.975911,2.330E-25,108.5,1746.031,0.114,0.75,-0.001185,0,0,0,0,0,0,1,0,0,0
22,4,2,2170.97772,8.306E-24,93.05,1445.806,0.092,0.69,-0.002668,0,0.126086957,0.69,0,0,0,1,0,-0.01031,0
22,4,2,2170.98572,8.387E-24,93.98,1445.8466,0.092,0.69,-0.002668,0,0.126086957,0.69,0,0,0,1,0,-0.01031,0
24,4,4,2170.992037,2.330E-25,108.5,1745.9769,0.114,0.75,-0.001185,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.99611,3.174E-28,197.3,3464.6927,0.1,0.75,-0.001661,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.996652,3.174E-28,197.3,3464.695,0.1,0.75,-0.001661,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.997232,1.398E-28,95.27,3645.8143,0.084,0.75,-0.002568,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.99845,5.846E-24,107.6,1351.9186,0.096,0.75,-0.001834,0,0,0,0,0,0,1,0,0,0
24,4,4,2170.99971,5.846E-24,107.6,1351.9123,0.096,0.75,-0.001834,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.024657,1.288E-29,0.0811,2737.9198,0.08,0.75,-0.003087,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.026973,1.514E-29,0.7455,3003.6675,0.094,0.75,-0.00192,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.047923,1.007E-26,92.5,2585.4802,0.101,0.75,-0.001618,0,0,0,0,0,0,1,0,0,0
21,4,1,2171.05734,1.943E-24,46.69,2333.6461,0.12,0.7,-0.001322,0,0.1275,0.7,0,0,0,1,0,0.04,0
21,4,1,2171.05758,1.915E-24,46.01,2333.6461,0.12,0.7,-0.001322,0,0.1275,0.7,0,0,0,1,0,0.04,0
24,4,4,2171.061069,1.388E-28,95.33,3647.3912,0.084,0.75,-0.002568,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.076455,2.868E-29,1.203,2921.4965,0.099,0.75,-0.001704,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.077599,1.475E-27,1.404,2282.4508,0.085,0.75,-0.002482,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.080291,1.475E-27,1.404,2282.4495,0.085,0.75,-0.002482,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.087323,2.044E-28,189,3568.6335,0.098,0.75,-0.001747,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.089887,3.630E-28,0.245,2160.7561,0.09,0.75,-0.002136,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.09756,3.931E-24,102,1412.385,0.097,0.75,-0.00179,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.115762,8.877E-29,0.1415,2394.0875,0.085,0.75,-0.002525,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.117692,8.644E-26,2.243,1412.3848,0.097,0.75,-0.00179,0,0,0,0,0,0,1,0,0,0
21,4,1,2171.1298,1.899E-20,100,1153.4565,0.079,0.71,-0.002975,0,0.108860759,0.71,0,0,0,1,0,0.010027,0
24,4,4,2171.141933,1.727E-29,0.8136,2985.6169,0.095,0.75,-0.001877,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.147638,3.380E-28,196.9,3451.3145,0.1,0.75,-0.001661,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.168917,1.349E-26,94.65,2503.4441,0.103,0.75,-0.001531,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.16912,1.349E-26,94.65,2503.4449,0.103,0.75,-0.001531,0,0,0,0,0,0,1,0,0,0
22,4,2,2171.17636,4.234E-24,82.26,1551.4128,0.093,0.69,-0.002625,0,0.125806452,0.69,0,0,0,1,0,-0.009996,0
24,4,4,2171.176413,2.457E-26,97.1,2337.6634,0.107,0.75,-0.001402,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.183488,3.480E-28,0.1942,2148.6541,0.088,0.75,-0.002309,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.187566,4.630E-29,0.002289,1668.2087,0.086,0.75,-0.002439,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.195344,8.873E-26,106.5,1847.8398,0.117,0.75,-0.001099,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.202141,1.181E-25,73.96,1765.6332,0.115,0.75,-0.001142,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.202141,1.181E-25,73.96,1765.6332,0.115,0.75,-0.001142,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.202498,8.874E-26,106.5,1847.8224,0.117,0.75,-0.001099,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.205929,7.640E-26,211.6,2350.8767,0.099,0.75,-0.001704,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.21639,1.591E-29,0.08436,2698.4126,0.08,0.75,-0.003044,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.21639,3.248E-29,1.345,2907.3424,0.1,0.75,-0.001661,0,0,0,0,0,0,1,0,0,0
21,4,1,2171.22019,9.435E-23,104.6,1945.5277,0.106,0.69,-0.001831,0,0.139622642,0.69,0,0,0,1,0,-0.00106,0
24,4,4,2171.223868,4.983E-28,100.7,3373.036,0.086,0.75,-0.002395,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.223868,4.983E-28,100.7,3373.036,0.086,0.75,-0.002395,0,0,0,0,0,0,1,0,0,0
21,4,1,2171.24521,9.636E-23,106.8,1945.386,0.106,0.69,-0.001831,0,0.139622642,0.69,0,0,0,1,0,-0.00106,0
24,4,4,2171.251888,1.965E-29,0.8909,2968.3505,0.096,0.75,-0.001834,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.26158,3.540E-23,105,1083.5226,0.086,0.75,-0.002439,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.28537,3.245E-28,96.84,3459.1911,0.086,0.75,-0.002439,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.287219,7.385E-28,99.81,3278.0467,0.088,0.75,-0.002309,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.287708,1.051E-28,0.1494,2364.9367,0.085,0.75,-0.002482,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.287778,7.385E-28,99.81,3278.0493,0.088,0.75,-0.002309,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.29641,5.927E-24,102,1338.1767,0.096,0.75,-0.001834,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.301452,1.978E-26,90.87,2401.6115,0.104,0.75,-0.001488,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.301452,1.978E-26,90.87,2401.6115,0.104,0.75,-0.001488,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.302481,1.743E-27,1.485,2253.8848,0.086,0.75,-0.002439,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.304771,1.743E-27,1.485,2253.8836,0.086,0.75,-0.002439,0,0,0,0,0,0,1,0,0,0
23,4,3,2171.31359,3.645E-24,118,1164.8402,0.12,0.7,-0.001133,0,0.1275,0.7,0,0,0,1,0,-0.03015,0
24,4,4,2171.318018,4.190E-28,0.2632,2138.6368,0.091,0.75,-0.002093,0,0,0,0,0,0,1,0,0,0
23,4,3,2171.31813,1.947E-24,107.5,1274.7311,0.12,0.7,-0.001133,0,0.1275,0.7,0,0,0,1,0,-0.030014,0
22,4,2,2171.32382,8.266E-24,89.61,1438.9805,0.092,0.69,-0.002668,0,0.126086957,0.69,0,0,0,1,0,-0.010594,0
24,4,4,2171.3244,3.556E-23,105,1082.6278,0.086,0.75,-0.002439,0,0,0,0,0,0,1,0,0,0
25,4,5,2171.32798,1.302E-23,111.6,1035.932,0.08,0.72,-0.002948,0,0.11,0.72,0,0,0,1,0,0.010201,0
24,4,4,2171.34099,3.218E-28,96.82,3460.8572,0.086,0.75,-0.002439,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.348554,3.677E-29,1.513,2893.9742,0.101,0.75,-0.001618,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.351511,1.490E-26,94.81,2483.3193,0.103,0.75,-0.001531,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.356838,2.233E-29,0.9802,2951.8684,0.097,0.75,-0.001791,0,0,0,0,0,0,1,0,0,0
23,4,3,2171.35959,1.262E-21,99.24,454.0441,0.085,0.7,-0.002618,0,0.128235294,0.7,0,0,0,1,0,0.00925,0
21,4,1,2171.36468,2.028E-21,101.8,1472.6126,0.093,0.69,-0.002414,0,0.125806452,0.69,0,0,0,1,0,0.007931,0
21,4,1,2171.36865,2.024E-21,101.6,1472.5837,0.093,0.69,-0.002414,0,0.125806452,0.69,0,0,0,1,0,0.007931,0
24,4,4,2171.386098,9.003E-28,99.45,3230.1079,0.088,0.75,-0.002266,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.404031,1.959E-29,0.08784,2659.6919,0.08,0.75,-0.003001,0,0,0,0,0,0,1,0,0,0
22,4,2,2171.41227,1.689E-22,92.28,605.6086,0.11,0.69,-0.001689,0,0.137272727,0.69,0,0,0,1,0,0.010171,0
22,4,2,2171.42546,1.649E-22,90.12,605.6669,0.11,0.69,-0.001689,0,0.137272727,0.69,0,0,0,1,0,0.010171,0
24,4,4,2171.441877,4.893E-29,0.002176,1640.4717,0.086,0.75,-0.002396,0,0,0,0,0,0,1,0,0,0
21,4,1,2171.44211,2.137E-24,76.4,2467.0142,0.118,0.7,-0.001358,0,0.130508475,0.7,0,0,0,1,0,0.027229,0
21,4,1,2171.45311,3.516E-24,81.07,2325.0968,0.12,0.7,-0.001322,0,0.1275,0.7,0,0,0,1,0,0.033209,0
24,4,4,2171.455084,1.240E-28,0.1579,2336.5721,0.086,0.75,-0.002439,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.456783,2.534E-29,1.084,2936.1705,0.098,0.75,-0.001748,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.464962,4.061E-28,0.2067,2123.2538,0.088,0.75,-0.002266,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.465478,8.928E-28,99.45,3231.8157,0.088,0.75,-0.002266,0,0,0,0,0,0,1,0,0,0
24,4,4,2171.472945,4.162E-29,1.716,2881.3921,0.102,0.75,-0.001575,0,0,0,0,0,0,1,0,0,0
25,4,5,2171.47973,5.161E-24,109.2,1159.1075,0.082,0.7,-0.002714,0,0.12804878,0.7,0,0,0,1,0,0.009805,0
24,4,4,2171.489039,2.513E-28,98.55,3521.0453,0.085,0.75,-0.002482,0,0,0,0,0,0,1,0,0,0
