Wavenumber (cm-1),Tranmission,Pressure (Torr),Temperature (C)
2186.558913,0.885722311,10.12,24.573
2186.564032,0.895131424,10.12,24.573
2186.569155,0.914384437,10.12,24.573
2186.574283,0.926160747,10.12,24.573
2186.579414,0.934289415,10.12,24.573
2186.584549,0.936157982,10.12,24.573
2186.589688,0.95575239,10.12,24.573
2186.594831,0.948953706,10.12,24.573
2186.599978,0.955518084,10.12,24.573
2186.605129,0.956290255,10.12,24.573
2186.610285,0.952649209,10.12,24.573
2186.615444,0.959960177,10.12,24.573
2186.620607,0.950383798,10.12,24.573
2186.625774,0.95843242,10.12,24.573
2186.630945,0.956046799,10.12,24.573
2186.63612,0.965006947,10.12,24.573
2186.6413,0.94893457,10.12,24.573
2186.646483,0.960915185,10.12,24.573
2186.65167,0.953364383,10.12,24.573
2186.656861,0.938578926,10.12,24.573
2186.662056,0.919109001,10.12,24.573
2186.667255,0.891013914,10.12,24.573
2186.672459,0.857023775,10.12,24.573
2186.677666,0.833043928,10.12,24.573
2186.682877,0.833217794,10.12,24.573
2186.688092,0.834965375,10.12,24.573
2186.693311,0.852389908,10.12,24.573
2186.698535,0.898198928,10.12,24.573
2186.703762,0.923893404,10.12,24.573
2186.708993,0.943993784,10.12,24.573
2186.714228,0.961864816,10.12,24.573
2186.719467,0.963718434,10.12,24.573
2186.724711,0.974237513,10.12,24.573
2186.729958,0.965364792,10.12,24.573
2186.735209,0.975102971,10.12,24.573
2186.740464,0.979129977,10.12,24.573
2186.745723,0.97632017,10.12,24.573
2186.750987,0.96979174,10.12,24.573
2186.756254,0.983908559,10.12,24.573
2186.761525,0.975955216,10.12,24.573
2186.7668,0.979632046,10.12,24.573
2186.77208,0.986535741,10.12,24.573
2186.777363,0.981267848,10.12,24.573
2186.78265,0.975076755,10.12,24.573
2186.787941,0.980310617,10.12,24.573
2186.793236,0.988445161,10.12,24.573
2186.798536,0.98656134,10.12,24.573
2186.803839,0.981959182,10.12,24.573
2186.809146,0.975342417,10.12,24.573
2186.814457,0.976727066,10.12,24.573
2186.819773,0.980822365,10.12,24.573
2186.825092,0.981506856,10.12,24.573
2186.830415,0.981977434,10.12,24.573
2186.835742,0.978269595,10.12,24.573
2186.841074,0.975319577,10.12,24.573
2186.846409,0.975407199,10.12,24.573
2186.851748,0.973708802,10.12,24.573
2186.857091,0.969396249,10.12,24.573
2186.862439,0.963494494,10.12,24.573
2186.86779,0.969634698,10.12,24.573
2186.873145,0.971047275,10.12,24.573
2186.878504,0.969039186,10.12,24.573
2186.883868,0.971765015,10.12,24.573
2186.889235,0.958013168,10.12,24.573
2186.894606,0.940636241,10.12,24.573
2186.899981,0.928367058,10.12,24.573
2186.905361,0.899785988,10.12,24.573
2186.910744,0.860997612,10.12,24.573
2186.916131,0.848456255,10.12,24.573
2186.921523,0.835067383,10.12,24.573
2186.926918,0.841122311,10.12,24.573
2186.932317,0.856487205,10.12,24.573
2186.93772,0.881733368,10.12,24.573
2186.943128,0.912674127,10.12,24.573
2186.948539,0.931087554,10.12,24.573
2186.953954,0.953144565,10.12,24.573
2186.959374,0.959080402,10.12,24.573
2186.964797,0.958308307,10.12,24.573
2186.970224,0.96363862,10.12,24.573
2186.975656,0.959431778,10.12,24.573
2186.981091,0.955116286,10.12,24.573
2186.98653,0.954855359,10.12,24.573
2186.991973,0.955338727,10.12,24.573
2186.997421,0.953122509,10.12,24.573
2187.002872,0.944107408,10.12,24.573
2187.008327,0.943420635,10.12,24.573
2187.013787,0.942499717,10.12,24.573
2187.01925,0.928077528,10.12,24.573
2187.024717,0.922795214,10.12,24.573
2187.030189,0.909304996,10.12,24.573
2187.035664,0.893013198,10.12,24.573
2187.041143,0.871870195,10.12,24.573
2187.046627,0.860373451,10.12,24.573
2187.052114,0.820713247,10.12,24.573
2187.057605,0.777982967,10.12,24.573
2187.063101,0.705238965,10.12,24.573
2187.0686,0.637219975,10.12,24.573
2187.074103,0.53142205,10.12,24.573
2187.079611,0.471269684,10.12,24.573
2187.085122,0.422019626,10.12,24.573
2187.090637,0.384094601,10.12,24.573
2187.096157,0.408016758,10.12,24.573
2187.10168,0.434020398,10.12,24.573
2187.107639,0.520966729,10.12,24.573
2187.112282,0.593537541,10.12,24.573
2187.116928,0.657273057,10.12,24.573
2187.121579,0.701653076,10.12,24.573
2187.126233,0.718368794,10.12,24.573
2187.130892,0.717117309,10.12,24.573
2187.135554,0.723435314,10.12,24.573
2187.14022,0.743323333,10.12,24.573
2187.14489,0.77430806,10.12,24.573
2187.149564,0.815556522,10.12,24.573
2187.154242,0.844657189,10.12,24.573
2187.158924,0.865000544,10.12,24.573
2187.16361,0.879897237,10.12,24.573
2187.168299,0.878175799,10.12,24.573
2187.172993,0.863134973,10.12,24.573
2187.17769,0.844945495,10.12,24.573
2187.182391,0.834433375,10.12,24.573
2187.187096,0.833957796,10.12,24.573
2187.191805,0.849318323,10.12,24.573
2187.196518,0.870038101,10.12,24.573
2187.201235,0.884924265,10.12,24.573
2187.205956,0.898950495,10.12,24.573
2187.210681,0.903943396,10.12,24.573
2187.215409,0.910179941,10.12,24.573
2187.220142,0.921817199,10.12,24.573
2187.224878,0.930871823,10.12,24.573
2187.229618,0.936137634,10.12,24.573
2187.234362,0.936208825,10.12,24.573
2187.23911,0.925037309,10.12,24.573
2187.243862,0.921424906,10.12,24.573
2187.248618,0.916747495,10.12,24.573
2187.253378,0.910419476,10.12,24.573
2187.258141,0.9156642,10.12,24.573
2187.262909,0.932552094,10.12,24.573
2187.26768,0.940901899,10.12,24.573
2187.272456,0.9453555,10.12,24.573
2187.277235,0.955328543,10.12,24.573
2187.282018,0.972238816,10.12,24.573
2187.286805,0.975260229,10.12,24.573
2187.291596,0.967832391,10.12,24.573
2187.296391,0.967947675,10.12,24.573
2187.301189,0.974057428,10.12,24.573
2187.305992,0.972281868,10.12,24.573
2187.310798,0.972215343,10.12,24.573
2187.315609,0.976110439,10.12,24.573
2187.320423,0.977710816,10.12,24.573
2187.325241,0.973235058,10.12,24.573
2187.330063,0.967015706,10.12,24.573
2187.334889,0.972364062,10.12,24.573
2187.339719,0.970268779,10.12,24.573
2187.344553,0.965501686,10.12,24.573
2187.34939,0.965332249,10.12,24.573
2187.354232,0.968185321,10.12,24.573
2187.359077,0.965688104,10.12,24.573
2187.363927,0.961708817,10.12,24.573
2187.36878,0.961666201,10.12,24.573
2187.373637,0.961764157,10.12,24.573
2187.378498,0.965794921,10.12,24.573
2187.383363,0.960870446,10.12,24.573
2187.388232,0.958031013,10.12,24.573
2187.393105,0.961903519,10.12,24.573
2187.397981,0.964587548,10.12,24.573
2187.402862,0.963821289,10.12,24.573
2187.407746,0.957583204,10.12,24.573
2187.412635,0.952969638,10.12,24.573
2187.417527,0.950402608,10.12,24.573
2187.422423,0.945649247,10.12,24.573
2187.427323,0.941723433,10.12,24.573
2187.432227,0.931746031,10.12,24.573
2187.437135,0.925824937,10.12,24.573
2187.442046,0.912700082,10.12,24.573
2187.446962,0.890339668,10.12,24.573
2187.451882,0.871914746,10.12,24.573
2187.456805,0.832935688,10.12,24.573
2187.461732,0.764227471,10.12,24.573
2187.466663,0.684679512,10.12,24.573
2187.471599,0.606541923,10.12,24.573
2187.476537,0.545190945,10.12,24.573
2187.48148,0.526347341,10.12,24.573
2187.486427,0.545092479,10.12,24.573
2187.491378,0.591701908,10.12,24.573
2187.496332,0.644328434,10.12,24.573
2187.501291,0.676786964,10.12,24.573
2187.506253,0.669690256,10.12,24.573
2187.51122,0.62147617,10.12,24.573
2187.51619,0.553902007,10.12,24.573
2187.521164,0.495372927,10.12,24.573
2187.526142,0.470668865,10.12,24.573
2187.531124,0.496993997,10.12,24.573
2187.536109,0.561223879,10.12,24.573
2187.541099,0.645093923,10.12,24.573
2187.546093,0.739086359,10.12,24.573
2187.55109,0.799604502,10.12,24.573
2187.556091,0.829366686,10.12,24.573
2187.561097,0.846910442,10.12,24.573
2187.566106,0.846971093,10.12,24.573
2187.571119,0.824113155,10.12,24.573
2187.576136,0.804996314,10.12,24.573
2187.581156,0.797075794,10.12,24.573
2187.586181,0.795925505,10.12,24.573
2187.59121,0.815777136,10.12,24.573
2187.596242,0.852526851,10.12,24.573
2187.601279,0.897012603,10.12,24.573
2187.606319,0.91992192,10.12,24.573
2187.611363,0.940287932,10.12,24.573
2187.616411,0.949560774,10.12,24.573
2187.621463,0.943011987,10.12,24.573
2187.626519,0.95770447,10.12,24.573
2187.631579,0.961130297,10.12,24.573
2187.636643,0.965019432,10.12,24.573
2187.64171,0.964078405,10.12,24.573
2187.646782,0.961202908,10.12,24.573
2187.651857,0.96098301,10.12,24.573
2187.656937,0.967829163,10.12,24.573
2187.66202,0.96702184,10.12,24.573
2187.667107,0.963716296,10.12,24.573
2187.672198,0.965516799,10.12,24.573
2187.677293,0.97433938,10.12,24.573
2187.682391,0.974061172,10.12,24.573
2187.687494,0.977782057,10.12,24.573
2187.692601,0.977322006,10.12,24.573
2187.697711,0.979924871,10.12,24.573
2187.702825,0.982487349,10.12,24.573
2187.707944,0.980800877,10.12,24.573
2187.713066,0.979987499,10.12,24.573
2187.718192,0.983961875,10.12,24.573
2187.723322,0.984627755,10.12,24.573
2187.728456,0.982260151,10.12,24.573
2187.733593,0.983196248,10.12,24.573
2187.738735,0.984784198,10.12,24.573
2187.743881,0.988774139,10.12,24.573
2187.74903,0.986040397,10.12,24.573
2187.754183,0.983354048,10.12,24.573
2187.759341,0.979840063,10.12,24.573
2187.764502,0.980808402,10.12,24.573
2187.769667,0.982056784,10.12,24.573
2187.774836,0.979431364,10.12,24.573
2187.780008,0.973498082,10.12,24.573
2187.785185,0.970666398,10.12,24.573
2187.790366,0.975486097,10.12,24.573
2187.79555,0.977839444,10.12,24.573
2187.800739,0.980159928,10.12,24.573
2187.805931,0.971979604,10.12,24.573
2187.811127,0.957326678,10.12,24.573
2187.816327,0.938199967,10.12,24.573
2187.821531,0.910231623,10.12,24.573
2187.826739,0.875996883,10.12,24.573
2187.831951,0.842291776,10.12,24.573
2187.837167,0.822905863,10.12,24.573
2187.842386,0.819539634,10.12,24.573
2187.84761,0.833630239,10.12,24.573
2187.852837,0.859554924,10.12,24.573
2187.858068,0.88895209,10.12,24.573
2187.863304,0.919047093,10.12,24.573
2187.868543,0.93475954,10.12,24.573
2187.873786,0.945220286,10.12,24.573
2187.879032,0.947428639,10.12,24.573
2187.884283,0.952412675,10.12,24.573
2187.889538,0.957918607,10.12,24.573
2187.894796,0.967817505,10.12,24.573
2187.900059,0.966299689,10.12,24.573
2187.905325,0.96026872,10.12,24.573
2187.910595,0.95494652,10.12,24.573
2187.91587,0.93910745,10.12,24.573
2187.921148,0.915755158,10.12,24.573
2187.92643,0.89314361,10.12,24.573
2187.931715,0.878420284,10.12,24.573
2187.937005,0.885733495,10.12,24.573
2187.942299,0.886282596,10.12,24.573
2187.947596,0.900165445,10.12,24.573
2187.952898,0.920658521,10.12,24.573
2187.958203,0.936617733,10.12,24.573
2187.963512,0.954298279,10.12,24.573
2187.968825,0.963548119,10.12,24.573
2187.974142,0.964949429,10.12,24.573
2187.979463,0.969228177,10.12,24.573
2187.984788,0.968741512,10.12,24.573
2187.990117,0.970219516,10.12,24.573
2187.995449,0.968296812,10.12,24.573
2188.000786,0.968868229,10.12,24.573
2188.006126,0.963385263,10.12,24.573
2188.011471,0.951865318,10.12,24.573
2188.016819,0.933146583,10.12,24.573
2188.022171,0.915367935,10.12,24.573
2188.027527,0.890575533,10.12,24.573
2188.032887,0.871403605,10.12,24.573
2188.03825,0.866333254,10.12,24.573
2188.043618,0.869123945,10.12,24.573
2188.04899,0.880935141,10.12,24.573
2188.054365,0.898863772,10.12,24.573
2188.059744,0.924665556,10.12,24.573
2188.065128,0.937182169,10.12,24.573
2188.070515,0.941688809,10.12,24.573
2188.075906,0.949231377,10.12,24.573
2188.081301,0.949538959,10.12,24.573
2188.0867,0.94886456,10.12,24.573
2188.092103,0.928405025,10.12,24.573
2188.097509,0.92348609,10.12,24.573
2188.10292,0.928154192,10.12,24.573
2188.108334,0.915711098,10.12,24.573
2188.113752,0.901766368,10.12,24.573
2188.119175,0.886040827,10.12,24.573
2188.124601,0.865380955,10.12,24.573
2188.130031,0.839938921,10.12,24.573
2188.135465,0.803022825,10.12,24.573
2188.140903,0.760124198,10.12,24.573
2188.146344,0.709875466,10.12,24.573
2188.15179,0.649521039,10.12,24.573
2188.157239,0.58229902,10.12,24.573
2188.162693,0.511145811,10.12,24.573
2188.16815,0.439309679,10.12,24.573
2188.173611,0.384665736,10.12,24.573
2188.179076,0.35021702,10.12,24.573
2188.184545,0.349502362,10.12,24.573
2188.190018,0.379240477,10.12,24.573
2188.195495,0.441647119,10.12,24.573
2188.200976,0.515214719,10.12,24.573
2188.20646,0.596918814,10.12,24.573
2188.211949,0.672056376,10.12,24.573
2188.217441,0.73374683,10.12,24.573
2188.222938,0.789255172,10.12,24.573
2188.228438,0.83208437,10.12,24.573
2188.233942,0.866656835,10.12,24.573
2188.23945,0.883879553,10.12,24.573
2188.246993,0.901361953,10.12,24.573
2188.251615,0.916550627,10.12,24.573
2188.256241,0.931633538,10.12,24.573
2188.260872,0.92957267,10.12,24.573
2188.265507,0.931972513,10.12,24.573
2188.270145,0.944633705,10.12,24.573
2188.274788,0.941392302,10.12,24.573
2188.279435,0.945188907,10.12,24.573
2188.284086,0.942500896,10.12,24.573
2188.288741,0.960270423,10.12,24.573
2188.2934,0.953967945,10.12,24.573
2188.298064,0.96158335,10.12,24.573
2188.302731,0.955831498,10.12,24.573
2188.307402,0.961429638,10.12,24.573
2188.312078,0.956749656,10.12,24.573
2188.316758,0.961208297,10.12,24.573
2188.321442,0.962786288,10.12,24.573
2188.32613,0.961670441,10.12,24.573
2188.330822,0.962780605,10.12,24.573
2188.335518,0.957056732,10.12,24.573
2188.340218,0.962385182,10.12,24.573
2188.344922,0.956378764,10.12,24.573
2188.349631,0.953514908,10.12,24.573
2188.354343,0.968965088,10.12,24.573
2188.35906,0.959347951,10.12,24.573
2188.36378,0.959303796,10.12,24.573
2188.368505,0.958991554,10.12,24.573
2188.373234,0.96413215,10.12,24.573
2188.377967,0.957300313,10.12,24.573
2188.382704,0.956161262,10.12,24.573
2188.387446,0.960660843,10.12,24.573
2188.392191,0.949322494,10.12,24.573
2188.39694,0.949729126,10.12,24.573
2188.401694,0.955477206,10.12,24.573
2188.406451,0.961755791,10.12,24.573
2188.411213,0.945253065,10.12,24.573
2188.415979,0.943412735,10.12,24.573
2188.420749,0.939258238,10.12,24.573
2188.425523,0.932698566,10.12,24.573
2188.430301,0.914880404,10.12,24.573
2188.435083,0.893039204,10.12,24.573
2188.43987,0.880675849,10.12,24.573
2188.44466,0.863591526,10.12,24.573
2188.449455,0.838543109,10.12,24.573
2188.454253,0.78362732,10.12,24.573
2188.459056,0.711718323,10.12,24.573
2188.463863,0.631257389,10.12,24.573
2188.468674,0.52432201,10.12,24.573
2188.473489,0.47472461,10.12,24.573
2188.478308,0.452271418,10.12,24.573
2188.483131,0.473490523,10.12,24.573
2188.487959,0.542030958,10.12,24.573
2188.49279,0.603655715,10.12,24.573
2188.497626,0.634719142,10.12,24.573
2188.502465,0.632700338,10.12,24.573
2188.507309,0.570379591,10.12,24.573
2188.512157,0.506445927,10.12,24.573
2188.517009,0.467839819,10.12,24.573
2188.521865,0.473136339,10.12,24.573
2188.526725,0.532048475,10.12,24.573
2188.53159,0.614180923,10.12,24.573
2188.536458,0.704679443,10.12,24.573
2188.54133,0.786428897,10.12,24.573
2188.546207,0.836708362,10.12,24.573
2188.551088,0.871419407,10.12,24.573
2188.555972,0.895661527,10.12,24.573
2188.560861,0.907367693,10.12,24.573
2188.565754,0.927539226,10.12,24.573
2188.570651,0.929615144,10.12,24.573
2188.575553,0.936073257,10.12,24.573
2188.580458,0.94901681,10.12,24.573
2188.585367,0.94610824,10.12,24.573
2188.590281,0.949578586,10.12,24.573
2188.595198,0.955731781,10.12,24.573
2188.60012,0.951799235,10.12,24.573
2188.605046,0.95006614,10.12,24.573
2188.609976,0.952068059,10.12,24.573
2188.61491,0.960201371,10.12,24.573
2188.619848,0.957279624,10.12,24.573
2188.62479,0.953798094,10.12,24.573
2188.629736,0.945312499,10.12,24.573
2188.634687,0.945164126,10.12,24.573
2188.639641,0.948702886,10.12,24.573
2188.6446,0.940437363,10.12,24.573
2188.649563,0.941497981,10.12,24.573
2188.654529,0.932254217,10.12,24.573
2188.6595,0.915437392,10.12,24.573
2188.664475,0.896108982,10.12,24.573
2188.669454,0.863548787,10.12,24.573
2188.674438,0.823920976,10.12,24.573
2188.679425,0.814222559,10.12,24.573
2188.684416,0.814781234,10.12,24.573
2188.689412,0.846052679,10.12,24.573
2188.694411,0.875469957,10.12,24.573
2188.699415,0.909823474,10.12,24.573
2188.704423,0.924643515,10.12,24.573
2188.709435,0.936887127,10.12,24.573
2188.714451,0.941060102,10.12,24.573
2188.719471,0.929433228,10.12,24.573
2188.724495,0.928407028,10.12,24.573
2188.729524,0.911099066,10.12,24.573
2188.734556,0.877570272,10.12,24.573
2188.739592,0.838953265,10.12,24.573
2188.744633,0.821383664,10.12,24.573
2188.749678,0.80359963,10.12,24.573
2188.754727,0.826517143,10.12,24.573
2188.75978,0.863624957,10.12,24.573
2188.764837,0.908603118,10.12,24.573
2188.769898,0.930314332,10.12,24.573
2188.774963,0.946615274,10.12,24.573
2188.780032,0.962684362,10.12,24.573
2188.785106,0.972287049,10.12,24.573
2188.790183,0.967921921,10.12,24.573
2188.795265,0.971265328,10.12,24.573
2188.800351,0.979686206,10.12,24.573
2188.805441,0.97933043,10.12,24.573
2188.810534,0.97338513,10.12,24.573
2188.815633,0.979688957,10.12,24.573
2188.820735,0.977486634,10.12,24.573
2188.825841,0.98284777,10.12,24.573
2188.830951,0.98922616,10.12,24.573
2188.836066,0.975279925,10.12,24.573
2188.841184,0.987540752,10.12,24.573
2188.846307,0.980882256,10.12,24.573
2188.851434,0.977917623,10.12,24.573
2188.856565,0.979774141,10.12,24.573
2188.861699,0.979267909,10.12,24.573
2188.866839,0.97704747,10.12,24.573
2188.871982,0.979996792,10.12,24.573
2188.877129,0.983075623,10.12,24.573
2188.88228,0.981709661,10.12,24.573
2188.887436,0.976873093,10.12,24.573
2188.892595,0.971605737,10.12,24.573
2188.897759,0.968497876,10.12,24.573
2188.902927,0.96715449,10.12,24.573
2188.908099,0.959745494,10.12,24.573
2188.913275,0.924208387,10.12,24.573
2188.918455,0.902046242,10.12,24.573
2188.923639,0.871567443,10.12,24.573
2188.928827,0.858427346,10.12,24.573
2188.93402,0.857967507,10.12,24.573
2188.939216,0.87658433,10.12,24.573
2188.944417,0.898337889,10.12,24.573
2188.949621,0.928259201,10.12,24.573
2188.95483,0.942852654,10.12,24.573
2188.960043,0.962396047,10.12,24.573
2188.96526,0.963542858,10.12,24.573
2188.970481,0.975346627,10.12,24.573
2188.975706,0.972589926,10.12,24.573
2188.980935,0.973472188,10.12,24.573
2188.986169,0.969919386,10.12,24.573
2188.991406,0.975841236,10.12,24.573
2188.996648,0.97409705,10.12,24.573
2189.001894,0.979714129,10.12,24.573
2189.007143,0.965198469,10.12,24.573
2189.012397,0.963620962,10.12,24.573
2189.017655,0.958797256,10.12,24.573
2189.022917,0.947303754,10.12,24.573
2189.028184,0.93420173,10.12,24.573
2189.033454,0.927898241,10.12,24.573
2189.038728,0.916698014,10.12,24.573
2189.044007,0.916818981,10.12,24.573
2189.049289,0.929783587,10.12,24.573
2189.054576,0.945267058,10.12,24.573
2189.059867,0.95151204,10.12,24.573
2189.065162,0.961977387,10.12,24.573
2189.070461,0.961717795,10.12,24.573
2189.075764,0.972933003,10.12,24.573
2189.081071,0.967629492,10.12,24.573
2189.086382,0.969578341,10.12,24.573
2189.091698,0.97051422,10.12,24.573
2189.097017,0.970420445,10.12,24.573
2189.102341,0.974696845,10.12,24.573
2189.107669,0.965460793,10.12,24.573
2189.113,0.974010104,10.12,24.573
2189.118336,0.971778574,10.12,24.573
2189.123676,0.97005406,10.12,24.573
2189.129021,0.969220325,10.12,24.573
2189.134369,0.963743061,10.12,24.573
2189.139721,0.962095359,10.12,24.573
2189.145078,0.962877578,10.12,24.573
2189.150438,0.962691591,10.12,24.573
2189.155803,0.955889589,10.12,24.573
2189.161171,0.952687425,10.12,24.573
2189.166544,0.946424939,10.12,24.573
2189.171921,0.938912025,10.12,24.573
2189.177302,0.931061335,10.12,24.573
2189.182687,0.918203937,10.12,24.573
2189.188077,0.902949472,10.12,24.573
2189.19347,0.895246601,10.12,24.573
2189.198867,0.883987617,10.12,24.573
2189.204269,0.867940346,10.12,24.573
2189.209674,0.856142584,10.12,24.573
2189.215084,0.842809243,10.12,24.573
2189.220498,0.827537313,10.12,24.573
2189.225916,0.79625641,10.12,24.573
2189.231338,0.747402407,10.12,24.573
2189.236764,0.670385866,10.12,24.573
2189.242194,0.611672474,10.12,24.573
2189.247629,0.502986223,10.12,24.573
2189.253067,0.424329095,10.12,24.573
2189.25851,0.379004293,10.12,24.573
2189.263956,0.342468266,10.12,24.573
2189.269407,0.341654224,10.12,24.573
2189.274862,0.390058497,10.12,24.573
2189.280321,0.436419027,10.12,24.573
2189.285784,0.515835722,10.12,24.573
2189.291251,0.60264746,10.12,24.573
2189.296722,0.673102545,10.12,24.573
2189.302198,0.737771029,10.12,24.573
2189.307677,0.77605801,10.12,24.573
2189.313161,0.805738268,10.12,24.573
2189.318649,0.832562253,10.12,24.573
2189.32414,0.845411616,10.12,24.573
2189.329636,0.860061662,10.12,24.573
2189.335136,0.862069846,10.12,24.573
2189.34064,0.849864829,10.12,24.573
2189.346148,0.829909909,10.12,24.573
2189.351661,0.814313554,10.12,24.573
2189.357177,0.779759684,10.12,24.573
2189.362697,0.771545695,10.12,24.573
2189.368222,0.777955855,10.12,24.573
2189.373751,0.795380725,10.12,24.573
2189.379283,0.81864606,10.12,24.573
2189.386005,0.862911435,10.12,24.573
2189.390637,0.87669252,10.12,24.573
2189.395272,0.872100226,10.12,24.573
2189.399911,0.85918339,10.12,24.573
2189.404554,0.831309061,10.12,24.573
2189.409202,0.79776362,10.12,24.573
2189.413853,0.772420787,10.12,24.573
2189.418508,0.762681433,10.12,24.573
2189.423168,0.771434015,10.12,24.573
2189.427831,0.790330754,10.12,24.573
2189.432498,0.798678239,10.12,24.573
2189.43717,0.798330514,10.12,24.573
2189.441845,0.783718431,10.12,24.573
2189.446524,0.734854638,10.12,24.573
2189.451208,0.666247872,10.12,24.573
2189.455895,0.588477663,10.12,24.573
2189.460587,0.514942622,10.12,24.573
2189.465282,0.482100216,10.12,24.573
2189.469981,0.489995943,10.12,24.573
2189.474685,0.526888876,10.12,24.573
2189.479393,0.578278451,10.12,24.573
2189.484104,0.623377277,10.12,24.573
2189.488819,0.630759227,10.12,24.573
2189.493539,0.591556478,10.12,24.573
2189.498262,0.547301484,10.12,24.573
2189.50299,0.504657629,10.12,24.573
2189.507721,0.489287715,10.12,24.573
2189.512457,0.520364166,10.12,24.573
2189.517196,0.585108665,10.12,24.573
2189.52194,0.664724087,10.12,24.573
2189.526687,0.746871658,10.12,24.573
2189.531439,0.808216803,10.12,24.573
2189.536195,0.851006643,10.12,24.573
2189.540954,0.876016219,10.12,24.573
2189.545718,0.898629082,10.12,24.573
2189.550485,0.915102821,10.12,24.573
2189.555257,0.924751309,10.12,24.573
2189.560033,0.932893934,10.12,24.573
2189.564812,0.938206223,10.12,24.573
2189.569596,0.945218453,10.12,24.573
2189.574383,0.943566489,10.12,24.573
2189.579175,0.947899664,10.12,24.573
2189.583971,0.951958987,10.12,24.573
2189.58877,0.94787934,10.12,24.573
2189.593574,0.952998699,10.12,24.573
2189.598382,0.957768748,10.12,24.573
2189.603194,0.9555206,10.12,24.573
2189.608009,0.957980491,10.12,24.573
2189.612829,0.958735284,10.12,24.573
2189.617653,0.951316208,10.12,24.573
2189.622481,0.949765276,10.12,24.573
2189.627312,0.950631515,10.12,24.573
2189.632148,0.929655888,10.12,24.573
2189.636988,0.908642709,10.12,24.573
2189.641832,0.888566161,10.12,24.573
2189.646679,0.869252943,10.12,24.573
2189.651531,0.857837043,10.12,24.573
2189.656387,0.863329351,10.12,24.573
2189.661247,0.881940594,10.12,24.573
2189.666111,0.913007619,10.12,24.573
2189.670979,0.935131604,10.12,24.573
2189.67585,0.947956639,10.12,24.573
2189.680726,0.959011432,10.12,24.573
2189.685606,0.961805135,10.12,24.573
2189.69049,0.965313246,10.12,24.573
2189.695378,0.966994564,10.12,24.573
2189.70027,0.966600838,10.12,24.573
2189.705166,0.973242856,10.12,24.573
2189.710066,0.974586296,10.12,24.573
2189.71497,0.969650184,10.12,24.573
2189.719878,0.968035231,10.12,24.573
2189.72479,0.965654262,10.12,24.573
2189.729706,0.969567257,10.12,24.573
2189.734626,0.974491435,10.12,24.573
2189.73955,0.969090912,10.12,24.573
2189.744478,0.968590341,10.12,24.573
2189.74941,0.974909851,10.12,24.573
2189.754346,0.97309294,10.12,24.573
2189.759286,0.973762076,10.12,24.573
2189.76423,0.970138118,10.12,24.573
2189.769178,0.972778036,10.12,24.573
2189.77413,0.976576926,10.12,24.573
2189.779086,0.97505978,10.12,24.573
2189.784046,0.969226555,10.12,24.573
2189.78901,0.966056445,10.12,24.573
2189.793978,0.957408202,10.12,24.573
2189.79895,0.945834382,10.12,24.573
2189.803926,0.923968056,10.12,24.573
2189.808907,0.905347128,10.12,24.573
2189.813891,0.89367789,10.12,24.573
2189.818879,0.889644663,10.12,24.573
2189.823871,0.901065765,10.12,24.573
2189.828867,0.918715462,10.12,24.573
2189.833867,0.93831937,10.12,24.573
2189.838872,0.952966652,10.12,24.573
2189.84388,0.965802807,10.12,24.573
2189.848892,0.975541648,10.12,24.573
2189.853908,0.97744987,10.12,24.573
2189.858928,0.977512457,10.12,24.573
2189.863953,0.978211721,10.12,24.573
2189.868981,0.975925178,10.12,24.573
2189.874013,0.977153477,10.12,24.573
2189.87905,0.98533722,10.12,24.573
2189.88409,0.976360187,10.12,24.573
2189.889134,0.972893968,10.12,24.573
2189.894182,0.980947074,10.12,24.573
2189.899235,0.978027704,10.12,24.573
2189.904291,0.969785795,10.12,24.573
2189.909351,0.962466259,10.12,24.573
2189.914416,0.947561873,10.12,24.573
2189.919484,0.934746815,10.12,24.573
2189.924556,0.934129071,10.12,24.573
2189.929633,0.943989404,10.12,24.573
2189.934713,0.953134033,10.12,24.573
2189.939798,0.957658111,10.12,24.573
2189.944886,0.970872038,10.12,24.573
2189.949978,0.976597786,10.12,24.573
2189.955075,0.975481542,10.12,24.573
2189.960175,0.977831609,10.12,24.573
2189.96528,0.979265806,10.12,24.573
2189.970388,0.976887606,10.12,24.573
2189.975501,0.980396582,10.12,24.573
2189.980617,0.983321231,10.12,24.573
2189.985738,0.984479019,10.12,24.573
2189.990862,0.989947764,10.12,24.573
2189.995991,0.986232166,10.12,24.573
2190.001123,0.979070115,10.12,24.573
2190.00626,0.978937063,10.12,24.573
2190.0114,0.98465924,10.12,24.573
2190.016545,0.982676087,10.12,24.573
2190.021693,0.983860705,10.12,24.573
2190.026846,0.986914384,10.12,24.573
2190.032002,0.987739364,10.12,24.573
2190.037163,0.985422194,10.12,24.573
2190.042328,0.978951853,10.12,24.573
2190.047496,0.982230678,10.12,24.573
2190.052669,0.983788412,10.12,24.573
2190.057845,0.985093734,10.12,24.573
2190.063026,0.981465121,10.12,24.573
2190.068211,0.977022897,10.12,24.573
2190.073399,0.976935116,10.12,24.573
2190.078592,0.982885147,10.12,24.573
2190.083789,0.982396882,10.12,24.573
2190.088989,0.974781965,10.12,24.573
2190.094194,0.973812828,10.12,24.573
2190.099403,0.971764212,10.12,24.573
2190.104616,0.968667433,10.12,24.573
