Wavenumber (cm-1),Tranmission,Pressure (Torr),Temperature (C)
2180.886054,0.993352916,10.12,24.573
2180.891192,0.990151061,10.12,24.573
2180.896334,0.978064585,10.12,24.573
2180.90148,0.964173405,10.12,24.573
2180.906631,0.961806445,10.12,24.573
2180.911785,0.956010057,10.12,24.573
2180.916943,0.936302499,10.12,24.573
2180.922105,0.921784302,10.12,24.573
2180.92727,0.906911013,10.12,24.573
2180.93244,0.888734544,10.12,24.573
2180.937614,0.891923107,10.12,24.573
2180.942792,0.917562132,10.12,24.573
2180.947974,0.93287449,10.12,24.573
2180.953159,0.947127217,10.12,24.573
2180.958349,0.953625001,10.12,24.573
2180.963543,0.967067939,10.12,24.573
2180.96874,0.97426674,10.12,24.573
2180.973942,0.972307412,10.12,24.573
2180.979147,0.980872165,10.12,24.573
2180.984356,0.986943453,10.12,24.573
2180.98957,0.989338385,10.12,24.573
2180.994787,0.98300899,10.12,24.573
2181.000008,0.977754526,10.12,24.573
2181.005234,0.968392982,10.12,24.573
2181.010463,0.987783857,10.12,24.573
2181.015696,0.984686671,10.12,24.573
2181.020933,0.97933091,10.12,24.573
2181.026174,0.982600062,10.12,24.573
2181.031419,0.992257425,10.12,24.573
2181.036668,0.982733585,10.12,24.573
2181.041921,0.983020744,10.12,24.573
2181.047178,0.966167534,10.12,24.573
2181.052439,0.975269087,10.12,24.573
2181.057704,0.970971855,10.12,24.573
2181.062972,0.984365741,10.12,24.573
2181.068245,0.974731535,10.12,24.573
2181.073522,0.974514944,10.12,24.573
2181.078803,0.970505727,10.12,24.573
2181.084087,0.972019145,10.12,24.573
2181.089376,0.962187056,10.12,24.573
2181.094668,0.960087449,10.12,24.573
2181.099965,0.954156263,10.12,24.573
2181.105265,0.947350794,10.12,24.573
2181.110569,0.923793179,10.12,24.573
2181.115878,0.893105326,10.12,24.573
2181.12119,0.865373553,10.12,24.573
2181.126506,0.834572579,10.12,24.573
2181.131826,0.814645692,10.12,24.573
2181.137151,0.810066854,10.12,24.573
2181.142479,0.818187697,10.12,24.573
2181.147811,0.846199187,10.12,24.573
2181.153147,0.888879317,10.12,24.573
2181.158487,0.911034208,10.12,24.573
2181.163831,0.927690112,10.12,24.573
2181.169178,0.968770133,10.12,24.573
2181.17453,0.957633876,10.12,24.573
2181.179886,0.965758768,10.12,24.573
2181.185246,0.974494463,10.12,24.573
2181.19061,0.962216596,10.12,24.573
2181.195977,0.95894839,10.12,24.573
2181.201349,0.962487539,10.12,24.573
2181.206724,0.977607468,10.12,24.573
2181.212104,0.977756359,10.12,24.573
2181.217487,0.972176132,10.12,24.573
2181.222875,0.967673614,10.12,24.573
2181.228266,0.957370577,10.12,24.573
2181.233662,0.963884198,10.12,24.573
2181.239061,0.954823459,10.12,24.573
2181.244464,0.973566155,10.12,24.573
2181.249871,0.961541085,10.12,24.573
2181.255283,0.942430442,10.12,24.573
2181.260698,0.932978491,10.12,24.573
2181.266117,0.931506626,10.12,24.573
2181.27154,0.901256382,10.12,24.573
2181.276967,0.872162141,10.12,24.573
2181.282398,0.871967178,10.12,24.573
2181.287833,0.875807721,10.12,24.573
2181.293272,0.876525985,10.12,24.573
2181.298714,0.887672121,10.12,24.573
2181.304161,0.910110395,10.12,24.573
2181.309612,0.919349897,10.12,24.573
2181.315067,0.914643919,10.12,24.573
2181.320525,0.910073413,10.12,24.573
2181.325988,0.903728807,10.12,24.573
2181.331454,0.874384583,10.12,24.573
2181.336925,0.839520517,10.12,24.573
2181.342399,0.781862366,10.12,24.573
2181.347878,0.733889914,10.12,24.573
2181.35336,0.672499567,10.12,24.573
2181.358847,0.648758186,10.12,24.573
2181.364337,0.644620999,10.12,24.573
2181.369831,0.660402164,10.12,24.573
2181.375329,0.699690558,10.12,24.573
2181.380832,0.741975393,10.12,24.573
2181.386338,0.77336026,10.12,24.573
2181.391848,0.791034016,10.12,24.573
2181.397362,0.783821609,10.12,24.573
2181.40288,0.739910895,10.12,24.573
2181.408402,0.693464509,10.12,24.573
2181.4129,0.640092559,10.12,24.573
2181.417578,0.575898738,10.12,24.573
2181.42226,0.554999395,10.12,24.573
2181.426946,0.576071338,10.12,24.573
2181.431636,0.635507251,10.12,24.573
2181.436329,0.722785235,10.12,24.573
2181.441026,0.778408379,10.12,24.573
2181.445727,0.82795152,10.12,24.573
2181.450431,0.85013387,10.12,24.573
2181.455139,0.877454888,10.12,24.573
2181.45985,0.901914191,10.12,24.573
2181.464566,0.91682034,10.12,24.573
2181.469285,0.911946369,10.12,24.573
2181.474007,0.918728462,10.12,24.573
2181.478733,0.912227829,10.12,24.573
2181.483463,0.894694967,10.12,24.573
2181.488197,0.904944805,10.12,24.573
2181.492934,0.893502812,10.12,24.573
2181.497675,0.890799277,10.12,24.573
2181.502419,0.880307591,10.12,24.573
2181.507167,0.844042831,10.12,24.573
2181.511919,0.809524339,10.12,24.573
2181.516675,0.738796829,10.12,24.573
2181.521434,0.684806733,10.12,24.573
2181.526197,0.582833702,10.12,24.573
2181.530963,0.50595964,10.12,24.573
2181.535733,0.442463543,10.12,24.573
2181.540507,0.419454736,10.12,24.573
2181.545284,0.467423403,10.12,24.573
2181.550066,0.530440982,10.12,24.573
2181.55485,0.614649176,10.12,24.573
2181.559639,0.69721389,10.12,24.573
2181.564431,0.750418046,10.12,24.573
2181.569226,0.789760075,10.12,24.573
2181.574026,0.821199112,10.12,24.573
2181.578829,0.816278556,10.12,24.573
2181.583636,0.778118684,10.12,24.573
2181.588446,0.793639276,10.12,24.573
2181.59326,0.775321928,10.12,24.573
2181.598078,0.802252433,10.12,24.573
2181.602899,0.818120229,10.12,24.573
2181.607724,0.846930049,10.12,24.573
2181.612553,0.897687599,10.12,24.573
2181.617385,0.904324413,10.12,24.573
2181.622221,0.930064827,10.12,24.573
2181.627061,0.938262094,10.12,24.573
2181.631904,0.940660219,10.12,24.573
2181.636751,0.941321565,10.12,24.573
2181.641602,0.935710811,10.12,24.573
2181.646456,0.95021892,10.12,24.573
2181.651314,0.941582355,10.12,24.573
2181.656175,0.954841611,10.12,24.573
2181.661041,0.96185036,10.12,24.573
2181.66591,0.954079732,10.12,24.573
2181.670782,0.964454273,10.12,24.573
2181.675658,0.970556583,10.12,24.573
2181.680538,0.958102315,10.12,24.573
2181.685422,0.964973597,10.12,24.573
2181.690309,0.967884605,10.12,24.573
2181.6952,0.963056122,10.12,24.573
2181.700094,0.949260075,10.12,24.573
2181.704993,0.947291026,10.12,24.573
2181.709894,0.937986869,10.12,24.573
2181.7148,0.912280533,10.12,24.573
2181.719709,0.882477763,10.12,24.573
2181.724622,0.85079899,10.12,24.573
2181.729538,0.849991867,10.12,24.573
2181.734459,0.840026435,10.12,24.573
2181.739382,0.865088892,10.12,24.573
2181.74431,0.885155916,10.12,24.573
2181.749241,0.922643771,10.12,24.573
2181.754176,0.937311612,10.12,24.573
2181.759114,0.95238941,10.12,24.573
2181.764056,0.962854405,10.12,24.573
2181.769002,0.96234022,10.12,24.573
2181.773951,0.973192989,10.12,24.573
2181.778904,0.975895473,10.12,24.573
2181.783861,0.966187573,10.12,24.573
2181.788822,0.97296014,10.12,24.573
2181.793786,0.992724516,10.12,24.573
2181.798753,0.990594091,10.12,24.573
2181.803725,0.986536774,10.12,24.573
2181.8087,0.988869802,10.12,24.573
2181.813678,0.991038057,10.12,24.573
2181.818661,0.994643809,10.12,24.573
2181.823647,0.99295918,10.12,24.573
2181.828636,0.988006461,10.12,24.573
2181.83363,0.994327023,10.12,24.573
2181.838627,0.992970263,10.12,24.573
2181.843627,0.982179339,10.12,24.573
2181.848632,0.982399449,10.12,24.573
2181.85364,0.981068176,10.12,24.573
2181.858651,0.986414855,10.12,24.573
2181.863667,0.975815593,10.12,24.573
2181.868686,0.983519604,10.12,24.573
2181.873708,0.984516297,10.12,24.573
2181.878734,0.977955575,10.12,24.573
2181.883764,0.981488364,10.12,24.573
2181.888798,0.981998121,10.12,24.573
2181.893835,0.9864341,10.12,24.573
2181.898876,0.986420487,10.12,24.573
2181.903921,0.996799156,10.12,24.573
2181.908969,0.991828432,10.12,24.573
2181.914021,0.992719946,10.12,24.573
2181.919076,0.993211518,10.12,24.573
2181.924135,0.983850249,10.12,24.573
2181.929198,0.993868418,10.12,24.573
2181.934265,0.982770277,10.12,24.573
2181.939335,0.984835556,10.12,24.573
2181.944409,0.980724177,10.12,24.573
2181.949486,1.00142615,10.12,24.573
2181.954567,0.988408544,10.12,24.573
2181.959652,0.996889164,10.12,24.573
2181.964741,0.985217869,10.12,24.573
2181.969833,0.99949863,10.12,24.573
2181.974929,0.987661141,10.12,24.573
2181.980028,0.977553021,10.12,24.573
2181.985131,0.981139305,10.12,24.573
2181.990238,0.985106059,10.12,24.573
2181.995348,0.984907273,10.12,24.573
2182.000462,0.972280111,10.12,24.573
2182.00558,0.989342263,10.12,24.573
2182.010701,0.979430205,10.12,24.573
2182.015826,0.973324299,10.12,24.573
2182.020955,0.974637918,10.12,24.573
2182.026088,0.979067878,10.12,24.573
2182.031224,0.954544648,10.12,24.573
2182.036363,0.967919879,10.12,24.573
2182.041507,0.966005125,10.12,24.573
2182.046654,0.967502721,10.12,24.573
2182.051804,0.950313702,10.12,24.573
2182.056959,0.930844042,10.12,24.573
2182.062117,0.893820854,10.12,24.573
2182.067278,0.841014582,10.12,24.573
2182.072444,0.81515499,10.12,24.573
2182.077613,0.795864211,10.12,24.573
2182.082785,0.798848719,10.12,24.573
2182.087961,0.83291701,10.12,24.573
2182.093141,0.864235614,10.12,24.573
2182.098325,0.900963426,10.12,24.573
2182.103512,0.939176392,10.12,24.573
2182.108703,0.9575519,10.12,24.573
2182.113898,0.963695943,10.12,24.573
2182.119096,0.963664521,10.12,24.573
2182.124298,0.966236123,10.12,24.573
2182.129503,0.959446137,10.12,24.573
2182.134713,0.948719146,10.12,24.573
2182.139926,0.958950974,10.12,24.573
2182.145142,0.973441391,10.12,24.573
2182.150362,0.986481567,10.12,24.573
2182.155586,0.983320219,10.12,24.573
2182.160814,0.978481312,10.12,24.573
2182.166045,0.970849466,10.12,24.573
2182.17128,0.970967097,10.12,24.573
2182.176518,0.974633858,10.12,24.573
2182.18176,0.978707508,10.12,24.573
2182.187006,0.983564292,10.12,24.573
2182.192255,0.98600365,10.12,24.573
2182.197509,0.976563207,10.12,24.573
2182.202765,0.978574068,10.12,24.573
2182.208026,0.978617985,10.12,24.573
2182.21329,0.970194203,10.12,24.573
2182.218558,0.945137,10.12,24.573
2182.223829,0.926750459,10.12,24.573
2182.229104,0.917421138,10.12,24.573
2182.234383,0.900152403,10.12,24.573
2182.239665,0.88915171,10.12,24.573
2182.244951,0.890642006,10.12,24.573
2182.250241,0.902532853,10.12,24.573
2182.255534,0.921978407,10.12,24.573
2182.260831,0.940991673,10.12,24.573
2182.266132,0.957409811,10.12,24.573
2182.271437,0.955936394,10.12,24.573
2182.276745,0.953711182,10.12,24.573
2182.282056,0.960799649,10.12,24.573
2182.287372,0.964984531,10.12,24.573
2182.292691,0.964854035,10.12,24.573
2182.298013,0.95519717,10.12,24.573
2182.303339,0.958878077,10.12,24.573
2182.308669,0.971836462,10.12,24.573
2182.314003,0.962757954,10.12,24.573
2182.31934,0.970087286,10.12,24.573
2182.324681,0.951271506,10.12,24.573
2182.330026,0.956186222,10.12,24.573
2182.335374,0.948789865,10.12,24.573
2182.340726,0.956029154,10.12,24.573
2182.346082,0.947011913,10.12,24.573
2182.351441,0.938893682,10.12,24.573
2182.356804,0.939561354,10.12,24.573
2182.36217,0.918140076,10.12,24.573
2182.367541,0.884869365,10.12,24.573
2182.372914,0.845938601,10.12,24.573
2182.378292,0.787556595,10.12,24.573
2182.383673,0.712653177,10.12,24.573
2182.389058,0.657591937,10.12,24.573
2182.394446,0.608736299,10.12,24.573
2182.399839,0.58587594,10.12,24.573
2182.405234,0.607025428,10.12,24.573
2182.410634,0.654696122,10.12,24.573
2182.416037,0.717905792,10.12,24.573
2182.421444,0.752438133,10.12,24.573
2182.426854,0.780232669,10.12,24.573
2182.432268,0.762718549,10.12,24.573
2182.437686,0.725871225,10.12,24.573
2182.443108,0.66834511,10.12,24.573
2182.448533,0.617255441,10.12,24.573
2182.453962,0.584578687,10.12,24.573
2182.459394,0.594602354,10.12,24.573
2182.46483,0.633208118,10.12,24.573
2182.47027,0.689170662,10.12,24.573
2182.475713,0.753091091,10.12,24.573
2182.48116,0.815902129,10.12,24.573
2182.486611,0.86232448,10.12,24.573
2182.492065,0.887073756,10.12,24.573
2182.497523,0.900522124,10.12,24.573
2182.502985,0.914241416,10.12,24.573
2182.50845,0.901232888,10.12,24.573
2182.513919,0.87534383,10.12,24.573
2182.519392,0.84840628,10.12,24.573
2182.524868,0.815139677,10.12,24.573
2182.530348,0.789564598,10.12,24.573
2182.535832,0.791885049,10.12,24.573
2182.541319,0.798368942,10.12,24.573
2182.54681,0.821173673,10.12,24.573
2182.549657,0.865575472,10.12,24.573
2182.554349,0.896473818,10.12,24.573
2182.559046,0.918166039,10.12,24.573
2182.563745,0.916565344,10.12,24.573
2182.568449,0.915190585,10.12,24.573
2182.573155,0.922419541,10.12,24.573
2182.577866,0.926748041,10.12,24.573
2182.58258,0.937985113,10.12,24.573
2182.587298,0.940831392,10.12,24.573
2182.592019,0.926878667,10.12,24.573
2182.596744,0.924913917,10.12,24.573
2182.601472,0.928182677,10.12,24.573
2182.606205,0.922098807,10.12,24.573
2182.61094,0.90716888,10.12,24.573
2182.61568,0.895775391,10.12,24.573
2182.620422,0.890629446,10.12,24.573
2182.625169,0.868664713,10.12,24.573
2182.629919,0.834296017,10.12,24.573
2182.634673,0.790571017,10.12,24.573
2182.63943,0.739434497,10.12,24.573
2182.644191,0.649674298,10.12,24.573
2182.648956,0.561984341,10.12,24.573
2182.653724,0.483020394,10.12,24.573
2182.658496,0.425333869,10.12,24.573
