,molec_id,local_iso_id,elower,nu,nu_err,nu_vary,sw,sw_err,sw_vary,sw_scale_factor,gamma0_air,gamma0_air_err,gamma0_air_vary,n_gamma0_air,delta0_air,delta0_air_err,delta0_air_vary,n_delta0_air,nuVC_air,nuVC_air_err,nuVC_air_vary,n_nuVC_air,SD_gamma_air,SD_gamma_air_err,SD_gamma_air_vary,n_gamma2_air,SD_delta_air,SD_delta_air_err,SD_delta_air_vary,n_delta2_air,eta_air,eta_air_err,eta_air_vary,y_air,y_air_err,y_air_vary,n_y_air
0,2,1,994.1913,6299.893174,0,False,6.13e-24,0,False,0.1,0.066870297,0,False,0.73,-0.007616,0,False,0,0.0,0,False,1,0.0,0,False,0.73,0,0,False,0,0,0,False,0,0,False,0
1,2,1,917.0573,6302.142664,0,False,8.63e-24,0,False,0.1,0.065493792,0,False,0.74,-0.00757,0,False,0,0.0,0,False,1,0.0,0,False,0.74,0,0,False,0,0,0,False,0,0,False,0
2,2,1,843.0301,6304.366815,0,False,1.2e-23,0,False,0.1,0.065522136,0,False,0.75,-0.00754,0,False,0,0.011136062,0,False,1,0.000109946,0,False,0.75,0,0,False,0,0,0,False,0,0,False,0
3,2,1,772.1107,6306.565231,0,False,1.6299999999999997e-23,0,False,0.1,0.065138014,0,False,0.75,-0.007489,0,False,0,0.008773869,0,False,1,0.0012195,0,False,0.75,0,0,False,0,0,0,False,0,0,False,0
4,2,1,704.3005,6308.737537,0,False,2.1699999999999998e-23,0,False,0.1,0.066160928,0,False,0.76,-0.009801531,0,False,0,0.011683829,0,False,1,0.000174159,0,False,0.76,0,0,False,0,0,0,False,0,0,False,0
5,2,1,639.6004,6310.883377,0,False,2.86e-23,0,False,0.1,0.068324069,0,False,0.88,-0.006387894,0,False,0,0.002778689,0,False,1,0.08884626,0,False,0.88,0,0,False,0,0,0,False,0,0,False,0
6,2,1,578.0116,6313.002417,0,False,3.68e-23,0,False,0.1,0.069405661,0,False,0.8,-0.006185104,0,False,0,5.41e-06,0,False,1,0.105570862,0,False,0.8,0,0,False,0,0,0,False,0,0,False,0
7,2,1,519.535,6315.094339,0,False,4.6699999999999993e-23,0,False,0.1,0.067677734,0,False,0.81,-0.006590684,0,False,0,0.009517157,0,False,1,0.030390185,0,False,0.81,0,0,False,0,0,0,False,0,0,False,0
8,2,1,464.1717,6317.158845,0,False,5.8e-23,0,False,0.1,0.068857763,0,False,0.75,-0.006996265,0,False,0,0.002670806,0,False,1,0.078309491,0,False,0.75,0,0,False,0,0,0,False,0,0,False,0
9,2,1,411.9225,6319.19565,0,False,7.079999999999999e-23,0,False,0.1,0.069407106,0,False,0.72,-0.006590684,0,False,0,0.000684057,0,False,1,0.088385581,0,False,0.72,0,0,False,0,0,0,False,0,0,False,0
10,2,1,362.7883,6321.204492,0,False,8.469999999999999e-23,0,False,0.1,0.069856085,0,False,0.74,-0.006793475,0,False,0,0.00113478,0,False,1,0.089800431,0,False,0.74,0,0,False,0,0,0,False,0,0,False,0
11,2,1,316.7699,6323.185127,0,False,9.939999999999999e-23,0,False,0.1,0.069487466,0,False,0.77,-0.006489289,0,False,0,0.007752824,0,False,1,0.04889894,0,False,0.77,0,0,False,0,0,0,False,0,0,False,0
12,2,1,273.868,6325.137322,0,False,1.14e-22,0,False,0.1,0.070924778,0,False,0.79,-0.006286499,0,False,0,0.001329896,0,False,1,0.091513659,0,False,0.79,0,0,False,0,0,0,False,0,0,False,0
13,2,1,234.0834,6327.060862,0,False,1.2899999999999998e-22,0,False,0.1,0.07136688,0,False,0.72,-0.006387894,0,False,0,0.002346868,0,False,1,0.086388336,0,False,0.72,0,0,False,0,0,0,False,0,0,False,0
14,2,1,197.4166,6328.955553,0,False,1.4100000000000001e-22,0,False,0.1,0.071822436,0,False,0.73,-0.00709766,0,False,0,0.00568336,0,False,1,0.068705196,0,False,0.73,0,0,False,0,0,0,False,0,0,False,0
15,2,1,163.8684,6330.821205,0,False,1.52e-22,0,False,0.1,0.073586612,0,False,0.73,-0.006590684,0,False,0,0.000124836,0,False,1,0.104162136,0,False,0.73,0,0,False,0,0,0,False,0,0,False,0
16,2,1,133.4393,6332.657653,0,False,1.5899999999999998e-22,0,False,0.1,0.073879025,0,False,0.74,-0.006286499,0,False,0,0.005279011,0,False,1,0.074375536,0,False,0.74,0,0,False,0,0,0,False,0,0,False,0
17,2,1,106.1297,6334.464737,0,False,1.6199999999999998e-22,0,False,0.1,0.075962067,0,False,0.71,-0.006185104,0,False,0,0.000303795,0,False,1,0.105093642,0,False,0.71,0,0,False,0,0,0,False,0,0,False,0
18,2,1,81.9401,6336.242388,0,False,1.5999999999999997e-22,0,False,0.1,0.076624189,0,False,0.7,-0.006083709,0,False,0,0.005396622,0,False,1,0.076408771,0,False,0.7,0,0,False,0,0,0,False,0,0,False,0
19,2,1,60.8709,6337.990337,0,False,1.52e-22,0,False,0.1,0.078943882,0,False,0.69,-0.006016112,0,False,0,0.00069009,0,False,1,0.102342998,0,False,0.69,0,0,False,0,0,0,False,0,0,False,0
20,2,1,42.9225,6339.708577,0,False,1.39e-22,0,False,0.1,0.080188616,0,False,0.7,-0.005813322,0,False,0,0.003965479,0,False,1,0.083613851,0,False,0.7,0,0,False,0,0,0,False,0,0,False,0
21,2,1,28.0951,6341.396989,0,False,1.2e-22,0,False,0.1,0.082282432,0,False,0.7,-0.005407741,0,False,0,0.002818973,0,False,1,0.088572089,0,False,0.7,0,0,False,0,0,0,False,0,0,False,0
