Wavenumber (cm-1),Transmission,Absorption,Pressure (Torr),Temperature
6306.568993,0.945697427,1.72E+01,742.08,22.15
6306.57276,0.946657598,1.68E+01,742.08,22.15
6306.576526,0.948362649,1.63E+01,742.08,22.15
6306.580293,0.949894607,1.58E+01,742.08,22.15
6306.58406,0.95139569,1.53E+01,742.08,22.15
6306.587826,0.953330994,1.47E+01,742.08,22.15
6306.591593,0.955188751,1.41E+01,742.08,22.15
6306.595359,0.9567433,1.36E+01,742.08,22.15
6306.599126,0.958707809,1.30E+01,742.08,22.15
6306.602892,0.961202741,1.22E+01,742.08,22.15
6306.606659,0.963491797,1.14E+01,742.08,22.15
6306.610425,0.965383768,1.08E+01,742.08,22.15
6306.614192,0.967253208,1.02E+01,742.08,22.15
6306.617958,0.969100475,9.65E+00,742.08,22.15
6306.621725,0.970750153,9.12E+00,742.08,22.15
6306.625492,0.972221136,8.66E+00,742.08,22.15
6306.629258,0.973458767,8.27E+00,742.08,22.15
6306.633025,0.974577129,7.91E+00,742.08,22.15
6306.636791,0.976027608,7.46E+00,742.08,22.15
6306.640558,0.977689266,6.93E+00,742.08,22.15
6306.644324,0.978770912,6.59E+00,742.08,22.15
6306.648091,0.979271412,6.44E+00,742.08,22.15
6306.651857,0.980115056,6.17E+00,742.08,22.15
6306.655624,0.981516898,5.73E+00,742.08,22.15
6306.65939,0.982784331,5.34E+00,742.08,22.15
6306.663157,0.983627915,5.07E+00,742.08,22.15
6306.666923,0.984241843,4.88E+00,742.08,22.15
6306.67069,0.984623015,4.76E+00,742.08,22.15
6306.674457,0.984926283,4.67E+00,742.08,22.15
6306.678223,0.985586524,4.46E+00,742.08,22.15
6306.68199,0.986450732,4.19E+00,742.08,22.15
6306.685756,0.986925125,4.04E+00,742.08,22.15
6306.689523,0.987084568,3.99E+00,742.08,22.15
6306.693289,0.987467229,3.88E+00,742.08,22.15
6306.697056,0.98811388,3.67E+00,742.08,22.15
6306.700822,0.988772631,3.47E+00,742.08,22.15
6306.704589,0.989372432,3.28E+00,742.08,22.15
6306.708355,0.989781797,3.16E+00,742.08,22.15
6306.712122,0.989973068,3.10E+00,742.08,22.15
6306.715889,0.990369618,2.97E+00,742.08,22.15
6306.719655,0.991087318,2.75E+00,742.08,22.15
6306.723422,0.991506636,2.62E+00,742.08,22.15
6306.727188,0.991459847,2.64E+00,742.08,22.15
6306.730955,0.991648257,2.58E+00,742.08,22.15
6306.734721,0.992234528,2.40E+00,742.08,22.15
6306.738488,0.992526949,2.31E+00,742.08,22.15
6306.742254,0.992364287,2.36E+00,742.08,22.15
6306.746021,0.992293716,2.38E+00,742.08,22.15
6306.749787,0.992524862,2.31E+00,742.08,22.15
6306.753554,0.99298346,2.16E+00,742.08,22.15
6306.75732,0.993689954,1.95E+00,742.08,22.15
6306.761087,0.994231641,1.78E+00,742.08,22.15
6306.764854,0.994033754,1.84E+00,742.08,22.15
6306.76862,0.993523836,2.00E+00,742.08,22.15
6306.772387,0.993556917,1.99E+00,742.08,22.15
6306.776153,0.993945122,1.87E+00,742.08,22.15
6306.77992,0.994065523,1.83E+00,742.08,22.15
6306.783686,0.994137466,1.81E+00,742.08,22.15
6306.787453,0.994518101,1.69E+00,742.08,22.15
6306.791219,0.99492991,1.56E+00,742.08,22.15
6306.794986,0.995251417,1.46E+00,742.08,22.15
6306.798752,0.995627224,1.35E+00,742.08,22.15
6306.802519,0.995702088,1.32E+00,742.08,22.15
6306.806286,0.995378912,1.42E+00,742.08,22.15
6306.810052,0.995545745,1.37E+00,742.08,22.15
6306.813819,0.996410847,1.10E+00,742.08,22.15
6306.817585,0.996704757,1.01E+00,742.08,22.15
6306.821352,0.996051252,1.22E+00,742.08,22.15
6306.825118,0.995874107,1.27E+00,742.08,22.15
6306.828885,0.996682346,1.02E+00,742.08,22.15
6306.832651,0.997124374,8.85E-01,742.08,22.15
6306.836418,0.996651948,1.03E+00,742.08,22.15
6306.840184,0.996410787,1.11E+00,742.08,22.15
6306.843951,0.996962309,9.35E-01,742.08,22.15
6306.847717,0.997504652,7.68E-01,742.08,22.15
6306.851484,0.997457624,7.82E-01,742.08,22.15
6306.855251,0.997107983,8.90E-01,742.08,22.15
6306.859017,0.99692899,9.45E-01,742.08,22.15
6306.862784,0.997169495,8.71E-01,742.08,22.15
6306.86655,0.997569025,7.48E-01,742.08,22.15
6306.870317,0.997505367,7.68E-01,742.08,22.15
6306.874083,0.997048914,9.08E-01,742.08,22.15
6306.87785,0.996986151,9.28E-01,742.08,22.15
6306.881616,0.997332275,8.21E-01,742.08,22.15
6306.885383,0.997399747,8.00E-01,742.08,22.15
6306.889149,0.997377217,8.07E-01,742.08,22.15
6306.892916,0.997774184,6.85E-01,742.08,22.15
6306.896683,0.997904956,6.45E-01,742.08,22.15
6306.900449,0.997239709,8.49E-01,742.08,22.15
6306.904216,0.996907115,9.52E-01,742.08,22.15
6306.907982,0.997539699,7.57E-01,742.08,22.15
6306.911749,0.997793138,6.79E-01,742.08,22.15
6306.915515,0.997073591,9.01E-01,742.08,22.15
6306.919282,0.996933401,9.44E-01,742.08,22.15
6306.923048,0.997999013,6.16E-01,742.08,22.15
6306.926815,0.998699307,4.00E-01,742.08,22.15
6306.930581,0.998202324,5.53E-01,742.08,22.15
6306.934348,0.997528374,7.61E-01,742.08,22.15
6306.938114,0.997316659,8.26E-01,742.08,22.15
6306.941881,0.997330785,8.21E-01,742.08,22.15
6306.945648,0.997727871,6.99E-01,742.08,22.15
6306.949414,0.99848032,4.67E-01,742.08,22.15
6306.953181,0.9986853,4.04E-01,742.08,22.15
6306.956947,0.99811554,5.80E-01,742.08,22.15
6306.960714,0.997754335,6.91E-01,742.08,22.15
6306.96448,0.997936726,6.35E-01,742.08,22.15
6306.968247,0.99799329,6.17E-01,742.08,22.15
6306.972013,0.997835279,6.66E-01,742.08,22.15
6306.97578,0.997892022,6.48E-01,742.08,22.15
6306.979546,0.997995853,6.17E-01,742.08,22.15
6306.983313,0.997969568,6.25E-01,742.08,22.15
6306.98708,0.998234153,5.43E-01,742.08,22.15
6306.990846,0.998756349,3.82E-01,742.08,22.15
6306.994613,0.998847544,3.54E-01,742.08,22.15
6306.998379,0.998436153,4.81E-01,742.08,22.15
6307.002146,0.998076081,5.92E-01,742.08,22.15
6307.005912,0.99797821,6.22E-01,742.08,22.15
6307.009679,0.998219192,5.48E-01,742.08,22.15
6307.013445,0.998900175,3.38E-01,742.08,22.15
6307.017212,0.999395132,1.86E-01,742.08,22.15
6307.020978,0.999040246,2.95E-01,742.08,22.15
6307.024745,0.998571158,4.39E-01,742.08,22.15
6307.028511,0.998959839,3.20E-01,742.08,22.15
6307.032278,0.999590278,1.26E-01,742.08,22.15
6307.036045,0.999594212,1.25E-01,742.08,22.15
6307.039811,0.999477863,1.61E-01,742.08,22.15
6307.043578,0.999656916,1.05E-01,742.08,22.15
6307.047344,0.999509394,1.51E-01,742.08,22.15
6307.051111,0.999106407,2.75E-01,742.08,22.15
6307.054877,0.9992553,2.29E-01,742.08,22.15
6307.058644,0.99946475,1.65E-01,742.08,22.15
6307.06241,0.998828769,3.60E-01,742.08,22.15
6307.066177,0.998287022,5.27E-01,742.08,22.15
6307.069943,0.998874068,3.46E-01,742.08,22.15
6307.07371,0.99932754,2.07E-01,742.08,22.15
6307.077477,0.998540342,4.49E-01,742.08,22.15
6307.081243,0.997965813,6.26E-01,742.08,22.15
6307.08501,0.998743653,3.86E-01,742.08,22.15
6307.088776,0.99943614,1.73E-01,742.08,22.15
6307.092543,0.998994052,3.09E-01,742.08,22.15
6307.096309,0.998632968,4.20E-01,742.08,22.15
6307.100076,0.999006927,3.05E-01,742.08,22.15
6307.103842,0.99897784,3.14E-01,742.08,22.15
6307.107609,0.998314023,5.19E-01,742.08,22.15
6307.111375,0.998297453,5.24E-01,742.08,22.15
6307.115142,0.999147773,2.62E-01,742.08,22.15
6307.118908,0.999703109,9.13E-02,742.08,22.15
6307.122675,0.999626637,1.15E-01,742.08,22.15
6307.126442,0.999604821,1.21E-01,742.08,22.15
6307.130208,0.999770761,7.05E-02,742.08,22.15
6307.133975,0.999709904,8.92E-02,742.08,22.15
6307.137741,0.999447703,1.70E-01,742.08,22.15
6307.141508,0.999246419,2.32E-01,742.08,22.15
6307.145274,0.999013662,3.03E-01,742.08,22.15
6307.149041,0.99862051,4.24E-01,742.08,22.15
6307.152807,0.998362541,5.04E-01,742.08,22.15
6307.156574,0.998648703,4.16E-01,742.08,22.15
6307.16034,0.999291599,2.18E-01,742.08,22.15
6307.164107,0.99953419,1.43E-01,742.08,22.15
6307.167874,0.999163806,2.57E-01,742.08,22.15
6307.17164,0.999054968,2.91E-01,742.08,22.15
6307.175407,0.999706209,9.03E-02,742.08,22.15
6307.179173,1.000085712,-2.63E-02,742.08,22.15
6307.18294,0.99936682,1.95E-01,742.08,22.15
6307.186706,0.998632371,4.21E-01,742.08,22.15
6307.190473,0.998989284,3.11E-01,742.08,22.15
6307.194239,0.999525607,1.46E-01,742.08,22.15
6307.198006,0.999196768,2.47E-01,742.08,22.15
6307.201772,0.998895705,3.40E-01,742.08,22.15
6307.205539,0.999530256,1.44E-01,742.08,22.15
6307.209305,1.000104666,-3.22E-02,742.08,22.15
6307.213072,0.999655128,1.06E-01,742.08,22.15
6307.216839,0.998967409,3.17E-01,742.08,22.15
6307.220605,0.998882413,3.44E-01,742.08,22.15
6307.224372,0.999040544,2.95E-01,742.08,22.15
6307.228138,0.999203444,2.45E-01,742.08,22.15
6307.231905,0.99965179,1.07E-01,742.08,22.15
6307.235671,0.999955773,1.36E-02,742.08,22.15
6307.239438,0.999439955,1.72E-01,742.08,22.15
6307.243204,0.998696685,4.01E-01,742.08,22.15
6307.246971,0.998699367,4.00E-01,742.08,22.15
6307.250737,0.999039054,2.95E-01,742.08,22.15
6307.254504,0.998884082,3.43E-01,742.08,22.15
6307.258271,0.998774231,3.77E-01,742.08,22.15
6307.262037,0.999586582,1.27E-01,742.08,22.15
6307.265804,1.00059855,-1.84E-01,742.08,22.15
6307.26957,1.00047338,-1.45E-01,742.08,22.15
6307.273337,0.999554336,1.37E-01,742.08,22.15
6307.277103,0.999305427,2.14E-01,742.08,22.15
6307.28087,0.999797225,6.23E-02,742.08,22.15
6307.284636,0.999738872,8.03E-02,742.08,22.15
6307.288403,0.998998821,3.08E-01,742.08,22.15
6307.292169,0.998878658,3.45E-01,742.08,22.15
6307.295936,0.999482036,1.59E-01,742.08,22.15
6307.299702,0.999329269,2.06E-01,742.08,22.15
6307.303469,0.998315692,5.18E-01,742.08,22.15
6307.307236,0.998197496,5.54E-01,742.08,22.15
6307.311002,0.999243915,2.32E-01,742.08,22.15
6307.314769,0.999593377,1.25E-01,742.08,22.15
6307.318535,0.998830974,3.59E-01,742.08,22.15
6307.322302,0.99870503,3.98E-01,742.08,22.15
6307.326068,0.999497473,1.54E-01,742.08,22.15
6307.329835,0.999499261,1.54E-01,742.08,22.15
6307.333601,0.998657048,4.13E-01,742.08,22.15
6307.337368,0.998813868,3.65E-01,742.08,22.15
6307.341134,1.000001192,-3.66E-04,742.08,22.15
6307.344901,1.000293493,-9.02E-02,742.08,22.15
6307.348668,0.999393702,1.86E-01,742.08,22.15
6307.352434,0.998929024,3.29E-01,742.08,22.15
6307.356201,0.999404907,1.83E-01,742.08,22.15
6307.359967,0.999709785,8.92E-02,742.08,22.15
6307.363734,0.999275804,2.23E-01,742.08,22.15
6307.3675,0.99873507,3.89E-01,742.08,22.15
6307.371267,0.998816848,3.64E-01,742.08,22.15
6307.375033,0.999556005,1.36E-01,742.08,22.15
6307.3788,1.000180364,-5.54E-02,742.08,22.15
6307.382566,0.999863207,4.20E-02,742.08,22.15
6307.386333,0.998964787,3.18E-01,742.08,22.15
6307.390099,0.998642504,4.17E-01,742.08,22.15
6307.393866,0.999063969,2.88E-01,742.08,22.15
6307.397633,0.99947536,1.61E-01,742.08,22.15
6307.401399,0.999717057,8.70E-02,742.08,22.15
6307.405166,0.999918997,2.49E-02,742.08,22.15
6307.408932,0.999597669,1.24E-01,742.08,22.15
6307.412699,0.998882175,3.44E-01,742.08,22.15
6307.416465,0.998996019,3.09E-01,742.08,22.15
6307.420232,0.999953091,1.44E-02,742.08,22.15
6307.423998,1.000112772,-3.47E-02,742.08,22.15
6307.427765,0.999234438,2.35E-01,742.08,22.15
6307.431531,0.998963296,3.19E-01,742.08,22.15
6307.435298,0.999588251,1.27E-01,742.08,22.15
6307.439064,0.999708593,8.96E-02,742.08,22.15
6307.442831,0.999254763,2.29E-01,742.08,22.15
6307.446598,0.999385536,1.89E-01,742.08,22.15
6307.450364,0.999828816,5.26E-02,742.08,22.15
6307.454131,0.999497235,1.55E-01,742.08,22.15
6307.457897,0.998763323,3.80E-01,742.08,22.15
6307.461664,0.998549283,4.46E-01,742.08,22.15
6307.46543,0.998675346,4.07E-01,742.08,22.15
6307.469197,0.998830736,3.60E-01,742.08,22.15
6307.472963,0.999252319,2.30E-01,742.08,22.15
6307.47673,0.999599695,1.23E-01,742.08,22.15
6307.480496,0.999258578,2.28E-01,742.08,22.15
6307.484263,0.998732925,3.90E-01,742.08,22.15
6307.48803,0.998760045,3.81E-01,742.08,22.15
6307.491796,0.998936415,3.27E-01,742.08,22.15
6307.495563,0.998867869,3.48E-01,742.08,22.15
6307.499329,0.999079287,2.83E-01,742.08,22.15
6307.503096,0.999593496,1.25E-01,742.08,22.15
6307.506862,0.999611616,1.19E-01,742.08,22.15
6307.510629,0.999208391,2.43E-01,742.08,22.15
6307.514395,0.999226332,2.38E-01,742.08,22.15
6307.518162,0.999576986,1.30E-01,742.08,22.15
6307.521928,0.99957341,1.31E-01,742.08,22.15
6307.525695,0.999292612,2.17E-01,742.08,22.15
6307.529461,0.999159157,2.59E-01,742.08,22.15
6307.533228,0.999233961,2.36E-01,742.08,22.15
6307.536995,0.99955827,1.36E-01,742.08,22.15
6307.540761,0.999869168,4.02E-02,742.08,22.15
6307.544528,0.999375284,1.92E-01,742.08,22.15
6307.548294,0.998328269,5.14E-01,742.08,22.15
6307.552061,0.998328567,5.14E-01,742.08,22.15
6307.555827,0.999526203,1.46E-01,742.08,22.15
6307.559594,0.999965549,1.06E-02,742.08,22.15
6307.56336,0.999111414,2.73E-01,742.08,22.15
6307.567127,0.998837709,3.57E-01,742.08,22.15
6307.570893,0.999746144,7.80E-02,742.08,22.15
6307.57466,1.000123739,-3.80E-02,742.08,22.15
6307.578427,0.999442339,1.71E-01,742.08,22.15
6307.582193,0.999222398,2.39E-01,742.08,22.15
6307.58596,0.999951065,1.50E-02,742.08,22.15
6307.589726,1.000442863,-1.36E-01,742.08,22.15
6307.593493,1.000244379,-7.51E-02,742.08,22.15
6307.597259,0.999992251,2.38E-03,742.08,22.15
6307.601026,0.999841332,4.88E-02,742.08,22.15
6307.604792,0.999553978,1.37E-01,742.08,22.15
6307.608559,0.999362409,1.96E-01,742.08,22.15
6307.612325,0.999512851,1.50E-01,742.08,22.15
6307.616092,0.999825239,5.37E-02,742.08,22.15
6307.619858,1.000094771,-2.91E-02,742.08,22.15
6307.623625,1.000126243,-3.88E-02,742.08,22.15
6307.627392,0.999684751,9.69E-02,742.08,22.15
6307.631158,0.999071896,2.85E-01,742.08,22.15
6307.634925,0.998951614,3.22E-01,742.08,22.15
6307.638691,0.99927485,2.23E-01,742.08,22.15
6307.642458,0.99942708,1.76E-01,742.08,22.15
6307.646224,0.999372304,1.93E-01,742.08,22.15
6307.649991,0.99949044,1.57E-01,742.08,22.15
6307.653757,0.999667883,1.02E-01,742.08,22.15
6307.657524,0.999604464,1.22E-01,742.08,22.15
6307.66129,0.999492943,1.56E-01,742.08,22.15
6307.665057,0.999661803,1.04E-01,742.08,22.15
6307.668824,1.000042796,-1.32E-02,742.08,22.15
6307.67259,1.000239134,-7.35E-02,742.08,22.15
6307.676357,0.999875963,3.81E-02,742.08,22.15
6307.680123,0.999183476,2.51E-01,742.08,22.15
6307.68389,0.999088168,2.80E-01,742.08,22.15
6307.687656,0.999854207,4.48E-02,742.08,22.15
6307.691423,1.000313997,-9.65E-02,742.08,22.15
6307.695189,0.999707162,9.00E-02,742.08,22.15
6307.698956,0.999067605,2.87E-01,742.08,22.15
6307.702722,0.999284625,2.20E-01,742.08,22.15
6307.706489,0.99961555,1.18E-01,742.08,22.15
6307.710255,0.999523819,1.46E-01,742.08,22.15
6307.714022,0.999680817,9.81E-02,742.08,22.15
6307.717789,1.000087261,-2.68E-02,742.08,22.15
6307.721555,0.999848843,4.65E-02,742.08,22.15
6307.725322,0.999292612,2.17E-01,742.08,22.15
6307.729088,0.999483824,1.59E-01,742.08,22.15
6307.732855,0.9999246,2.32E-02,742.08,22.15
6307.736621,0.999553263,1.37E-01,742.08,22.15
6307.740388,0.99894464,3.24E-01,742.08,22.15
6307.744154,0.999013603,3.03E-01,742.08,22.15
6307.747921,0.999278247,2.22E-01,742.08,22.15
6307.751687,0.999296784,2.16E-01,742.08,22.15
6307.755454,0.999518812,1.48E-01,742.08,22.15
6307.759221,0.999711573,8.87E-02,742.08,22.15
6307.762987,0.999275744,2.23E-01,742.08,22.15
6307.766754,0.99907881,2.83E-01,742.08,22.15
6307.77052,0.999966741,1.02E-02,742.08,22.15
6307.774287,1.000583887,-1.79E-01,742.08,22.15
6307.778053,0.999701917,9.16E-02,742.08,22.15
6307.78182,0.998713553,3.96E-01,742.08,22.15
6307.785586,0.999056757,2.90E-01,742.08,22.15
6307.789353,0.999806285,5.95E-02,742.08,22.15
6307.793119,0.999943078,1.75E-02,742.08,22.15
6307.796886,0.999938309,1.90E-02,742.08,22.15
6307.800652,0.999895155,3.22E-02,742.08,22.15
6307.804419,0.999363363,1.96E-01,742.08,22.15
6307.808186,0.999120593,2.70E-01,742.08,22.15
6307.811952,0.999909103,2.79E-02,742.08,22.15
6307.815719,1.000486255,-1.49E-01,742.08,22.15
6307.819485,0.99993366,2.04E-02,742.08,22.15
6307.823252,0.999695599,9.36E-02,742.08,22.15
6307.827018,1.000586391,-1.80E-01,742.08,22.15
6307.830785,1.000887036,-2.72E-01,742.08,22.15
6307.834551,0.999821305,5.49E-02,742.08,22.15
6307.838318,0.999260068,2.27E-01,742.08,22.15
6307.842084,0.999991298,2.67E-03,742.08,22.15
6307.845851,1.000177503,-5.45E-02,742.08,22.15
6307.849618,0.999040484,2.95E-01,742.08,22.15
6307.853384,0.998341739,5.10E-01,742.08,22.15
6307.857151,0.999062061,2.88E-01,742.08,22.15
6307.860917,0.999928653,2.19E-02,742.08,22.15
6307.864684,0.999946177,1.65E-02,742.08,22.15
6307.86845,0.999770045,7.07E-02,742.08,22.15
6307.872217,1.000080705,-2.48E-02,742.08,22.15
6307.875983,1.00045979,-1.41E-01,742.08,22.15
6307.87975,1.000172377,-5.30E-02,742.08,22.15
6307.883516,0.99917084,2.55E-01,742.08,22.15
6307.887283,0.998239517,5.41E-01,742.08,22.15
6307.891049,0.998216987,5.48E-01,742.08,22.15
6307.894816,0.998897731,3.39E-01,742.08,22.15
6307.898583,0.99921757,2.41E-01,742.08,22.15
6307.902349,0.998837113,3.58E-01,742.08,22.15
6307.906116,0.998624265,4.23E-01,742.08,22.15
6307.909882,0.999149621,2.61E-01,742.08,22.15
6307.913649,0.999830246,5.22E-02,742.08,22.15
6307.917415,1.000058293,-1.79E-02,742.08,22.15
6307.921182,1.00008595,-2.64E-02,742.08,22.15
6307.924948,1.000217795,-6.69E-02,742.08,22.15
6307.928715,1.000128508,-3.95E-02,742.08,22.15
6307.932481,0.999609351,1.20E-01,742.08,22.15
6307.936248,0.999200881,2.46E-01,742.08,22.15
6307.940015,0.999384105,1.89E-01,742.08,22.15
6307.943781,0.999754846,7.53E-02,742.08,22.15
6307.947548,0.999743283,7.89E-02,742.08,22.15
6307.951314,0.999580205,1.29E-01,742.08,22.15
6307.955081,0.99969238,9.46E-02,742.08,22.15
6307.958847,0.999741375,7.95E-02,742.08,22.15
6307.962614,0.999315023,2.11E-01,742.08,22.15
6307.96638,0.998936653,3.27E-01,742.08,22.15
6307.970147,0.999206185,2.44E-01,742.08,22.15
6307.973913,0.999652267,1.07E-01,742.08,22.15
6307.97768,0.999595642,1.24E-01,742.08,22.15
6307.981446,0.999279499,2.22E-01,742.08,22.15
6307.985213,0.999101579,2.76E-01,742.08,22.15
6307.98898,0.998863876,3.49E-01,742.08,22.15
6307.992746,0.998640716,4.18E-01,742.08,22.15
6307.996513,0.998996437,3.09E-01,742.08,22.15
6308.000279,0.999721229,8.57E-02,742.08,22.15
6308.004046,0.999873221,3.90E-02,742.08,22.15
6308.007812,0.999361217,1.96E-01,742.08,22.15
6308.011579,0.998961687,3.19E-01,742.08,22.15
6308.015345,0.998909831,3.35E-01,742.08,22.15
6308.019112,0.998960197,3.20E-01,742.08,22.15
6308.022878,0.999214888,2.41E-01,742.08,22.15
6308.026645,0.999557912,1.36E-01,742.08,22.15
6308.030412,0.999301791,2.15E-01,742.08,22.15
6308.034178,0.998480439,4.67E-01,742.08,22.15
6308.037945,0.998161018,5.66E-01,742.08,22.15
6308.041711,0.998711705,3.96E-01,742.08,22.15
6308.045478,0.999295473,2.17E-01,742.08,22.15
6308.049244,0.999445677,1.70E-01,742.08,22.15
6308.053011,0.99950248,1.53E-01,742.08,22.15
6308.056777,0.999488533,1.57E-01,742.08,22.15
6308.060544,0.999152303,2.61E-01,742.08,22.15
6308.06431,0.99886471,3.49E-01,742.08,22.15
6308.068077,0.99908191,2.82E-01,742.08,22.15
6308.071843,0.999416113,1.79E-01,742.08,22.15
6308.07561,0.999330819,2.06E-01,742.08,22.15
6308.079377,0.999068499,2.86E-01,742.08,22.15
6308.083143,0.999066651,2.87E-01,742.08,22.15
6308.08691,0.999183655,2.51E-01,742.08,22.15
6308.090676,0.999112189,2.73E-01,742.08,22.15
6308.094443,0.999004424,3.06E-01,742.08,22.15
6308.098209,0.999221325,2.39E-01,742.08,22.15
6308.101976,0.999682963,9.74E-02,742.08,22.15
6308.105742,0.999806166,5.96E-02,742.08,22.15
6308.109509,0.999290288,2.18E-01,742.08,22.15
6308.113275,0.998681307,4.06E-01,742.08,22.15
6308.117042,0.998591662,4.33E-01,742.08,22.15
6308.120809,0.998771668,3.78E-01,742.08,22.15
6308.124575,0.998842657,3.56E-01,742.08,22.15
6308.128342,0.999148905,2.62E-01,742.08,22.15
6308.132108,0.999696434,9.33E-02,742.08,22.15
6308.135875,0.999558032,1.36E-01,742.08,22.15
6308.139641,0.998721898,3.93E-01,742.08,22.15
6308.143408,0.998625279,4.23E-01,742.08,22.15
6308.147174,0.999393523,1.86E-01,742.08,22.15
6308.150941,0.999210775,2.43E-01,742.08,22.15
6308.154707,0.997870505,6.55E-01,742.08,22.15
6308.158474,0.997561455,7.50E-01,742.08,22.15
6308.16224,0.99874872,3.85E-01,742.08,22.15
6308.166007,0.999226987,2.38E-01,742.08,22.15
6308.169774,0.998451233,4.76E-01,742.08,22.15
6308.17354,0.998458922,4.74E-01,742.08,22.15
6308.177307,0.999631524,1.13E-01,742.08,22.15
6308.181073,1.000024915,-7.66E-03,742.08,22.15
6308.18484,0.999275327,2.23E-01,742.08,22.15
6308.188606,0.998873591,3.46E-01,742.08,22.15
6308.192373,0.99888593,3.43E-01,742.08,22.15
6308.196139,0.998407543,4.90E-01,742.08,22.15
6308.199906,0.998059571,5.97E-01,742.08,22.15
6308.203672,0.99854207,4.48E-01,742.08,22.15
6308.207439,0.998781264,3.75E-01,742.08,22.15
6308.211206,0.998349607,5.08E-01,742.08,22.15
6308.214972,0.998731077,3.90E-01,742.08,22.15
6308.218739,0.999955416,1.37E-02,742.08,22.15
6308.222505,0.999850512,4.59E-02,742.08,22.15
6308.226272,0.99832207,5.16E-01,742.08,22.15
6308.230038,0.997890711,6.49E-01,742.08,22.15
6308.233805,0.998893738,3.40E-01,742.08,22.15
6308.237571,0.998997986,3.08E-01,742.08,22.15
6308.241338,0.997954369,6.29E-01,742.08,22.15
6308.245104,0.997867286,6.56E-01,742.08,22.15
6308.248871,0.99874258,3.87E-01,742.08,22.15
6308.252637,0.998633325,4.20E-01,742.08,22.15
6308.256404,0.997710884,7.04E-01,742.08,22.15
6308.260171,0.997749507,6.92E-01,742.08,22.15
6308.263937,0.998518288,4.56E-01,742.08,22.15
6308.267704,0.998548031,4.47E-01,742.08,22.15
6308.27147,0.99811995,5.78E-01,742.08,22.15
6308.275237,0.99830395,5.22E-01,742.08,22.15
6308.279003,0.998664439,4.11E-01,742.08,22.15
6308.28277,0.998374999,5.00E-01,742.08,22.15
6308.286536,0.997875989,6.53E-01,742.08,22.15
6308.290303,0.997836769,6.66E-01,742.08,22.15
6308.294069,0.998147011,5.70E-01,742.08,22.15
6308.297836,0.99858141,4.36E-01,742.08,22.15
6308.301602,0.998919487,3.32E-01,742.08,22.15
6308.305369,0.998661161,4.12E-01,742.08,22.15
6308.309136,0.997989178,6.19E-01,742.08,22.15
6308.312902,0.997981906,6.21E-01,742.08,22.15
6308.316669,0.998745561,3.86E-01,742.08,22.15
6308.320435,0.998988926,3.11E-01,742.08,22.15
6308.324202,0.998299956,5.23E-01,742.08,22.15
6308.327968,0.997777224,6.84E-01,742.08,22.15
6308.331735,0.997881711,6.52E-01,742.08,22.15
6308.335501,0.997869074,6.56E-01,742.08,22.15
6308.339268,0.997516811,7.64E-01,742.08,22.15
6308.343034,0.997383297,8.05E-01,742.08,22.15
6308.346801,0.997573257,7.47E-01,742.08,22.15
6308.350568,0.997843504,6.63E-01,742.08,22.15
6308.354334,0.998197079,5.55E-01,742.08,22.15
6308.358101,0.998316169,5.18E-01,742.08,22.15
6308.361867,0.997725189,7.00E-01,742.08,22.15
6308.365634,0.997030616,9.14E-01,742.08,22.15
6308.3694,0.997246444,8.47E-01,742.08,22.15
6308.373167,0.997938097,6.34E-01,742.08,22.15
6308.376933,0.998016775,6.10E-01,742.08,22.15
6308.3807,0.997763217,6.88E-01,742.08,22.15
6308.384466,0.997924686,6.38E-01,742.08,22.15
6308.388233,0.997980952,6.21E-01,742.08,22.15
6308.391999,0.997365475,8.11E-01,742.08,22.15
6308.395766,0.996845603,9.71E-01,742.08,22.15
6308.399533,0.996894479,9.56E-01,742.08,22.15
6308.403299,0.996711552,1.01E+00,742.08,22.15
6308.407066,0.996197641,1.17E+00,742.08,22.15
6308.410832,0.996482611,1.08E+00,742.08,22.15
6308.414599,0.997463465,7.81E-01,742.08,22.15
6308.418365,0.997535229,7.58E-01,742.08,22.15
6308.422132,0.996506035,1.08E+00,742.08,22.15
6308.425898,0.996049404,1.22E+00,742.08,22.15
6308.429665,0.996751905,1.00E+00,742.08,22.15
6308.433431,0.997291386,8.34E-01,742.08,22.15
6308.437198,0.996862829,9.66E-01,742.08,22.15
6308.440965,0.996222973,1.16E+00,742.08,22.15
6308.444731,0.99613595,1.19E+00,742.08,22.15
6308.448498,0.996453583,1.09E+00,742.08,22.15
6308.452264,0.996718824,1.01E+00,742.08,22.15
6308.456031,0.996634007,1.04E+00,742.08,22.15
6308.459797,0.99616164,1.18E+00,742.08,22.15
6308.463564,0.995663464,1.34E+00,742.08,22.15
6308.46733,0.995547533,1.37E+00,742.08,22.15
6308.471097,0.995693862,1.33E+00,742.08,22.15
6308.474863,0.995749056,1.31E+00,742.08,22.15
6308.47863,0.995751917,1.31E+00,742.08,22.15
6308.482396,0.995868981,1.27E+00,742.08,22.15
6308.486163,0.995893896,1.26E+00,742.08,22.15
6308.48993,0.995592713,1.36E+00,742.08,22.15
6308.493696,0.995161474,1.49E+00,742.08,22.15
6308.497463,0.994854271,1.59E+00,742.08,22.15
6308.501229,0.994562984,1.68E+00,742.08,22.15
6308.504996,0.9941504,1.80E+00,742.08,22.15
6308.508762,0.993827403,1.90E+00,742.08,22.15
