Actual Point Number,Total Frequency /MHz,Detuning (MHz),Total Frequency (Detuning),Mean tau/us,Corrected Tau (us),tau std. dev./us,tau rel. std. dev./%,Alpha - Uncorrected,Alpha - Corrected,Cavity Temperature Side 2 /C,Cavity Pressure /Torr
0.0,394395527.4552601,0.0,394395526.00121075,11.3572737621,11.281142865484199,0.0114142238,0.1005014407,2.937008495042871,2.956828923944623,24.7260129656,34.973163754299996
1.0,394395727.93542,198.9782204954236,394395724.9794313,11.361637828,11.285461893242347,0.0065983027,0.0580752777,2.9358803743603374,2.9556973241643556,24.7260129656,34.973163754299996
2.0,394395926.16557866,397.9564409908472,394395923.95765173,11.3656777589,11.289460128661347,0.0062618284,0.055094192300000004,2.9348368154899656,2.9546505448148883,24.7260129656,34.973163754299996
3.0,394396126.64573854,596.9346614862709,394396122.93587226,11.3730695159,11.296775590333514,0.0066451647,0.0584289462,2.9329293620496766,2.9527371994852936,24.7260129656,34.973163754299996
4.0,394396322.62589854,795.9128819816945,394396321.9140927,11.3738848214,11.297582480023728,0.0065732701000000004,0.05779265559999999,2.9327191231139436,2.952526310721402,24.7260129656,34.973163754299996
5.0,394396523.10605866,994.891102477118,394396520.89231324,11.3731151645,11.296820767738561,0.0071708069999999995,0.0630505093,2.932917590066597,2.9527253911183915,24.7260129656,34.973163754299996
6.0,394396719.08621866,1193.8693229725418,394396719.8705337,11.3743126931,11.29800593507428,0.0064715179,0.0568959026,2.9326088019410794,2.9524156485226616,24.7260129656,34.973163754299996
7.0,394396919.56637853,1392.8475434679654,394396918.8487542,11.3748116853,11.29849977645895,0.0066637717,0.0585835779,2.9324801537525818,2.9522866026262298,24.7260129656,34.973163754299996
8.0,394397118.9256688,1591.825763963389,394397117.8269747,11.3715460192,11.295267819328718,0.0063492424,0.05583447,2.933322299667558,2.9531313514085045,24.7260129656,34.973163754299996
9.0,394397319.4058288,1790.8039844588125,394397316.8051952,11.372642590999998,11.29635307223207,0.0062326536,0.054803916900000006,2.933039463159826,2.952847640873555,24.7260129656,34.973163754299996
10.0,394397517.63379526,1989.782204954236,394397515.7834157,11.3766321913,11.300301490092162,0.006511599,0.057236614000000005,2.932010893814753,2.9518158917318553,24.7260129656,34.973163754299996
11.0,394397718.11395526,2188.7604254496596,394397714.7616362,11.3726405255,11.296351028052484,0.0064317376,0.0565544791,2.933039995858718,2.9528481752187483,24.7260129656,34.973163754299996
12.0,394397916.56569654,2387.7386459450836,394397913.7398567,11.375094987899999,11.298780154669611,0.0062850049,0.0552523288,2.932407118823828,2.95221334190041,24.7260129656,34.973163754299996
13.0,394398114.04585654,2586.716866440507,394398112.7180772,11.3732936748,11.296997435412798,0.0064304078,0.0565395391,2.9328715562602214,2.9526792150321794,24.7260129656,34.973163754299996
14.0,394398310.2735834,2785.6950869359307,394398311.6962977,11.376297969300001,11.299970718170664,0.006599381800000001,0.058009924000000004,2.932097032780838,2.9519022970720785,24.7260129656,34.973163754299996
15.0,394398510.75374347,2984.6733074313543,394398510.67451817,11.374257679600001,11.297951489445412,0.006842074599999999,0.0601540318,2.932622985994129,2.9524298764228973,24.7260129656,34.973163754299996
16.0,394398709.38826936,3183.651527926778,394398709.6527387,11.3739973364,11.29769383360501,0.0063788243000000005,0.0560825198,2.932690111774977,2.95249720970456,24.7260129656,34.973163754299996
17.0,394398908.98590714,3382.6297484222014,394398908.63095915,11.3725129997,11.296224818592398,0.0075523706,0.0664089862,2.933072885535073,2.952881166539291,24.7260129656,34.973163754299996
18.0,394399109.46606714,3581.607968917625,394399107.6091797,11.371625203399999,11.295346186189342,0.0066156887,0.05817716059999999,2.933301874022544,2.953110862648868,24.7260129656,34.973163754299996
19.0,394399307.2848285,3780.5861894130485,394399306.58740014,11.371442933199999,11.295165797381113,0.0065610189,0.0576973291,2.9333488912324417,2.9531580251393206,24.7260129656,34.973163754299996
20.0,394399507.0149885,3979.564409908472,394399505.56562066,11.37263361,11.296344183935345,0.006755075300000001,0.059397634299999995,2.9330417793891463,2.9528499642611568,24.7260129656,34.973163754299996
21.0,394399704.4951485,4178.542630403896,394399704.5438411,11.369179566300001,11.292925792533758,0.0063113223999999996,0.055512558,2.933932859912666,2.953743797897669,24.7260129656,34.973163754299996
22.0,394399904.9753085,4377.520850899319,394399903.52206165,11.371244538,11.294969450009498,0.0063192353,0.055572063899999996,2.9334000696534144,2.953209361693949,24.7260129656,34.973163754299996
23.0,394400104.7054336,4576.499071394743,394400102.50028217,11.3707366869,11.294466840904713,0.006872450699999999,0.0604398013,2.933531084071664,2.953340780904296,24.7260129656,34.973163754299996
24.0,394400302.31448525,4775.477291890167,394400301.47850263,11.369357591099998,11.29310197982202,0.0065942961999999996,0.0580006054,2.933886919514855,2.95369771559797,24.7260129656,34.973163754299996
25.0,394400501.571727,4974.455512385591,394400500.45672315,11.369811778099999,11.293551478836498,0.0066039694,0.058083365899999996,2.933769720274945,2.953580154331727,24.7260129656,34.973163754299996
26.0,394400699.4843195,5173.433732881014,394400699.4349436,11.370843443900002,11.29457249597131,0.0072648113,0.0638898193,2.9335035421413327,2.953313153881051,24.7260129656,34.973163754299996
27.0,394400899.9644795,5372.411953376438,394400898.41316414,11.363243927200001,11.287051416435395,0.0062528076,0.055026606900000004,2.9354654122992594,2.955281081757455,24.7260129656,34.973163754299996
28.0,394401098.52966857,5571.390173871861,394401097.3913846,11.3653891872,11.289174535342973,0.0069861939,0.0614690246,2.9349113321506026,2.954725291507048,24.7260129656,34.973163754299996
29.0,394401299.00982857,5770.368394367285,394401296.3696051,11.3662832897,11.290059409668848,0.0063428988,0.055804510999999994,2.934680464109355,2.954493710745991,24.7260129656,34.973163754299996
30.0,394401494.98998857,5969.3466148627085,394401495.3478256,11.3672520553,11.291018176352885,0.006399974399999999,0.056301860499999995,2.9344303581499913,2.9542428325617727,24.7260129656,34.973163754299996
31.0,394401695.47014856,6168.324835358132,394401694.3260461,11.363761930299999,11.287564073319949,0.006091259200000001,0.0536024883,2.9353316027216887,2.9551468592465118,24.7260129656,34.973163754299996
32.0,394401894.0456294,6367.303055853556,394401893.30426663,11.3675937668,11.291356360914763,0.0065292305,0.057437225700000004,2.934342148752304,2.954154350781012,24.7260129656,34.973163754299996
33.0,394402094.52578926,6566.281276348979,394402092.2824871,11.367662980499999,11.291424860230993,0.0066597549,0.0585850843,2.934324282575454,2.9541364294331247,24.7260129656,34.973163754299996
34.0,394402290.50594926,6765.259496844403,394402291.2607076,11.3653301483,11.289116105788732,0.0061385641000000005,0.0540113132,2.9349265779845894,2.9547405844033268,24.7260129656,34.973163754299996
35.0,394402489.9010804,6964.237717339826,394402490.2389281,11.3656864371,11.289468717292461,0.005815548100000001,0.051167592000000005,2.934834574613359,2.9546482970205736,24.7260129656,34.973163754299996
36.0,394402687.7269724,7163.21593783525,394402689.2171486,11.3664057248,11.290180581087593,0.0065609820999999995,0.0577225748,2.9346488527183148,2.954462001758519,24.7260129656,34.973163754299996
37.0,394402888.2071324,7362.194158330673,394402888.19536906,11.363627185999999,11.287430719695054,0.0061646706999999995,0.054249146399999996,2.935366408439582,2.95518177237737,24.7260129656,34.973163754299996
