Spectrum Number,Segment Number,Pressure,Pressure_err,Pressure_vary,Temperature,Temperature_err,Temperature_vary,x_shift,x_shift_err,x_shift_vary,molefraction_Hg,molefraction_Hg_err,molefraction_Hg_vary,baseline_a,baseline_a_err,baseline_a_vary
1.0,0.0,0.131578947368421,0,False,298.15,0,False,0.0,0,False,1e-09,0,False,0.0,0,False
2.0,0.0,0.6578947368421054,0,False,298.15,0,False,0.0,0,False,1e-09,0,False,0.0,0,False
