Segment Number,Wavenumber (cm-1),Wavenumber + Noise (cm-1),Alpha (ppm/cm),Alpha + Noise (ppm/cm),CIA (ppm/cm),Noise (%),Pressure (Torr),Temperature (C)
0,39411.0,39411.0,0.2329827348844323,0.33319436510374734,0.0,0.032489160394544234,100.0,25.000000000000057
0,39411.001,39411.001,0.23339416556864376,0.5761673961666036,0.0,0.1111289622120802,100.0,25.000000000000057
0,39411.00199999999,39411.00199999999,0.23380671635668276,-0.019141313216546996,0.0,-0.08200713915443927,100.0,25.000000000000057
0,39411.00299999999,39411.00299999999,0.23422039141488932,-0.030009608659888498,0.0,-0.08566481589704018,100.0,25.000000000000057
0,39411.003999999986,39411.003999999986,0.23463519492943136,0.48643463279910354,0.0,0.08163475942163724,100.0,25.000000000000057
0,39411.00499999998,39411.00499999998,0.2350511311063657,0.7177662746731381,0.0,0.15649889828050653,100.0,25.000000000000057
0,39411.00599999998,39411.00599999998,0.23546820417176487,0.22535363360215283,0.0,-0.0032791992789547937,100.0,25.000000000000057
0,39411.006999999976,39411.006999999976,0.23588641837187274,0.08003765738308422,0.0,-0.0505270234799534,100.0,25.000000000000057
0,39411.00799999997,39411.00799999997,0.23630577797314886,0.32523188428083494,0.0,0.028830331616896958,100.0,25.000000000000057
0,39411.00899999997,39411.00899999997,0.23672628726245368,0.5751621679170811,0.0,0.10972276956071034,100.0,25.000000000000057
0,39411.009999999966,39411.009999999966,0.23714795054713078,0.15032596639674384,0.0,-0.02814816366784158,100.0,25.000000000000057
0,39411.01099999996,39411.01099999996,0.23757077215513242,0.5050155287416472,0.0,0.08670705759803486,100.0,25.000000000000057
0,39411.01199999996,39411.01199999996,0.23799475643516046,0.24328471859354717,0.0,0.0017150347586279363,100.0,25.000000000000057
0,39411.012999999955,39411.012999999955,0.23841990775676436,0.2518996262462109,0.0,0.004370198699676684,100.0,25.000000000000057
0,39411.01399999995,39411.01399999995,0.23884623051045878,0.016667808004061035,0.0,-0.07203146370555583,100.0,25.000000000000057
0,39411.01499999995,39411.01499999995,0.23927372910788386,-0.018559927545534927,0.0,-0.08359108626206348,100.0,25.000000000000057
0,39411.015999999945,39411.015999999945,0.23970240798187403,0.26270765660857354,0.0,0.007458427838300438,100.0,25.000000000000057
0,39411.01699999994,39411.01699999994,0.240132271586643,-0.16314141733177964,0.0,-0.13074354277538588,100.0,25.000000000000057
0,39411.01799999994,39411.01799999994,0.24056332439785352,0.5172592605104664,0.0,0.08970634076311597,100.0,25.000000000000057
0,39411.018999999935,39411.018999999935,0.2409955709127962,0.278762361435649,0.0,0.012244200720004055,100.0,25.000000000000057
0,39411.01999999993,39411.01999999993,0.24142901565047487,-0.03989785449532157,0.0,-0.09120771498735901,100.0,25.000000000000057
0,39411.02099999993,39411.02099999993,0.24186366315174762,0.3516873276340643,0.0,0.035605434645397845,100.0,25.000000000000057
0,39411.021999999924,39411.021999999924,0.2422995179794737,0.16778113625161983,0.0,-0.024159268250597533,100.0,25.000000000000057
0,39411.02299999992,39411.02299999992,0.24273658471861254,0.5775231462971117,0.0,0.10853964029182483,100.0,25.000000000000057
0,39411.02399999992,39411.02399999992,0.24317486797639218,0.42139027314201744,0.0,0.0577784122514823,100.0,25.000000000000057
