CIA Pair,EXCH_scalar,EXCH_scalar_err,EXCH_scalar_vary,EXCH_gamma,EXCH_gamma_err,EXCH_gamma_vary,EXCH_l,EXCH_l_err,EXCH_l_vary,SO_scalar,SO_scalar_err,SO_scalar_vary,SO_ahard,SO_ahard_err,SO_ahard_vary,SO_l,SO_l_err,SO_l_vary,bandcenter,bandcenter_err,bandcenter_vary,Nmax,Nmax_err,Nmax_vary
O2_air,0.0,0,False,3,0,False,2,0,False,0.15,0,False,20,0,False,1,0,False,13122,0,False,31,0,False
