,molec_id,local_iso_id,elower,nu,nu_err,nu_vary,sw,sw_err,sw_vary,sw_scale_factor,gamma0_air,gamma0_air_err,gamma0_air_vary,n_gamma0_air,delta0_air,delta0_air_err,delta0_air_vary,n_delta0_air,nuVC_air,nuVC_air_err,nuVC_air_vary,n_nuVC_air,SD_gamma_air,SD_gamma_air_err,SD_gamma_air_vary,n_gamma2_air,SD_delta_air,SD_delta_air_err,SD_delta_air_vary,n_delta2_air,eta_air,eta_air_err,eta_air_vary,y_air_296,y_air_296_err,y_air_296_vary
0,7,1,1637.0878,12988.479940000001,0,False,3.13,0,False,1e-27,0.0491,0,False,0.74,-0.00615,0,False,0.0,0,0,False,1,0.082373371,0,False,0.74,0,0,False,0,0,0,False,0.0,0,False
1,7,1,1422.5,12988.72,0,False,50.6,0,False,1e-27,0.03,0,False,0.63,-0.01056,0,False,5e-05,0,0,False,1,0.1,0,False,0.63,0,0,False,0,0,0,False,0.004168,0,False
2,7,1,1420.76,12990.46,0,False,48.9,0,False,1e-27,0.03,0,False,0.63,-0.01066,0,False,5e-05,0,0,False,1,0.1,0,False,0.63,0,0,False,0,0,0,False,0.0037549999999999997,0,False
3,7,1,1635.0659,12990.50183,0,False,3.75,0,False,1e-27,0.0491,0,False,0.74,-0.0073,0,False,0.0,0,0,False,1,0.082373371,0,False,0.74,0,0,False,0,0,0,False,0.0,0,False
4,7,1,1685.4073,12992.29577,0,False,3.18,0,False,1e-27,0.0478,0,False,0.73,-0.0062,0,False,0.0,0,0,False,1,0.085541577,0,False,0.73,0,0,False,0,0,0,False,0.0,0,False
5,7,1,1683.3616,12994.341390000001,0,False,3.6799999999999997,0,False,1e-27,0.0478,0,False,0.73,-0.0075,0,False,0.0,0,0,False,1,0.085541577,0,False,0.73,0,0,False,0,0,0,False,0.0,0,False
6,7,1,1745.0806,12995.71274,0,False,2.91,0,False,1e-27,0.0468,0,False,0.72,-0.00665,0,False,0.0,0,0,False,1,0.088709784,0,False,0.72,0,0,False,0,0,0,False,0.0,0,False
7,7,1,1743.0133,12997.77995,0,False,3.2899999999999996,0,False,1e-27,0.0468,0,False,0.72,-0.0074,0,False,0.0,0,0,False,1,0.088709784,0,False,0.72,0,0,False,0,0,0,False,0.0,0,False
8,7,1,1816.0979,12998.72867,0,False,2.4399999999999995,0,False,1e-27,0.0458,0,False,0.67,-0.0072,0,False,0.0,0,0,False,1,0.10455081599999999,0,False,0.67,0,0,False,0,0,0,False,0.0,0,False
9,7,1,1248.2,12999.96,0,False,111.0,0,False,1e-27,0.03,0,False,0.63,-0.0116815,0,False,5e-05,0,0,False,1,0.1,0,False,0.63,0,0,False,0,0,0,False,0.002911,0,False
10,7,1,1814.0104,13000.81622,0,False,2.71,0,False,1e-27,0.0458,0,False,0.67,-0.0074,0,False,0.0,0,0,False,1,0.10455081599999999,0,False,0.67,0,0,False,0,0,0,False,0.0,0,False
11,7,1,1898.4477,13001.34118,0,False,1.8800000000000001,0,False,1e-27,0.0447,0,False,0.65,-0.0073,0,False,0.0,0,0,False,1,0.11088723,0,False,0.65,0,0,False,0,0,0,False,0.0,0,False
12,7,1,1246.45,13001.71,0,False,106.99999999999999,0,False,1e-27,0.03,0,False,0.63,-0.0117415,0,False,5e-05,0,0,False,1,0.1,0,False,0.63,0,0,False,0,0,0,False,0.002665,0,False
13,7,1,1896.3406,13003.44828,0,False,2.07,0,False,1e-27,0.0447,0,False,0.65,-0.0074,0,False,0.0,0,0,False,1,0.11088723,0,False,0.65,0,0,False,0,0,0,False,0.0,0,False
14,7,1,1992.1165,13003.54764,0,False,1.3599999999999999,0,False,1e-27,0.0434,0,False,0.65,-0.0075,0,False,0.0,0,0,False,1,0.11088723,0,False,0.65,0,0,False,0,0,0,False,0.0,0,False
15,7,1,1989.9904,13005.67376,0,False,1.4699999999999998,0,False,1e-27,0.0434,0,False,0.65,-0.0078,0,False,0.0,0,0,False,1,0.11088723,0,False,0.65,0,0,False,0,0,0,False,0.0,0,False
16,7,1,1085.2,13010.81,0,False,228.0,0,False,1e-27,0.03,0,False,0.63,-0.011179000000000001,0,False,5e-05,0,0,False,1,0.13,0,False,0.63,0,0,False,0,0,0,False,0.002193,0,False
