Spectrum Number,Spectrum Name,Wavenumber (cm-1),Pressure (atm),Temperature (K),alpha10^-6 cm^-1,Model10^-6 cm^-1,Residuals10^-6 cm^-1,QF,Background,CIA (cm-1)
1,Air_1_torr,6326.100000000002,0.001,298.0,-2.346750875386932e-07,1.0108067333050236e-08,-2.4478315487174344e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.105000000002,0.001,298.0,6.695300126858883e-08,1.0588404657989201e-08,5.6364596610599634e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.110000000002,0.001,298.0,-1.4592406639009986e-07,1.2415571051339675e-08,-1.5833963744143954e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.1150000000025,0.001,298.0,-7.118910871951723e-08,1.7346451302163225e-08,-8.853556002168045e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.120000000003,0.001,298.0,2.3336096718473514e-07,2.0406117788855633e-08,2.129548493958795e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.125000000003,0.001,298.0,2.6659168703758063e-08,1.6933250115052238e-08,9.725918588705826e-09,48292.0,0.0,0.0
1,Air_1_torr,6326.130000000003,0.001,298.0,-3.6796078901308324e-07,1.4194085139703942e-08,-3.821548741527872e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.135000000003,0.001,298.0,-2.509441203077618e-07,1.5477707527623676e-08,-2.664218278353855e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.140000000003,0.001,298.0,1.591111826501796e-07,1.8614404417261394e-08,1.404967782329182e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.145000000003,0.001,298.0,6.753747977429597e-08,1.949341120460794e-08,4.8044068569688035e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.150000000003,0.001,298.0,1.0522931134154589e-07,1.873208661465366e-08,8.649722472689223e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.155000000003,0.001,298.0,-5.5531502380155796e-08,1.9585199850324915e-08,-7.511670223048071e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.160000000004,0.001,298.0,-3.074202869657432e-07,2.1821572321154823e-08,-3.29241859286898e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.165000000004,0.001,298.0,-1.5201883547554668e-07,2.4921579567708902e-08,-1.7694041504325558e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.170000000004,0.001,298.0,1.8035466119039005e-07,2.910013521109938e-08,1.5125452597929067e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.175000000004,0.001,298.0,2.414334286489653e-07,3.492164976036109e-08,2.0651177888860422e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.180000000004,0.001,298.0,-1.7163797737353156e-07,4.341166662786717e-08,-2.1504964400139873e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.185000000004,0.001,298.0,6.98714894302428e-08,5.658907159105081e-08,1.3282417839192e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.190000000004,0.001,298.0,-2.5449290092370758e-08,7.906511944487028e-08,-1.0451440953724103e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.195000000004,0.001,298.0,1.7225027089847005e-07,1.3030074074154164e-07,4.194953015692841e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.200000000004,0.001,298.0,4.817804157988974e-07,5.897895145697076e-07,-1.0800909877081018e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.2050000000045,0.001,298.0,8.16062173337866e-06,7.654561387391782e-06,5.060603459868778e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.210000000005,0.001,298.0,5.465191291627752e-05,5.4707516925566225e-05,-5.560400928870311e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.215000000005,0.001,298.0,0.0001518621684673,0.00015195705295782712,-9.488449052711453e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.220000000005,0.001,298.0,0.0001572489502505,0.0001574356383726974,-1.8668812219740797e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.225000000005,0.001,298.0,6.099968612574002e-05,6.0777258914972176e-05,2.2242721076784554e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.230000000005,0.001,298.0,9.024278225117448e-06,9.064790587943108e-06,-4.051236282566022e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.235000000005,0.001,298.0,1.0046665396023433e-06,7.063589541304465e-07,2.9830758547189683e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.240000000005,0.001,298.0,7.95246337257969e-08,1.5684106237022805e-07,-7.731642864443116e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.245000000005,0.001,298.0,1.5507250818356066e-08,1.254197888829365e-07,-1.0991253806458043e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.2500000000055,0.001,298.0,-7.401916905384754e-08,1.572201426630825e-07,-2.3123931171693005e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.255000000006,0.001,298.0,3.867353926940429e-07,5.954593130532088e-07,-2.0872392035916586e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.260000000006,0.001,298.0,1.9532499598509613e-06,1.7640932252895206e-06,1.8915673456144075e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.265000000006,0.001,298.0,2.1552324647047697e-06,2.099208772072037e-06,5.6023692632732705e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.270000000006,0.001,298.0,9.748375819331226e-07,9.525912373253922e-07,2.224634460773042e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.275000000006,0.001,298.0,4.2635701805594313e-07,1.8275997978274363e-07,2.435970382731995e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.280000000006,0.001,298.0,-1.1643800660651174e-07,3.487815885292318e-08,-1.5131616545943493e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.285000000006,0.001,298.0,3.22196535925396e-07,2.2369639344067505e-08,2.998268965813285e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.290000000006,0.001,298.0,3.543083356473353e-07,2.18145742807545e-08,3.324937613665808e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.295000000006,0.001,298.0,-2.203334039311964e-08,3.236581746083858e-08,-5.439915785395822e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.300000000007,0.001,298.0,2.0789651295383187e-07,9.143192829334956e-08,1.1646458466048231e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.305000000007,0.001,298.0,1.51143867266022e-07,2.095149373388653e-07,-5.83710700728433e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.310000000007,0.001,298.0,3.186375000674606e-07,2.1433652641049784e-07,1.0430097365696276e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.315000000007,0.001,298.0,-4.1080072864492797e-07,9.26747699251075e-08,-5.034754985700355e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.320000000007,0.001,298.0,-4.172452362543725e-08,2.719443452762244e-08,-6.891895815305969e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.325000000007,0.001,298.0,2.8355430049152408e-08,1.6525397759101592e-08,1.1830032290050817e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.330000000007,0.001,298.0,2.055248190523165e-07,1.5837151219171234e-08,1.8968766783314527e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.335000000007,0.001,298.0,-1.4925836303235025e-07,1.589797275778186e-08,-1.651563357901321e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.340000000007,0.001,298.0,-7.702585130216424e-08,1.6108939638216766e-08,-9.3134790940381e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.345000000008,0.001,298.0,-1.2649766109511157e-07,1.6447810767827123e-08,-1.429454718629387e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.350000000008,0.001,298.0,2.8014991483057225e-08,1.6920252119499854e-08,1.1094739363557371e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.355000000008,0.001,298.0,2.812899505664922e-07,1.7541841844876128e-08,2.637481087216161e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.360000000008,0.001,298.0,-5.9269467387812904e-09,1.833770121791974e-08,-2.426464795670103e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.365000000008,0.001,298.0,5.308886681747793e-08,1.934467472245999e-08,3.374419209501794e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.370000000008,0.001,298.0,-3.196918195723048e-07,2.061566166190015e-08,-3.4030748123420496e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.375000000008,0.001,298.0,3.3808921919855725e-08,2.2227612794252436e-08,1.1581309125603289e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.380000000008,0.001,298.0,-1.0731338426073825e-07,2.432089173532828e-08,-1.3163427599606653e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.385000000008,0.001,298.0,2.796956724882804e-07,2.7584068086029086e-08,2.5211160440225134e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.3900000000085,0.001,298.0,-6.146343311142012e-08,3.5298706271491936e-08,-9.676213938291206e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.395000000009,0.001,298.0,-1.0369017332293646e-07,4.9333134660674124e-08,-1.5302330798361059e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.400000000009,0.001,298.0,8.039630036486916e-08,5.73454084658982e-08,2.3050891898970957e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.405000000009,0.001,298.0,1.492839164119957e-07,5.822527344501247e-08,9.105864296698324e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.410000000009,0.001,298.0,7.299529086985394e-08,6.864532535403623e-08,4.349965515817708e-09,48292.0,0.0,0.0
1,Air_1_torr,6326.415000000009,0.001,298.0,3.201131644289317e-07,9.505917601824801e-08,2.2505398841068367e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.420000000009,0.001,298.0,3.6452544511430926e-07,1.648583465543586e-07,1.9966709855995066e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.425000000009,0.001,298.0,1.0121305604757048e-06,9.45888974479022e-07,6.624158599668289e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.430000000009,0.001,298.0,1.1845076328154635e-05,1.1989464633494748e-05,-1.443883053401126e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.4350000000095,0.001,298.0,7.486879978535962e-05,7.499173039387562e-05,-1.2293060851599827e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.44000000001,0.001,298.0,0.0001804560090275,0.00018024977410456618,2.0623492293382595e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.44500000001,0.001,298.0,0.0001611152721928,0.00016129628137432242,-1.810091815224353e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.45000000001,0.001,298.0,5.403909605344429e-05,5.391138316031447e-05,1.2771289312981683e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.45500000001,0.001,298.0,7.049999203443633e-06,7.0578692623622424e-06,-7.870058918609748e-09,48292.0,0.0,0.0
1,Air_1_torr,6326.46000000001,0.001,298.0,5.858049119974024e-08,5.497813081428045e-07,-4.912008169430643e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.46500000001,0.001,298.0,1.212725782215588e-07,1.405704937437673e-07,-1.9297915522208492e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.47000000001,0.001,298.0,-1.884125551811009e-07,9.366443920634251e-08,-2.820769943874434e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.47500000001,0.001,298.0,2.602423235733665e-07,1.3604922803754443e-07,1.241930955358221e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.4800000000105,0.001,298.0,4.84905881740426e-07,4.878283004137659e-07,-2.9224186733399597e-09,48292.0,0.0,0.0
1,Air_1_torr,6326.485000000011,0.001,298.0,1.098724774140236e-06,1.062441196403504e-06,3.6283577736732115e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.490000000011,0.001,298.0,1.1116807744248406e-06,9.255137985149369e-07,1.8616697590990372e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.495000000011,0.001,298.0,3.858013185617401e-07,3.234581808766799e-07,6.23431376850602e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.500000000011,0.001,298.0,2.477695722656928e-07,6.77623076090065e-08,1.8000726465668628e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.505000000011,0.001,298.0,-3.351772630718133e-07,3.286970797832575e-08,-3.6804697105013904e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.510000000011,0.001,298.0,2.657153112762873e-07,5.2222249303518566e-08,2.1349306197276872e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.515000000011,0.001,298.0,7.598707215902039e-08,1.335983879683186e-07,-5.76113158092982e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.520000000011,0.001,298.0,2.067323164749669e-07,2.0387594479669516e-07,2.856371678271749e-09,48292.0,0.0,0.0
1,Air_1_torr,6326.525000000012,0.001,298.0,-7.126484493675912e-08,1.3494577915062455e-07,-2.0621062408738366e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.530000000012,0.001,298.0,3.235709244588014e-07,4.69108326086452e-08,2.766600918501562e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.535000000012,0.001,298.0,-1.1617806783933457e-07,2.1811983746810594e-08,-1.3799005158614516e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.540000000012,0.001,298.0,-2.3137755499296962e-07,1.895682037234778e-08,-2.503343753653174e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.545000000012,0.001,298.0,-8.555213747175144e-08,1.847660478146919e-08,-1.0402874225322063e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.550000000012,0.001,298.0,-2.2438738429602782e-08,1.8200022268627547e-08,-4.063876069823033e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.555000000012,0.001,298.0,3.635357415386202e-07,1.8015951183232842e-08,3.4551979035538736e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.560000000012,0.001,298.0,-3.393449681774707e-07,1.7905540879434605e-08,-3.572505090569053e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.565000000012,0.001,298.0,-1.815514165428913e-07,1.78582435472708e-08,-1.994096600901621e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.570000000012,0.001,298.0,-1.9088548597776906e-07,1.786722326626711e-08,-2.0875270924403617e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.575000000013,0.001,298.0,7.749826996708063e-08,1.7928051814311323e-08,5.957021815276931e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.580000000013,0.001,298.0,1.5370402332685772e-07,1.8038144120227974e-08,1.3566587920662975e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.585000000013,0.001,298.0,1.9685991727421174e-07,1.8196516574161686e-08,1.7866340070005006e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.590000000013,0.001,298.0,-1.2613997248584326e-08,1.8403740943902226e-08,-3.101773819248655e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.595000000013,0.001,298.0,-1.2297439341086214e-07,1.866206065987238e-08,-1.4163645407073452e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.600000000013,0.001,298.0,8.081986045941537e-08,1.8975683683054898e-08,6.184417677636047e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.605000000013,0.001,298.0,4.953663837135515e-08,1.9351307127279056e-08,3.0185331244076096e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.610000000013,0.001,298.0,-7.032696989795245e-08,1.9798983526769878e-08,-9.012595342472233e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.615000000013,0.001,298.0,-2.848879026422783e-07,2.0333529472590453e-08,-3.0522143211486877e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.6200000000135,0.001,298.0,1.6071335990344259e-07,2.0976844543691873e-08,1.397365153597507e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.625000000014,0.001,298.0,3.523734119764852e-07,2.176183716751712e-08,3.306115748089681e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.630000000014,0.001,298.0,-2.082026456054859e-07,2.2739341890029394e-08,-2.309419874955153e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.635000000014,0.001,298.0,6.124645321142128e-08,2.3990955625421112e-08,3.725549758600017e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.640000000014,0.001,298.0,-2.3490297351051814e-07,2.5654488790844166e-08,-2.605574623013623e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.645000000014,0.001,298.0,2.19944108253354e-07,2.7978991448812116e-08,1.919651168045419e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.650000000014,0.001,298.0,2.936624699575837e-07,3.145891051484564e-08,2.622035594427381e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.655000000014,0.001,298.0,3.7693011423594764e-08,3.724619394780133e-08,4.4681747579343654e-10,48292.0,0.0,0.0
1,Air_1_torr,6326.660000000014,0.001,298.0,2.6183021884002974e-07,5.1007882342533054e-08,2.1082233649749668e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.665000000015,0.001,298.0,3.117460075609622e-07,1.9446507948744113e-07,1.1728092807352109e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.670000000015,0.001,298.0,2.3283120437187854e-06,2.2778823674766893e-06,5.0429676242096044e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.675000000015,0.001,298.0,1.4657833721835636e-05,1.4643606530968667e-05,1.4227190866968251e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.680000000015,0.001,298.0,3.652653432727073e-05,3.638631918519218e-05,1.4021514207855217e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.685000000015,0.001,298.0,3.379601397658041e-05,3.378963372584537e-05,6.380250735039722e-09,48292.0,0.0,0.0
1,Air_1_torr,6326.690000000015,0.001,298.0,1.1701276090761547e-05,1.1746768160749304e-05,-4.549206998775705e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.695000000015,0.001,298.0,1.6374560076364125e-06,1.6044717218186824e-06,3.2984285817730055e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.700000000015,0.001,298.0,1.1609710218586133e-07,1.440521352985584e-07,-2.7955033112697074e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.705000000015,0.001,298.0,-5.150982071723693e-07,5.195396004970967e-08,-5.67052167222079e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.710000000016,0.001,298.0,-6.027597667604526e-08,4.1611225178685845e-08,-1.018872018547311e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.715000000016,0.001,298.0,1.1258576991002168e-08,3.731071368647551e-08,-2.605213669547334e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.720000000016,0.001,298.0,-3.79869644433545e-07,3.507642241361181e-08,-4.149460668471568e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.725000000016,0.001,298.0,1.715095143416659e-07,3.392142197105773e-08,1.3758809237060817e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.730000000016,0.001,298.0,3.614743373699532e-08,3.3499585417279015e-08,2.6478483197163077e-09,48292.0,0.0,0.0
1,Air_1_torr,6326.735000000016,0.001,298.0,2.47851080831255e-07,3.395001522210338e-08,2.139010656091516e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.740000000016,0.001,298.0,-2.630294022808511e-07,3.495492421507903e-08,-2.979843264959301e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.745000000016,0.001,298.0,-2.654222013929864e-07,3.506148954955365e-08,-3.0048369094254003e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.750000000016,0.001,298.0,3.210812280222658e-07,3.4722634958523614e-08,2.863585930637422e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.7550000000165,0.001,298.0,-5.573299509729167e-09,3.5057766787015674e-08,-4.063106629674484e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.760000000017,0.001,298.0,-1.7046267802066152e-07,3.5825304553354246e-08,-2.0628798257401577e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.765000000017,0.001,298.0,-1.282962755305615e-07,3.681963807852421e-08,-1.651159136090857e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.770000000017,0.001,298.0,5.946084134738608e-08,3.840597726477429e-08,2.1054864082611794e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.775000000017,0.001,298.0,-2.88519499900129e-07,4.0940508607417317e-08,-3.2946000850754634e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.780000000017,0.001,298.0,3.986616564058485e-07,4.265974806249041e-08,3.560019083433581e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.785000000017,0.001,298.0,-8.514172286542242e-08,4.28395100496079e-08,-1.2798123291503032e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.790000000017,0.001,298.0,8.624792774877717e-08,4.367599583426644e-08,4.257193191451073e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.795000000017,0.001,298.0,1.63177127416829e-07,4.5613375118583524e-08,1.1756375229824548e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.8000000000175,0.001,298.0,1.1764621101986593e-07,4.867506964808893e-08,6.8971141371777e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.805000000018,0.001,298.0,-6.978134443382518e-08,5.63710767729476e-08,-1.2615242120677278e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.810000000018,0.001,298.0,2.484771738109987e-07,1.3692487922386316e-07,1.1155229458713555e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.815000000018,0.001,298.0,7.135593177513076e-07,9.172735328235552e-07,-2.0371421507224763e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.820000000018,0.001,298.0,3.477727065307552e-06,3.721704772454799e-06,-2.4397770714724676e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.825000000018,0.001,298.0,6.681372099367881e-06,6.431592334721799e-06,2.497797646460816e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.830000000018,0.001,298.0,5.682708621950483e-06,5.3455238339997575e-06,3.371847879507258e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.835000000018,0.001,298.0,2.5019022861510367e-06,2.576391343885247e-06,-7.448905773421016e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.840000000018,0.001,298.0,6.948344835402341e-07,7.095473505661403e-07,-1.4712867025906213e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.845000000018,0.001,298.0,-3.3949151941958125e-07,1.4388887221737876e-07,-4.8338039163696e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.850000000019,0.001,298.0,-2.504017784038537e-07,7.526273444252428e-08,-3.25664512846378e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.855000000019,0.001,298.0,5.978787569460181e-08,7.310655124364558e-08,-1.3318675549043766e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.860000000019,0.001,298.0,3.380164021788661e-07,7.533615396581132e-08,2.626802482130548e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.865000000019,0.001,298.0,-6.851081098966764e-08,7.837098278617168e-08,-1.4688179377583932e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.870000000019,0.001,298.0,-1.2525852782992233e-07,8.193594466284366e-08,-2.0719447249276598e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.875000000019,0.001,298.0,4.544848469244488e-07,8.596361157058387e-08,3.685212353538649e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.880000000019,0.001,298.0,2.1143775645166413e-07,9.05013276890375e-08,1.2093642876262663e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.885000000019,0.001,298.0,-1.367410607345288e-07,9.580926162164622e-08,-2.3255032235617503e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.890000000019,0.001,298.0,-6.176043390401907e-08,1.0180938727103803e-07,-1.635698211750571e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.89500000002,0.001,298.0,1.447535300844871e-07,1.0760157871132195e-07,3.715195137316515e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.90000000002,0.001,298.0,1.0363194976489793e-07,1.1354636320753045e-07,-9.91441344263252e-09,48292.0,0.0,0.0
1,Air_1_torr,6326.90500000002,0.001,298.0,6.274440845143225e-08,1.2051666908399855e-07,-5.7772260632566296e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.91000000002,0.001,298.0,1.696099299227796e-07,1.2845139506433183e-07,4.1158534858447783e-08,48292.0,0.0,0.0
1,Air_1_torr,6326.91500000002,0.001,298.0,2.6824210296795016e-07,1.3726976001782664e-07,1.3097234295012351e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.92000000002,0.001,298.0,-1.5930060708110265e-07,1.470650598611895e-07,-3.0636566694229214e-07,48292.0,0.0,0.0
1,Air_1_torr,6326.92500000002,0.001,298.0,5.085235829764736e-07,1.579811934154473e-07,3.5054238956102634e-07,48292.0,0.0,0.0
