Segment Number,Wavenumber (cm-1),Wavenumber + Noise (cm-1),Alpha (ppm/cm),Alpha + Noise (ppm/cm),CIA (ppm/cm),Noise (%),Pressure (Torr),Temperature (C)
0,6326.0,6326.0,0.003330714966057496,0.0033405855780287244,0.0,0.0017404507161162572,500.0000000000001,25.000000000000114
0,6326.005,6326.005,0.003339048323437428,0.0033319317853275935,0.0,-0.0012548344404211108,500.0000000000001,25.000000000000114
0,6326.01,6326.01,0.0033496300315210238,0.003351087176880749,0.0,0.0002569333788231113,500.0000000000001,25.000000000000114
0,6326.015,6326.015,0.0033627786100665098,0.003372908908278941,0.0,0.0017862402888180109,500.0000000000001,25.000000000000114
0,6326.02,6326.02,0.0033787560807394704,0.003371153064343593,0.0,-0.0013406134664618633,500.0000000000001,25.000000000000114
0,6326.025000000001,6326.025000000001,0.003397783563395884,0.003398868041410636,0.0,0.0001912222406158142,500.0000000000001,25.000000000000114
0,6326.030000000001,6326.030000000001,0.003420060891889603,0.0034268061297951895,0.0,0.001189364365388142,500.0000000000001,25.000000000000114
0,6326.035000000001,6326.035000000001,0.0034457849048643656,0.003469146866189256,0.0,0.004119333475604701,500.0000000000001,25.000000000000114
0,6326.040000000001,6326.040000000001,0.003475164564750973,0.0034788501014389513,0.0,0.0006498578797912183,500.0000000000001,25.000000000000114
0,6326.045000000001,6326.045000000001,0.0035084331117334177,0.0035072721335213863,0.0,-0.00020471125462284202,500.0000000000001,25.000000000000114
0,6326.050000000001,6326.050000000001,0.0035458583633901394,0.0035463434505295906,0.0,8.553372999542043e-05,500.0000000000001,25.000000000000114
0,6326.055000000001,6326.055000000001,0.0035877524476945633,0.0035863059651047332,0.0,-0.00025505324965237666,500.0000000000001,25.000000000000114
0,6326.060000000001,6326.060000000001,0.003634481956259468,0.003622819893774734,0.0,-0.0020563309612526186,500.0000000000001,25.000000000000114
0,6326.065000000001,6326.065000000001,0.003686478907691836,0.0036896966798784865,0.0,0.0005673785903932795,500.0000000000001,25.000000000000114
0,6326.0700000000015,6326.0700000000015,0.003744252349679344,0.003736091356502552,0.0,-0.001438999573701229,500.0000000000001,25.000000000000114
0,6326.075000000002,6326.075000000002,0.0038084003424286514,0.003818119093271769,0.0,0.001713673570996847,500.0000000000001,25.000000000000114
0,6326.080000000002,6326.080000000002,0.00387962259085271,0.0038773644503880002,0.0,-0.0003981700628442817,500.0000000000001,25.000000000000114
0,6326.085000000002,6326.085000000002,0.003958734714726493,0.0039646541603587816,0.0,0.0010437552828293786,500.0000000000001,25.000000000000114
0,6326.090000000002,6326.090000000002,0.004046685517075348,0.004049514228447662,0.0,0.0004987768486879111,500.0000000000001,25.000000000000114
0,6326.095000000002,6326.095000000002,0.004144578510587274,0.004141916709209229,0.0,-0.00046934618928199897,500.0000000000001,25.000000000000114
0,6326.100000000002,6326.100000000002,0.0042536986515879505,0.00425375231579673,0.0,9.462423492378223e-06,500.0000000000001,25.000000000000114
0,6326.105000000002,6326.105000000002,0.004375544940711461,0.004348158928238801,0.0,-0.004828880434014062,500.0000000000001,25.000000000000114
0,6326.110000000002,6326.110000000002,0.004511869293057643,0.004503700593908012,0.0,-0.001440358341119536,500.0000000000001,25.000000000000114
0,6326.1150000000025,6326.1150000000025,0.0046647217493401665,0.004671349415486925,0.0,0.001168633345625302,500.0000000000001,25.000000000000114
0,6326.120000000003,6326.120000000003,0.004836501590338909,0.0048310957643473195,0.0,-0.0009531905160172833,500.0000000000001,25.000000000000114
