,molec_id,local_iso_id,elower,nu,nu_err,nu_vary,sw,sw_err,sw_vary,sw_scale_factor,gamma0_air,gamma0_air_err,gamma0_air_vary,n_gamma0_air,gamma0_self,gamma0_self_err,gamma0_self_vary,n_gamma0_self,delta0_air,delta0_air_err,delta0_air_vary,n_delta0_air,delta0_self,delta0_self_err,delta0_self_vary,n_delta0_self,nuVC_air,nuVC_air_err,nuVC_air_vary,n_nuVC_air,nuVC_self,nuVC_self_err,nuVC_self_vary,n_nuVC_self,SD_gamma_air,SD_gamma_air_err,SD_gamma_air_vary,n_gamma2_air,SD_gamma_self,SD_gamma_self_err,SD_gamma_self_vary,n_gamma2_self,SD_delta_air,SD_delta_air_err,SD_delta_air_vary,n_delta2_air,SD_delta_self,SD_delta_self_err,SD_delta_self_vary,n_delta2_self,eta_air,eta_air_err,eta_air_vary,eta_self,eta_self_err,eta_self_vary,y_air_296,y_air_296_err,y_air_296_vary,y_self_296,y_self_296_err,y_self_296_vary
0,2,1,2371.9336,6324.564457,0.0,False,0.0115,0.0,False,9.999999999999999e-26,0.0699,0.0,False,0.74,0.094,0.0,False,0.74,-0.007207,0.0,False,0,0.0,0.0,False,0,0.0,0.0,False,1,0.0,0.0,False,1,0.068825087,0.0,False,0.74,0.086666667,0.0,False,0.74,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,0,False,0,0,False
1,2,1,1519.6411,6324.627557,0.0,False,0.632,0.0,False,9.999999999999999e-26,0.0705,0.0,False,0.73,0.096,0.0,False,0.73,-0.007101,0.0,False,0,0.0,0.0,False,0,0.0,0.0,False,1,0.0,0.0,False,1,0.071472206,0.0,False,0.73,0.09,0.0,False,0.73,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,0,False,0,0,False
2,2,1,1074.4305,6324.693803,0.0,False,0.0242,0.0,False,9.999999999999999e-26,0.067,0.0,False,0.73,0.073,0.0,False,0.73,-0.007701,0.0,False,0,0.0,0.0,False,0,0.0,0.0,False,1,0.0,0.0,False,1,0.071472206,0.0,False,0.73,0.09,0.0,False,0.73,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,0,False,0,0,False
3,2,1,2587.374,6324.748743,0.0,False,0.000193,0.0,False,9.999999999999999e-26,0.0885,0.0,False,0.78,0.119,0.0,False,0.78,-0.004698,0.0,False,0,0.0,0.0,False,0,0.0,0.0,False,1,0.0,0.0,False,1,0.058236612,0.0,False,0.78,0.073333333,0.0,False,0.78,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,0,False,0,0,False
4,2,1,1915.2787,6324.764828,0.0,False,0.0526,0.0,False,9.999999999999999e-26,0.0684,0.0,False,0.76,0.083,0.0,False,0.76,-0.007411,0.0,False,0,0.0,0.0,False,0,0.0,0.0,False,1,0.0,0.0,False,1,0.06353085,0.0,False,0.76,0.08,0.0,False,0.76,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,0,False,0,0,False
5,2,1,1960.6711,6324.859137,0.0,False,0.0232,0.0,False,9.999999999999999e-26,0.0833,0.0,False,0.72,0.111,0.0,False,0.72,-0.005203,0.0,False,0,0.0,0.0,False,0,0.0,0.0,False,1,0.0,0.0,False,1,0.074119325,0.0,False,0.72,0.093333333,0.0,False,0.72,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,0,False,0,0,False
6,2,1,1313.5221,6324.928574,0.0,False,0.000137,0.0,False,9.999999999999999e-26,0.0844,0.0,False,0.73,0.112,0.0,False,0.73,-0.004841,0.0,False,0,0.0,0.0,False,0,0.0,0.0,False,1,0.0,0.0,False,1,0.071472206,0.0,False,0.73,0.09,0.0,False,0.73,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,0,False,0,0,False
7,2,1,3594.3584,6324.94104,0.0,False,2.96e-05,0.0,False,9.999999999999999e-26,0.0771,0.0,False,0.69,0.104,0.0,False,0.69,-0.006377,0.0,False,0,0.0,0.0,False,0,0.0,0.0,False,1,0.0,0.0,False,1,0.082060681,0.0,False,0.69,0.103333333,0.0,False,0.69,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,0,False,0,0,False
8,2,1,2551.0112,6324.945402,0.0,False,2.77e-05,0.0,False,9.999999999999999e-26,0.0641,0.0,False,0.68,0.067,0.0,False,0.68,-0.008442,0.0,False,0,0.0,0.0,False,0,0.0,0.0,False,1,0.0,0.0,False,1,0.0847078,0.0,False,0.68,0.106666667,0.0,False,0.68,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,0,False,0,0,False
9,2,1,362.7883,6324.964739,0.0,False,0.0026,0.0,False,9.999999999999999e-26,0.0692,0.0,False,0.75,0.091,0.0,False,0.75,-0.006675,0.0,False,0,0.0,0.0,False,0,0.0,0.0,False,1,0.0,0.0,False,1,0.066177969,0.0,False,0.75,0.083333333,0.0,False,0.75,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,0,False,0,0,False
