,molec_id,local_iso_id,nu,nuOptRe_air,nuOptRe_air_err,nuOptRe_air_vary,nuOptRe_self,nuOptRe_self_err,nuOptRe_self_vary,Beta_1,Beta_2,Beta_3,Beta_4,Beta_5,Beta_6,Beta_7,Beta_8,Beta_9,Beta_10,Beta_11,Beta_12,Beta_13,Beta_14,Beta_15
945,2,1,6326.24655,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
946,2,1,6326.263422,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
947,2,1,6326.298737,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
948,2,1,6326.307703,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
949,2,1,6326.39794,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
950,2,1,6326.441947,0.018596,0.0,True,0.01993,0.0,True,0.6576540500886855,0.6587819928400133,0.7011205433754099,0.7925044282219683,0.9302820265272234,0.6612574772105316,0.6624032864734664,0.7049828813500725,0.795978290886212,0.9316886503043994,0.5762233834113196,0.577374159245429,0.6282080962927324,0.7455224229548635,0.9202849514917159
951,2,1,6326.486808,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
952,2,1,6326.497595,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
953,2,1,6326.512911,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
954,2,1,6326.520183,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
955,2,1,6326.682132,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
956,2,1,6326.741549,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
957,2,1,6326.778447,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
958,2,1,6326.809223,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
959,2,1,6326.824719,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
960,2,1,6326.831691,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
961,2,1,6326.891661,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
962,2,1,6326.952629,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
963,2,1,6326.954333,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
964,2,1,6326.983807,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
965,2,1,6326.990349,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
966,2,1,6327.060860210208,0.0186114225343885,0.00011549671851621273,True,0.0199399324178765,1.7532793393209164e-05,True,0.6576540822921518,0.6587833683142623,0.7011659098040776,0.7926020673831401,0.9303483131130792,0.6612575085315898,0.6624046138784376,0.7050261278724727,0.7960703705655063,0.931750503243956,0.5762233993518633,0.5773749574983496,0.6282391986166013,0.7455917182910015,0.9203290500063611
967,2,1,6327.143218,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
968,2,1,6327.161485,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
969,2,1,6327.208835,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
970,2,1,6327.227844,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
971,2,1,6327.291817,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
972,2,1,6327.299226,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
973,2,1,6327.304542,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
974,2,1,6327.482009,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
