,molec_id,local_iso_id,nu,nuOptRe_air,nuOptRe_air_err,nuOptRe_air_vary,nuOptRe_self,nuOptRe_self_err,nuOptRe_self_vary,Beta_1,Beta_2,Beta_3,Beta_4,Beta_5,Beta_6,Beta_7,Beta_8,Beta_9,Beta_10,Beta_11,Beta_12,Beta_13,Beta_14,Beta_15
904,2,1,6324.564457,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
905,2,1,6324.627557,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
906,2,1,6324.693803,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
907,2,1,6324.748743,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
908,2,1,6324.764828,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
909,2,1,6324.859137,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
910,2,1,6324.928574,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
911,2,1,6324.94104,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
912,2,1,6324.945402,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
913,2,1,6324.964739,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
914,2,1,6324.988181,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
915,2,1,6324.994877,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
916,2,1,6325.009185,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
917,2,1,6325.110635,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
918,2,1,6325.137322,0.018596,0.0,False,0.01993,0.0,False,,,,,,,,,,,,,,,
919,2,1,6325.269469,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
920,2,1,6325.310897,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
921,2,1,6325.312363,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
922,2,1,6325.361028,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
923,2,1,6325.377666,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
924,2,1,6325.476038,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
925,2,1,6325.501545,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
926,2,1,6325.504222,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
927,2,1,6325.597743,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
928,2,1,6325.673853,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
929,2,1,6325.687068,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
930,2,1,6325.735249,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
931,2,1,6325.765931,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
932,2,1,6325.825929,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
933,2,1,6325.8442,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
934,2,1,6325.850321,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
935,2,1,6325.867736,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
936,2,1,6325.962422,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
937,2,1,6325.984586,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
938,2,1,6325.986471,0.0,0.0,False,0.0,0.0,False,,,,,,,,,,,,,,,
939,2,1,6326.068384,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
940,2,1,6326.083973,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
941,2,1,6326.119274,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
942,2,1,6326.142047,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
943,2,1,6326.211367,0.0,0.0,False,0.0,0.0,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
944,2,1,6326.217686,0.018596,0.0,True,0.01993,0.0,True,0.6576540516490802,0.6587820594878314,0.7011227418888751,0.7925091613728535,0.9302852413019611,0.661257478804954,0.6624033540462759,0.7049850831534431,0.795982980280851,0.9316918016834023,0.5762233848220971,0.577374229892901,0.6282108491349389,0.745528557285424,0.9202888562878829
