,trans_id,local_lower_quanta,m,molec_id,local_iso_id,elower,nu,nu_err,nu_vary,sw,sw_err,sw_vary,sw_scale_factor,gamma0_air,gamma0_air_err,gamma0_air_vary,n_gamma0_air,delta0_air,delta0_air_err,delta0_air_vary,n_delta0_air,SD_gamma_air,SD_gamma_air_err,SD_gamma_air_vary,n_gamma2_air,SD_delta_air,SD_delta_air_err,SD_delta_air_vary,n_delta2_air,nuOptRe_air,nuOptRe_air_err,nuOptRe_air_vary,n_nuOptRe_air,nuOptIm_air,nuOptIm_air_err,nuOptIm_air_vary,n_nuOptIm_air,y_air,y_air_err,y_air_vary,n_y_air,BIA_slope_air,BIA_collision_duration_air
0,6281014.0, P 14Q 13     d,,7,2,284.8744,-285073293.4066048,,True,20790684364.102413,,True,9.999999999999999e-27,0.0463,0.0,False,0.7,-0.0074,0.0,False,0.0,0.092020726,0.0,False,0.7,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
1,6281021.0, P 12P 12     d,,7,2,213.5291,50967683609.12549,,True,-7102716088.416977,,True,9.999999999999999e-27,0.0473,0.0,False,0.72,-0.0074,0.0,False,0.0,0.085886011,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
2,6297198.0, P 13P 13     d,-13.0,7,1,262.5827,13076.32743,0.0,False,616.6,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.79,-0.007705,0.0,False,2.9e-05,0.1,0.0,False,0.79,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.849878493,0.0,0.0
3,6281009.0, P 14Q 13     d,,7,3,292.7225,13076.66683,0.0,False,0.2009999999999999,0.0,False,9.999999999999999e-27,0.0463,0.0,False,0.7,-0.0074,0.0,False,0.0,0.093505839,0.0,False,0.7,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
4,6281010.0, P 14P 14     d,,7,2,286.7679,13077.02267,0.0,False,1.09,0.0,False,9.999999999999999e-27,0.0463,0.0,False,0.67,-0.0074,0.0,False,0.0,0.101222799,0.0,False,0.67,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
5,6297199.0, P 13Q 12     d,-12.0,7,1,260.6824,13078.23356930341,,True,115.08524054589394,,True,9.999999999999999e-27,0.04707917403082888,,True,0.81,-0.008406,0.0,False,1.9e-05,0.07730314997244793,,True,0.81,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,3.070700343,0.0,0.0
6,6281012.0, P 13O 14     q,,7,1,260.5009,13078.4091,0.0,False,0.00824,0.0,False,9.999999999999999e-27,0.0458,0.0,False,0.67,-0.0074,0.0,False,0.0,0.104550816,0.0,False,0.67,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
7,6281013.0, P 13P 13     d,,7,3,255.5952,13078.73096,0.0,False,0.2449999999999999,0.0,False,9.999999999999999e-27,0.047,0.0,False,0.7,-0.0074,0.0,False,0.0,0.093505839,0.0,False,0.7,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
8,6281015.0, P 13Q 12     d,,7,3,253.6934,13080.63274,0.0,False,0.2249999999999999,0.0,False,9.999999999999999e-27,0.047,0.0,False,0.72,-0.0074,0.0,False,0.0,0.087272116,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
9,6281016.0, P 13P 13     d,,7,2,248.7954,13080.878950590792,,True,0.5016151836829079,,True,9.999999999999999e-27,0.047,0.0,False,0.7,-0.0074,0.0,False,0.0,0.092020726,0.0,False,0.7,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
10,6281017.0, P 12P 12     d,,7,3,219.3566,13082.59743,0.0,False,0.2719999999999999,0.0,False,9.999999999999999e-27,0.0473,0.0,False,0.72,-0.0074,0.0,False,0.0,0.087272116,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
11,6281018.0, P 13Q 12     d,,7,2,246.8923,13082.780060802894,,True,0.136604245340376,,True,9.999999999999999e-27,0.047,0.0,False,0.72,-0.0074,0.0,False,0.0,0.085886011,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
12,6297200.0, P 11P 11     d,-11.0,7,1,190.7748,13084.20958439724,,True,152.838258313241,,True,9.999999999999999e-27,0.04897217083738174,,True,0.82,-0.007635,0.0,False,2.4e-05,0.08949871401124268,,True,0.82,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.807465693,0.0,0.0
13,6281020.0, P 12Q 11     d,,7,3,217.4447,13084.50936,0.0,False,0.247,0.0,False,9.999999999999999e-27,0.0473,0.0,False,0.72,-0.00755,0.0,False,0.0,0.087272116,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
14,6297201.0, P 11Q 10     d,-10.0,7,1,188.8531,13086.131403418362,,True,137.3657787438132,,True,9.999999999999999e-27,0.0501848861328182,,True,0.81,-0.008315,0.0,False,1.8e-05,0.09245133146661208,,True,0.81,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,-1.535079169,0.0,0.0
15,6281023.0, P 11O 12     q,,7,1,188.7134,13086.26482,0.0,False,0.01,0.0,False,9.999999999999999e-27,0.0468,0.0,False,0.72,-0.0074,0.0,False,0.0,0.088709784,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
16,6281024.0, P 11P 11     d,,7,3,185.9002,13086.37435,0.0,False,0.295,0.0,False,9.999999999999999e-27,0.048,0.0,False,0.72,-0.00755,0.0,False,0.0,0.087272116,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
