,molec_id,local_iso_id,elower,nu,nu_err,nu_vary,sw,sw_err,sw_vary,sw_scale_factor,gamma0_air,gamma0_air_err,gamma0_air_vary,n_gamma0_air,delta0_air,delta0_air_err,delta0_air_vary,n_delta0_air,SD_gamma_air,SD_gamma_air_err,SD_gamma_air_vary,n_gamma2_air,SD_delta_air,SD_delta_air_err,SD_delta_air_vary,n_delta2_air,nuOptRe_air,nuOptRe_air_err,nuOptRe_air_vary,n_nuOptRe_air,nuOptIm_air,nuOptIm_air_err,nuOptIm_air_vary,n_nuOptIm_air,y_air,y_air_err,y_air_vary,n_y_air,BIA_slope_air,BIA_collision_duration_air
57,7,1,262.5827,13151.34876,4.7381821342864025e-14,True,5.67799999999515,5.815133682097713e-12,True,1e-24,0.04999999999987894,1.658079950141038e-13,True,0.82,-0.007555999999963755,1.0721278740325774e-13,True,2.2e-05,0.08999999999390568,1.457022963618941e-11,True,0.82,0.0,0.0,False,0.0,0.005000000000561216,2.199730762272112e-12,True,0.0,0.0,0.0,False,0.0,-0.0003500000013617908,1.3848351601874977e-12,True,3.389740989,0.0,0.0
369,7,3,255.5952,13151.54685,0.0,False,0.00226,0.0,False,1e-24,0.046,0.0,False,0.67,-0.0072,0.0,False,0.0,0.102856423,0.0,False,0.67,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
370,7,2,248.7954,13151.73588,0.0,False,0.0112,0.0,False,1e-24,0.046,0.0,False,0.67,-0.0072,0.0,False,0.0,0.101222799,0.0,False,0.67,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
87,7,1,2703.8443,13151.73899,0.0,False,0.0001314,0.0,False,1e-24,0.02,0.0,False,0.63,-0.0105,0.0,False,5e-05,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
371,7,3,217.2866,13152.10269,0.0,False,0.00278,0.0,False,1e-24,0.0463,0.0,False,0.7,-0.0074,0.0,False,0.0,0.093505839,0.0,False,0.7,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
372,7,2,211.4606,13152.32997,0.0,False,0.0138,0.0,False,1e-24,0.0463,0.0,False,0.7,-0.0074,0.0,False,0.0,0.092020726,0.0,False,0.7,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
373,7,3,294.6144,13152.96812,0.0,False,0.00201,0.0,False,1e-24,0.0453,0.0,False,0.66,-0.0072,0.0,False,0.0,0.105973284,0.0,False,0.66,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
374,7,2,286.7679,13153.12004,0.0,False,0.0101,0.0,False,1e-24,0.0453,0.0,False,0.66,-0.0072,0.0,False,0.0,0.104290156,0.0,False,0.66,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
375,7,1,260.6824,13153.24888,0.0,False,7.620000000000001e-05,0.0,False,1e-24,0.0468,0.0,False,0.72,-0.0074,0.0,False,0.0,0.088709784,0.0,False,0.72,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
58,7,1,260.5009,13153.43057,4.2785442402194056e-14,True,6.313000000025694,5.855520934494104e-12,True,1e-24,0.05000000000042263,1.484539057513946e-13,True,0.81,-0.007535999999591671,9.690198570105017e-14,True,2.1e-05,0.08000000007100093,1.4364708396011663e-11,True,0.81,0.0,0.0,False,0.0,0.004999999988347024,2.1010838942948578e-12,True,0.0,0.0,0.0,False,0.0,-0.0005100000014538622,1.235369727945898e-12,True,1.852149734,0.0,0.0
376,7,3,253.5155,13153.62655,0.0,False,0.00251,0.0,False,1e-24,0.046,0.0,False,0.67,-0.0074,0.0,False,0.0,0.102856423,0.0,False,0.67,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
377,7,2,246.7175,13153.81379,0.0,False,0.0125,0.0,False,1e-24,0.046,0.0,False,0.67,-0.0074,0.0,False,0.0,0.101222799,0.0,False,0.67,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
88,7,1,2701.4912,13154.09213,0.0,False,0.000137,0.0,False,1e-24,0.02,0.0,False,0.63,-0.01,0.0,False,5e-05,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
59,7,1,345.8495,13154.17894,5.5343252897138075e-14,True,4.369000000017784,5.433225556109051e-12,True,1e-24,0.040000000000401874,1.7340600778806534e-13,True,0.8,-0.007976999999606356,1.146639362722176e-13,True,2.5e-05,0.10000000005358099,1.931021265670967e-11,True,0.8,0.0,0.0,False,0.0,0.004999999993535117,2.3672982017548455e-12,True,0.0,0.0,0.0,False,0.0,-0.0008599999997504397,1.6239241746963766e-12,True,3.020137622,0.0,0.0
378,7,3,336.4128,13154.29624,0.0,False,0.00176,0.0,False,1e-24,0.0446,0.0,False,0.65,-0.0073,0.0,False,0.0,0.109090145,0.0,False,0.65,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
379,7,2,327.4452,13154.41367,0.0,False,0.00885,0.0,False,1e-24,0.0446,0.0,False,0.65,-0.0073,0.0,False,0.0,0.107357514,0.0,False,0.65,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
85,7,1,2462.413,13154.64257,0.0,False,0.0004052,0.0,False,1e-24,0.02,0.0,False,0.63,-0.0105,0.0,False,5e-05,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
380,7,3,292.5252,13155.05735,0.0,False,0.00222,0.0,False,1e-24,0.0453,0.0,False,0.66,-0.0074,0.0,False,0.0,0.105973284,0.0,False,0.66,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
381,7,2,284.6808,13155.20717,0.0,False,0.0111,0.0,False,1e-24,0.0453,0.0,False,0.66,-0.0074,0.0,False,0.0,0.104290156,0.0,False,0.66,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
382,7,3,380.9887,13155.5309,0.0,False,0.00151,0.0,False,1e-24,0.0439,0.0,False,0.65,-0.0073,0.0,False,0.0,0.109090145,0.0,False,0.65,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
383,7,2,370.8258,13155.61648,0.0,False,0.00764,0.0,False,1e-24,0.0439,0.0,False,0.65,-0.0073,0.0,False,0.0,0.107357514,0.0,False,0.65,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
384,7,1,343.9694,13156.05888,0.0,False,5.8800000000000006e-05,0.0,False,1e-24,0.0458,0.0,False,0.67,-0.0074,0.0,False,0.0,0.104550816,0.0,False,0.67,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
60,7,1,343.7481,13156.28033,5.074004088062595e-14,True,4.799000000004431,5.821974406463569e-12,True,1e-24,0.04000000000043447,1.6219741810756357e-13,True,0.81,-0.00796699999947005,1.0653692679857528e-13,True,2.4e-05,0.08000000003451609,2.1009177536469764e-11,True,0.81,0.0,0.0,False,0.0,0.005000000000605448,2.4039190097517723e-12,True,0.0,0.0,0.0,False,0.0,-0.001029999995898123,1.5550681640343878e-12,True,1.985142148,0.0,0.0
385,7,3,334.3142,13156.39485,0.0,False,0.00193,0.0,False,1e-24,0.0446,0.0,False,0.65,-0.0074,0.0,False,0.0,0.109090145,0.0,False,0.65,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
386,7,2,325.349,13156.50987,0.0,False,0.0097,0.0,False,1e-24,0.0446,0.0,False,0.65,-0.0074,0.0,False,0.0,0.107357514,0.0,False,0.65,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
61,7,1,440.5618,13156.62333,7.720023096148163e-14,True,3.122999999990911,5.855429717311578e-12,True,1e-24,0.039999999999415475,2.543617999386316e-13,True,0.8,-0.008546999999892311,1.6173704973151054e-13,True,2.8e-05,0.09999999987014133,2.762613334761774e-11,True,0.8,0.0,0.0,False,0.0,0.005000000023107503,3.3521280161155514e-12,True,0.0,0.0,0.0,False,0.0,-0.0014300000010407925,2.3902806619999045e-12,True,3.137979657,0.0,0.0
387,7,3,428.3404,13156.67179,0.0,False,0.0012699999999999,0.0,False,1e-24,0.0433,0.0,False,0.65,-0.0075,0.0,False,0.0,0.109090145,0.0,False,0.65,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
388,7,2,416.908,13156.72817,0.0,False,0.00649,0.0,False,1e-24,0.0433,0.0,False,0.65,-0.0075,0.0,False,0.0,0.107357514,0.0,False,0.65,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
86,7,1,2460.0774,13156.9781,0.0,False,0.000423,0.0,False,1e-24,0.02,0.0,False,0.63,-0.01,0.0,False,5e-05,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
83,7,1,2232.0828,13157.10644,0.0,False,0.001181,0.0,False,1e-24,0.02,0.0,False,0.63,-0.0105,0.0,False,5e-05,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
389,7,3,378.8809,13157.63875,0.0,False,0.00165,0.0,False,1e-24,0.0439,0.0,False,0.65,-0.0075,0.0,False,0.0,0.109090145,0.0,False,0.65,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
390,7,3,478.466,13157.71857,0.0,False,0.00106,0.0,False,1e-24,0.0426,0.0,False,0.64,-0.0074,0.0,False,0.0,0.112207006,0.0,False,0.64,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
391,7,2,368.7207,13157.72164,0.0,False,0.00833,0.0,False,1e-24,0.0439,0.0,False,0.65,-0.0075,0.0,False,0.0,0.107357514,0.0,False,0.65,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
392,7,2,465.69,13157.74843,0.0,False,0.00542,0.0,False,1e-24,0.0426,0.0,False,0.64,-0.0074,0.0,False,0.0,0.110424871,0.0,False,0.64,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
393,7,1,438.701,13158.4839,0.0,False,4.210000000000001e-05,0.0,False,1e-24,0.0447,0.0,False,0.65,-0.0074,0.0,False,0.0,0.11088723,0.0,False,0.65,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
394,7,3,531.3635,13158.67091,0.0,False,0.000863,0.0,False,1e-24,0.0416,0.0,False,0.64,-0.0073,0.0,False,0.0,0.112207006,0.0,False,0.64,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
395,7,2,517.17,13158.67694,0.0,False,0.00445,0.0,False,1e-24,0.0416,0.0,False,0.64,-0.0073,0.0,False,0.0,0.110424871,0.0,False,0.64,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
63,7,1,546.7042,13158.67919,1.1767396968357012e-13,True,2.0830000000003395,9.411436053659587e-12,True,1e-24,0.0400000000072411,1.0051174545052162e-12,True,0.77,-0.00874110000460696,7.086552415019489e-13,True,3.3e-05,0.09000000042889819,7.216713323551395e-11,True,0.77,0.0,0.0,False,0.0,0.00499999997853412,6.407304160746466e-12,True,0.0,0.0,0.0,False,0.0,-0.0020699997555726096,3.309625068770849e-11,True,4.257624999,0.0,0.0
62,7,1,438.4413,13158.74374,7.213164117719739e-14,True,3.3989999999889293,9.468499254367495e-12,True,1e-24,0.04000000000318593,6.228359299618899e-13,True,0.82,-0.008567999997776705,4.3188290456514475e-13,True,2.9e-05,0.1000000000980309,4.135732636208488e-11,True,0.82,0.0,0.0,False,0.0,0.005000000000180183,3.722770910617971e-12,True,0.0,0.0,0.0,False,0.0,-0.0016400001487690008,2.005189227398864e-11,True,2.226019518,0.0,0.0
396,7,3,426.2234,13158.78878,0.0,False,0.00139,0.0,False,1e-24,0.0433,0.0,False,0.65,-0.0078,0.0,False,0.0,0.109090145,0.0,False,0.65,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
397,7,2,414.794,13158.84219,0.0,False,0.00705,0.0,False,1e-24,0.0433,0.0,False,0.65,-0.0078,0.0,False,0.0,0.107357514,0.0,False,0.65,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
81,7,1,2012.8914,13159.13627,0.0,False,0.003252,0.0,False,1e-24,0.02,0.0,False,0.63,-0.0105,0.0,False,5e-05,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
84,7,1,2229.7649,13159.42434,0.0,False,0.001235,0.0,False,1e-24,0.02,0.0,False,0.63,-0.01,0.0,False,5e-05,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
398,7,2,571.346,13159.51336,0.0,False,0.0036,0.0,False,1e-24,0.0409,0.0,False,0.63,-0.0073,0.0,False,0.0,0.113492229,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
399,7,3,587.0309,13159.52846,0.0,False,0.000693,0.0,False,1e-24,0.0409,0.0,False,0.63,-0.0073,0.0,False,0.0,0.115323868,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
400,7,3,476.34,13159.84462,0.0,False,0.00114,0.0,False,1e-24,0.0426,0.0,False,0.64,-0.0083,0.0,False,0.0,0.112207006,0.0,False,0.64,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
401,7,2,463.5672,13159.87123,0.0,False,0.00586,0.0,False,1e-24,0.0426,0.0,False,0.64,-0.0083,0.0,False,0.0,0.110424871,0.0,False,0.64,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
402,7,2,628.216,13160.25736,0.0,False,0.00287,0.0,False,1e-24,0.0399,0.0,False,0.63,-0.0083,0.0,False,0.0,0.113492229,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
403,7,3,645.466,13160.29085,0.0,False,0.000547,0.0,False,1e-24,0.0399,0.0,False,0.63,-0.0083,0.0,False,0.0,0.115323868,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
65,7,1,664.2595,13160.34357,1.822203017728424e-13,True,1.300000000000277,5.554446393867211e-12,True,1e-24,0.040000000000025175,5.946738746684695e-13,True,0.74,-0.009551199999994198,3.780646177512652e-13,True,2.5e-05,0.13000000000164738,5.193579865152261e-11,True,0.74,0.0,0.0,False,0.0,0.0049999999998356975,6.976460422740476e-12,True,0.0,0.0,0.0,False,0.0,-0.0021800000001857326,5.582669306652813e-12,True,5.229704566,0.0,0.0
404,7,1,544.8622,13160.52096,0.0,False,2.8200000000000004e-05,0.0,False,1e-24,0.0434,0.0,False,0.65,-0.0078,0.0,False,0.0,0.11088723,0.0,False,0.65,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
79,7,1,1804.8745,13160.73749,0.0,False,0.008455,0.0,False,1e-24,0.03,0.0,False,0.63,-0.0105,0.0,False,5e-05,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,-0.15059,0.0,False,11.02983704,0.0,0.0
405,7,3,1752.6762,13160.7381,0.0,False,4.1900000000000005e-06,0.0,False,1e-24,0.0266,0.0,False,0.63,-0.0105,0.0,False,0.0,0.115323868,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
406,7,2,1705.8516,13160.74642,0.0,False,2.53e-05,0.0,False,1e-24,0.0266,0.0,False,0.63,-0.0105,0.0,False,0.0,0.113492229,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
407,7,3,529.2285,13160.80595,0.0,False,0.000931,0.0,False,1e-24,0.0416,0.0,False,0.64,-0.0085,0.0,False,0.0,0.112207006,0.0,False,0.64,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
408,7,2,515.0385,13160.80845,0.0,False,0.0048,0.0,False,1e-24,0.0416,0.0,False,0.64,-0.0085,0.0,False,0.0,0.110424871,0.0,False,0.64,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
64,7,1,544.5651,13160.81826,1.0679747963955702e-13,True,2.2500000000001568,5.545490614449849e-12,True,1e-24,0.0400000000000078,3.4042169443902675e-13,True,0.77,-0.00909900000000177,2.2227555035033552e-13,True,2.9e-05,0.10000000000061783,3.7584548173857586e-11,True,0.77,0.0,0.0,False,0.0,0.0049999999999416666,4.592034589356714e-12,True,0.0,0.0,0.0,False,0.0,-0.0023999999999490765,3.1929005526591855e-12,True,2.668600473,0.0,0.0
409,7,2,687.7777,13160.90857,0.0,False,0.00225,0.0,False,1e-24,0.0389,0.0,False,0.63,-0.0087,0.0,False,0.0,0.113492229,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
410,7,3,706.6664,13160.9577,0.0,False,0.000426,0.0,False,1e-24,0.0389,0.0,False,0.63,-0.0087,0.0,False,0.0,0.115323868,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
411,7,2,1611.5421,13161.33944,0.0,False,3.89e-05,0.0,False,1e-24,0.0272,0.0,False,0.63,-0.0102,0.0,False,0.0,0.113492229,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
412,7,3,1655.7848,13161.3534,0.0,False,6.510000000000001e-06,0.0,False,1e-24,0.0272,0.0,False,0.63,-0.0102,0.0,False,0.0,0.115323868,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
82,7,1,2010.5911,13161.43654,0.0,False,0.003405,0.0,False,1e-24,0.02,0.0,False,0.63,-0.01,0.0,False,5e-05,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
413,7,2,750.0289,13161.46663,0.0,False,0.00174,0.0,False,1e-24,0.0375,0.0,False,0.63,-0.0091,0.0,False,0.0,0.113492229,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
414,7,3,770.6298,13161.52863,0.0,False,0.000326,0.0,False,1e-24,0.0375,0.0,False,0.63,-0.0091,0.0,False,0.0,0.115323868,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
67,7,1,793.2087,13161.61331,0.0,False,0.7603,0.0,False,1e-24,0.04,0.0,False,0.79,-0.0100917,0.0,False,3.6e-05,0.13,0.0,False,0.79,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,-0.00295,0.0,False,4.437632126,0.0,0.0
415,7,2,569.2059,13161.65353,0.0,False,0.0038699999999999,0.0,False,1e-24,0.0409,0.0,False,0.63,-0.0089,0.0,False,0.0,0.113492229,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
416,7,3,584.887,13161.67242,0.0,False,0.000745,0.0,False,1e-24,0.0409,0.0,False,0.63,-0.0089,0.0,False,0.0,0.115323868,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
417,7,2,1519.8867,13161.83391,0.0,False,5.9e-05,0.0,False,1e-24,0.0278,0.0,False,0.63,-0.0101,0.0,False,0.0,0.113492229,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
418,7,3,1561.619,13161.86708,0.0,False,9.99e-06,0.0,False,1e-24,0.0278,0.0,False,0.63,-0.0101,0.0,False,0.0,0.115323868,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
77,7,1,1608.0662,13161.91524,0.0,False,0.02075,0.0,False,1e-24,0.03,0.0,False,0.63,-0.00741,0.0,False,5e-05,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,-0.06827,0.0,False,11.05334543,0.0,0.0
419,7,2,814.9672,13161.93116,0.0,False,0.00132,0.0,False,1e-24,0.0365,0.0,False,0.63,-0.0092,0.0,False,0.0,0.113492229,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
420,7,3,837.3536,13162.00323,0.0,False,0.000246,0.0,False,1e-24,0.0365,0.0,False,0.63,-0.0092,0.0,False,0.0,0.115323868,0.0,False,0.63,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
421,7,1,662.4359,13162.16695,0.0,False,1.7600000000000004e-05,0.0,False,1e-24,0.0417,0.0,False,0.64,-0.0085,0.0,False,0.0,0.114055436,0.0,False,0.64,0.0,0.0,False,0.0,0.005,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0
