Spectrum Number,Segment Number,Pressure,Pressure_err,Pressure_vary,Temperature,Temperature_err,Temperature_vary,x_shift,x_shift_err,x_shift_vary,molefraction_O2,molefraction_O2_err,molefraction_O2_vary,baseline_a,baseline_a_err,baseline_a_vary
1,0,0.013157894736842105,0.0,False,298.1500000000001,0.0,False,0.0,0.0,False,0.002022,0.0,False,0.0,0.0,False
2,0,0.13157894736842105,0.0,False,298.1500000000001,0.0,False,0.0,0.0,False,0.002022,0.0,False,0.0,0.0,False
3,0,0.6578947368421053,0.0,False,298.1500000000001,0.0,False,0.0,0.0,False,0.002022,0.0,False,0.0,0.0,False
