,molec_id,local_iso_id,elower,nu,nu_err,nu_vary,sw,sw_err,sw_vary,sw_scale_factor,gamma0_air,gamma0_air_err,gamma0_air_vary,n_gamma0_air,gamma0_self,gamma0_self_err,gamma0_self_vary,n_gamma0_self,delta0_air,delta0_air_err,delta0_air_vary,n_delta0_air,delta0_self,delta0_self_err,delta0_self_vary,n_delta0_self,nuVC_air,nuVC_air_err,nuVC_air_vary,n_nuVC_air,nuVC_self,nuVC_self_err,nuVC_self_vary,n_nuVC_self,SD_gamma_air,SD_gamma_air_err,SD_gamma_air_vary,n_gamma2_air,SD_gamma_self,SD_gamma_self_err,SD_gamma_self_vary,n_gamma2_self,SD_delta_air,SD_delta_air_err,SD_delta_air_vary,n_delta2_air,SD_delta_self,SD_delta_self_err,SD_delta_self_vary,n_delta2_self,eta_air,eta_air_err,eta_air_vary,eta_self,eta_self_err,eta_self_vary,y_air_296,y_air_296_err,y_air_296_vary,y_self_296,y_self_296_err,y_self_296_vary
0,2,4,1446.1182,6324.508202,0.0,False,8.329999999999999e-05,0.0,False,1e-25,0.0742,0.0,False,0.7,0.101,0.0,False,0.7,-0.006633,0.0,False,0,0.0,0.0,False,0,0.0,0.0,False,1,0.0,0.0,False,1,0.07833535900000001,0.0,False,0.7,0.1,0.0,False,0.7,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0.0,0,False,0,0,False
1,2,4,1446.1183,6324.511437,0.0,False,8.329999999999999e-05,0.0,False,1e-25,0.0742,0.0,False,0.7,0.101,0.0,False,0.7,-0.006633,0.0,False,0,0.0,0.0,False,0,0.0,0.0,False,1,0.0,0.0,False,1,0.07833535900000001,0.0,False,0.7,0.1,0.0,False,0.7,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0.0,0,False,0,0,False
2,2,4,683.3667,6324.519203,0.0,False,0.007669999999999999,0.0,False,1e-25,0.0679,0.0,False,0.75,0.079,0.0,False,0.75,-0.007454,0.0,False,0,0.0,0.0,False,0,0.0,0.0,False,1,0.0,0.0,False,1,0.065279466,0.0,False,0.75,0.083333333,0.0,False,0.75,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0.0,0,False,0,0,False
3,2,4,874.2366,6324.532032,0.0,False,0.0018000000000000004,0.0,False,1e-25,0.0708,0.0,False,0.73,0.096,0.0,False,0.73,-0.007034,0.0,False,0,0.0,0.0,False,0,0.0,0.0,False,1,0.0,0.0,False,1,0.07050182299999999,0.0,False,0.73,0.09,0.0,False,0.73,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0.0,0,False,0,0,False
4,2,5,756.2592,6324.546911,0.0,False,2.91e-05,0.0,False,1e-25,0.0739,0.0,False,0.7,0.1,0.0,False,0.7,-0.006605,0.0,False,0,0.0,0.0,False,0,0.0,0.0,False,1,0.0,0.0,False,1,0.076269527,0.0,False,0.7,0.1,0.0,False,0.7,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0.0,0,False,0,0,False
5,2,1,2371.9336,6324.564457,0.0,False,0.0115,0.0,False,1e-25,0.0699,0.0,False,0.74,0.094,0.0,False,0.74,-0.007206999999999998,0.0,False,0,0.0,0.0,False,0,0.0,0.0,False,1,0.0,0.0,False,1,0.06882508700000001,0.0,False,0.74,0.08666666699999999,0.0,False,0.74,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0.0,0,False,0,0,False
6,2,2,943.7026,6324.620344,0.0,False,8.549999999999999e-05,0.0,False,1e-25,0.0694,0.0,False,0.74,0.093,0.0,False,0.74,-0.006626000000000001,0.0,False,0,0.0,0.0,False,0,0.0,0.0,False,1,0.0,0.0,False,1,0.067891434,0.0,False,0.74,0.08666666699999999,0.0,False,0.74,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0.0,0,False,0,0,False
7,2,1,1519.6411,6324.627557,0.0,False,0.632,0.0,False,1e-25,0.0705,0.0,False,0.73,0.096,0.0,False,0.73,-0.007101000000000001,0.0,False,0,0.0,0.0,False,0,0.0,0.0,False,1,0.0,0.0,False,1,0.071472206,0.0,False,0.73,0.09,0.0,False,0.73,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0.0,0,False,0,0,False
8,2,4,892.1021,6324.630901,0.0,False,0.00173,0.0,False,1e-25,0.0704,0.0,False,0.73,0.095,0.0,False,0.73,-0.007084999999999998,0.0,False,0,0.0,0.0,False,0,0.0,0.0,False,1,0.0,0.0,False,1,0.07050182299999999,0.0,False,0.73,0.09,0.0,False,0.73,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0.0,0,False,0,0,False
9,2,1,1074.4305,6324.693803,0.0,False,0.0242,0.0,False,1e-25,0.067,0.0,False,0.73,0.073,0.0,False,0.73,-0.007701,0.0,False,0,0.0,0.0,False,0,0.0,0.0,False,1,0.0,0.0,False,1,0.071472206,0.0,False,0.73,0.09,0.0,False,0.73,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0.0,0,False,0,0,False
