trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,elower,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air_296,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self_296
6794199,2,1,6300.877576,5.03E-27,0.006481,2004.6603,115,117,2004.6603,       3 1 1 12,       0 1 1 01,               ,     P 58f     ,0.0662,0.71,-0.007878,0,0.076766443,0.71,0,0,0,1,0,0,0.07,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6794200,2,1,6300.913455,1.69E-30,0.01515,3798.2095,101,103,3798.2095,       4 2 2 12,       1 2 2 01,               ,     P 51f     ,0.0672,0.73,-0.007632,0,0.071472206,0.73,0,0,0,1,0,0,0.074,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6794201,2,1,6300.915234,1.13E-30,1.65E-05,2351.5127,55,53,2351.5127,       2 2 2 23,       1 1 1 01,               ,     R 26f     ,0.07,0.74,-0.007785,0,0.068825087,0.74,0,0,0,1,0,0,0.094,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6794202,2,1,6300.917175,8.45E-29,2.09E-06,1080.3931,67,65,1080.3931,       2 3 3 12,       0 1 1 01,               ,     R 32f     ,0.0689,0.76,-0.007339,0,0.06353085,0.76,0,0,0,1,0,0,0.088,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6794203,2,4,6300.920362,1.55E-28,0.006566,698.8404,102,114,698.8404,       3 1 1 12,       0 1 1 01,               ,     P  9e     ,0.0832,0.72,-0.005392,0,0.073113002,0.72,0,0,0,1,0,0,0.11,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6794204,2,4,6300.964088,1.55E-28,0.006568,698.8928,102,114,698.8928,       3 1 1 12,       0 1 1 01,               ,     P  9f     ,0.0832,0.72,-0.005392,0,0.073113002,0.72,0,0,0,1,0,0,0.11,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6794205,2,1,6300.972434,1.71E-30,1.54E-05,2201.7537,43,45,2201.7537,       5 2 2 02,       0 3 3 01,               ,     P 22f     ,0.0718,0.72,-0.006395,0,0.074119325,0.72,0,0,0,1,0,0,0.098,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6794206,2,1,6300.972509,2.65E-30,2.03E-06,1936.0953,139,141,1936.0953,       3 3 3 01,       0 0 0 01,               ,     P 70e     ,0.064,0.68,-0.007726,0,0.0847078,0.68,0,0,0,1,0,0,0.067,0.68,0,0,0.106666667,0.68,0,0,0,1,0,0
6794207,2,1,6301.022938,1.07E-30,1.46E-05,2330.5691,53,51,2330.5691,       2 2 2 23,       1 1 1 01,               ,     R 25e     ,0.0703,0.74,-0.007739,0,0.068825087,0.74,0,0,0,1,0,0,0.095,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6794208,2,1,6301.028764,2.62E-27,0.0156,2096.9524,39,41,2096.9524,       4 1 1 13,       1 1 1 02,               ,     P 20f     ,0.073,0.7,-0.006863,0,0.079413562,0.7,0,0,0,1,0,0,0.1,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6794209,2,4,6301.075039,2.03E-27,0.005535,4.5433,54,42,4.5433,       3 0 0 12,       0 0 0 01,               ,     R  3e     ,0.0877,0.77,-0.004658,0,0.060057108,0.77,0,0,0,1,0,0,0.117,0.77,0,0,0.076666667,0.77,0,0,0,1,0,0
6794210,2,1,6301.096867,2.61E-29,1.04E-05,1610.0138,55,53,1610.0138,       5 1 1 02,       0 2 2 01,               ,     R 26e     ,0.0698,0.74,-0.006603,0,0.068825087,0.74,0,0,0,1,0,0,0.094,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6794211,2,1,6301.116055,8.16E-30,0.02806,3570.1567,87,89,3570.1567,       5 0 0 12,       2 0 0 01,               ,     P 44e     ,0.068,0.75,-0.007489,0,0.066177969,0.75,0,0,0,1,0,0,0.078,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0
6794212,2,1,6301.127612,1.00E-29,0.02226,3315.627,39,37,3315.627,       5 1 1 14,       2 1 1 03,               ,     R 18f     ,0.0736,0.7,-0.006735,0,0.079413562,0.7,0,0,0,1,0,0,0.101,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6794213,2,5,6301.128241,2.63E-30,0.001339,720.71,54,58,720.71,       3 1 1 11,       0 1 1 01,               ,     P 14e     ,0.0776,0.69,-0.006182,0,0.078811844,0.69,0,0,0,1,0,0,0.104,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6794214,2,3,6301.143011,1.20E-30,0.005405,2381.8311,109,107,2381.8311,       3 2 2 12,       0 2 2 01,               ,     R 53f     ,0.0666,0.72,-0.007702,0,0.072137664,0.72,0,0,0,1,0,0,0.072,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6794215,2,4,6301.14943,1.54E-30,0.009915,1376.0273,18,6,1376.0273,       4 0 0 12,       1 0 0 01,               ,     R  0e     ,0.0925,0.78,-0.004362,0,0.05744593,0.78,0,0,0,1,0,0,0.125,0.78,0,0,0.073333333,0.78,0,0,0,1,0,0
6794216,2,3,6301.182485,8.46E-30,3.32E-06,20.618,13,15,20.618,       5 0 0 05,       0 0 0 01,               ,     P  7e     ,0.0851,0.74,-0.005224,0,0.066984974,0.74,0,0,0,1,0,0,0.113,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6794217,2,1,6301.198049,3.02E-30,0.0136,3516.1951,51,53,3516.1951,       4 3 3 13,       1 3 3 02,               ,     P 26f     ,0.0702,0.74,-0.007174,0,0.068825087,0.74,0,0,0,1,0,0,0.095,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6794218,2,1,6301.224087,1.03E-27,4.27E-07,106.1297,35,33,106.1297,       2 2 2 12,       0 0 0 01,               ,     R 16e     ,0.0752,0.69,-0.006524,0,0.082060681,0.69,0,0,0,1,0,0,0.102,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6794219,2,3,6301.264347,1.01E-30,0.005401,2421.7114,111,109,2421.7114,       3 2 2 12,       0 2 2 01,               ,     R 54e     ,0.0665,0.72,-0.007732,0,0.072137664,0.72,0,0,0,1,0,0,0.071,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6794220,2,5,6301.265665,2.64E-30,0.001342,720.8293,54,58,720.8293,       3 1 1 11,       0 1 1 01,               ,     P 14f     ,0.0776,0.69,-0.006182,0,0.078811844,0.69,0,0,0,1,0,0,0.104,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6794221,2,5,6301.29105,2.13E-29,0.0008684,388.6677,134,130,388.6677,       3 0 0 11,       0 0 0 01,               ,     R 32e     ,0.0684,0.76,-0.007292,0,0.061015621,0.76,0,0,0,1,0,0,0.088,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6794222,2,1,6301.294874,1.19E-30,7.15E-06,2293.8867,101,99,2293.8867,       2 4 4 12,       0 2 2 01,               ,     R 49f     ,0.0673,0.74,-0.007616,0,0.068825087,0.74,0,0,0,1,0,0,0.074,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6794223,2,3,6301.305302,6.15E-30,0.00498,2056.7817,125,123,2056.7817,       3 1 1 12,       0 1 1 01,               ,     R 61f     ,0.0653,0.7,-0.008004,0,0.077290354,0.7,0,0,0,1,0,0,0.069,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6794224,2,6,6301.417209,1.08E-29,0.001328,174.8982,492,516,174.8982,       3 0 0 11,       0 0 0 01,               ,     P 21e     ,0.072,0.71,-0.006886,0,0.074710696,0.71,0,0,0,1,0,0,0.098,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6794225,2,1,6301.444942,9.85E-30,0.02237,3330.0288,41,39,3330.0288,       5 1 1 14,       2 1 1 03,               ,     R 19e     ,0.0729,0.7,-0.006815,0,0.079413562,0.7,0,0,0,1,0,0,0.1,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6794226,2,2,6301.469643,8.00E-29,0.001299,1621.0813,254,258,1621.0813,       3 0 0 11,       0 0 0 01,               ,     P 64e     ,0.0651,0.69,-0.008083,0,0.080947479,0.69,0,0,0,1,0,0,0.068,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6794227,2,1,6301.490899,8.67E-29,0.0144,2820.1377,47,49,2820.1377,       4 2 2 13,       1 2 2 02,               ,     P 24e     ,0.0709,0.73,-0.007079,0,0.071472206,0.73,0,0,0,1,0,0,0.097,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6794228,2,1,6301.502717,1.22E-28,0.02363,2911.9424,63,61,2911.9424,       5 0 0 14,       2 0 0 03,               ,     R 30e     ,0.0691,0.75,-0.007313,0,0.066177969,0.75,0,0,0,1,0,0,0.09,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0
6794229,2,1,6301.525311,2.16E-30,0.0163,3758.2402,99,101,3758.2402,       4 2 2 12,       1 2 2 01,               ,     P 50e     ,0.0673,0.73,-0.007616,0,0.071472206,0.73,0,0,0,1,0,0,0.074,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6794230,2,4,6301.531319,7.34E-30,0.006344,1399.0031,150,162,1399.0031,       3 2 2 12,       0 2 2 01,               ,     P 13e     ,0.0789,0.69,-0.006041,0,0.080946537,0.69,0,0,0,1,0,0,0.106,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6794231,2,4,6301.531963,7.34E-30,0.006344,1399.0031,150,162,1399.0031,       3 2 2 12,       0 2 2 01,               ,     P 13f     ,0.0789,0.69,-0.006041,0,0.080946537,0.69,0,0,0,1,0,0,0.106,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6794232,2,2,6301.56367,2.03E-30,9.29E-06,1257.5018,154,158,1257.5018,       1 2 2 22,       0 1 1 01,               ,     P 39e     ,0.0682,0.76,-0.008011,0,0.062669016,0.76,0,0,0,1,0,0,0.082,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6794233,2,3,6301.571731,1.01E-30,0.005402,2421.7468,111,109,2421.7468,       3 2 2 12,       0 2 2 01,               ,     R 54f     ,0.0665,0.72,-0.007732,0,0.072137664,0.72,0,0,0,1,0,0,0.071,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6794234,2,2,6301.599068,1.87E-29,0.0001217,1426.4835,246,242,1426.4835,       4 1 1 01,       0 0 0 01,               ,     R 60e     ,0.0656,0.7,-0.007336,0,0.07833627,0.7,0,0,0,1,0,0,0.069,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6794235,2,1,6301.642374,1.34E-30,0.04405,3341.7029,3,5,3341.7029,       5 1 1 13,       2 1 1 02,               ,     P  2f     ,0.0893,0.78,-0.004559,0,0.058236612,0.78,0,0,0,1,0,0,0.12,0.78,0,0,0.073333333,0.78,0,0,0,1,0,0
6794236,2,1,6301.644167,7.85E-29,0.01776,3032.6055,97,99,3032.6055,       4 1 1 12,       1 1 1 01,               ,     P 49e     ,0.0674,0.74,-0.007594,0,0.068825087,0.74,0,0,0,1,0,0,0.075,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6794237,2,1,6301.661851,2.31E-27,0.01553,2305.2751,95,97,2305.2751,       4 0 0 12,       1 0 0 01,               ,     P 48e     ,0.0675,0.74,-0.00757,0,0.068825087,0.74,0,0,0,1,0,0,0.075,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6794238,2,2,6301.663818,2.50E-30,1.02E-05,1228.0034,150,154,1228.0034,       1 2 2 22,       0 1 1 01,               ,     P 38f     ,0.0683,0.76,-0.008,0,0.062669016,0.76,0,0,0,1,0,0,0.083,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6794239,2,1,6301.683286,4.50E-30,0.005939,3437.4692,119,121,3437.4692,       3 3 3 12,       0 3 3 01,               ,     P 60f     ,0.0659,0.7,-0.007951,0,0.079413562,0.7,0,0,0,1,0,0,0.07,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6794240,2,2,6301.722226,7.69E-30,1.51E-05,1035.8309,122,126,1035.8309,       5 0 0 01,       0 1 1 01,               ,     P 31e     ,0.0689,0.75,-0.006674,0,0.065280225,0.75,0,0,0,1,0,0,0.09,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0
6794241,2,4,6301.735368,1.42E-28,0.006603,692.0182,90,102,692.0182,       3 1 1 12,       0 1 1 01,               ,     P  8e     ,0.0842,0.73,-0.005259,0,0.070501823,0.73,0,0,0,1,0,0,0.112,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6794242,2,3,6301.740261,4.99E-30,0.004964,2102.4414,127,125,2102.4414,       3 1 1 12,       0 1 1 01,               ,     R 62f     ,0.0652,0.7,-0.00805,0,0.077290354,0.7,0,0,0,1,0,0,0.068,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6794243,2,1,6301.759819,5.44E-26,0.0187,1313.5221,15,17,1313.5221,       4 0 0 13,       1 0 0 02,               ,     P  8e     ,0.0844,0.73,-0.00527,0,0.071472206,0.73,0,0,0,1,0,0,0.112,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6794244,2,4,6301.76821,1.42E-28,0.006604,692.0601,90,102,692.0601,       3 1 1 12,       0 1 1 01,               ,     P  8f     ,0.0842,0.73,-0.005259,0,0.070501823,0.73,0,0,0,1,0,0,0.112,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6794245,2,1,6301.774801,2.69E-27,0.01562,2080.9316,37,39,2080.9316,       4 1 1 13,       1 1 1 02,               ,     P 19e     ,0.0736,0.7,-0.006804,0,0.079413562,0.7,0,0,0,1,0,0,0.101,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6794246,2,1,6301.781016,1.60E-30,1.39E-05,2184.4949,41,43,2184.4949,       5 2 2 02,       0 3 3 01,               ,     P 21e     ,0.0723,0.71,-0.00635,0,0.076766443,0.71,0,0,0,1,0,0,0.099,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6794247,2,1,6301.794433,1.55E-28,0.006345,2719.9028,117,119,2719.9028,       3 2 2 12,       0 2 2 01,               ,     P 59f     ,0.0661,0.71,-0.007913,0,0.076766443,0.71,0,0,0,1,0,0,0.07,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6794248,2,4,6301.799247,2.50E-27,0.005664,7.5722,66,54,7.5722,       3 0 0 12,       0 0 0 01,               ,     R  4e     ,0.0858,0.7,-0.0045,0,0.078335359,0.7,0,0,0,1,0,0,0.116,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6794249,2,5,6301.879658,1.94E-29,0.0008657,412.9506,138,134,412.9506,       3 0 0 11,       0 0 0 01,               ,     R 33e     ,0.0683,0.76,-0.007303,0,0.061015621,0.76,0,0,0,1,0,0,0.087,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6794250,2,4,6301.89551,3.07E-30,0.01191,1376.7849,30,18,1376.7849,       4 0 0 12,       1 0 0 01,               ,     R  1e     ,0.0891,0.78,-0.004664,0,0.05744593,0.78,0,0,0,1,0,0,0.12,0.78,0,0,0.073333333,0.78,0,0,0,1,0,0
6794251,2,1,6301.912103,1.10E-30,1.85E-05,2394.5393,59,57,2394.5393,       2 2 2 23,       1 1 1 01,               ,     R 28f     ,0.0695,0.75,-0.007862,0,0.066177969,0.75,0,0,0,1,0,0,0.092,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0
6794252,2,1,6301.915677,1.06E-30,7.49E-06,2332.9822,103,101,2332.9822,       2 4 4 12,       0 2 2 01,               ,     R 50e     ,0.0672,0.73,-0.007639,0,0.071472206,0.73,0,0,0,1,0,0,0.074,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6794253,2,3,6301.923065,7.44E-30,3.36E-06,15.4635,11,13,15.4635,       5 0 0 05,       0 0 0 01,               ,     P  6e     ,0.086,0.75,-0.005115,0,0.064408629,0.75,0,0,0,1,0,0,0.115,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0
6794254,2,1,6301.935894,9.87E-29,0.001318,2462.6758,103,105,2462.6758,       2 1 1 23,       1 0 0 01,               ,     P 52e     ,0.0672,0.73,-0.008281,0,0.071472206,0.73,0,0,0,1,0,0,0.073,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6794255,2,5,6301.942204,2.57E-30,0.001345,710.3918,50,54,710.3918,       3 1 1 11,       0 1 1 01,               ,     P 13e     ,0.0786,0.69,-0.006016,0,0.078811844,0.69,0,0,0,1,0,0,0.105,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6794256,2,2,6302.000653,1.01E-30,2.63E-05,1513.3914,94,94,1513.3914,       1 3 3 22,       0 2 2 01,               ,     Q 23f     ,0.0711,0.73,-0.007588,0,0.070502643,0.73,0,0,0,1,0,0,0.097,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6794257,2,1,6302.009248,9.37E-27,0.006604,1869.2648,109,111,1869.2648,       3 1 1 12,       0 1 1 01,               ,     P 55e     ,0.0667,0.72,-0.007775,0,0.074119325,0.72,0,0,0,1,0,0,0.072,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6794258,2,5,6302.058833,2.58E-30,0.001347,710.4952,50,54,710.4952,       3 1 1 11,       0 1 1 01,               ,     P 13f     ,0.0786,0.69,-0.006016,0,0.078811844,0.69,0,0,0,1,0,0,0.105,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6794259,2,1,6302.064971,3.90E-30,1.82E-06,1827.9724,135,137,1827.9724,       3 3 3 01,       0 0 0 01,               ,     P 68e     ,0.0644,0.68,-0.007636,0,0.0847078,0.68,0,0,0,1,0,0,0.067,0.68,0,0,0.106666667,0.68,0,0,0,1,0,0
6794260,2,1,6302.10332,2.53E-29,9.44E-06,1589.6566,53,51,1589.6566,       5 1 1 02,       0 2 2 01,               ,     R 25f     ,0.0701,0.74,-0.006563,0,0.068825087,0.74,0,0,0,1,0,0,0.095,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6794261,2,1,6302.104825,8.06E-29,6.39E-05,1805.2523,71,73,1805.2523,       5 1 1 02,       1 0 0 02,               ,     P 36e     ,0.0685,0.76,-0.006789,0,0.06353085,0.76,0,0,0,1,0,0,0.085,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6794262,2,2,6302.11036,8.33E-30,0.0002152,1723.0239,262,266,1723.0239,       1 1 1 22,       0 0 0 01,               ,     P 66e     ,0.0648,0.69,-0.008847,0,0.080947479,0.69,0,0,0,1,0,0,0.068,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6794263,2,1,6302.123539,1.22E-30,7.00E-05,2641.7456,57,55,2641.7456,       4 1 1 11,       0 0 0 11,               ,     R 27e     ,0.0696,0.74,-0.00664,0,0.068825087,0.74,0,0,0,1,0,0,0.093,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6794264,2,2,6302.139579,1.06E-29,1.05E-05,767.9924,66,70,767.9924,       2 0 0 23,       0 1 1 01,               ,     P 17e     ,0.0751,0.69,-0.00715,0,0.080947479,0.69,0,0,0,1,0,0,0.102,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6794265,2,1,6302.142664,8.63E-25,0.006901,917.0573,95,97,917.0573,       3 0 0 12,       0 0 0 01,               ,     P 48e     ,0.0675,0.74,-0.00757,0,0.068825087,0.74,0,0,0,1,0,0,0.075,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6794266,2,1,6302.14444,1.05E-30,1.62E-05,2371.9336,57,55,2371.9336,       2 2 2 23,       1 1 1 01,               ,     R 27e     ,0.0697,0.74,-0.007828,0,0.068825087,0.74,0,0,0,1,0,0,0.093,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6794267,2,1,6302.149117,1.12E-30,0.003785,3570.6799,89,91,3570.6799,       3 1 1 23,       1 2 2 01,               ,     P 45f     ,0.0679,0.75,-0.008135,0,0.066177969,0.75,0,0,0,1,0,0,0.078,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0
6794268,2,1,6302.150794,3.20E-30,0.01363,3495.7874,49,51,3495.7874,       4 3 3 13,       1 3 3 02,               ,     P 25e     ,0.0705,0.73,-0.007133,0,0.071472206,0.73,0,0,0,1,0,0,0.096,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6794269,2,1,6302.160473,2.24E-28,0.04533,2713.9932,23,21,2713.9932,       5 0 0 13,       2 0 0 02,               ,     R 10e     ,0.0811,0.7,-0.005618,0,0.079413562,0.7,0,0,0,1,0,0,0.108,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6794270,2,3,6302.171005,4.03E-30,0.004949,2148.8337,129,127,2148.8337,       3 1 1 12,       0 1 1 01,               ,     R 63f     ,0.065,0.7,-0.0081,0,0.077290354,0.7,0,0,0,1,0,0,0.068,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6794271,2,2,6302.178453,1.85E-29,0.0009707,1730.7939,134,138,1730.7939,       4 0 0 12,       1 0 0 02,               ,     P 34e     ,0.0686,0.76,-0.007347,0,0.062669016,0.76,0,0,0,1,0,0,0.087,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6794272,2,2,6302.205728,1.05E-30,2.61E-05,1495.3857,90,90,1495.3857,       1 3 3 22,       0 2 2 01,               ,     Q 22e     ,0.0715,0.72,-0.00753,0,0.073113852,0.72,0,0,0,1,0,0,0.098,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6794273,2,1,6302.252876,8.70E-29,2.37E-06,1105.5066,69,67,1105.5066,       2 3 3 12,       0 1 1 01,               ,     R 33e     ,0.0688,0.76,-0.00735,0,0.06353085,0.76,0,0,0,1,0,0,0.087,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6794274,2,6,6302.279617,1.11E-29,0.001335,159.0006,468,492,159.0006,       3 0 0 11,       0 0 0 01,               ,     P 20e     ,0.0726,0.7,-0.006833,0,0.077286927,0.7,0,0,0,1,0,0,0.099,0.7,0,0,0.1,0.7,0,0,0,1,0,0
6794275,2,1,6302.301287,8.70E-29,2.63E-06,1132.7803,71,69,1132.7803,       2 3 3 12,       0 1 1 01,               ,     R 34f     ,0.0687,0.76,-0.007362,0,0.06353085,0.76,0,0,0,1,0,0,0.086,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6794276,2,1,6302.311011,1.02E-28,0.02368,2961.177,67,65,2961.177,       5 0 0 14,       2 0 0 03,               ,     R 32e     ,0.0689,0.76,-0.007339,0,0.06353085,0.76,0,0,0,1,0,0,0.088,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6794277,2,1,6302.325824,6.57E-29,0.01781,3073.9707,99,101,3073.9707,       4 1 1 12,       1 1 1 01,               ,     P 50f     ,0.0673,0.73,-0.007616,0,0.071472206,0.73,0,0,0,1,0,0,0.074,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6794278,2,1,6302.326701,9.54E-30,0.02235,3346.22,43,41,3346.22,       5 1 1 14,       2 1 1 03,               ,     R 20f     ,0.0724,0.71,-0.006883,0,0.076766443,0.71,0,0,0,1,0,0,0.099,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6794279,2,4,6302.36596,7.09E-30,0.006347,1389.1235,138,150,1389.1235,       3 2 2 12,       0 2 2 01,               ,     P 12e     ,0.0799,0.69,-0.005865,0,0.080946537,0.69,0,0,0,1,0,0,0.107,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6794280,2,4,6302.366418,7.09E-30,0.006347,1389.1235,138,150,1389.1235,       3 2 2 12,       0 2 2 01,               ,     P 12f     ,0.0799,0.69,-0.005865,0,0.080946537,0.69,0,0,0,1,0,0,0.107,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6794281,2,1,6302.373518,3.06E-30,0.0001989,2748.7686,85,83,2748.7686,       6 0 0 02,       1 1 1 01,               ,     R 41e     ,0.068,0.76,-0.006841,0,0.06353085,0.76,0,0,0,1,0,0,0.08,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6794282,2,2,6302.405434,1.09E-30,2.61E-05,1478.1591,86,86,1478.1591,       1 3 3 22,       0 2 2 01,               ,     Q 21f     ,0.072,0.71,-0.007465,0,0.075725061,0.71,0,0,0,1,0,0,0.098,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6794283,2,1,6302.430469,2.62E-29,1.19E-05,1653.0741,59,57,1653.0741,       5 1 1 02,       0 2 2 01,               ,     R 28e     ,0.0694,0.75,-0.006669,0,0.066177969,0.75,0,0,0,1,0,0,0.092,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0
6794284,2,1,6302.460633,9.11E-29,0.01443,2801.3284,45,47,2801.3284,       4 2 2 13,       1 2 2 02,               ,     P 23f     ,0.0714,0.72,-0.00702,0,0.074119325,0.72,0,0,0,1,0,0,0.097,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6794285,2,5,6302.464378,1.76E-29,0.0008626,437.9684,142,138,437.9684,       3 0 0 11,       0 0 0 01,               ,     R 34e     ,0.0682,0.76,-0.007314,0,0.061015621,0.76,0,0,0,1,0,0,0.086,0.76,0,0,0.08,0.76,0,0,0,1,0,0
6794286,2,4,6302.516854,2.94E-27,0.005754,11.3583,78,66,11.3583,       3 0 0 12,       0 0 0 01,               ,     R  5e     ,0.0862,0.75,-0.004748,0,0.065279466,0.75,0,0,0,1,0,0,0.115,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0
6794287,2,4,6302.543274,1.28E-28,0.006641,685.9539,78,90,685.9539,       3 1 1 12,       0 1 1 01,               ,     P  7e     ,0.0853,0.74,-0.005149,0,0.067890644,0.74,0,0,0,1,0,0,0.113,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6794288,2,4,6302.566739,1.28E-28,0.006642,685.9865,78,90,685.9865,       3 1 1 12,       0 1 1 01,               ,     P  7f     ,0.0853,0.74,-0.005149,0,0.067890644,0.74,0,0,0,1,0,0,0.113,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6794289,2,1,6302.572905,9.28E-30,0.02246,3362.0813,45,43,3362.0813,       5 1 1 14,       2 1 1 03,               ,     R 21e     ,0.0718,0.72,-0.006945,0,0.074119325,0.72,0,0,0,1,0,0,0.098,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6794290,2,2,6302.591126,1.75E-29,1.16E-06,316.7848,110,114,316.7848,       2 2 2 11,       0 0 0 01,               ,     P 28e     ,0.0695,0.74,-0.007227,0,0.067891434,0.74,0,0,0,1,0,0,0.093,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6794291,2,2,6302.593042,1.12E-30,2.60E-05,1461.7178,82,82,1461.7178,       1 3 3 22,       0 2 2 01,               ,     Q 20e     ,0.0726,0.71,-0.0074,0,0.075725061,0.71,0,0,0,1,0,0,0.099,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0
6794292,2,3,6302.597565,3.25E-30,0.004934,2195.9585,131,129,2195.9585,       3 1 1 12,       0 1 1 01,               ,     R 64f     ,0.0648,0.69,-0.008147,0,0.0798667,0.69,0,0,0,1,0,0,0.068,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0
6794293,2,4,6302.635853,4.57E-30,0.01277,1378.3,42,30,1378.3,       4 0 0 12,       1 0 0 01,               ,     R  2e     ,0.0883,0.78,-0.004688,0,0.05744593,0.78,0,0,0,1,0,0,0.118,0.78,0,0,0.073333333,0.78,0,0,0,1,0,0
