trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,m,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air,n_y_air,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self,n_y_self
6280925,7,2,13010.52902000,2.76000E-28,0.02158,1178.10970,57,57,       b      0,       X      0,               , P 29Q 28     d,,0.0332,0.63,-0.0091,0,0.113492229,0.63,0,0,0,1,0,0,1,0.035,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280926,7,1,13010.59945000,1.03000E-28,0.01756,2627.42580,57,57,       b      1,       X      1,               , R 27Q 28     d,,0.0332,0.63,-0.0091,0,0.117223643,0.63,0,0,0,1,0,0,1,0.04,0.75,-0.0045529,3.00E-05,0.13,0.75,0,0,0,1,0,0,1
6280928,7,3,13011.70201000,6.96000E-29,0.02341,1130.03180,330,330,       b      0,       X      0,               , P 28Q 27     d,,0.0341,0.63,-0.0091,0,0.115323868,0.63,0,0,0,1,0,0,1,0.036,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280930,7,1,13013.02394000,2.97000E-30,3.00E-07,1082.99170,53,57,       b      0,       X      0,               , P 27O 28     q,,0.0332,0.63,-0.0091,0,0.117223643,0.63,0,0,0,1,0,0,1,0.036,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280931,7,2,13013.93300000,4.04000E-28,0.02259,1101.54000,55,57,       b      0,       X      0,               , P 28P 28     d,,0.0341,0.63,-0.0091,0,0.113492229,0.63,0,0,0,1,0,0,1,0.036,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280932,7,1,13014.29578000,1.63000E-29,7.62E-08,260.68240,21,25,       b      0,       X      0,               , N 13O 12     q,,0.0468,0.72,-0.0074,0,0.088709784,0.72,0,0,0,1,0,0,1,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6280933,7,3,13015.15536000,1.02000E-28,0.02457,1054.06100,318,330,       b      0,       X      0,               , P 27P 27     d,,0.0355,0.63,-0.0091,0,0.115323868,0.63,0,0,0,1,0,0,1,0.037,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280934,7,2,13015.70589000,3.89000E-28,0.02159,1099.76710,55,55,       b      0,       X      0,               , P 28Q 27     d,,0.0341,0.63,-0.0091,0,0.113492229,0.63,0,0,0,1,0,0,1,0.036,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280935,7,3,13016.93135000,9.79000E-29,0.02343,1052.28500,318,318,       b      0,       X      0,               , P 27Q 26     d,,0.0355,0.63,-0.0091,0,0.115323868,0.63,0,0,0,1,0,0,1,0.037,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280936,7,2,13019.01259000,5.63000E-28,0.02264,1025.87920,53,55,       b      0,       X      0,               , P 27P 27     d,,0.0355,0.63,-0.0091,0,0.113492229,0.63,0,0,0,1,0,0,1,0.037,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280937,7,3,13020.28483000,1.41000E-28,0.02464,979.07200,306,318,       b      0,       X      0,               , P 26P 26     d,,0.0365,0.63,-0.0091,0,0.115323868,0.63,0,0,0,1,0,0,1,0.038,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280938,7,2,13020.79373000,5.41000E-28,0.0216,1024.09810,53,53,       b      0,       X      0,               , P 27Q 26     d,,0.0355,0.63,-0.0091,0,0.113492229,0.63,0,0,0,1,0,0,1,0.037,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280940,7,3,13022.06934000,1.36000E-28,0.02344,977.28750,306,306,       b      0,       X      0,               , P 26Q 25     d,,0.0365,0.63,-0.0089,0,0.115323868,0.63,0,0,0,1,0,0,1,0.038,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280942,7,1,13023.48451000,5.78000E-30,3.02E-07,931.33720,49,53,       b      0,       X      0,               , P 25O 26     q,,0.0354,0.63,-0.0091,0,0.117223643,0.63,0,0,0,1,0,0,1,0.037,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280943,7,2,13024.00335000,7.73000E-28,0.0227,952.89500,51,53,       b      0,       X      0,               , P 26P 26     d,,0.0365,0.63,-0.0091,0,0.113492229,0.63,0,0,0,1,0,0,1,0.038,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280944,7,3,13025.32314000,1.93000E-28,0.0247,906.83530,294,306,       b      0,       X      0,               , P 25P 25     d,,0.0375,0.63,-0.0089,0,0.115323868,0.63,0,0,0,1,0,0,1,0.039,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280945,7,2,13025.79275000,7.43000E-28,0.02162,951.10560,51,51,       b      0,       X      0,               , P 26Q 25     d,,0.0365,0.63,-0.0089,0,0.113492229,0.63,0,0,0,1,0,0,1,0.038,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280946,7,3,13027.11621000,1.85000E-28,0.02346,905.04220,294,294,       b      0,       X      0,               , P 25Q 24     d,,0.0375,0.63,-0.0089,0,0.115323868,0.63,0,0,0,1,0,0,1,0.039,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280947,7,2,13028.90545000,1.05000E-27,0.02274,882.59010,49,51,       b      0,       X      0,               , P 25P 25     d,,0.0375,0.63,-0.0089,0,0.113492229,0.63,0,0,0,1,0,0,1,0.039,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280948,7,3,13030.27048000,2.60000E-28,0.02477,837.35360,282,294,       b      0,       X      0,               , P 24P 24     d,,0.0389,0.63,-0.0089,0,0.115323868,0.63,0,0,0,1,0,0,1,0.04,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280949,7,2,13030.70317000,1.00000E-27,0.02163,880.79230,49,49,       b      0,       X      0,               , P 25Q 24     d,,0.0375,0.63,-0.0089,0,0.113492229,0.63,0,0,0,1,0,0,1,0.039,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280951,7,3,13032.07215000,2.49000E-28,0.02347,835.55200,282,282,       b      0,       X      0,               , P 24Q 23     d,,0.0389,0.63,-0.0089,0,0.115323868,0.63,0,0,0,1,0,0,1,0.04,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280953,7,1,13033.29480000,1.97000E-29,8.05E-08,188.85310,17,21,       b      0,       X      0,               , N 11O 10     q,,0.0478,0.73,-0.0075,0,0.085541577,0.73,0,0,0,1,0,0,1,0.048,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6280954,7,1,13033.56974000,1.06000E-29,3.06E-07,791.03310,45,49,       b      0,       X      0,               , P 23O 24     q,,0.0376,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,1,0.039,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280955,7,2,13033.71910000,1.40000E-27,0.02281,814.96720,47,49,       b      0,       X      0,               , P 24P 24     d,,0.0389,0.63,-0.0089,0,0.113492229,0.63,0,0,0,1,0,0,1,0.04,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280956,7,3,13035.12704000,3.45000E-28,0.02484,770.62980,270,282,       b      0,       X      0,               , P 23P 23     d,,0.0399,0.63,-0.0089,0,0.115323868,0.63,0,0,0,1,0,0,1,0.04,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280957,7,2,13035.52517000,1.34000E-27,0.02164,813.16110,47,47,       b      0,       X      0,               , P 24Q 23     d,,0.0389,0.63,-0.0089,0,0.113492229,0.63,0,0,0,1,0,0,1,0.04,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280958,7,3,13036.93736000,3.30000E-28,0.02349,768.81950,270,270,       b      0,       X      0,               , P 23Q 22     d,,0.0399,0.63,-0.0089,0,0.115323868,0.63,0,0,0,1,0,0,1,0.04,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280959,7,2,13038.44447000,1.84000E-27,0.02288,750.02890,45,47,       b      0,       X      0,               , P 23P 23     d,,0.0399,0.63,-0.0089,0,0.113492229,0.63,0,0,0,1,0,0,1,0.04,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280960,7,3,13039.89298000,4.52000E-28,0.02491,706.66640,258,270,       b      0,       X      0,               , P 22P 22     d,,0.0409,0.63,-0.0089,0,0.115323868,0.63,0,0,0,1,0,0,1,0.041,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280961,7,2,13040.25893000,1.76000E-27,0.02165,748.21440,45,45,       b      0,       X      0,               , P 23Q 22     d,,0.0399,0.63,-0.0089,0,0.113492229,0.63,0,0,0,1,0,0,1,0.04,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280963,7,3,13041.71201000,4.30000E-28,0.02351,704.84740,258,258,       b      0,       X      0,               , P 22Q 21     d,,0.0409,0.63,-0.0089,0,0.115323868,0.63,0,0,0,1,0,0,1,0.041,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280965,7,2,13043.08171000,2.39000E-27,0.02295,687.77770,43,45,       b      0,       X      0,               , P 22P 22     d,,0.0409,0.63,-0.0089,0,0.113492229,0.63,0,0,0,1,0,0,1,0.041,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280966,7,1,13043.28109000,1.82000E-29,3.08E-07,662.10200,41,45,       b      0,       X      0,               , P 21O 22     q,,0.0398,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,1,0.041,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280967,7,3,13044.56848000,5.81000E-28,0.025,645.46600,246,258,       b      0,       X      0,               , P 21P 21     d,,0.0416,0.63,-0.0089,0,0.115323868,0.63,0,0,0,1,0,0,1,0.042,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280968,7,2,13044.90462000,2.27000E-27,0.02167,685.95480,43,43,       b      0,       X      0,               , P 22Q 21     d,,0.0409,0.63,-0.0089,0,0.113492229,0.63,0,0,0,1,0,0,1,0.041,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280969,7,3,13046.39626000,5.52000E-28,0.02353,643.63820,246,246,       b      0,       X      0,               , P 21Q 20     d,,0.0416,0.64,-0.0085,0,0.112207006,0.64,0,0,0,1,0,0,1,0.042,0.64,0,0,0.12,0.64,0,0,0,1,0,0,1
6280970,7,2,13047.63098000,3.05000E-27,0.02303,628.21600,41,43,       b      0,       X      0,               , P 21P 21     d,,0.0416,0.63,-0.0089,0,0.113492229,0.63,0,0,0,1,0,0,1,0.042,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0,1
6280971,7,3,13049.15366000,7.37000E-28,0.02509,587.03090,234,246,       b      0,       X      0,               , P 20P 20     d,,0.0426,0.64,-0.0085,0,0.112207006,0.64,0,0,0,1,0,0,1,0.042,0.64,0,0,0.12,0.64,0,0,0,1,0,0,1
6280972,7,2,13049.46239000,2.89000E-27,0.02169,626.38460,41,41,       b      0,       X      0,               , P 21Q 20     d,,0.0416,0.64,-0.0085,0,0.110424871,0.64,0,0,0,1,0,0,1,0.042,0.64,0,0,0.12,0.64,0,0,0,1,0,0,1
6280974,7,3,13050.99028000,6.97000E-28,0.02354,585.19430,234,234,       b      0,       X      0,               , P 20Q 19     d,,0.0426,0.64,-0.0083,0,0.112207006,0.64,0,0,0,1,0,0,1,0.042,0.64,0,0,0.12,0.64,0,0,0,1,0,0,1
6280975,7,1,13051.93672000,2.19000E-29,8.75E-08,128.49200,13,17,       b      0,       X      0,               , N  9O  8     q,,0.0491,0.74,-0.0073,0,0.082373371,0.74,0,0,0,1,0,0,1,0.049,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6280976,7,2,13052.09241000,3.83000E-27,0.02312,571.34600,39,41,       b      0,       X      0,               , P 20P 20     d,,0.0426,0.64,-0.0085,0,0.110424871,0.64,0,0,0,1,0,0,1,0.042,0.64,0,0,0.12,0.64,0,0,0,1,0,0,1
6280978,7,1,13052.61983000,2.94000E-29,3.12E-07,544.56510,37,41,       b      0,       X      0,               , P 19O 20     q,,0.0417,0.64,-0.0085,0,0.114055436,0.64,0,0,0,1,0,0,1,0.042,0.64,0,0,0.12,0.64,0,0,0,1,0,0,1
6280979,7,3,13053.64867000,9.19000E-28,0.0252,531.36350,222,234,       b      0,       X      0,               , P 19P 19     d,,0.0433,0.64,-0.0083,0,0.112207006,0.64,0,0,0,1,0,0,1,0.043,0.64,0,0,0.12,0.64,0,0,0,1,0,0,1
6280980,7,2,13053.93239000,3.63000E-27,0.02171,569.50610,39,39,       b      0,       X      0,               , P 20Q 19     d,,0.0426,0.64,-0.0083,0,0.110424871,0.64,0,0,0,1,0,0,1,0.042,0.64,0,0,0.12,0.64,0,0,0,1,0,0,1
6280981,7,3,13055.49421000,8.67000E-28,0.02356,529.51800,222,222,       b      0,       X      0,               , P 19Q 18     d,,0.0433,0.65,-0.0078,0,0.109090145,0.65,0,0,0,1,0,0,1,0.043,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6280982,7,2,13056.46613000,4.75000E-27,0.02321,517.17000,37,39,       b      0,       X      0,               , P 19P 19     d,,0.0433,0.64,-0.0083,0,0.110424871,0.64,0,0,0,1,0,0,1,0.043,0.64,0,0,0.12,0.64,0,0,0,1,0,0,1
6280983,7,3,13058.05363000,1.13000E-27,0.02531,478.46600,210,222,       b      0,       X      0,               , P 18P 18     d,,0.0439,0.65,-0.0078,0,0.109090145,0.65,0,0,0,1,0,0,1,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6280984,7,2,13058.31475000,4.48000E-27,0.02173,515.32140,37,37,       b      0,       X      0,               , P 19Q 18     d,,0.0433,0.65,-0.0078,0,0.107357514,0.65,0,0,0,1,0,0,1,0.043,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6280986,7,3,13059.90818000,1.06000E-27,0.02358,476.61150,210,210,       b      0,       X      0,               , P 18Q 17     d,,0.0439,0.65,-0.0075,0,0.109090145,0.65,0,0,0,1,0,0,1,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6280987,7,2,13060.75226000,5.79000E-27,0.02332,465.69000,35,37,       b      0,       X      0,               , P 18P 18     d,,0.0439,0.65,-0.0078,0,0.107357514,0.65,0,0,0,1,0,0,1,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6280989,7,1,13061.58694000,4.44000E-29,3.16E-07,438.44130,33,37,       b      0,       X      0,               , P 17O 18     q,,0.0434,0.65,-0.0078,0,0.11088723,0.65,0,0,0,1,0,0,1,0.043,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6280990,7,3,13062.36864000,1.36000E-27,0.02544,428.34040,198,210,       b      0,       X      0,               , P 17P 17     d,,0.0446,0.65,-0.0075,0,0.109090145,0.65,0,0,0,1,0,0,1,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6280991,7,2,13062.60961000,5.45000E-27,0.02175,463.83270,35,35,       b      0,       X      0,               , P 18Q 17     d,,0.0439,0.65,-0.0075,0,0.107357514,0.65,0,0,0,1,0,0,1,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6280992,7,3,13064.23231000,1.28000E-27,0.02361,426.47680,198,198,       b      0,       X      0,               , P 17Q 16     d,,0.0446,0.65,-0.0074,0,0.109090145,0.65,0,0,0,1,0,0,1,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6280993,7,2,13064.95089000,6.95000E-27,0.02344,416.90800,33,35,       b      0,       X      0,               , P 17P 17     d,,0.0446,0.65,-0.0075,0,0.107357514,0.65,0,0,0,1,0,0,1,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6280994,7,3,13066.59380000,1.62000E-27,0.02558,380.98870,186,198,       b      0,       X      0,               , P 16P 16     d,,0.0453,0.65,-0.0074,0,0.109090145,0.65,0,0,0,1,0,0,1,0.045,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6280995,7,2,13066.81708000,6.51000E-27,0.02177,415.04180,33,33,       b      0,       X      0,               , P 17Q 16     d,,0.0446,0.65,-0.0074,0,0.107357514,0.65,0,0,0,1,0,0,1,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6280997,7,3,13068.46672000,1.51000E-27,0.02364,379.11580,186,186,       b      0,       X      0,               , P 16Q 15     d,,0.0453,0.66,-0.0074,0,0.105973284,0.66,0,0,0,1,0,0,1,0.045,0.66,0,0,0.113333333,0.66,0,0,0,1,0,0,1
6280998,7,2,13069.06212000,8.21000E-27,0.02356,370.82580,31,33,       b      0,       X      0,               , P 16P 16     d,,0.0453,0.65,-0.0074,0,0.107357514,0.65,0,0,0,1,0,0,1,0.045,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6281000,7,1,13070.18320000,6.27000E-29,3.21E-07,343.74810,29,33,       b      0,       X      0,               , P 15O 16     q,,0.0447,0.65,-0.0074,0,0.11088723,0.65,0,0,0,1,0,0,1,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0,1
6281001,7,1,13070.22159000,2.18000E-29,9.95E-08,79.60700,9,13,       b      0,       X      0,               , N  7O  6     q,,0.0507,0.73,-0.0071,0,0.085541577,0.73,0,0,0,1,0,0,1,0.051,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281002,7,3,13070.72920000,1.89000E-27,0.02575,336.41280,174,186,       b      0,       X      0,               , P 15P 15     d,,0.046,0.66,-0.0074,0,0.105973284,0.66,0,0,0,1,0,0,1,0.045,0.66,0,0,0.113333333,0.66,0,0,0,1,0,0,1
6281003,7,2,13070.93726000,7.66000E-27,0.0218,368.95070,31,31,       b      0,       X      0,               , P 16Q 15     d,,0.0453,0.66,-0.0074,0,0.104290156,0.66,0,0,0,1,0,0,1,0.045,0.66,0,0,0.113333333,0.66,0,0,0,1,0,0,1
6281004,7,3,13072.61153000,1.76000E-27,0.02366,334.53050,174,174,       b      0,       X      0,               , P 15Q 14     d,,0.046,0.67,-0.0074,0,0.102856423,0.67,0,0,0,1,0,0,1,0.045,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6281005,7,2,13073.08602000,9.53000E-27,0.02371,327.44520,29,31,       b      0,       X      0,               , P 15P 15     d,,0.046,0.66,-0.0074,0,0.104290156,0.66,0,0,0,1,0,0,1,0.045,0.66,0,0,0.113333333,0.66,0,0,0,1,0,0,1
6281006,7,3,13074.77489000,2.17000E-27,0.02592,294.61440,162,174,       b      0,       X      0,               , P 14P 14     d,,0.0463,0.67,-0.0074,0,0.102856423,0.67,0,0,0,1,0,0,1,0.046,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6281007,7,2,13074.97027000,8.85000E-27,0.02182,325.56100,29,29,       b      0,       X      0,               , P 15Q 14     d,,0.046,0.67,-0.0074,0,0.101222799,0.67,0,0,0,1,0,0,1,0.045,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6281009,7,3,13076.66683000,2.01000E-27,0.02369,292.72250,162,162,       b      0,       X      0,               , P 14Q 13     d,,0.0463,0.7,-0.0074,0,0.093505839,0.7,0,0,0,1,0,0,1,0.046,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6281010,7,2,13077.02267000,1.09000E-26,0.02389,286.76790,27,29,       b      0,       X      0,               , P 14P 14     d,,0.0463,0.67,-0.0074,0,0.101222799,0.67,0,0,0,1,0,0,1,0.046,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6281012,7,1,13078.40910000,8.24000E-29,3.27E-07,260.50090,25,29,       b      0,       X      0,               , P 13O 14     q,,0.0458,0.67,-0.0074,0,0.104550816,0.67,0,0,0,1,0,0,1,0.046,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6281013,7,3,13078.73096000,2.45000E-27,0.02614,255.59520,150,162,       b      0,       X      0,               , P 13P 13     d,,0.047,0.7,-0.0074,0,0.093505839,0.7,0,0,0,1,0,0,1,0.046,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6281014,7,2,13078.91621000,1.01000E-26,0.02185,284.87440,27,27,       b      0,       X      0,               , P 14Q 13     d,,0.0463,0.7,-0.0074,0,0.092020726,0.7,0,0,0,1,0,0,1,0.046,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6281015,7,3,13080.63274000,2.25000E-27,0.02373,253.69340,150,150,       b      0,       X      0,               , P 13Q 12     d,,0.047,0.72,-0.0074,0,0.087272116,0.72,0,0,0,1,0,0,1,0.046,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281016,7,2,13080.87212000,1.22000E-26,0.02407,248.79540,25,27,       b      0,       X      0,               , P 13P 13     d,,0.047,0.7,-0.0074,0,0.092020726,0.7,0,0,0,1,0,0,1,0.046,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6281017,7,3,13082.59743000,2.72000E-27,0.02639,219.35660,138,150,       b      0,       X      0,               , P 12P 12     d,,0.0473,0.72,-0.0074,0,0.087272116,0.72,0,0,0,1,0,0,1,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281018,7,2,13082.77517000,1.12000E-26,0.02188,246.89230,25,25,       b      0,       X      0,               , P 13Q 12     d,,0.047,0.72,-0.0074,0,0.085886011,0.72,0,0,0,1,0,0,1,0.046,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281020,7,3,13084.50936000,2.47000E-27,0.02376,217.44470,138,138,       b      0,       X      0,               , P 12Q 11     d,,0.0473,0.72,-0.00755,0,0.087272116,0.72,0,0,0,1,0,0,1,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281021,7,2,13084.63441000,1.35000E-26,0.02431,213.52910,23,25,       b      0,       X      0,               , P 12P 12     d,,0.0473,0.72,-0.0074,0,0.085886011,0.72,0,0,0,1,0,0,1,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281023,7,1,13086.26482000,1.00000E-28,3.35E-07,188.71340,21,25,       b      0,       X      0,               , P 11O 12     q,,0.0468,0.72,-0.0074,0,0.088709784,0.72,0,0,0,1,0,0,1,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281024,7,3,13086.37435000,2.95000E-27,0.02668,185.90020,126,138,       b      0,       X      0,               , P 11P 11     d,,0.048,0.72,-0.00755,0,0.087272116,0.72,0,0,0,1,0,0,1,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281025,7,2,13086.54725000,1.23000E-26,0.02193,211.61630,23,23,       b      0,       X      0,               , P 12Q 11     d,,0.0473,0.72,-0.00755,0,0.085886011,0.72,0,0,0,1,0,0,1,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281026,7,1,13088.15293000,1.87000E-29,1.29E-07,42.20010,5,9,       b      0,       X      0,               , N  5O  4     q,,0.053,0.72,-0.00645,0,0.088709784,0.72,0,0,0,1,0,0,1,0.053,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281027,7,3,13088.29681000,2.65000E-27,0.02381,183.97770,126,126,       b      0,       X      0,               , P 11Q 10     d,,0.048,0.73,-0.0075,0,0.084155255,0.73,0,0,0,1,0,0,1,0.047,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281028,7,2,13088.30957000,1.46000E-26,0.02458,180.97050,21,23,       b      0,       X      0,               , P 11P 11     d,,0.048,0.72,-0.00755,0,0.085886011,0.72,0,0,0,1,0,0,1,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6281029,7,3,13090.06173000,3.14000E-27,0.02704,155.22710,114,126,       b      0,       X      0,               , P 10P 10     d,,0.0483,0.73,-0.0075,0,0.084155255,0.73,0,0,0,1,0,0,1,0.048,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281030,7,2,13090.23257000,1.31000E-26,0.02197,179.04750,21,21,       b      0,       X      0,               , P 11Q 10     d,,0.048,0.73,-0.0075,0,0.082818654,0.73,0,0,0,1,0,0,1,0.047,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281032,7,2,13091.89764000,1.54000E-26,0.0249,151.12070,19,21,       b      0,       X      0,               , P 10P 10     d,,0.0483,0.73,-0.0075,0,0.082818654,0.73,0,0,0,1,0,0,1,0.048,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281033,7,3,13091.99523000,2.79000E-27,0.02386,153.29360,114,114,       b      0,       X      0,               , P 10Q  9     d,,0.0483,0.74,-0.0075,0,0.081038394,0.74,0,0,0,1,0,0,1,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281035,7,3,13093.65960000,3.26000E-27,0.02747,127.33870,102,114,       b      0,       X      0,               , P  9P  9     d,,0.049,0.74,-0.0075,0,0.081038394,0.74,0,0,0,1,0,0,1,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281036,7,1,13093.75013000,1.12000E-28,3.45E-07,128.39770,17,21,       b      0,       X      0,               , P  9O 10     q,,0.0478,0.73,-0.0075,0,0.085541577,0.73,0,0,0,1,0,0,1,0.048,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281037,7,2,13093.83126000,1.38000E-26,0.02202,149.18710,19,19,       b      0,       X      0,               , P 10Q  9     d,,0.0483,0.74,-0.0075,0,0.079751296,0.74,0,0,0,1,0,0,1,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281038,7,2,13095.39861000,1.60000E-26,0.02531,123.98090,17,19,       b      0,       X      0,               , P  9P  9     d,,0.049,0.74,-0.0075,0,0.079751296,0.74,0,0,0,1,0,0,1,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281039,7,3,13095.60482000,2.87000E-27,0.02393,125.39350,102,102,       b      0,       X      0,               , P  9Q  8     d,,0.049,0.74,-0.0073,0,0.081038394,0.74,0,0,0,1,0,0,1,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281040,7,3,13097.16793000,3.32000E-27,0.02803,102.23610,90,102,       b      0,       X      0,               , P  8P  8     d,,0.0497,0.74,-0.0073,0,0.081038394,0.74,0,0,0,1,0,0,1,0.049,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281041,7,2,13097.34349000,1.41000E-26,0.0221,122.03600,17,17,       b      0,       X      0,               , P  9Q  8     d,,0.049,0.74,-0.0073,0,0.079751296,0.74,0,0,0,1,0,0,1,0.048,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281042,7,2,13098.81248000,1.62000E-26,0.02582,99.55210,15,17,       b      0,       X      0,               , P  8P  8     d,,0.0497,0.74,-0.0073,0,0.079751296,0.74,0,0,0,1,0,0,1,0.049,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6281044,7,3,13099.12585000,2.87000E-27,0.02401,100.27820,90,90,       b      0,       X      0,               , P  8Q  7     d,,0.0497,0.73,-0.007,0,0.084155255,0.73,0,0,0,1,0,0,1,0.049,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6281045,7,3,13100.58673000,3.28000E-27,0.02875,79.92010,78,90,       b      0,       X      0,               , P  7P  7     d,,0.0507,0.73,-0.007,0,0.084155255,0.73,0,0,0,1,0,0,1,0.05,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
