trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,elower,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self
6280160,7,2,7877.673594,1.637e-29,3.392e-05,569.5061,41.0,39.0,569.5061,       a      0,       X      0,               , Q 20R 19     d,0.038,0.8,-0.004502,0.0,0.06134715082083735,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.04,0.8,0.0,0.0,0.06666666666666665,0.8,0.0,0.0,0.0,1.0,0.0,0.0
6280161,7,3,7877.864562,2.108e-29,0.0001136,380.9887,198.0,198.0,380.9887,       a      0,       X      0,               , Q 16Q 16     d,0.0427,0.83,-0.00427,0.0,0.052986641957713826,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280162,7,3,7877.903804,2.649e-30,2.483e-05,529.2285,234.0,246.0,529.2285,       a      0,       X      0,               , Q 19P 20     d,0.0392,0.81,-0.004449,0.0,0.05922036454097424,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.041,0.81,0.0,0.0,0.06333333333333331,0.81,0.0,0.0,0.0,1.0,0.0,0.0
6280163,7,2,7877.973789,1.256e-29,2.599e-05,569.2059,41.0,43.0,569.2059,       a      0,       X      0,               , Q 20P 21     d,0.038,0.8,-0.0048,0.0,0.06134715082083735,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.04,0.8,0.0,0.0,0.06666666666666665,0.8,0.0,0.0,0.0,1.0,0.0,0.0
6280164,7,2,7877.986934,1.023e-28,0.0001183,416.908,35.0,35.0,416.908,       a      0,       X      0,               , Q 17Q 17     d,0.0416,0.81,-0.004333,0.0,0.058279793279795475,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.042,0.81,0.0,0.0,0.06333333333333331,0.81,0.0,0.0,0.0,1.0,0.0,0.0
6280165,7,1,7878.190449,1.355e-26,3.31e-05,438.701,35.0,33.0,438.701,       a      0,       X      0,               , Q 17R 16     d,0.0424,0.81,-0.004333,0.0,0.06019592464961487,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.81,0.0,0.0,0.06333333333333331,0.81,0.0,0.0,0.0,1.0,0.0,0.0
6280166,7,3,7878.361385,4.319e-30,3.305e-05,476.6115,222.0,210.0,476.6115,       a      0,       X      0,               , Q 18R 17     d,0.0404,0.81,-0.004393,0.0,0.05922036454097424,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.041,0.81,0.0,0.0,0.06333333333333331,0.81,0.0,0.0,0.0,1.0,0.0,0.0
6280167,7,2,7878.438483,2.04e-29,3.415e-05,515.3214,39.0,37.0,515.3214,       a      0,       X      0,               , Q 19R 18     d,0.0392,0.81,-0.004449,0.0,0.058279793279795475,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.041,0.81,0.0,0.0,0.06333333333333331,0.81,0.0,0.0,0.0,1.0,0.0,0.0
6280168,7,1,7878.450119,9.983e-27,2.436e-05,438.4413,35.0,37.0,438.4413,       a      0,       X      0,               , Q 17P 18     d,0.0424,0.81,-0.004333,0.0,0.06019592464961487,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.81,0.0,0.0,0.06333333333333331,0.81,0.0,0.0,0.0,1.0,0.0,0.0
6280169,7,3,7878.484425,2.457e-29,0.0001135,336.4128,186.0,186.0,336.4128,       a      0,       X      0,               , Q 15Q 15     d,0.0438,0.83,-0.004202,0.0,0.052986641957713826,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280170,7,2,7878.627967,1.205e-28,0.0001181,370.8258,33.0,33.0,370.8258,       a      0,       X      0,               , Q 16Q 16     d,0.0427,0.83,-0.00427,0.0,0.05214507819771177,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280171,7,3,7878.632891,3.225e-30,2.465e-05,476.34,222.0,234.0,476.34,       a      0,       X      0,               , Q 18P 19     d,0.0404,0.81,-0.004393,0.0,0.05922036454097424,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.041,0.81,0.0,0.0,0.06333333333333331,0.81,0.0,0.0,0.0,1.0,0.0,0.0
6280172,7,1,7878.71141,2.072e-29,3.719e-05,1743.0133,27.0,25.0,1743.0133,       a      1,       X      1,               , S 11R 12     d,0.0459,0.83,0.0,0.0,0.053859511528602806,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.045,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280173,7,2,7878.721381,1.543e-29,2.58e-05,515.0385,39.0,41.0,515.0385,       a      0,       X      0,               , Q 19P 20     d,0.0392,0.81,-0.004449,0.0,0.058279793279795475,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.041,0.81,0.0,0.0,0.06333333333333331,0.81,0.0,0.0,0.0,1.0,0.0,0.0
6280174,7,1,7878.805547,8.378e-26,0.0001127,262.5827,27.0,27.0,262.5827,       a      0,       X      0,               , Q 13Q 13     d,0.046,0.83,-0.004052,0.0,0.053859511528602806,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.046,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280175,7,3,7879.065085,2.813e-29,0.0001134,294.6144,174.0,174.0,294.6144,       a      0,       X      0,               , Q 14Q 14     d,0.0449,0.83,-0.00413,0.0,0.052986641957713826,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.044,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280176,7,3,7879.069068,5.256e-30,3.333e-05,426.4768,210.0,198.0,426.4768,       a      0,       X      0,               , Q 17R 16     d,0.0416,0.81,-0.004334,0.0,0.05922036454097424,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.042,0.81,0.0,0.0,0.06333333333333331,0.81,0.0,0.0,0.0,1.0,0.0,0.0
6280177,7,2,7879.164951,2.504e-29,3.441e-05,463.8327,37.0,35.0,463.8327,       a      0,       X      0,               , Q 18R 17     d,0.0404,0.81,-0.004393,0.0,0.058279793279795475,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.041,0.81,0.0,0.0,0.06333333333333331,0.81,0.0,0.0,0.0,1.0,0.0,0.0
6280178,7,2,7879.230796,1.397e-28,0.0001181,327.4452,31.0,31.0,327.4452,       a      0,       X      0,               , Q 15Q 15     d,0.0438,0.83,-0.004202,0.0,0.05214507819771177,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280179,7,3,7879.322395,3.859e-30,2.444e-05,426.2234,210.0,222.0,426.2234,       a      0,       X      0,               , Q 17P 18     d,0.0416,0.81,-0.004334,0.0,0.05922036454097424,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.042,0.81,0.0,0.0,0.06333333333333331,0.81,0.0,0.0,0.0,1.0,0.0,0.0
6280180,7,2,7879.430405,1.866e-29,2.561e-05,463.5672,37.0,39.0,463.5672,       a      0,       X      0,               , Q 18P 19     d,0.0404,0.81,-0.004393,0.0,0.058279793279795475,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.041,0.81,0.0,0.0,0.06333333333333331,0.81,0.0,0.0,0.0,1.0,0.0,0.0
6280182,7,1,7879.52858,1.945e-26,3.386e-05,343.9694,31.0,29.0,343.9694,       a      0,       X      0,               , Q 15R 14     d,0.0443,0.83,-0.004202,0.0,0.053859511528602806,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.045,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280183,7,3,7879.606632,3.162e-29,0.0001133,255.5952,162.0,162.0,255.5952,       a      0,       X      0,               , Q 13Q 13     d,0.0459,0.83,-0.004053,0.0,0.052986641957713826,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.045,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280184,7,3,7879.737482,6.296e-30,3.364e-05,379.1158,198.0,186.0,379.1158,       a      0,       X      0,               , Q 16R 15     d,0.0427,0.83,-0.004271,0.0,0.052986641957713826,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280185,7,1,7879.749886,1.371e-26,2.384e-05,343.7481,31.0,33.0,343.7481,       a      0,       X      0,               , Q 15P 16     d,0.0443,0.83,-0.004203,0.0,0.053859511528602806,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.045,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280186,7,2,7879.795512,1.591e-28,0.000118,286.7679,29.0,29.0,286.7679,       a      0,       X      0,               , Q 14Q 14     d,0.0449,0.83,-0.00413,0.0,0.05214507819771177,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.044,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280187,7,1,7879.801581,1.008e-25,0.0001123,190.7748,23.0,23.0,190.7748,       a      0,       X      0,               , Q 11Q 11     d,0.0477,0.84,-0.003879,0.0,0.05069130496809676,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.048,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280189,7,2,7879.853119,3.028e-29,3.471e-05,415.0418,35.0,33.0,415.0418,       a      0,       X      0,               , Q 17R 16     d,0.0416,0.81,-0.004334,0.0,0.058279793279795475,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.042,0.81,0.0,0.0,0.06333333333333331,0.81,0.0,0.0,0.0,1.0,0.0,0.0
6280190,7,3,7879.972412,4.535e-30,2.42e-05,378.8809,198.0,210.0,378.8809,       a      0,       X      0,               , Q 16P 17     d,0.0427,0.83,-0.004271,0.0,0.052986641957713826,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280191,7,2,7880.100957,2.218e-29,2.539e-05,414.794,35.0,37.0,414.794,       a      0,       X      0,               , Q 17P 18     d,0.0416,0.81,-0.004334,0.0,0.058279793279795475,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.042,0.81,0.0,0.0,0.06333333333333331,0.81,0.0,0.0,0.0,1.0,0.0,0.0
6280192,7,3,7880.109149,3.485e-29,0.0001131,219.3566,150.0,150.0,219.3566,       a      0,       X      0,               , Q 12Q 12     d,0.0469,0.85,-0.00397,0.0,0.04675291937445337,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.046,0.85,0.0,0.0,0.05,0.85,0.0,0.0,0.0,1.0,0.0,0.0
6280193,7,2,7880.322199,1.779e-28,0.0001178,248.7954,27.0,27.0,248.7954,       a      0,       X      0,               , Q 13Q 13     d,0.0459,0.83,-0.004053,0.0,0.05214507819771177,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.045,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280194,7,3,7880.366757,7.421e-30,3.399e-05,334.5305,186.0,174.0,334.5305,       a      0,       X      0,               , Q 15R 14     d,0.0438,0.83,-0.004203,0.0,0.052986641957713826,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280195,7,2,7880.503111,3.605e-29,3.504e-05,368.9507,33.0,31.0,368.9507,       a      0,       X      0,               , Q 16R 15     d,0.0427,0.83,-0.004271,0.0,0.05214507819771177,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280196,7,3,7880.572714,3.764e-29,0.0001128,185.9002,138.0,138.0,185.9002,       a      0,       X      0,               , Q 11Q 11     d,0.0478,0.84,-0.00388,0.0,0.0498697806660836,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.047,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280197,7,3,7880.583027,5.233e-30,2.394e-05,334.3142,186.0,198.0,334.3142,       a      0,       X      0,               , Q 15P 16     d,0.0438,0.83,-0.004203,0.0,0.052986641957713826,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280198,7,1,7880.637233,1.107e-25,0.0001114,130.4375,19.0,19.0,130.4375,       a      0,       X      0,               , Q  9Q  9     d,0.0495,0.84,-0.003678,0.0,0.05069130496809676,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280199,7,1,7880.705802,2.597e-26,3.464e-05,260.6824,27.0,25.0,260.6824,       a      0,       X      0,               , Q 13R 12     d,0.046,0.83,-0.004053,0.0,0.053859511528602806,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.046,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280200,7,2,7880.733129,2.59e-29,2.514e-05,368.7207,33.0,35.0,368.7207,       a      0,       X      0,               , Q 16P 17     d,0.0427,0.83,-0.004271,0.0,0.05214507819771177,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280201,7,2,7880.810936,1.951e-28,0.0001176,213.5291,25.0,25.0,213.5291,       a      0,       X      0,               , Q 12Q 12     d,0.0469,0.85,-0.00397,0.0,0.04601036311562803,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.046,0.85,0.0,0.0,0.05,0.85,0.0,0.0,0.0,1.0,0.0,0.0
6280202,7,1,7880.887361,1.737e-26,2.315e-05,260.5009,27.0,29.0,260.5009,       a      0,       X      0,               , Q 13P 14     d,0.046,0.83,-0.004053,0.0,0.053859511528602806,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.046,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280203,7,3,7880.957023,8.606e-30,3.439e-05,292.7225,174.0,162.0,292.7225,       a      0,       X      0,               , Q 14R 13     d,0.0449,0.83,-0.004131,0.0,0.052986641957713826,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.044,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280204,7,3,7880.997398,3.977e-29,0.0001125,155.2271,126.0,126.0,155.2271,       a      0,       X      0,               , Q 10Q 10     d,0.0487,0.84,-0.003783,0.0,0.0498697806660836,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.047,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280205,7,2,7881.115046,4.225e-29,3.54e-05,325.561,31.0,29.0,325.561,       a      0,       X      0,               , Q 15R 14     d,0.0438,0.83,-0.004203,0.0,0.05214507819771177,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280206,7,3,7881.154315,5.922e-30,2.364e-05,292.5252,174.0,186.0,292.5252,       a      0,       X      0,               , Q 14P 15     d,0.0449,0.83,-0.004131,0.0,0.052986641957713826,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.044,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280207,7,2,7881.261797,2.098e-28,0.0001173,180.9705,23.0,23.0,180.9705,       a      0,       X      0,               , Q 11Q 11     d,0.0478,0.84,-0.00388,0.0,0.0490777206566699,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.047,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280208,7,1,7881.313035,1.095e-25,0.0001101,81.5805,15.0,15.0,81.5805,       a      0,       X      0,               , Q  7Q  7     d,0.0515,0.84,-0.003439,0.0,0.05069130496809676,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.051,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280209,7,2,7881.326999,2.971e-29,2.487e-05,325.349,31.0,33.0,325.349,       a      0,       X      0,               , Q 15P 16     d,0.0438,0.83,-0.004203,0.0,0.05214507819771177,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280210,7,3,7881.383267,4.104e-29,0.0001121,127.3387,114.0,114.0,127.3387,       a      0,       X      0,               , Q  9Q  9     d,0.0496,0.84,-0.003678,0.0,0.0498697806660836,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.048,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280211,7,3,7881.508415,9.817e-30,3.486e-05,253.6934,162.0,150.0,253.6934,       a      0,       X      0,               , Q 13R 12     d,0.0459,0.83,-0.004054,0.0,0.052986641957713826,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.045,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280212,7,2,7881.67485,2.208e-28,0.000117,151.1207,21.0,21.0,151.1207,       a      0,       X      0,               , Q 10Q 10     d,0.0487,0.84,-0.003783,0.0,0.0490777206566699,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.047,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280213,7,3,7881.686337,6.569e-30,2.331e-05,253.5155,162.0,174.0,253.5155,       a      0,       X      0,               , Q 13P 14     d,0.0459,0.83,-0.004054,0.0,0.052986641957713826,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.045,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280214,7,2,7881.689049,4.873e-29,3.582e-05,284.8744,29.0,27.0,284.8744,       a      0,       X      0,               , Q 14R 13     d,0.0449,0.83,-0.004131,0.0,0.05214507819771177,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.044,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280215,7,1,7881.723326,3.242e-26,3.581e-05,188.8531,23.0,21.0,188.8531,       a      0,       X      0,               , Q 11R 10     d,0.0477,0.84,-0.00388,0.0,0.05069130496809676,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.048,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280216,7,3,7881.73038,4.125e-29,0.0001114,102.2361,102.0,102.0,102.2361,       a      0,       X      0,               , Q  8Q  8     d,0.0504,0.84,-0.003564,0.0,0.0498697806660836,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.049,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280217,7,1,7881.829416,9.309e-26,0.0001064,44.2117,11.0,11.0,44.2117,       a      0,       X      0,               , Q  5Q  5     d,0.0535,0.84,-0.003153,0.0,0.05069130496809676,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.052,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280218,7,1,7881.863012,2.029e-26,2.24e-05,188.7134,23.0,25.0,188.7134,       a      0,       X      0,               , Q 11P 12     d,0.0477,0.84,-0.00388,0.0,0.05069130496809676,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.048,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280219,7,2,7881.882641,3.344e-29,2.456e-05,284.6808,29.0,31.0,284.6808,       a      0,       X      0,               , Q 14P 15     d,0.0449,0.83,-0.004131,0.0,0.05214507819771177,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.044,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280220,7,3,7882.021078,1.101e-29,3.541e-05,217.4447,150.0,138.0,217.4447,       a      0,       X      0,               , Q 12R 11     d,0.0469,0.85,-0.003971,0.0,0.04675291937445337,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.046,0.85,0.0,0.0,0.05,0.85,0.0,0.0,0.0,1.0,0.0,0.0
6280221,7,3,7882.03879,4.024e-29,0.0001105,79.9201,90.0,90.0,79.9201,       a      0,       X      0,               , Q  7Q  7     d,0.0513,0.84,-0.00344,0.0,0.0498697806660836,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280222,7,2,7882.050155,2.27e-28,0.0001165,123.9809,19.0,19.0,123.9809,       a      0,       X      0,               , Q  9Q  9     d,0.0496,0.84,-0.003678,0.0,0.0490777206566699,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.048,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280224,7,3,7882.179144,7.131e-30,2.292e-05,217.2866,150.0,162.0,217.2866,       a      0,       X      0,               , Q 12P 13     d,0.0469,0.85,-0.003971,0.0,0.04675291937445337,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.046,0.85,0.0,0.0,0.05,0.85,0.0,0.0,0.0,1.0,0.0,0.0
6280225,7,1,7882.186703,6.003e-26,9.513e-05,18.3372,7.0,7.0,18.3372,       a      0,       X      0,               , Q  3Q  3     d,0.056,0.84,-0.002803,0.0,0.05069130496809676,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.055,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280226,7,2,7882.225247,5.531e-29,3.632e-05,246.8923,27.0,25.0,246.8923,       a      0,       X      0,               , Q 13R 12     d,0.0459,0.83,-0.004054,0.0,0.05214507819771177,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.045,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280227,7,3,7882.308546,3.787e-29,0.0001092,60.3917,78.0,78.0,60.3917,       a      0,       X      0,               , Q  6Q  6     d,0.0523,0.84,-0.003303,0.0,0.0498697806660836,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.052,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280228,7,2,7882.38777,2.275e-28,0.0001159,99.5521,17.0,17.0,99.5521,       a      0,       X      0,               , Q  8Q  8     d,0.0504,0.84,-0.003564,0.0,0.0490777206566699,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.049,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280229,7,2,7882.400112,3.69e-29,2.421e-05,246.7175,27.0,29.0,246.7175,       a      0,       X      0,               , Q 13P 14     d,0.0459,0.83,-0.004054,0.0,0.05214507819771177,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.045,0.83,0.0,0.0,0.05666666666666668,0.83,0.0,0.0,0.0,1.0,0.0,0.0
6280230,7,3,7882.495176,1.213e-29,3.604e-05,183.9777,138.0,126.0,183.9777,       a      0,       X      0,               , Q 11R 10     d,0.0478,0.84,-0.003881,0.0,0.0498697806660836,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.047,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280231,7,3,7882.539687,3.407e-29,0.000107,43.6517,66.0,66.0,43.6517,       a      0,       X      0,               , Q  5Q  5     d,0.0533,0.84,-0.003153,0.0,0.0498697806660836,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.053,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280232,7,1,7882.582708,3.756e-26,3.746e-05,128.492,19.0,17.0,128.492,       a      0,       X      0,               , Q  9R  8     d,0.0495,0.84,-0.003679,0.0,0.05069130496809676,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280233,7,3,7882.632767,7.565e-30,2.246e-05,183.8401,138.0,150.0,183.8401,       a      0,       X      0,               , Q 11P 12     d,0.0478,0.84,-0.003881,0.0,0.0498697806660836,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.047,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280234,7,1,7882.676996,2.125e-26,2.119e-05,128.3977,19.0,21.0,128.3977,       a      0,       X      0,               , Q  9P 10     d,0.0495,0.84,-0.003679,0.0,0.05069130496809676,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280235,7,2,7882.687745,2.212e-28,0.000115,77.8353,15.0,15.0,77.8353,       a      0,       X      0,               , Q  7Q  7     d,0.0513,0.84,-0.00344,0.0,0.0490777206566699,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280236,7,2,7882.723776,6.174e-29,3.689e-05,211.6163,25.0,23.0,211.6163,       a      0,       X      0,               , Q 12R 11     d,0.0469,0.85,-0.003971,0.0,0.04601036311562803,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.046,0.85,0.0,0.0,0.05,0.85,0.0,0.0,0.0,1.0,0.0,0.0
6280237,7,3,7882.732251,2.877e-29,0.0001032,29.7006,54.0,54.0,29.7006,       a      0,       X      0,               , Q  4Q  4     d,0.0543,0.84,-0.002987,0.0,0.0498697806660836,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.054,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
6280238,7,2,7882.87946,3.987e-29,2.38e-05,211.4606,25.0,27.0,211.4606,       a      0,       X      0,               , Q 12P 13     d,0.0469,0.85,-0.003971,0.0,0.04601036311562803,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.046,0.85,0.0,0.0,0.05,0.85,0.0,0.0,0.0,1.0,0.0,0.0
6280239,7,3,7882.886267,2.187e-29,9.555e-05,18.5392,42.0,42.0,18.5392,       a      0,       X      0,               , Q  3Q  3     d,0.0555,0.84,-0.002803,0.0,0.0498697806660836,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.056,0.84,0.0,0.0,0.053333333333333344,0.84,0.0,0.0,0.0,1.0,0.0,0.0
