trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,elower,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air_296,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self_296
6279925,7,2,7838.48704,3.31E-29,2.11E-05,122.036,15,17,122.036,       a      0,       X      0,               , O  9P  8     d,0.0513,0.84,-0.004031,0,0,0.84,0,0,0,1,0,0,0.05,0.84,0,0,0,0.84,0,0,0,1,0,0
6279926,7,2,7839.118181,5.49E-29,4.91E-05,327.4452,29,31,327.4452,       a      0,       X      0,               , P 15P 15     d,0.0449,0.83,-0.004312,0,0,0.83,0,0,0,1,0,0,0.044,0.83,0,0,0,0.83,0,0,0,1,0,0
6279927,7,3,7839.149014,1.17E-29,5.66E-05,334.5305,174,174,334.5305,       a      0,       X      0,               , P 15Q 14     d,0.0449,0.83,-0.004313,0,0,0.83,0,0,0,1,0,0,0.044,0.83,0,0,0,0.83,0,0,0,1,0,0
6279928,7,1,7840.270366,3.90E-29,7.55E-05,1745.0806,25,23,1745.0806,       a      1,       X      1,               , R 11R 11     d,0.0469,0.85,0,0,0,0.85,0,0,0,1,0,0,0.046,0.85,0,0,0,0.85,0,0,0,1,0,0
6279929,7,3,7840.587385,1.09E-29,4.66E-05,294.6144,162,174,294.6144,       a      0,       X      0,               , P 14P 14     d,0.0459,0.83,-0.00425,0,0,0.83,0,0,0,1,0,0,0.045,0.83,0,0,0,0.83,0,0,0,1,0,0
6279930,7,2,7841.002431,6.66E-29,5.90E-05,325.561,29,29,325.561,       a      0,       X      0,               , P 15Q 14     d,0.0449,0.83,-0.004313,0,0,0.83,0,0,0,1,0,0,0.044,0.83,0,0,0,0.83,0,0,0,1,0,0
17,7,1,7841.98726,3.22E-26,4.58E-05,262.5827,25,27,262.5827,       a      0,       X      0,               , P 13P 13     d,0.0476,0.83,-0.002784,0,0.155,0.83,0,0,0,1,0,0,0.048,0.83,0,0,0,0.83,0,0,0,1,0,0
6279932,7,1,7842.337575,3.15E-29,6.05E-05,1743.0133,25,25,1743.0133,       a      1,       X      1,               , R 11Q 12     d,0.0469,0.85,0,0,0,0.85,0,0,0,1,0,0,0.046,0.85,0,0,0,0.85,0,0,0,1,0,0
6279933,7,2,7842.34968,6.14E-29,4.85E-05,286.7679,27,29,286.7679,       a      0,       X      0,               , P 14P 14     d,0.0459,0.83,-0.00425,0,0,0.83,0,0,0,1,0,0,0.045,0.83,0,0,0,0.83,0,0,0,1,0,0
6279934,7,3,7842.422107,5.52E-30,1.91E-05,100.2782,78,90,100.2782,       a      0,       X      0,               , O  8P  7     d,0.0523,0.84,-0.003951,0,0,0.84,0,0,0,1,0,0,0.052,0.84,0,0,0,0.84,0,0,0,1,0,0
6279935,7,3,7842.479323,1.33E-29,5.67E-05,292.7225,162,162,292.7225,       a      0,       X      0,               , P 14Q 13     d,0.0459,0.83,-0.004251,0,0,0.83,0,0,0,1,0,0,0.045,0.83,0,0,0,0.83,0,0,0,1,0,0
6279936,7,3,7843.870591,1.20E-29,4.59E-05,255.5952,150,162,255.5952,       a      0,       X      0,               , P 13P 13     d,0.0469,0.85,-0.004184,0,0,0.85,0,0,0,1,0,0,0.046,0.85,0,0,0,0.85,0,0,0,1,0,0
18,7,1,7843.887515,4.07E-26,5.68E-05,260.6824,25,25,260.6824,       a      0,       X      0,               , P 13Q 12     d,0.0475,0.83,-0.002707,0,0.153,0.83,0,0,0,1,0,0,0.048,0.83,0,0,0,0.83,0,0,0,1,0,0
6279938,7,1,7844.068391,3.11E-29,4.43E-08,260.5009,25,29,260.5009,       a      0,       X      0,               , P 13O 14     q,0.0479,0.85,0,0,0,0.85,0,0,0,1,0,0,0.047,0.85,0,0,0,0.85,0,0,0,1,0,0
6279939,7,2,7844.186332,3.05E-29,2.00E-05,97.595,13,15,97.595,       a      0,       X      0,               , O  8P  7     d,0.0523,0.84,-0.003951,0,0,0.84,0,0,0,1,0,0,0.052,0.84,0,0,0,0.84,0,0,0,1,0,0
6279940,7,2,7844.243217,7.56E-29,5.91E-05,284.8744,27,27,284.8744,       a      0,       X      0,               , P 14Q 13     d,0.0459,0.83,-0.004251,0,0,0.83,0,0,0,1,0,0,0.045,0.83,0,0,0,0.83,0,0,0,1,0,0
6279941,7,1,7844.790926,3.12E-29,7.37E-05,1816.0979,29,27,1816.0979,       a      1,       X      1,               , R 13R 13     d,0.0449,0.83,0,0,0,0.83,0,0,0,1,0,0,0.044,0.83,0,0,0,0.83,0,0,0,1,0,0
6279942,7,2,7845.54468,6.73E-29,4.77E-05,248.7954,25,27,248.7954,       a      0,       X      0,               , P 13P 13     d,0.0469,0.85,-0.004184,0,0,0.85,0,0,0,1,0,0,0.046,0.85,0,0,0,0.85,0,0,0,1,0,0
6279943,7,3,7845.772373,1.49E-29,5.67E-05,253.6934,150,150,253.6934,       a      0,       X      0,               , P 13Q 12     d,0.0469,0.85,-0.004185,0,0,0.85,0,0,0,1,0,0,0.046,0.85,0,0,0,0.85,0,0,0,1,0,0
19,7,1,7846.434817,1.34E-26,1.76E-05,79.607,11,13,79.607,       a      0,       X      0,               , O  7P  6     d,0.0546,0.84,-0.002515,0,0.136,0.84,0,0,0,1,0,0,0.052,0.84,0,0,0,0.84,0,0,0,1,0,0
6279945,7,1,7846.878472,2.60E-29,6.10E-05,1814.0104,29,29,1814.0104,       a      1,       X      1,               , R 13Q 14     d,0.0449,0.83,0,0,0,0.83,0,0,0,1,0,0,0.044,0.83,0,0,0,0.83,0,0,0,1,0,0
6279946,7,3,7847.116267,1.29E-29,4.51E-05,219.3566,138,150,219.3566,       a      0,       X      0,               , P 12P 12     d,0.0478,0.84,-0.004114,0,0,0.84,0,0,0,1,0,0,0.047,0.84,0,0,0,0.84,0,0,0,1,0,0
6279947,7,1,7847.250958,2.62E-29,4.15E-05,1598.1361,15,13,1598.1361,       a      1,       X      1,               , S  5R  6     d,0.0513,0.84,0,0,0,0.84,0,0,0,1,0,0,0.05,0.84,0,0,0,0.84,0,0,0,1,0,0
6279948,7,2,7847.447727,8.41E-29,5.91E-05,246.8923,25,25,246.8923,       a      0,       X      0,               , P 13Q 12     d,0.0469,0.85,-0.004185,0,0,0.85,0,0,0,1,0,0,0.046,0.85,0,0,0,0.85,0,0,0,1,0,0
6279949,7,3,7848.24327,4.81E-30,1.77E-05,77.9481,66,78,77.9481,       a      0,       X      0,               , O  7P  6     d,0.0533,0.84,-0.003865,0,0,0.84,0,0,0,1,0,0,0.053,0.84,0,0,0,0.84,0,0,0,1,0,0
20,7,1,7848.636972,3.68E-26,4.39E-05,190.7748,21,23,190.7748,       a      0,       X      0,               , P 11P 11     d,0.0492,0.84,-0.002691,0,0.15,0.84,0,0,0,1,0,0,0.049,0.84,0,0,0,0.84,0,0,0,1,0,0
6279951,7,2,7848.70315,7.22E-29,4.69E-05,213.5291,23,25,213.5291,       a      0,       X      0,               , P 12P 12     d,0.0478,0.84,-0.004114,0,0,0.84,0,0,0,1,0,0,0.047,0.84,0,0,0,0.84,0,0,0,1,0,0
6279952,7,3,7849.028195,1.64E-29,5.68E-05,217.4447,138,138,217.4447,       a      0,       X      0,               , P 12Q 11     d,0.0478,0.84,-0.004115,0,0,0.84,0,0,0,1,0,0,0.047,0.84,0,0,0,0.84,0,0,0,1,0,0
6279953,7,1,7849.133006,2.33E-29,7.24E-05,1898.4477,33,31,1898.4477,       a      1,       X      1,               , R 15R 15     d,0.0427,0.83,0,0,0,0.83,0,0,0,1,0,0,0.043,0.83,0,0,0,0.83,0,0,0,1,0,0
6279954,7,1,7849.81728,5.96E-30,1.47E-08,42.2001,5,9,42.2001,       a      0,       X      0,               , N  5O  4     q,0.0575,0.87,0,0,0,0.87,0,0,0,1,0,0,0.056,0.87,0,0,0,0.87,0,0,0,1,0,0
6279955,7,2,7849.850932,2.65E-29,1.85E-05,75.8648,11,13,75.8648,       a      0,       X      0,               , O  7P  6     d,0.0533,0.84,-0.003865,0,0,0.84,0,0,0,1,0,0,0.053,0.84,0,0,0,0.84,0,0,0,1,0,0
6279956,7,3,7850.324374,1.35E-29,4.41E-05,185.9002,126,138,185.9002,       a      0,       X      0,               , P 11P 11     d,0.0487,0.84,-0.004038,0,0,0.84,0,0,0,1,0,0,0.047,0.84,0,0,0,0.84,0,0,0,1,0,0
21,7,1,7850.558718,4.82E-26,5.66E-05,188.8531,21,21,188.8531,       a      0,       X      0,               , P 11Q 10     d,0.0491,0.84,-0.002635,0,0.147,0.84,0,0,0,1,0,0,0.049,0.84,0,0,0,0.84,0,0,0,1,0,0
6279958,7,2,7850.615989,9.18E-29,5.92E-05,211.6163,23,23,211.6163,       a      0,       X      0,               , P 12Q 11     d,0.0478,0.84,-0.004115,0,0,0.84,0,0,0,1,0,0,0.047,0.84,0,0,0,0.84,0,0,0,1,0,0
6279959,7,1,7850.69772,3.54E-29,4.24E-08,188.7134,21,25,188.7134,       a      0,       X      0,               , P 11O 12     q,0.0493,0.74,0,0,0,0.74,0,0,0,1,0,0,0.048,0.74,0,0,0,0.74,0,0,0,1,0,0
6279960,7,1,7850.83104,1.72E-29,0.000113,2232.0828,79,79,2232.0828,       a      0,       X      0,               , Q 39Q 39     d,0.0225,0.72,-0.005118,0,0,0.72,0,0,0,1,0,0,0.029,0.72,0,0,0,0.72,0,0,0,1,0,0
6279961,7,1,7851.240104,2.00E-29,6.13E-05,1896.3406,33,33,1896.3406,       a      1,       X      1,               , R 15Q 16     d,0.0427,0.83,0,0,0,0.83,0,0,0,1,0,0,0.043,0.83,0,0,0,0.83,0,0,0,1,0,0
6279962,7,2,7851.825054,7.55E-29,4.59E-05,180.9705,21,23,180.9705,       a      0,       X      0,               , P 11P 11     d,0.0487,0.84,-0.004038,0,0,0.84,0,0,0,1,0,0,0.047,0.84,0,0,0,0.84,0,0,0,1,0,0
6279963,7,3,7852.246836,1.76E-29,5.67E-05,183.9777,126,126,183.9777,       a      0,       X      0,               , P 11Q 10     d,0.0487,0.84,-0.004039,0,0,0.84,0,0,0,1,0,0,0.047,0.84,0,0,0,0.84,0,0,0,1,0,0
6279964,7,1,7853.294841,1.63E-29,7.14E-05,1992.1165,37,35,1992.1165,       a      1,       X      1,               , R 17R 17     d,0.0404,0.81,0,0,0,0.81,0,0,0,1,0,0,0.041,0.81,0,0,0,0.81,0,0,0,1,0,0
6279965,7,3,7853.494871,1.38E-29,4.30E-05,155.2271,114,126,155.2271,       a      0,       X      0,               , P 10P 10     d,0.0496,0.84,-0.003957,0,0,0.84,0,0,0,1,0,0,0.048,0.84,0,0,0,0.84,0,0,0,1,0,0
6279966,7,2,7853.748047,9.82E-29,5.92E-05,179.0475,21,21,179.0475,       a      0,       X      0,               , P 11Q 10     d,0.0487,0.84,-0.004039,0,0,0.84,0,0,0,1,0,0,0.047,0.84,0,0,0,0.84,0,0,0,1,0,0
6279968,7,1,7854.008086,4.75E-29,0.0001133,2012.8914,75,75,2012.8914,       a      0,       X      0,               , Q 37Q 37     d,0.0238,0.73,-0.005075,0,0,0.73,0,0,0,1,0,0,0.03,0.73,0,0,0,0.73,0,0,0,1,0,0
6279969,7,3,7854.029451,3.83E-30,1.57E-05,58.4034,54,66,58.4034,       a      0,       X      0,               , O  6P  5     d,0.0543,0.84,-0.003771,0,0,0.84,0,0,0,1,0,0,0.054,0.84,0,0,0,0.84,0,0,0,1,0,0
6279970,7,2,7854.910352,7.69E-29,4.47E-05,151.1207,19,21,151.1207,       a      0,       X      0,               , P 10P 10     d,0.0496,0.84,-0.003957,0,0,0.84,0,0,0,1,0,0,0.048,0.84,0,0,0,0.84,0,0,0,1,0,0
22,7,1,7855.131692,3.75E-26,4.13E-05,130.4375,17,19,130.4375,       a      0,       X      0,               , P  9P  9     d,0.0508,0.84,-0.002521,0,0.145,0.84,0,0,0,1,0,0,0.05,0.84,0,0,0,0.84,0,0,0,1,0,0
6279972,7,1,7855.420965,1.42E-29,6.16E-05,1989.9904,37,37,1989.9904,       a      1,       X      1,               , R 17Q 18     d,0.0404,0.81,0,0,0,0.81,0,0,0,1,0,0,0.041,0.81,0,0,0,0.81,0,0,0,1,0,0
6279973,7,3,7855.428373,1.84E-29,5.67E-05,153.2936,114,114,153.2936,       a      0,       X      0,               , P 10Q  9     d,0.0496,0.84,-0.003958,0,0,0.84,0,0,0,1,0,0,0.048,0.84,0,0,0,0.84,0,0,0,1,0,0
6279975,7,2,7855.481383,2.11E-29,1.64E-05,56.8452,9,11,56.8452,       a      0,       X      0,               , O  6P  5     d,0.0543,0.84,-0.003771,0,0,0.84,0,0,0,1,0,0,0.054,0.84,0,0,0,0.84,0,0,0,1,0,0
6279976,7,3,7856.627705,1.37E-29,4.15E-05,127.3387,102,114,127.3387,       a      0,       X      0,               , P  9P  9     d,0.0504,0.84,-0.003869,0,0,0.84,0,0,0,1,0,0,0.049,0.84,0,0,0,0.84,0,0,0,1,0,0
6279977,7,2,7856.84397,1.03E-28,5.91E-05,149.1871,19,19,149.1871,       a      0,       X      0,               , P 10Q  9     d,0.0496,0.84,-0.003958,0,0,0.84,0,0,0,1,0,0,0.048,0.84,0,0,0,0.84,0,0,0,1,0,0
6279979,7,1,7857.008198,1.24E-28,0.0001133,1804.8745,71,71,1804.8745,       a      0,       X      0,               , Q 35Q 35     d,0.0252,0.74,-0.005028,0,0,0.74,0,0,0,1,0,0,0.03,0.74,0,0,0,0.74,0,0,0,1,0,0
23,7,1,7857.077167,5.16E-26,5.62E-05,128.492,17,17,128.492,       a      0,       X      0,               , P  9Q  8     d,0.0506,0.84,-0.002439,0,0.143,0.84,0,0,0,1,0,0,0.05,0.84,0,0,0,0.84,0,0,0,1,0,0
6279981,7,1,7857.170773,3.58E-29,3.97E-08,128.3977,17,21,128.3977,       a      0,       X      0,               , P  9O 10     q,0.0508,0.8,0,0,0,0.8,0,0,0,1,0,0,0.049,0.8,0,0,0,0.8,0,0,0,1,0,0
6279982,7,1,7857.274554,1.07E-29,7.06E-05,2097.0889,41,39,2097.0889,       a      1,       X      1,               , R 19R 19     d,0.038,0.8,0,0,0,0.8,0,0,0,1,0,0,0.04,0.8,0,0,0,0.8,0,0,0,1,0,0
6279983,7,1,7857.920326,2.62E-29,3.94E-05,1635.0659,19,17,1635.0659,       a      1,       X      1,               , S  7R  8     d,0.0496,0.84,0,0,0,0.84,0,0,0,1,0,0,0.048,0.84,0,0,0,0.84,0,0,0,1,0,0
6279984,7,2,7857.958995,7.58E-29,4.32E-05,123.9809,17,19,123.9809,       a      0,       X      0,               , P  9P  9     d,0.0504,0.84,-0.003869,0,0,0.84,0,0,0,1,0,0,0.049,0.84,0,0,0,0.84,0,0,0,1,0,0
24,7,1,7858.324446,7.32E-27,1.27E-05,42.2001,7,9,42.2001,       a      0,       X      0,               , O  5P  4     d,0.0581,0.84,-0.002208,0,0.124,0.84,0,0,0,1,0,0,0.055,0.84,0,0,0,0.84,0,0,0,1,0,0
6279988,7,3,7858.572935,1.88E-29,5.66E-05,125.3935,102,102,125.3935,       a      0,       X      0,               , P  9Q  8     d,0.0504,0.84,-0.003869,0,0,0.84,0,0,0,1,0,0,0.049,0.84,0,0,0,0.84,0,0,0,1,0,0
6279989,7,1,7858.708966,3.37E-29,3.07E-05,1803.1737,71,69,1803.1737,       a      0,       X      0,               , Q 35R 34     d,0.0252,0.74,-0.00503,0,0,0.74,0,0,0,1,0,0,0.03,0.74,0,0,0,0.74,0,0,0,1,0,0
6279990,7,1,7859.29081,2.90E-29,2.63E-05,1802.5919,71,73,1802.5919,       a      0,       X      0,               , Q 35P 36     d,0.0252,0.74,-0.00503,0,0,0.74,0,0,0,1,0,0,0.03,0.74,0,0,0,0.74,0,0,0,1,0,0
6279991,7,1,7859.419339,9.50E-30,6.18E-05,2094.9441,41,41,2094.9441,       a      1,       X      1,               , R 19Q 20     d,0.038,0.8,0,0,0,0.8,0,0,0,1,0,0,0.04,0.8,0,0,0,0.8,0,0,0,1,0,0
6279992,7,3,7859.722821,1.31E-29,3.98E-05,102.2361,90,102,102.2361,       a      0,       X      0,               , P  8P  8     d,0.0513,0.84,-0.003773,0,0,0.84,0,0,0,1,0,0,0.05,0.84,0,0,0,0.84,0,0,0,1,0,0
6279994,7,3,7859.781918,2.62E-30,1.28E-05,41.6435,42,54,41.6435,       a      0,       X      0,               , O  5P  4     d,0.0555,0.84,-0.003667,0,0,0.84,0,0,0,1,0,0,0.056,0.84,0,0,0,0.84,0,0,0,1,0,0
6279995,7,1,7859.833317,3.03E-28,0.0001131,1608.0661,67,67,1608.0661,       a      0,       X      0,               , Q 33Q 33     d,0.0268,0.75,-0.004978,0,0,0.75,0,0,0,1,0,0,0.033,0.75,0,0,0,0.75,0,0,0,1,0,0
6279997,7,2,7859.90388,1.04E-28,5.90E-05,122.036,17,17,122.036,       a      0,       X      0,               , P  9Q  8     d,0.0504,0.84,-0.003869,0,0,0.84,0,0,0,1,0,0,0.049,0.84,0,0,0,0.84,0,0,0,1,0,0
6280000,7,2,7860.97093,7.21E-29,4.14E-05,99.5521,15,17,99.5521,       a      0,       X      0,               , P  8P  8     d,0.0513,0.84,-0.003773,0,0,0.84,0,0,0,1,0,0,0.05,0.84,0,0,0,0.84,0,0,0,1,0,0
6280001,7,1,7861.070155,6.63E-30,7.00E-05,2213.3478,45,43,2213.3478,       a      1,       X      1,               , R 21R 21     d,0.0356,0.8,0,0,0,0.8,0,0,0,1,0,0,0.038,0.8,0,0,0,0.8,0,0,0,1,0,0
6280002,7,2,7861.078865,1.44E-29,1.33E-05,40.5358,7,9,40.5358,       a      0,       X      0,               , O  5P  4     d,0.0555,0.84,-0.003667,0,0,0.84,0,0,0,1,0,0,0.056,0.84,0,0,0,0.84,0,0,0,1,0,0
25,7,1,7861.470972,3.27E-26,3.74E-05,81.5805,13,15,81.5805,       a      0,       X      0,               , P  7P  7     d,0.0528,0.84,-0.002472,0,0.144,0.84,0,0,0,1,0,0,0.051,0.84,0,0,0,0.84,0,0,0,1,0,0
6280007,7,1,7861.551283,8.28E-29,3.07E-05,1606.3482,67,65,1606.3482,       a      0,       X      0,               , Q 33R 32     d,0.0268,0.75,-0.004979,0,0,0.75,0,0,0,1,0,0,0.033,0.75,0,0,0,0.75,0,0,0,1,0,0
6280008,7,3,7861.680739,1.87E-29,5.64E-05,100.2782,90,90,100.2782,       a      0,       X      0,               , P  8Q  7     d,0.0513,0.84,-0.003774,0,0,0.84,0,0,0,1,0,0,0.05,0.84,0,0,0,0.84,0,0,0,1,0,0
6280010,7,1,7862.098245,7.09E-29,2.62E-05,1605.8012,67,69,1605.8012,       a      0,       X      0,               , Q 33P 34     d,0.0268,0.75,-0.004979,0,0,0.75,0,0,0,1,0,0,0.033,0.75,0,0,0,0.75,0,0,0,1,0,0
26,7,1,7862.485875,7.15E-28,0.0001134,1422.4984,63,63,1422.4984,       a      0,       X      0,               , Q 31Q 31     d,0.029,0.76,-0.003532,0,0.245,0.76,0,0,0,1,0,0,0.034,0.76,0,0,0,0.76,0,0,0,1,0,0
6280014,7,3,7862.780158,1.19E-29,3.75E-05,79.9201,78,90,79.9201,       a      0,       X      0,               , P  7P  7     d,0.0523,0.84,-0.00367,0,0,0.84,0,0,0,1,0,0,0.052,0.84,0,0,0,0.84,0,0,0,1,0,0
6280016,7,2,7862.927978,1.03E-28,5.88E-05,97.595,15,15,97.595,       a      0,       X      0,               , P  8Q  7     d,0.0513,0.84,-0.003774,0,0,0.84,0,0,0,1,0,0,0.05,0.84,0,0,0,0.84,0,0,0,1,0,0
6280017,7,1,7863.233341,5.94E-30,6.20E-05,2211.1846,45,45,2211.1846,       a      1,       X      1,               , R 21Q 22     d,0.0356,0.8,0,0,0,0.8,0,0,0,1,0,0,0.038,0.8,0,0,0,0.8,0,0,0,1,0,0
27,7,1,7863.444477,4.96E-26,5.54E-05,79.607,13,13,79.607,       a      0,       X      0,               , P  7Q  6     d,0.0526,0.84,-0.002396,0,0.142,0.84,0,0,0,1,0,0,0.051,0.84,0,0,0,0.84,0,0,0,1,0,0
6280020,7,1,7863.486176,3.10E-29,3.54E-08,79.5646,13,17,79.5646,       a      0,       X      0,               , P  7O  8     q,0.0526,0.86,0,0,0,0.86,0,0,0,1,0,0,0.051,0.86,0,0,0,0.86,0,0,0,1,0,0
6280021,7,2,7863.707419,1.38E-30,0.0001181,1430.8889,65,65,1430.8889,       a      0,       X      0,               , Q 32Q 32     d,0.0265,0.75,-0.0048,0,0,0.75,0,0,0,1,0,0,0.032,0.75,0,0,0,0.75,0,0,0,1,0,0
6280023,7,2,7863.946099,6.54E-29,3.90E-05,77.8353,13,15,77.8353,       a      0,       X      0,               , P  7P  7     d,0.0523,0.84,-0.00367,0,0,0.84,0,0,0,1,0,0,0.052,0.84,0,0,0,0.84,0,0,0,1,0,0
6280025,7,1,7864.220515,1.93E-28,3.09E-05,1420.7631,63,61,1420.7631,       a      0,       X      0,               , Q 31R 30     d,0.0285,0.76,-0.004924,0,0,0.76,0,0,0,1,0,0,0.034,0.76,0,0,0,0.76,0,0,0,1,0,0
6280027,7,1,7864.679543,3.86E-30,6.95E-05,2340.874,49,47,2340.874,       a      1,       X      1,               , R 23R 23     d,0.0333,0.79,0,0,0,0.79,0,0,0,1,0,0,0.037,0.79,0,0,0,0.79,0,0,0,1,0,0
6280029,7,1,7864.732475,1.64E-28,2.61E-05,1420.2511,63,65,1420.2511,       a      0,       X      0,               , Q 31P 32     d,0.0285,0.76,-0.004924,0,0,0.76,0,0,0,1,0,0,0.034,0.76,0,0,0,0.76,0,0,0,1,0,0
6280030,7,3,7864.752169,1.79E-29,5.60E-05,77.9481,78,78,77.9481,       a      0,       X      0,               , P  7Q  6     d,0.0523,0.84,-0.003671,0,0,0.84,0,0,0,1,0,0,0.052,0.84,0,0,0,0.84,0,0,0,1,0,0
6280031,7,2,7864.936382,2.03E-30,0.0001182,1344.552,63,63,1344.552,       a      0,       X      0,               , Q 31Q 31     d,0.0272,0.76,-0.004923,0,0,0.76,0,0,0,1,0,0,0.032,0.76,0,0,0,0.76,0,0,0,1,0,0
28,7,1,7864.966397,1.56E-27,0.0001129,1248.2013,59,59,1248.2013,       a      0,       X      0,               , Q 29Q 29     d,0.0311,0.77,-0.003465,0,0.229,0.77,0,0,0,1,0,0,0.035,0.77,0,0,0,0.77,0,0,0,1,0,0
6280036,7,3,7865.799647,1.02E-29,3.45E-05,60.3917,66,78,60.3917,       a      0,       X      0,               , P  6P  6     d,0.0533,0.84,-0.003557,0,0,0.84,0,0,0,1,0,0,0.053,0.84,0,0,0,0.84,0,0,0,1,0,0
6280037,7,2,7865.91662,9.88E-29,5.84E-05,75.8648,13,13,75.8648,       a      0,       X      0,               , P  7Q  6     d,0.0523,0.84,-0.003671,0,0,0.84,0,0,0,1,0,0,0.052,0.84,0,0,0,0.84,0,0,0,1,0,0
6280040,7,2,7866.125073,2.96E-30,0.0001182,1260.8794,61,61,1260.8794,       a      0,       X      0,               , Q 30Q 30     d,0.0279,0.76,-0.0048,0,0,0.76,0,0,0,1,0,0,0.033,0.76,0,0,0,0.76,0,0,0,1,0,0
6280043,7,1,7866.718385,4.24E-28,3.11E-05,1246.4486,59,57,1246.4486,       a      0,       X      0,               , Q 29R 28     d,0.0305,0.77,-0.004863,0,0,0.77,0,0,0,1,0,0,0.035,0.77,0,0,0,0.77,0,0,0,1,0,0
6280045,7,1,7866.860937,3.49E-30,6.22E-05,2338.6926,49,49,2338.6926,       a      1,       X      1,               , R 23Q 24     d,0.0333,0.79,0,0,0,0.79,0,0,0,1,0,0,0.037,0.79,0,0,0,0.79,0,0,0,1,0,0
6280046,7,2,7866.884437,5.58E-29,3.59E-05,58.8313,11,13,58.8313,       a      0,       X      0,               , P  6P  6     d,0.0533,0.84,-0.003557,0,0,0.84,0,0,0,1,0,0,0.053,0.84,0,0,0,0.84,0,0,0,1,0,0
6280048,7,1,7867.195196,3.53E-28,2.58E-05,1245.9718,59,61,1245.9718,       a      0,       X      0,               , Q 29P 30     d,0.0305,0.77,-0.004863,0,0,0.77,0,0,0,1,0,0,0.035,0.77,0,0,0,0.77,0,0,0,1,0,0
6280050,7,2,7867.27367,4.24E-30,0.0001183,1179.8744,59,59,1179.8744,       a      0,       X      0,               , Q 29Q 29     d,0.0286,0.77,-0.004862,0,0,0.77,0,0,0,1,0,0,0.034,0.77,0,0,0,0.77,0,0,0,1,0,0
29,7,1,7867.277047,3.17E-27,0.0001132,1085.2033,55,55,1085.2033,       a      0,       X      0,               , Q 27Q 27     d,0.0328,0.78,-0.003674,0,0.203,0.78,0,0,0,1,0,0,0.036,0.78,0,0,0,0.78,0,0,0,1,0,0
30,7,1,7867.654259,2.20E-26,3.04E-05,44.2117,9,11,44.2117,       a      0,       X      0,               , P  5P  5     d,0.0557,0.84,-0.002166,0,0.135,0.84,0,0,0,1,0,0,0.054,0.84,0,0,0,0.84,0,0,0,1,0,0
6280054,7,3,7867.787923,1.64E-29,5.52E-05,58.4034,66,66,58.4034,       a      0,       X      0,               , P  6Q  5     d,0.0533,0.84,-0.003558,0,0,0.84,0,0,0,1,0,0,0.053,0.84,0,0,0,0.84,0,0,0,1,0,0
6280057,7,1,7868.100502,2.11E-30,6.90E-05,2479.6468,53,51,2479.6468,       a      1,       X      1,               , R 25R 25     d,0.0313,0.78,0,0,0,0.78,0,0,0,1,0,0,0.036,0.78,0,0,0,0.78,0,0,0,1,0,0
6280059,7,2,7868.38235,5.99E-30,0.0001183,1101.54,57,57,1101.54,       a      0,       X      0,               , Q 28Q 28     d,0.0294,0.78,-0.0048,0,0,0.78,0,0,0,1,0,0,0.034,0.78,0,0,0,0.78,0,0,0,1,0,0
6280060,7,1,7868.407282,2.42E-29,3.81E-05,1683.3616,23,21,1683.3616,       a      1,       X      1,               , S  9R 10     d,0.0478,0.84,0,0,0,0.84,0,0,0,1,0,0,0.047,0.84,0,0,0,0.84,0,0,0,1,0,0
6280062,7,3,7868.426892,1.34E-30,0.0001137,1054.061,330,330,1054.061,       a      0,       X      0,               , Q 27Q 27     d,0.0303,0.78,-0.004795,0,0,0.78,0,0,0,1,0,0,0.035,0.78,0,0,0,0.78,0,0,0,1,0,0
6280063,7,3,7868.781215,7.95E-30,3.04E-05,43.6517,54,66,43.6517,       a      0,       X      0,               , P  5P  5     d,0.0543,0.84,-0.003434,0,0,0.84,0,0,0,1,0,0,0.054,0.84,0,0,0,0.84,0,0,0,1,0,0
6280064,7,2,7868.870457,9.04E-29,5.77E-05,56.8452,11,11,56.8452,       a      0,       X      0,               , P  6Q  5     d,0.0533,0.84,-0.003558,0,0,0.84,0,0,0,1,0,0,0.053,0.84,0,0,0,0.84,0,0,0,1,0,0
6280065,7,2,7869.038344,1.17E-30,3.25E-05,1178.1097,59,57,1178.1097,       a      0,       X      0,               , Q 29R 28     d,0.0286,0.77,-0.004863,0,0,0.77,0,0,0,1,0,0,0.034,0.77,0,0,0,0.77,0,0,0,1,0,0
31,7,1,7869.04717,9.29E-28,3.13E-05,1083.4332,55,53,1083.4332,       a      0,       X      0,               , Q 27R 26     d,0.0342,0.78,-0.003395,0,0.21,0.78,0,0,0,1,0,0,0.036,0.78,0,0,0,0.78,0,0,0,1,0,0
32,7,1,7869.419311,6.22E-27,0.0001131,933.5309,51,51,933.5309,       a      0,       X      0,               , Q 25Q 25     d,0.0356,0.78,-0.002878,0,0.205,0.78,0,0,0,1,0,0,0.037,0.78,0,0,0,0.78,0,0,0,1,0,0
