trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,elower,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air,n_y_air,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self,n_y_self
6796250,2,1,6338.685976,7.36E-29,0.01079,3009.0676,135,133,3009.0676,       4 0 0 13,       1 0 0 02,               ,     R 66e     ,0.0648,0.69,-0.008282,0,0.082060681,0.69,0,0,0,1,0,0,1,0.068,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6796252,2,1,6338.735552,4.29E-30,0.01356,3405.5129,43,41,3405.5129,       4 3 3 13,       1 3 3 02,               ,     R 20f     ,0.0724,0.71,-0.006883,0,0.076766443,0.71,0,0,0,1,0,0,1,0.099,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6796253,2,1,6338.753746,1.75E-28,0.01607,2907.1113,131,129,2907.1113,       4 0 0 13,       1 0 0 02,               ,     R 64e     ,0.0651,0.69,-0.008183,0,0.082060681,0.69,0,0,0,1,0,0,1,0.068,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6796256,2,1,6338.923914,9.85E-29,0.0145,2801.3284,49,47,2801.3284,       4 2 2 13,       1 2 2 02,               ,     R 23f     ,0.0709,0.73,-0.007049,0,0.071472206,0.73,0,0,0,1,0,0,1,0.097,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6796257,2,1,6338.969534,1.26E-30,3.79E-06,2193.5452,125,125,2193.5452,       3 1 1 12,       0 1 1 01,               ,     Q 62f     ,0.0655,0.7,-0.008046,0,0.079413562,0.7,0,0,0,1,0,0,1,0.069,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6796259,2,1,6339.023838,2.51E-29,0.00615,2888.6523,45,47,2888.6523,       3 4 4 12,       0 4 4 01,               ,     P 23f     ,0.0714,0.72,-0.00702,0,0.074119325,0.72,0,0,0,1,0,0,1,0.097,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6796260,2,1,6339.039133,2.71E-30,2.80E-05,2278.6267,55,53,2278.6267,       5 2 2 02,       0 3 3 01,               ,     R 26f     ,0.0698,0.74,-0.006603,0,0.068825087,0.74,0,0,0,1,0,0,1,0.094,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6796264,2,1,6339.078611,9.00E-30,5.13E-09,42.9225,19,21,42.9225,       3 3 3 01,       0 0 0 01,               ,     P 10e     ,0.0822,0.71,-0.005103,0,0.076766443,0.71,0,0,0,1,0,0,1,0.109,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6796265,2,1,6339.087177,1.76E-29,0.04189,2799.4797,3,5,2799.4797,       5 0 0 12,       2 0 0 01,               ,     P  2e     ,0.0893,0.78,-0.004559,0,0.058236612,0.78,0,0,0,1,0,0,1,0.12,0.78,0,0,0.073333333,0.78,0,0,0,1,0,0,1
6796267,2,1,6339.118108,6.68E-28,0.006651,2238.6228,47,49,2238.6228,       3 3 3 12,       0 3 3 01,               ,     P 24f     ,0.0709,0.73,-0.007079,0,0.071472206,0.73,0,0,0,1,0,0,1,0.097,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6796269,2,1,6339.161042,1.57E-27,0.02042,2128.3877,21,23,2128.3877,       4 1 1 12,       1 1 1 01,               ,     P 11e     ,0.0811,0.7,-0.005715,0,0.079413562,0.7,0,0,0,1,0,0,1,0.108,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6796270,2,1,6339.170751,5.11E-29,0.01963,2803.7935,19,21,2803.7935,       4 2 2 12,       1 2 2 01,               ,     P 10e     ,0.0822,0.71,-0.005558,0,0.076766443,0.71,0,0,0,1,0,0,1,0.109,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6796272,2,1,6339.189957,1.53E-29,0.0001304,2168.0203,39,41,2168.0203,       2 2 2 23,       0 3 3 01,               ,     P 20f     ,0.073,0.71,-0.007421,0,0.076766443,0.71,0,0,0,1,0,0,1,0.1,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6796273,2,1,6339.207709,6.73E-29,0.01597,3114.115,139,137,3114.115,       4 0 0 13,       1 0 0 02,               ,     R 68e     ,0.0643,0.68,-0.008386,0,0.0847078,0.68,0,0,0,1,0,0,1,0.067,0.68,0,0,0.106666667,0.68,0,0,0,1,0,0,1
6796274,2,1,6339.250548,1.25E-28,2.28E-05,1621.0035,127,129,1621.0035,       4 1 1 01,       0 0 0 01,               ,     P 64e     ,0.0651,0.69,-0.007445,0,0.082060681,0.69,0,0,0,1,0,0,1,0.068,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6796275,2,1,6339.25779,1.74E-29,0.0001985,2523.0217,163,161,2523.0217,       2 2 2 12,       0 0 0 01,               ,     R 80e     ,0.062,0.67,-0.009057,0,0.087354918,0.67,0,0,0,1,0,0,1,0.065,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6796277,2,1,6339.294166,1.26E-30,0.01759,3464.1792,13,15,3464.1792,       4 3 3 12,       1 3 3 01,               ,     P  7e     ,0.0854,0.74,-0.00516,0,0.068825087,0.74,0,0,0,1,0,0,1,0.114,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6796279,2,1,6339.32898,1.08E-30,0.005979,3490.1421,37,39,3490.1421,       3 5 5 12,       0 5 5 01,               ,     P 19e     ,0.0736,0.7,-0.006804,0,0.079413562,0.7,0,0,0,1,0,0,1,0.101,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6796281,2,1,6339.367737,4.15E-30,0.01358,3421.9988,45,43,3421.9988,       4 3 3 13,       1 3 3 02,               ,     R 21e     ,0.0718,0.72,-0.006945,0,0.074119325,0.72,0,0,0,1,0,0,1,0.098,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6796282,2,1,6339.370716,1.21E-27,0.01562,2370.698,69,67,2370.698,       4 1 1 13,       1 1 1 02,               ,     R 33e     ,0.0688,0.76,-0.00735,0,0.06353085,0.76,0,0,0,1,0,0,1,0.087,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6796286,2,1,6339.460128,5.70E-25,0.007331,831.6829,39,41,831.6829,       3 1 1 12,       0 1 1 01,               ,     P 20f     ,0.073,0.7,-0.006863,0,0.079413562,0.7,0,0,0,1,0,0,1,0.1,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6796288,2,1,6339.502738,9.38E-29,0.01453,2820.1377,51,49,2820.1377,       4 2 2 13,       1 2 2 02,               ,     R 24e     ,0.0705,0.73,-0.007101,0,0.071472206,0.73,0,0,0,1,0,0,1,0.096,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6796290,2,1,6339.53307,4.25E-29,0.01658,3222.2512,143,141,3222.2512,       4 0 0 13,       1 0 0 02,               ,     R 70e     ,0.064,0.68,-0.00849,0,0.0847078,0.68,0,0,0,1,0,0,1,0.067,0.68,0,0,0.106666667,0.68,0,0,0,1,0,0,1
6796291,2,1,6339.534345,1.33E-29,8.70E-05,2305.2751,99,97,2305.2751,       3 2 2 12,       1 0 0 01,               ,     R 48e     ,0.0674,0.74,-0.007594,0,0.068825087,0.74,0,0,0,1,0,0,1,0.075,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6796292,2,1,6339.53901,4.34E-29,0.006364,3009.0676,135,133,3009.0676,       4 3 3 02,       1 0 0 02,               ,     R 66e     ,0.0647,0.69,-0.00762,0,0.082060681,0.69,0,0,0,1,0,0,1,0.068,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6796293,2,1,6339.547055,2.73E-30,0.0009143,2831.9824,25,27,2831.9824,       3 1 1 23,       1 2 2 01,               ,     P 13f     ,0.0791,0.69,-0.006546,0,0.082060681,0.69,0,0,0,1,0,0,1,0.106,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6796294,2,1,6339.557822,1.91E-26,0.00703,1551.2896,45,47,1551.2896,       3 2 2 12,       0 2 2 01,               ,     P 23f     ,0.0714,0.72,-0.00702,0,0.074119325,0.72,0,0,0,1,0,0,1,0.097,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6796296,2,1,6339.644567,2.71E-30,3.00E-05,2299.8042,57,55,2299.8042,       5 2 2 02,       0 3 3 01,               ,     R 27e     ,0.0696,0.74,-0.00664,0,0.068825087,0.74,0,0,0,1,0,0,1,0.093,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6796297,2,1,6339.676539,1.32E-27,0.01556,2345.9209,67,65,2345.9209,       4 1 1 13,       1 1 1 02,               ,     R 32f     ,0.0689,0.76,-0.007339,0,0.06353085,0.76,0,0,0,1,0,0,1,0.088,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6796299,2,1,6339.69998,3.88E-29,9.45E-06,1328.3594,23,21,1328.3594,       5 1 1 02,       1 0 0 02,               ,     R 10e     ,0.0811,0.7,-0.005149,0,0.079413562,0.7,0,0,0,1,0,0,1,0.108,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6796300,2,1,6339.708575,1.39E-23,0.008025,42.9225,19,21,42.9225,       3 0 0 12,       0 0 0 01,               ,     P 10e     ,0.080304955,0.7,-0.005813322,0,0.079413562,0.7,0,0,0.003099312,1,0,0,1,0.109,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6796303,2,1,6339.806401,2.56E-29,0.01667,3333.4746,147,145,3333.4746,       4 0 0 13,       1 0 0 02,               ,     R 72e     ,0.0636,0.68,-0.0086,0,0.0847078,0.68,0,0,0,1,0,0,1,0.066,0.68,0,0,0.106666667,0.68,0,0,0,1,0,0,1
6796306,2,1,6339.840688,3.42E-26,0.01963,1416.2772,15,17,1416.2772,       4 0 0 12,       1 0 0 01,               ,     P  8e     ,0.0844,0.73,-0.00527,0,0.071472206,0.73,0,0,0,1,0,0,1,0.112,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6796310,2,1,6339.905312,2.64E-29,0.006195,2870.5774,43,45,2870.5774,       3 4 4 12,       0 4 4 01,               ,     P 22e     ,0.0718,0.72,-0.006965,0,0.074119325,0.72,0,0,0,1,0,0,1,0.098,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6796312,2,1,6339.973594,1.53E-28,6.28E-05,1521.6154,35,37,1521.6154,       2 1 1 23,       1 0 0 01,               ,     P 18e     ,0.0744,0.7,-0.007271,0,0.079413562,0.7,0,0,0,1,0,0,1,0.101,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6796313,2,1,6339.996118,3.99E-30,0.01361,3439.2695,47,45,3439.2695,       4 3 3 13,       1 3 3 02,               ,     R 22f     ,0.0713,0.72,-0.006993,0,0.074119325,0.72,0,0,0,1,0,0,1,0.097,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6796314,2,1,6340.025673,4.77E-29,0.01972,2795.9631,17,19,2795.9631,       4 2 2 12,       1 2 2 01,               ,     P  9f     ,0.0833,0.72,-0.005404,0,0.074119325,0.72,0,0,0,1,0,0,1,0.111,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6796315,2,1,6340.043117,7.02E-28,0.006666,2219.7961,45,47,2219.7961,       3 3 3 12,       0 3 3 01,               ,     P 23e     ,0.0714,0.72,-0.00702,0,0.074119325,0.72,0,0,0,1,0,0,1,0.097,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6796316,2,1,6340.043154,2.07E-30,4.04E-06,2097.5498,121,121,2097.5498,       3 1 1 12,       0 1 1 01,               ,     Q 60f     ,0.0659,0.7,-0.007973,0,0.079413562,0.7,0,0,0,1,0,0,1,0.07,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6796317,2,1,6340.044966,1.50E-29,0.01663,3447.783,151,149,3447.783,       4 0 0 13,       1 0 0 02,               ,     R 74e     ,0.0632,0.67,-0.008722,0,0.087354918,0.67,0,0,0,1,0,0,1,0.066,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6796319,2,1,6340.064655,1.48E-27,0.02053,2119.9011,19,21,2119.9011,       4 1 1 12,       1 1 1 01,               ,     P 10f     ,0.0822,0.71,-0.005558,0,0.076766443,0.71,0,0,0,1,0,0,1,0.109,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6796320,2,1,6340.095327,8.87E-29,0.01455,2839.7207,53,51,2839.7207,       4 2 2 13,       1 2 2 02,               ,     R 25f     ,0.0702,0.74,-0.007152,0,0.068825087,0.74,0,0,0,1,0,0,1,0.095,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6796321,2,1,6340.10166,1.03E-30,0.01642,3458.6885,11,13,3458.6885,       4 3 3 12,       1 3 3 01,               ,     P  6f     ,0.0864,0.75,-0.005053,0,0.066177969,0.75,0,0,0,1,0,0,1,0.115,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6796323,2,1,6340.122288,1.21E-30,0.02959,3505.3572,9,7,3505.3572,       5 1 1 12,       2 1 1 01,               ,     R  3e     ,0.0879,0.77,-0.004668,0,0.060883731,0.77,0,0,0,1,0,0,1,0.118,0.77,0,0,0.076666667,0.77,0,0,0,1,0,0,1
6796324,2,1,6340.125643,5.86E-25,0.007353,815.8032,37,39,815.8032,       3 1 1 12,       0 1 1 01,               ,     P 19e     ,0.0736,0.7,-0.006804,0,0.079413562,0.7,0,0,0,1,0,0,1,0.101,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6796325,2,1,6340.152534,1.06E-29,0.0002185,2649.656,167,165,2649.656,       2 2 2 12,       0 0 0 01,               ,     R 82e     ,0.0616,0.67,-0.009158,0,0.087354918,0.67,0,0,0,1,0,0,1,0.065,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6796328,2,1,6340.207784,1.47E-29,0.000122,2152.3296,37,39,2152.3296,       2 2 2 23,       0 3 3 01,               ,     P 19e     ,0.0737,0.7,-0.007355,0,0.079413562,0.7,0,0,0,1,0,0,1,0.101,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6796331,2,1,6340.25371,8.68E-30,0.01656,3565.1743,155,153,3565.1743,       4 0 0 13,       1 0 0 02,               ,     R 76e     ,0.0628,0.67,-0.008838,0,0.087354918,0.67,0,0,0,1,0,0,1,0.066,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6796332,2,1,6340.264274,1.10E-30,0.005988,3475.1826,35,37,3475.1826,       3 5 5 12,       0 5 5 01,               ,     P 18f     ,0.0744,0.69,-0.006727,0,0.082060681,0.69,0,0,0,1,0,0,1,0.101,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6796333,2,1,6340.273387,2.51E-30,0.0008681,2821.803,23,25,2821.803,       3 1 1 23,       1 2 2 01,               ,     P 12e     ,0.0801,0.69,-0.006358,0,0.082060681,0.69,0,0,0,1,0,0,1,0.107,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6796335,2,1,6340.296261,9.87E-28,0.01563,2424.5718,73,71,2424.5718,       4 1 1 13,       1 1 1 02,               ,     R 35e     ,0.0686,0.76,-0.007377,0,0.06353085,0.76,0,0,0,1,0,0,1,0.085,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6796337,2,1,6340.435028,4.93E-30,0.01647,3685.646,159,157,3685.646,       4 0 0 13,       1 0 0 02,               ,     R 78e     ,0.0624,0.67,-0.008951,0,0.087354918,0.67,0,0,0,1,0,0,1,0.065,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6796339,2,1,6340.46421,2.74E-30,3.25E-05,2321.7649,59,57,2321.7649,       5 2 2 02,       0 3 3 01,               ,     R 28f     ,0.0694,0.75,-0.006669,0,0.066177969,0.75,0,0,0,1,0,0,1,0.092,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6796340,2,1,6340.48306,1.99E-26,0.007042,1533.2797,43,45,1533.2797,       3 2 2 12,       0 2 2 01,               ,     P 22e     ,0.0718,0.72,-0.006965,0,0.074119325,0.72,0,0,0,1,0,0,1,0.098,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6796342,2,1,6340.574254,1.09E-30,7.31E-10,28.0951,15,17,28.0951,       3 3 3 01,       0 0 0 01,               ,     P  8e     ,0.0844,0.73,-0.004841,0,0.071472206,0.73,0,0,0,1,0,0,1,0.112,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6796343,2,1,6340.590549,2.76E-30,0.01636,3809.196,163,161,3809.196,       4 0 0 13,       1 0 0 02,               ,     R 80e     ,0.062,0.67,-0.009057,0,0.087354918,0.67,0,0,0,1,0,0,1,0.065,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6796344,2,1,6340.613589,3.81E-30,0.01362,3457.3245,49,47,3457.3245,       4 3 3 13,       1 3 3 02,               ,     R 23e     ,0.0709,0.73,-0.007049,0,0.071472206,0.73,0,0,0,1,0,0,1,0.097,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6796346,2,1,6340.654699,8.35E-29,0.01457,2860.0974,55,53,2860.0974,       4 2 2 13,       1 2 2 02,               ,     R 26e     ,0.0699,0.74,-0.007195,0,0.068825087,0.74,0,0,0,1,0,0,1,0.094,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6796347,2,1,6340.665722,1.11E-29,0.0001018,2382.4216,103,101,2382.4216,       3 2 2 12,       1 0 0 01,               ,     R 50e     ,0.0672,0.73,-0.007639,0,0.071472206,0.73,0,0,0,1,0,0,1,0.074,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6796349,2,1,6340.693528,1.89E-28,2.21E-05,1522.1611,123,125,1522.1611,       4 1 1 01,       0 0 0 01,               ,     P 62e     ,0.0655,0.7,-0.007362,0,0.079413562,0.7,0,0,0,1,0,0,1,0.069,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6796350,2,1,6340.712674,1.09E-27,0.01557,2398.3604,71,69,2398.3604,       4 1 1 13,       1 1 1 02,               ,     R 34f     ,0.0687,0.76,-0.007362,0,0.06353085,0.76,0,0,0,1,0,0,1,0.086,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6796352,2,1,6340.721629,1.51E-30,0.01623,3935.8223,167,165,3935.8223,       4 0 0 13,       1 0 0 02,               ,     R 82e     ,0.0616,0.67,-0.009158,0,0.087354918,0.67,0,0,0,1,0,0,1,0.065,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6796354,2,1,6340.782927,2.75E-29,0.006234,2853.2878,41,43,2853.2878,       3 4 4 12,       0 4 4 01,               ,     P 21f     ,0.0724,0.71,-0.006916,0,0.076766443,0.71,0,0,0,1,0,0,1,0.099,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6796355,2,1,6340.858588,1.39E-27,0.02063,2111.9917,17,19,2111.9917,       4 1 1 12,       1 1 1 01,               ,     P  9e     ,0.0833,0.72,-0.005404,0,0.074119325,0.72,0,0,0,1,0,0,1,0.111,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6796356,2,1,6340.86792,4.35E-29,0.01969,2788.9158,15,17,2788.9158,       4 2 2 12,       1 2 2 01,               ,     P  8e     ,0.0844,0.73,-0.00527,0,0.071472206,0.73,0,0,0,1,0,0,1,0.112,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6796357,2,1,6340.870234,1.54E-30,0.03133,3508.5068,11,9,3508.5068,       5 1 1 12,       2 1 1 01,               ,     R  4f     ,0.0872,0.76,-0.004688,0,0.06353085,0.76,0,0,0,1,0,0,1,0.117,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6796362,2,1,6340.961142,7.34E-28,0.006683,2201.7537,43,45,2201.7537,       3 3 3 12,       0 3 3 01,               ,     P 22f     ,0.0718,0.72,-0.006965,0,0.074119325,0.72,0,0,0,1,0,0,1,0.098,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0,1
6796364,2,1,6341.025509,6.32E-30,0.0002397,2779.3687,171,169,2779.3687,       2 2 2 12,       0 0 0 01,               ,     R 84e     ,0.0612,0.67,-0.00928,0,0.087354918,0.67,0,0,0,1,0,0,1,0.065,0.67,0,0,0.11,0.67,0,0,0,1,0,0,1
6796365,2,1,6341.030704,2.69E-30,3.46E-05,2344.5093,61,59,2344.5093,       5 2 2 02,       0 3 3 01,               ,     R 29e     ,0.0692,0.75,-0.006688,0,0.066177969,0.75,0,0,0,1,0,0,1,0.091,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6796368,2,1,6341.084265,3.36E-30,4.31E-06,2004.6603,117,117,2004.6603,       3 1 1 12,       0 1 1 01,               ,     Q 58f     ,0.0662,0.71,-0.007903,0,0.076766443,0.71,0,0,0,1,0,0,1,0.07,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6796370,2,1,6341.186435,7.90E-28,0.01564,2481.5625,77,75,2481.5625,       4 1 1 13,       1 1 1 02,               ,     R 37e     ,0.0684,0.76,-0.007403,0,0.06353085,0.76,0,0,0,1,0,0,1,0.083,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6796371,2,1,6341.186612,4.53E-30,0.001077,3114.115,139,137,3114.115,       4 3 3 02,       1 0 0 02,               ,     R 68e     ,0.0642,0.68,-0.007719,0,0.0847078,0.68,0,0,0,1,0,0,1,0.067,0.68,0,0,0.106666667,0.68,0,0,0,1,0,0,1
6796372,2,1,6341.191325,1.11E-30,0.005984,3461.01,33,35,3461.01,       3 5 5 12,       0 5 5 01,               ,     P 17e     ,0.0752,0.69,-0.006631,0,0.082060681,0.69,0,0,0,1,0,0,1,0.102,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6796375,2,1,6341.205086,1.37E-29,0.0001124,2137.4231,35,37,2137.4231,       2 2 2 23,       0 3 3 01,               ,     P 18f     ,0.0744,0.7,-0.007271,0,0.079413562,0.7,0,0,0,1,0,0,1,0.101,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6796377,2,1,6341.218335,5.70E-29,1.29E-05,1346.3196,27,25,1346.3196,       5 1 1 02,       1 0 0 02,               ,     R 12e     ,0.079,0.69,-0.005436,0,0.082060681,0.69,0,0,0,1,0,0,1,0.106,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6796378,2,1,6341.229238,3.63E-30,0.01365,3476.1638,51,49,3476.1638,       4 3 3 13,       1 3 3 02,               ,     R 24f     ,0.0705,0.73,-0.007101,0,0.071472206,0.73,0,0,0,1,0,0,1,0.096,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6796379,2,1,6341.235825,7.81E-29,0.01459,2881.2439,57,55,2881.2439,       4 2 2 13,       1 2 2 02,               ,     R 27f     ,0.0696,0.74,-0.007235,0,0.068825087,0.74,0,0,0,1,0,0,1,0.093,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6796380,2,1,6341.25503,5.97E-25,0.007373,801.1731,35,37,801.1731,       3 1 1 12,       0 1 1 01,               ,     P 18f     ,0.0744,0.69,-0.006727,0,0.082060681,0.69,0,0,0,1,0,0,1,0.101,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6796383,2,1,6341.354403,1.76E-30,0.0006388,2812.407,21,23,2812.407,       3 1 1 23,       1 2 2 01,               ,     P 11f     ,0.0812,0.7,-0.006182,0,0.079413562,0.7,0,0,0,1,0,0,1,0.108,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6796384,2,1,6341.396996,1.20E-23,0.008158,28.0951,15,17,28.0951,       3 0 0 12,       0 0 0 01,               ,     P  8e     ,0.081792084,0.7,-0.005407741,0,0.079413562,0.7,0,0,0.003099312,1,0,0,1,0.112,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6796385,2,1,6341.412326,2.07E-26,0.007057,1516.0521,41,43,1516.0521,       3 2 2 12,       0 2 2 01,               ,     P 21f     ,0.0724,0.71,-0.006916,0,0.076766443,0.71,0,0,0,1,0,0,1,0.099,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
6796386,2,1,6341.43081,8.91E-30,0.02101,2797.136,3,1,2797.136,       5 0 0 12,       2 0 0 01,               ,     R  0e     ,0.0927,0.78,-0.004372,0,0.058236612,0.78,0,0,0,1,0,0,1,0.125,0.78,0,0,0.073333333,0.78,0,0,0,1,0,0,1
6796390,2,1,6341.485282,2.73E-26,0.02013,1404.5719,11,13,1404.5719,       4 0 0 12,       1 0 0 01,               ,     P  6e     ,0.0864,0.75,-0.005053,0,0.066177969,0.75,0,0,0,1,0,0,1,0.115,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6796394,2,1,6341.648277,1.44E-30,0.02538,3512.384,13,11,3512.384,       5 1 1 12,       2 1 1 01,               ,     R  5e     ,0.0864,0.75,-0.004758,0,0.066177969,0.75,0,0,0,1,0,0,1,0.115,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6796395,2,1,6341.656511,2.85E-29,0.006267,2836.7837,39,41,2836.7837,       3 4 4 12,       0 4 4 01,               ,     P 20e     ,0.073,0.7,-0.006863,0,0.079413562,0.7,0,0,0,1,0,0,1,0.1,0.7,0,0,0.1,0.7,0,0,0,1,0,0,1
6796397,2,1,6341.704966,3.86E-29,0.01959,2782.6511,13,15,2782.6511,       4 2 2 12,       1 2 2 01,               ,     P  7f     ,0.0854,0.74,-0.00516,0,0.068825087,0.74,0,0,0,1,0,0,1,0.114,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6796398,2,1,6341.7187,8.76E-28,0.01557,2453.9246,75,73,2453.9246,       4 1 1 13,       1 1 1 02,               ,     R 36f     ,0.0684,0.76,-0.007387,0,0.06353085,0.76,0,0,0,1,0,0,1,0.084,0.76,0,0,0.08,0.76,0,0,0,1,0,0,1
6796400,2,1,6341.725294,1.27E-27,0.02075,2105.0312,15,17,2105.0312,       4 1 1 12,       1 1 1 01,               ,     P  8f     ,0.0844,0.73,-0.00527,0,0.071472206,0.73,0,0,0,1,0,0,1,0.112,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6796402,2,1,6341.774725,7.28E-29,0.0146,2903.1875,59,57,2903.1875,       4 2 2 13,       1 2 2 02,               ,     R 28e     ,0.0694,0.75,-0.007267,0,0.066177969,0.75,0,0,0,1,0,0,1,0.092,0.75,0,0,0.083333333,0.75,0,0,0,1,0,0,1
6796403,2,1,6341.776126,9.11E-30,0.0001185,2462.6758,107,105,2462.6758,       3 2 2 12,       1 0 0 01,               ,     R 52e     ,0.067,0.73,-0.007701,0,0.071472206,0.73,0,0,0,1,0,0,1,0.073,0.73,0,0,0.09,0.73,0,0,0,1,0,0,1
6796404,2,1,6341.831556,3.43E-30,0.01365,3495.7874,53,51,3495.7874,       4 3 3 13,       1 3 3 02,               ,     R 25e     ,0.0702,0.74,-0.007152,0,0.068825087,0.74,0,0,0,1,0,0,1,0.095,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0,1
6796405,2,1,6341.85667,1.23E-28,5.00E-05,1494.3071,31,33,1494.3071,       2 1 1 23,       1 0 0 01,               ,     P 16e     ,0.0762,0.69,-0.007039,0,0.082060681,0.69,0,0,0,1,0,0,1,0.103,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,1
6796406,2,1,6341.873269,7.63E-28,0.006698,2184.4949,41,43,2184.4949,       3 3 3 12,       0 3 3 01,               ,     P 21e     ,0.0724,0.71,-0.006916,0,0.076766443,0.71,0,0,0,1,0,0,1,0.099,0.71,0,0,0.096666667,0.71,0,0,0,1,0,0,1
