dsd,line,molec_id,local_iso_id,elower,nu,sw,gamma0_O2,n_gamma0_O2,delta0_O2,n_delta0_O2,nuVC_O2,n_nuVC_O2,SD_gamma_O2,n_gamma2_O2,SD_delta_O2,n_delta2_O2,eta_O2,y_O2,n_y_O2,gamma0_N2,n_gamma0_N2,delta0_N2,n_delta0_N2,nuVC_N2,n_nuVC_N2,SD_gamma_N2,n_gamma2_N2,SD_delta_N2,n_delta2_N2,eta_N2,y_N2,n_y_N2
,,1,1,2180.6429,7584.361732,6.65E-28,0.0785,0.68,0.00442,0,0,1,0,0.68,0,0,0,0,0,0.0785,0.68,0.00442,0,0,1,0,0.68,0,0,0,0,0
,,1,1,2462.8752,7584.433062,1.54E-30,0.0825,0.71,-0.00863,0,0,1,0,0.71,0,0,0,0,0,0.0825,0.71,-0.00863,0,0,1,0,0.71,0,0,0,0,0
,,1,1,3597.866,7584.548783,6.93E-30,0.0779,0.65,-0.01086,0,0,1,0,0.65,0,0,0,0,0,0.0779,0.65,-0.01086,0,0,1,0,0.65,0,0,0,0,0
,,1,1,4206.3319,7584.683169,3.33E-30,0.034,0.41,-0.00921,0,0,1,0,0.41,0,0,0,0,0,0.034,0.41,-0.00921,0,0,1,0,0.41,0,0,0,0,0
,,1,1,756.7248,7584.759606,3.08E-27,0.0575,0.51,0.00308,0,0,1,0,0.51,0,0,0,0,0,0.0575,0.51,0.00308,0,0,1,0,0.51,0,0,0,0,0
,,1,1,222.0528,7585.02179,2.98E-25,0.0933,0.72,-0.00136,0,0,1,0,0.72,0,0,0,0,0,0.0933,0.72,-0.00136,0,0,1,0,0.72,0,0,0,0,0
,,1,1,2437.5019,7585.041653,4.61E-27,0.0527,0.52,-0.02901,0,0,1,0,0.52,0,0,0,0,0,0.0527,0.52,-0.02901,0,0,1,0,0.52,0,0,0,0,0
,,1,1,1255.1668,7585.056236,1.01E-28,0.0667,0.69,-0.01538,0,0,1,0,0.69,0,0,0,0,0,0.0667,0.69,-0.01538,0,0,1,0,0.69,0,0,0,0,0
,,1,1,3144.5692,7585.281025,2.39E-29,0.0318,0.26,-0.02316,0,0,1,0,0.26,0,0,0,0,0,0.0318,0.26,-0.02316,0,0,1,0,0.26,0,0,0,0,0
,,1,1,1962.5069,7585.310008,1.16E-26,0.0508,0.5,-0.00538,0,0,1,0,0.5,0,0,0,0,0,0.0508,0.5,-0.00538,0,0,1,0,0.5,0,0,0,0,0
,,1,1,2437.5019,7585.34959,1.95E-29,0.0672,0.67,-0.02355,0,0,1,0,0.67,0,0,0,0,0,0.0672,0.67,-0.02355,0,0,1,0,0.67,0,0,0,0,0
,,1,1,447.2524,7585.392937,4.01E-23,0.0786,0.66,-0.0042,0,0,1,0,0.66,0,0,0,0,0,0.0786,0.66,-0.0042,0,0,1,0,0.66,0,0,0,0,0
,,1,1,3144.5787,7585.404456,7.24E-29,0.0321,0.27,-0.02324,0,0,1,0,0.27,0,0,0,0,0,0.0321,0.27,-0.02324,0,0,1,0,0.27,0,0,0,0,0
,,1,1,610.3412,7585.455803,5.42E-30,0.0833,0.69,0,0,0,1,0,0.69,0,0,0,0,0,0.0833,0.69,0,0,0,1,0,0.69,0,0,0,0,0
,,1,1,1985.7849,7585.588473,1.59E-29,0.0625,0.64,-0.01935,0,0,1,0,0.64,0,0,0,0,0,0.0625,0.64,-0.01935,0,0,1,0,0.64,0,0,0,0,0
,,1,1,1340.8849,7585.642617,6.14E-30,0.0702,0.68,-0.0127,0,0,1,0,0.68,0,0,0,0,0,0.0702,0.68,-0.0127,0,0,1,0,0.68,0,0,0,0,0
,,1,1,610.1144,7585.684932,1.81E-30,0.0833,0.69,0,0,0,1,0,0.69,0,0,0,0,0,0.0833,0.69,0,0,0,1,0,0.69,0,0,0,0,0
,,1,1,2246.8848,7585.746724,3.30E-29,0.0251,0.18,-0.01326,0,0,1,0,0.18,0,0,0,0,0,0.0251,0.18,-0.01326,0,0,1,0,0.18,0,0,0,0,0
,,1,1,3135.7648,7586.092831,2.23E-30,0.0603,0.6,0.00897,0,0,1,0,0.6,0,0,0,0,0,0.0603,0.6,0.00897,0,0,1,0,0.6,0,0,0,0,0
,,1,1,446.5107,7586.134684,1.42E-28,0.0833,0.69,0,0,0,1,0,0.69,0,0,0,0,0,0.0833,0.69,0,0,0,1,0,0.69,0,0,0,0,0
,,1,1,2550.8825,7586.22999,6.15E-30,0.0318,0.31,-0.01866,0,0,1,0,0.31,0,0,0,0,0,0.0318,0.31,-0.01866,0,0,1,0,0.31,0,0,0,0,0
,,1,1,2818.3981,7586.277559,3.67E-27,0.0834,0.71,0.00313,0,0,1,0,0.71,0,0,0,0,0,0.0834,0.71,0.00313,0,0,1,0,0.71,0,0,0,0,0
,,1,1,3770.8789,7586.366331,5.20E-30,0.0719,0.66,-0.00448,0,0,1,0,0.66,0,0,0,0,0,0.0719,0.66,-0.00448,0,0,1,0,0.66,0,0,0,0,0
,,1,1,1114.5499,7586.496537,7.93E-30,0.06,0.57,0,0,0,1,0,0.57,0,0,0,0,0,0.06,0.57,0,0,0,1,0,0.57,0,0,0,0,0
,,1,1,1114.5323,7586.509046,2.64E-30,0.06,0.57,0,0,0,1,0,0.57,0,0,0,0,0,0.06,0.57,0,0,0,1,0,0.57,0,0,0,0,0
,,1,1,2337.4632,7586.720489,1.13E-30,0.0757,0.66,0.00155,0,0,1,0,0.66,0,0,0,0,0,0.0757,0.66,0.00155,0,0,1,0,0.66,0,0,0,0,0
,,1,1,4291.9097,7586.91093,2.32E-29,0.0598,0.59,-0.02528,0,0,1,0,0.59,0,0,0,0,0,0.0598,0.59,-0.02528,0,0,1,0,0.59,0,0,0,0,0
,,1,1,1006.1159,7587.0625,1.16E-29,0.0686,0.62,0,0,0,1,0,0.62,0,0,0,0,0,0.0686,0.62,0,0,0,1,0,0.62,0,0,0,0,0
,,1,1,2300.685,7587.124381,3.20E-30,0.0731,0.72,-0.01878,0,0,1,0,0.72,0,0,0,0,0,0.0731,0.72,-0.01878,0,0,1,0,0.72,0,0,0,0,0
,,1,1,382.5169,7587.157703,1.59E-28,0.0887,0.71,0,0,0,1,0,0.71,0,0,0,0,0,0.0887,0.71,0,0,0,1,0,0.71,0,0,0,0,0
,,1,1,3583.3743,7587.234843,1.29E-29,0.0275,0.3,-0.02961,0,0,1,0,0.3,0,0,0,0,0,0.0275,0.3,-0.02961,0,0,1,0,0.3,0,0,0,0,0
,,1,1,3583.3742,7587.234985,4.31E-30,0.0275,0.3,-0.02961,0,0,1,0,0.3,0,0,0,0,0,0.0275,0.3,-0.02961,0,0,1,0,0.3,0,0,0,0,0
,,1,1,704.2141,7587.413484,9.28E-29,0.0734,0.65,0,0,0,1,0,0.65,0,0,0,0,0,0.0734,0.65,0,0,0,1,0,0.65,0,0,0,0,0
,,1,1,1920.7664,7587.459604,2.15E-28,0.0914,0.72,-0.00276,0,0,1,0,0.72,0,0,0,0,0,0.0914,0.72,-0.00276,0,0,1,0,0.72,0,0,0,0,0
,,1,1,542.9058,7587.49118,1.40E-24,0.0786,0.65,-0.00468,0,0,1,0,0.65,0,0,0,0,0,0.0786,0.65,-0.00468,0,0,1,0,0.65,0,0,0,0,0
,,1,1,2748.0996,7587.663386,1.32E-30,0.0562,0.62,-0.02693,0,0,1,0,0.62,0,0,0,0,0,0.0562,0.62,-0.02693,0,0,1,0,0.62,0,0,0,0,0
,,1,1,2630.1925,7588.136887,1.37E-30,0.065,0.6,-0.00277,0,0,1,0,0.6,0,0,0,0,0,0.065,0.6,-0.00277,0,0,1,0,0.6,0,0,0,0,0
,,1,1,3629.0965,7588.137078,8.06E-29,0.0416,0.41,-0.02758,0,0,1,0,0.41,0,0,0,0,0,0.0416,0.41,-0.02758,0,0,1,0,0.41,0,0,0,0,0
,,1,1,2512.3757,7588.153176,3.70E-29,0.0711,0.64,-0.00538,0,0,1,0,0.64,0,0,0,0,0,0.0711,0.64,-0.00538,0,0,1,0,0.64,0,0,0,0,0
,,1,1,1293.6341,7588.262369,3.00E-28,0.0722,0.67,0.014,0,0,1,0,0.67,0,0,0,0,0,0.0722,0.67,0.014,0,0,1,0,0.67,0,0,0,0,0
,,1,1,2631.2688,7588.33347,2.05E-27,0.0222,0.16,-0.02743,0,0,1,0,0.16,0,0,0,0,0,0.0222,0.16,-0.02743,0,0,1,0,0.16,0,0,0,0,0
,,1,1,136.1639,7588.606143,3.38E-30,0.0988,0.74,-0.00505,0,0,1,0,0.74,0,0,0,0,0,0.0988,0.74,-0.00505,0,0,1,0,0.74,0,0,0,0,0
,,1,1,2631.2834,7588.713114,1.16E-27,0.0225,0.17,-0.02697,0,0,1,0,0.17,0,0,0,0,0,0.0225,0.17,-0.02697,0,0,1,0,0.17,0,0,0,0,0
,,1,1,383.8425,7588.719788,1.32E-29,0.0887,0.71,0,0,0,1,0,0.71,0,0,0,0,0,0.0887,0.71,0,0,0,1,0,0.71,0,0,0,0,0
,,1,1,1080.3854,7588.735892,2.86E-30,0.0646,0.6,0,0,0,1,0,0.6,0,0,0,0,0,0.0646,0.6,0,0,0,1,0,0.6,0,0,0,0,0
,,1,1,2550.8825,7588.857823,1.76E-29,0.0398,0.36,-0.009212,0,0,1,0,0.36,0,0,0,0,0,0.0398,0.36,-0.009212,0,0,1,0,0.36,0,0,0,0,0
,,1,1,709.6082,7588.86821,9.86E-26,0.0677,0.58,-0.019,0,0,1,0,0.58,0,0,0,0,0,0.0677,0.58,-0.019,0,0,1,0,0.58,0,0,0,0,0
,,1,1,2705.1396,7589.211719,2.10E-30,0.0743,0.68,0.00651,0,0,1,0,0.68,0,0,0,0,0,0.0743,0.68,0.00651,0,0,1,0,0.68,0,0,0,0,0
,,1,1,2748.0996,7589.261654,3.97E-29,0.0643,0.58,-0.00939,0,0,1,0,0.58,0,0,0,0,0,0.0643,0.58,-0.00939,0,0,1,0,0.58,0,0,0,0,0
,,1,1,1131.7756,7589.36403,1.27E-26,0.0781,0.73,-0.01255,0,0,1,0,0.73,0,0,0,0,0,0.0781,0.73,-0.01255,0,0,1,0,0.73,0,0,0,0,0
,,1,1,2690.5936,7589.546188,2.47E-30,0.0741,0.65,-0.01365,0,0,1,0,0.65,0,0,0,0,0,0.0741,0.65,-0.01365,0,0,1,0,0.65,0,0,0,0,0
,,1,1,1446.1283,7589.62496,5.15E-26,0.0742,0.65,-0.00674,0,0,1,0,0.65,0,0,0,0,0,0.0742,0.65,-0.00674,0,0,1,0,0.65,0,0,0,0,0
,,1,1,315.7795,7590.041073,2.07E-28,0.0941,0.73,-0.00458,0,0,1,0,0.73,0,0,0,0,0,0.0941,0.73,-0.00458,0,0,1,0,0.73,0,0,0,0,0
,,1,1,1843.0296,7590.12769,3.25E-27,0.0547,0.53,-0.01605,0,0,1,0,0.53,0,0,0,0,0,0.0547,0.53,-0.01605,0,0,1,0,0.53,0,0,0,0,0
,,1,1,1774.7511,7590.18557,2.12E-26,0.0377,0.35,-0.00263,0,0,1,0,0.35,0,0,0,0,0,0.0377,0.35,-0.00263,0,0,1,0,0.35,0,0,0,0,0
,,1,1,2688.0798,7590.293385,1.13E-29,0.0674,0.61,0.00664,0,0,1,0,0.61,0,0,0,0,0,0.0674,0.61,0.00664,0,0,1,0,0.61,0,0,0,0,0
,,1,1,3746.7759,7590.330969,1.48E-30,0.0588,0.55,-0.01767,0,0,1,0,0.55,0,0,0,0,0,0.0588,0.55,-0.01767,0,0,1,0,0.55,0,0,0,0,0
,,1,1,3746.7626,7590.419089,4.65E-30,0.0584,0.55,-0.01751,0,0,1,0,0.55,0,0,0,0,0,0.0584,0.55,-0.01751,0,0,1,0,0.55,0,0,0,0,0
,,1,1,1538.1495,7590.553592,2.88E-30,0.0776,0.71,-0.00783,0,0,1,0,0.71,0,0,0,0,0,0.0776,0.71,-0.00783,0,0,1,0,0.71,0,0,0,0,0
,,1,1,2282.5896,7590.69444,1.37E-27,0.0837,0.72,-0.01189,0,0,1,0,0.72,0,0,0,0,0,0.0837,0.72,-0.01189,0,0,1,0,0.72,0,0,0,0,0
,,1,1,744.1627,7590.792524,2.67E-27,0.081,0.69,-0.00455,0,0,1,0,0.69,0,0,0,0,0,0.081,0.69,-0.00455,0,0,1,0,0.69,0,0,0,0,0
,,1,1,1079.0796,7590.884242,9.02E-30,0.0646,0.6,0,0,0,1,0,0.6,0,0,0,0,0,0.0646,0.6,0,0,0,1,0,0.6,0,0,0,0,0
,,1,1,1006.1159,7591.098084,7.25E-30,0.0623,0.55,-0.0201,0,0,1,0,0.55,0,0,0,0,0,0.0623,0.55,-0.0201,0,0,1,0,0.55,0,0,0,0,0
,,1,1,1327.11,7591.1711,5.65E-25,0.0382,0.33,-0.022,0,0,1,0,0.33,0,0,0,0,0,0.0382,0.33,-0.022,0,0,1,0,0.33,0,0,0,0,0
,,1,1,315.7795,7591.185167,1.29E-25,0.0894,0.74,-0.00636,0,0,1,0,0.74,0,0,0,0,0,0.0894,0.74,-0.00636,0,0,1,0,0.74,0,0,0,0,0
,,1,1,2053.9687,7591.277305,7.03E-27,0.0907,0.73,-0.00701,0,0,1,0,0.73,0,0,0,0,0,0.0907,0.73,-0.00701,0,0,1,0,0.73,0,0,0,0,0
,,1,1,744.1627,7591.32525,3.66E-25,0.052,0.44,-0.01864,0,0,1,0,0.44,0,0,0,0,0,0.052,0.44,-0.01864,0,0,1,0,0.44,0,0,0,0,0
,,1,1,1581.336,7591.330834,2.18E-26,0.0605,0.58,-0.01229,0,0,1,0,0.58,0,0,0,0,0,0.0605,0.58,-0.01229,0,0,1,0,0.58,0,0,0,0,0
,,1,1,2337.6667,7591.349438,1.64E-30,0.0819,0.7,-0.00481,0,0,1,0,0.7,0,0,0,0,0,0.0819,0.7,-0.00481,0,0,1,0,0.7,0,0,0,0,0
,,1,1,3323.2698,7591.376105,2.49E-30,0.0551,0.53,-0.00703,0,0,1,0,0.53,0,0,0,0,0,0.0551,0.53,-0.00703,0,0,1,0,0.53,0,0,0,0,0
,,1,1,1327.1176,7591.39643,1.75E-25,0.0382,0.33,-0.02143,0,0,1,0,0.33,0,0,0,0,0,0.0382,0.33,-0.02143,0,0,1,0,0.33,0,0,0,0,0
,,1,1,744.0637,7591.47529,1.19E-25,0.0518,0.43,-0.01852,0,0,1,0,0.43,0,0,0,0,0,0.0518,0.43,-0.01852,0,0,1,0,0.43,0,0,0,0,0
,,1,1,2586.5297,7591.547631,1.67E-30,0.0536,0.57,-0.01341,0,0,1,0,0.57,0,0,0,0,0,0.0536,0.57,-0.01341,0,0,1,0,0.57,0,0,0,0,0
,,1,1,2433.8004,7591.56675,1.21E-26,0.0471,0.45,-0.02458,0,0,1,0,0.45,0,0,0,0,0,0.0471,0.45,-0.02458,0,0,1,0,0.45,0,0,0,0,0
,,1,1,2124.9514,7591.58704,3.59E-27,0.0494,0.48,-0.01429,0,0,1,0,0.48,0,0,0,0,0,0.0494,0.48,-0.01429,0,0,1,0,0.48,0,0,0,0,0
,,1,1,2813.5286,7591.730694,1.77E-28,0.0342,0.35,-0.02037,0,0,1,0,0.35,0,0,0,0,0,0.0342,0.35,-0.02037,0,0,1,0,0.35,0,0,0,0,0
,,1,1,2813.5121,7591.743712,5.09E-28,0.0342,0.35,-0.02036,0,0,1,0,0.35,0,0,0,0,0,0.0342,0.35,-0.02036,0,0,1,0,0.35,0,0,0,0,0
,,1,1,3072.7263,7591.941131,2.21E-30,0.0535,0.49,-0.02581,0,0,1,0,0.49,0,0,0,0,0,0.0535,0.49,-0.02581,0,0,1,0,0.49,0,0,0,0,0
,,1,1,2746.0235,7592.059856,1.14E-30,0.0504,0.56,-0.00161,0,0,1,0,0.56,0,0,0,0,0,0.0504,0.56,-0.00161,0,0,1,0,0.56,0,0,0,0,0
,,1,1,1411.6115,7592.134418,2.41E-30,0.0772,0.68,-0.01802,0,0,1,0,0.68,0,0,0,0,0,0.0772,0.68,-0.01802,0,0,1,0,0.68,0,0,0,0,0
,,1,1,2724.167,7592.217634,2.58E-30,0.0553,0.56,-0.00353,0,0,1,0,0.56,0,0,0,0,0,0.0553,0.56,-0.00353,0,0,1,0,0.56,0,0,0,0,0
,,1,1,1962.5069,7592.24689,1.98E-26,0.0436,0.41,0.00781,0,0,1,0,0.41,0,0,0,0,0,0.0436,0.41,0.00781,0,0,1,0,0.41,0,0,0,0,0
,,1,1,447.2524,7592.430021,1.42E-24,0.0827,0.69,0.00451,0,0,1,0,0.69,0,0,0,0,0,0.0827,0.69,0.00451,0,0,1,0,0.69,0,0,0,0,0
,,1,1,661.5489,7592.558624,5.70E-24,0.0837,0.72,-0.01189,0,0,1,0,0.72,0,0,0,0,0,0.0837,0.72,-0.01189,0,0,1,0,0.72,0,0,0,0,0
,,1,1,1985.7849,7592.807672,1.50E-29,0.051,0.51,-0.01285,0,0,1,0,0.51,0,0,0,0,0,0.051,0.51,-0.01285,0,0,1,0,0.51,0,0,0,0,0
,,1,1,212.1564,7593.146898,5.07E-23,0.0892,0.72,-0.00743,0,0,1,0,0.72,0,0,0,0,0,0.0892,0.72,-0.00743,0,0,1,0,0.72,0,0,0,0,0
,,1,1,446.5107,7593.171872,6.04E-30,0.0833,0.69,0,0,0,1,0,0.69,0,0,0,0,0,0.0833,0.69,0,0,0,1,0,0.69,0,0,0,0,0
,,1,1,212.1564,7593.473515,4.70E-25,0.096,0.73,-0.00517,0,0,1,0,0.73,0,0,0,0,0,0.096,0.73,-0.00517,0,0,1,0,0.73,0,0,0,0,0
,,1,1,1050.1577,7593.628904,8.48E-29,0.0821,0.73,-0.00629,0,0,1,0,0.73,0,0,0,0,0,0.0821,0.73,-0.00629,0,0,1,0,0.73,0,0,0,0,0
,,1,1,3144.5692,7593.723667,2.95E-30,0.0255,0.16,-0.02703,0,0,1,0,0.16,0,0,0,0,0,0.0255,0.16,-0.02703,0,0,1,0,0.16,0,0,0,0,0
,,1,1,2321.9057,7593.76368,2.28E-27,0.042,0.42,-0.02518,0,0,1,0,0.42,0,0,0,0,0,0.042,0.42,-0.02518,0,0,1,0,0.42,0,0,0,0,0
,,1,1,2414.7234,7593.824082,1.76E-28,0.0508,0.49,0.02,0,0,1,0,0.49,0,0,0,0,0,0.0508,0.49,0.02,0,0,1,0,0.49,0,0,0,0,0
,,1,1,2321.8121,7593.884016,7.64E-28,0.0418,0.42,-0.02512,0,0,1,0,0.42,0,0,0,0,0,0.0418,0.42,-0.02512,0,0,1,0,0.42,0,0,0,0,0
,,1,1,3144.5787,7594.153437,1.43E-29,0.0258,0.17,-0.02704,0,0,1,0,0.17,0,0,0,0,0,0.0258,0.17,-0.02704,0,0,1,0,0.17,0,0,0,0,0
,,1,1,2073.5156,7594.18644,6.58E-30,0.0459,0.49,-0.01557,0,0,1,0,0.49,0,0,0,0,0,0.0459,0.49,-0.01557,0,0,1,0,0.49,0,0,0,0,0
,,1,1,3135.7648,7594.218401,1.91E-30,0.0317,0.25,-0.02439,0,0,1,0,0.25,0,0,0,0,0,0.0317,0.25,-0.02439,0,0,1,0,0.25,0,0,0,0,0
,,1,1,1677.0614,7594.227844,2.69E-30,0.0973,0.74,0.00738,0,0,1,0,0.74,0,0,0,0,0,0.0973,0.74,0.00738,0,0,1,0,0.74,0,0,0,0,0
,,1,1,2629.3345,7594.303052,2.29E-28,0.0746,0.72,-0.02135,0,0,1,0,0.72,0,0,0,0,0,0.0746,0.72,-0.02135,0,0,1,0,0.72,0,0,0,0,0
,,1,1,1340.8849,7594.38682,1.06E-26,0.066,0.64,-0.01398,0,0,1,0,0.64,0,0,0,0,0,0.066,0.64,-0.01398,0,0,1,0,0.64,0,0,0,0,0
,,1,1,3685.4188,7594.390213,1.06E-29,0.0286,0.28,-0.02606,0,0,1,0,0.28,0,0,0,0,0,0.0286,0.28,-0.02606,0,0,1,0,0.28,0,0,0,0,0
,,1,1,3685.4069,7594.398787,3.17E-29,0.0286,0.28,-0.02606,0,0,1,0,0.28,0,0,0,0,0,0.0286,0.28,-0.02606,0,0,1,0,0.28,0,0,0,0,0
,,1,1,2756.4153,7594.433174,4.50E-27,0.0571,0.57,-0.03047,0,0,1,0,0.57,0,0,0,0,0,0.0571,0.57,-0.03047,0,0,1,0,0.57,0,0,0,0,0
,,1,1,1293.6341,7594.486887,1.79E-28,0.0632,0.61,0.00551,0,0,1,0,0.61,0,0,0,0,0,0.0632,0.61,0.00551,0,0,1,0,0.61,0,0,0,0,0
,,1,1,1525.136,7594.66743,1.76E-26,0.0577,0.56,-0.005,0,0,1,0,0.56,0,0,0,0,0,0.0577,0.56,-0.005,0,0,1,0,0.56,0,0,0,0,0
,,1,1,2952.3937,7594.757019,5.14E-28,0.0191,0.11,-0.02788,0,0,1,0,0.11,0,0,0,0,0,0.0191,0.11,-0.02788,0,0,1,0,0.11,0,0,0,0,0
,,1,1,3487.3992,7594.818023,1.43E-30,0.0654,0.61,-0.02898,0,0,1,0,0.61,0,0,0,0,0,0.0654,0.61,-0.02898,0,0,1,0,0.61,0,0,0,0,0
,,1,1,2952.3869,7594.846164,1.74E-28,0.019,0.11,-0.02797,0,0,1,0,0.11,0,0,0,0,0,0.019,0.11,-0.02797,0,0,1,0,0.11,0,0,0,0,0
,,1,1,2327.8838,7594.965294,2.43E-30,0.0398,0.36,-0.009215,0,0,1,0,0.36,0,0,0,0,0,0.0398,0.36,-0.009215,0,0,1,0,0.36,0,0,0,0,0
,,1,1,1774.6163,7595.045654,3.44E-30,0.0597,0.62,0.00225,0,0,1,0,0.62,0,0,0,0,0,0.0597,0.62,0.00225,0,0,1,0,0.62,0,0,0,0,0
,,1,1,4016.1338,7595.063087,6.13E-30,0.034,0.41,-0.009215,0,0,1,0,0.41,0,0,0,0,0,0.034,0.41,-0.009215,0,0,1,0,0.41,0,0,0,0,0
,,1,1,3386.3795,7595.118273,1.17E-30,0.0703,0.65,-0.0096,0,0,1,0,0.65,0,0,0,0,0,0.0703,0.65,-0.0096,0,0,1,0,0.65,0,0,0,0,0
,,1,1,3870.2015,7595.303314,3.46E-29,0.034,0.41,-0.009216,0,0,1,0,0.41,0,0,0,0,0,0.034,0.41,-0.009216,0,0,1,0,0.41,0,0,0,0,0
,,1,1,136.7617,7595.542128,2.04E-29,0.094,0.73,0,0,0,1,0,0.73,0,0,0,0,0,0.094,0.73,0,0,0,1,0,0.73,0,0,0,0,0
,,1,1,3624.1811,7595.676004,2.46E-29,0.0366,0.35,-0.02115,0,0,1,0,0.35,0,0,0,0,0,0.0366,0.35,-0.02115,0,0,1,0,0.35,0,0,0,0,0
,,1,1,399.4575,7595.75404,9.50E-27,0.0884,0.7,-0.00046,0,0,1,0,0.7,0,0,0,0,0,0.0884,0.7,-0.00046,0,0,1,0,0.7,0,0,0,0,0
,,1,1,816.6942,7595.937593,1.31E-29,0.0734,0.65,0,0,0,1,0,0.65,0,0,0,0,0,0.0734,0.65,0,0,0,1,0,0.65,0,0,0,0,0
,,1,1,1631.383,7596.203451,1.51E-30,0.0606,0.68,-0.01855,0,0,1,0,0.68,0,0,0,0,0,0.0606,0.68,-0.01855,0,0,1,0,0.68,0,0,0,0,0
,,1,1,1774.6163,7596.242994,7.45E-28,0.0595,0.6,0.01286,0,0,1,0,0.6,0,0,0,0,0,0.0595,0.6,0.01286,0,0,1,0,0.6,0,0,0,0,0
,,1,1,2426.1965,7596.347632,3.08E-28,0.045,0.44,-0.01302,0,0,1,0,0.44,0,0,0,0,0,0.045,0.44,-0.01302,0,0,1,0,0.44,0,0,0,0,0
,,1,1,3144.5692,7596.463181,1.62E-30,0.0542,0.6,-0.00348,0,0,1,0,0.6,0,0,0,0,0,0.0542,0.6,-0.00348,0,0,1,0,0.6,0,0,0,0,0
,,1,1,1557.8477,7596.602409,1.26E-27,0.0637,0.62,0.00025,0,0,1,0,0.62,0,0,0,0,0,0.0637,0.62,0.00025,0,0,1,0,0.62,0,0,0,0,0
,,1,1,4172.1523,7596.652418,1.30E-30,0.0231,0.23,-0.0261,0,0,1,0,0.23,0,0,0,0,0,0.0231,0.23,-0.0261,0,0,1,0,0.23,0,0,0,0,0
,,1,1,1255.1668,7596.686,5.98E-30,0.0793,0.68,-0.01687,0,0,1,0,0.68,0,0,0,0,0,0.0793,0.68,-0.01687,0,0,1,0,0.68,0,0,0,0,0
,,1,1,1201.9215,7596.72031,2.63E-26,0.0721,0.66,0.00793,0,0,1,0,0.66,0,0,0,0,0,0.0721,0.66,0.00793,0,0,1,0,0.66,0,0,0,0,0
,,1,1,224.8384,7596.851037,6.77E-29,0.0887,0.71,0,0,0,1,0,0.71,0,0,0,0,0,0.0887,0.71,0,0,0,1,0,0.71,0,0,0,0,0
,,1,1,1525.136,7597.047585,1.28E-28,0.0599,0.66,0.00173,0,0,1,0,0.66,0,0,0,0,0,0.0599,0.66,0.00173,0,0,1,0,0.66,0,0,0,0,0
,,1,1,816.6942,7597.079231,6.74E-29,0.079,0.71,-0.00818,0,0,1,0,0.71,0,0,0,0,0,0.079,0.71,-0.00818,0,0,1,0,0.71,0,0,0,0,0
,,1,1,1122.7085,7597.135181,3.72E-30,0.0686,0.62,0,0,0,1,0,0.62,0,0,0,0,0,0.0686,0.62,0,0,0,1,0,0.62,0,0,0,0,0
,,1,1,4428.1147,7597.169589,3.74E-30,0.0513,0.54,-0.03416,0,0,1,0,0.54,0,0,0,0,0,0.0513,0.54,-0.03416,0,0,1,0,0.54,0,0,0,0,0
,,1,1,1806.67,7597.429929,2.93E-28,0.0746,0.68,-0.00855,0,0,1,0,0.68,0,0,0,0,0,0.0746,0.68,-0.00855,0,0,1,0,0.68,0,0,0,0,0
,,1,1,704.2141,7597.534213,3.31E-24,0.0667,0.56,-0.00744,0,0,1,0,0.56,0,0,0,0,0,0.0667,0.56,-0.00744,0,0,1,0,0.56,0,0,0,0,0
,,1,1,2471.255,7597.549538,3.52E-28,0.0208,0.19,-0.02143,0,0,1,0,0.19,0,0,0,0,0,0.0208,0.19,-0.02143,0,0,1,0,0.19,0,0,0,0,0
,,1,1,2471.255,7597.549542,1.06E-27,0.0208,0.19,-0.02142,0,0,1,0,0.19,0,0,0,0,0,0.0208,0.19,-0.02142,0,0,1,0,0.19,0,0,0,0,0
,,1,1,1437.9686,7597.72874,4.66E-27,0.0642,0.6,0.01002,0,0,1,0,0.6,0,0,0,0,0,0.0642,0.6,0.01002,0,0,1,0,0.6,0,0,0,0,0
,,1,1,2042.7532,7597.76742,1.15E-28,0.0827,0.69,0.00451,0,0,1,0,0.69,0,0,0,0,0,0.0827,0.69,0.00451,0,0,1,0,0.69,0,0,0,0,0
,,1,1,816.6942,7597.772265,1.04E-30,0.0709,0.64,-0.01911,0,0,1,0,0.64,0,0,0,0,0,0.0709,0.64,-0.01911,0,0,1,0,0.64,0,0,0,0,0
,,1,1,3391.1261,7597.868661,2.41E-29,0.027,0.21,-0.02445,0,0,1,0,0.21,0,0,0,0,0,0.027,0.21,-0.02445,0,0,1,0,0.21,0,0,0,0,0
,,1,1,3391.1308,7597.885365,8.07E-30,0.0271,0.21,-0.02442,0,0,1,0,0.21,0,0,0,0,0,0.0271,0.21,-0.02442,0,0,1,0,0.21,0,0,0,0,0
,,1,1,3244.6007,7597.99292,2.19E-30,0.0368,0.38,-0.009217,0,0,1,0,0.38,0,0,0,0,0,0.0368,0.38,-0.009217,0,0,1,0,0.38,0,0,0,0,0
,,1,1,2124.9514,7598.085567,3.07E-29,0.0522,0.57,-0.00541,0,0,1,0,0.57,0,0,0,0,0,0.0522,0.57,-0.00541,0,0,1,0,0.57,0,0,0,0,0
,,1,1,3381.7042,7598.148047,3.06E-30,0.0957,0.74,-0.00342,0,0,1,0,0.74,0,0,0,0,0,0.0957,0.74,-0.00342,0,0,1,0,0.74,0,0,0,0,0
