Actual Point Number,Total Frequency /MHz,Detuning (MHz),Total Frequency (Detuning),Mean tau/us,Corrected Tau (us),tau std. dev./us,tau rel. std. dev./%,Alpha - Uncorrected,Alpha - Corrected,Cavity Temperature Side 2 /C,Cavity Pressure /Torr
0.0,394398586.57434046,0.0,394398586.92359334,11.347062174400001,11.271036652771297,0.0166580276,0.1468047616,2.939651603837184,2.959480174488973,24.7593412344,49.8239784222
1.0,394398782.55450046,198.9771661120211,394398785.90075946,11.346895163800001,11.27087136545319,0.0069778945999999994,0.061496070199999996,2.9396948714422035,2.959523575262984,24.7593412344,49.8239784222
2.0,394398982.87603915,397.9543322240422,394398984.8779256,11.3445590809,11.268559386758975,0.0065921281000000005,0.058108279400000004,2.9403002163367407,2.960130782911822,24.7593412344,49.8239784222
3.0,394399183.1057377,596.9314983360633,394399183.8550917,11.3466788994,11.270657332549337,0.00656569,0.0578644209,2.939750901171536,2.9595797774352386,24.7593412344,49.8239784222
4.0,394399380.7307024,795.9086644480844,394399382.8322578,11.3457641311,11.269752003091607,0.006399648199999999,0.056405616299999996,2.939987922750975,2.9598175284304937,24.7593412344,49.8239784222
5.0,394399578.3513159,994.8858305601055,394399581.8094239,11.3450028318,11.268998559003219,0.0067187065,0.059221726100000004,2.940185208796715,2.9600154215270122,24.7593412344,49.8239784222
6.0,394399778.8314759,1193.8629966721267,394399780.78659004,11.3459312542,11.269917401776569,0.0066129021,0.058284348799999997,2.9399446173682255,2.9597740897867593,24.7593412344,49.8239784222
7.0,394399978.55821234,1392.8401627841477,394399979.76375616,11.3466509689,11.270629690246079,0.0065944413,0.0581179536,2.9397581375545685,2.9595870360892778,24.7593412344,49.8239784222
8.0,394400176.03837234,1591.8173288961689,394400178.7409222,11.3457219317,11.269710239114191,0.0058839339,0.051860374199999996,2.9399988577736282,2.9598284971022513,24.7593412344,49.8239784222
9.0,394400375.7685324,1790.79449500819,394400377.7180883,11.3420080675,11.266034694351292,0.0057325436,0.050542580999999996,2.940961540610825,2.9607941413974044,24.7593412344,49.8239784222
10.0,394400576.2486924,1989.771661120211,394400576.69525445,11.344661308,11.268660559074487,0.0074544368,0.06570876440000001,2.9402737211989765,2.9601042062584604,24.7593412344,49.8239784222
11.0,394400772.4818376,2188.748827232232,394400775.67242056,11.3422916742,11.266315374884895,0.0060021405,0.0529182342,2.94088800376119,2.9607203783922125,24.7593412344,49.8239784222
12.0,394400972.9619976,2387.7259933442533,394400974.6495867,11.3433815453,11.267394000921689,0.0059861513,0.0527721942,2.9406054435007567,2.960436949048432,24.7593412344,49.8239784222
13.0,394401173.13391954,2586.7031594562745,394401173.6267528,11.342212169000002,11.266236689996198,0.0066269927,0.058427691600000005,2.9409086184248405,2.9607410564553356,24.7593412344,49.8239784222
14.0,394401370.61407965,2785.6803255682953,394401372.6039189,11.342261678,11.266285688176984,0.006354409,0.0560241795,2.9408957813515197,2.9607281799022673,24.7593412344,49.8239784222
15.0,394401570.11334807,2984.6574916803165,394401571.581085,11.3407567252,11.264796262874327,0.0058763512,0.0518162179,2.9412860471378246,2.9611196457896685,24.7593412344,49.8239784222
16.0,394401768.8271773,3183.6346577923377,394401770.55825114,11.3433078649,11.267321080746203,0.0063685912,0.0561440388,2.9406245441888363,2.960456108490174,24.7593412344,49.8239784222
17.0,394401967.96986103,3382.611823904359,394401969.53541726,11.341249337999999,11.265283793130205,0.0064165223,0.056576855599999996,2.9411582909169622,2.9609914967394437,24.7593412344,49.8239784222
18.0,394402167.3780594,3581.58899001638,394402168.5125834,11.340434161400001,11.264477027114655,0.0061873135,0.054559758099999994,2.9413697081679704,2.961203564046799,24.7593412344,49.8239784222
19.0,394402365.6068209,3780.566156128401,394402367.4897495,11.340160976099998,11.264206660382177,0.006673895,0.0588518541,2.941440565977471,2.9612746397076024,24.7593412344,49.8239784222
20.0,394402565.3369818,3979.543322240422,394402566.4669156,11.3409924126,11.26502951856848,0.0073564151,0.06486570900000001,2.941224921617598,2.9610583323224184,24.7593412344,49.8239784222
21.0,394402764.0461328,4178.520488352443,394402765.4440817,11.339171775499999,11.263227665689001,0.0067525734,0.059550852300000005,2.941697169795663,2.9615320323701106,24.7593412344,49.8239784222
22.0,394402964.19072473,4377.497654464464,394402964.4212478,11.3393302374,11.263384492695277,0.006388661899999999,0.0563407342,2.941656060937115,2.961490797144329,24.7593412344,49.8239784222
23.0,394403164.6708848,4576.474820576485,394403163.3984139,11.340151156400001,11.264196941995948,0.0068098253,0.0600505692,2.9414431130391034,2.9612771945999596,24.7593412344,49.8239784222
24.0,394403360.6510448,4775.451986688507,394403362.37558,11.3376969769,11.26176808280355,0.006222991,0.0548876108,2.942079823422451,2.961915862106026,24.7593412344,49.8239784222
25.0,394403561.1312047,4974.429152800528,394403561.3527461,11.338473515999999,11.26253661027488,0.0062934743999999996,0.055505482,2.9418783289254202,2.961713748338359,24.7593412344,49.8239784222
26.0,394403758.71945375,5173.406318912549,394403760.32991225,11.339648654600001,11.263699624688904,0.0063761813,0.0562290906,2.9415734592697427,2.9614079415524617,24.7593412344,49.8239784222
27.0,394403959.19961375,5372.38348502457,394403959.30707836,11.3364182643,11.2605025626122,0.006005161899999999,0.0529723038,2.942411680844496,2.962248739285152,24.7593412344,49.8239784222
28.0,394404157.01781946,5571.360651136591,394404158.2842445,11.3361189398,11.26020632619228,0.0063435272999999995,0.0559585453,2.9424893737400835,2.9623266708910223,24.7593412344,49.8239784222
29.0,394404354.4979795,5770.337817248612,394404357.2614106,11.3399147773,11.263963001709286,0.006715211600000001,0.059217478899999995,2.9415044270515467,2.96133869711339,24.7593412344,49.8239784222
30.0,394404553.9157556,5969.314983360633,394404556.2385767,11.3348638744,11.258964208946265,0.0062654888,0.05527626,2.942815184146258,2.96265348221913,24.7593412344,49.8239784222
31.0,394404752.8959156,6168.292149472654,394404755.2157428,11.3384257239,11.26248931125313,0.0058974677,0.052013108899999994,2.9418907291074827,2.9617261866332263,24.7593412344,49.8239784222
32.0,394404953.3760756,6367.2693155846755,394404954.19290894,11.334284687,11.258390996780735,0.0069010255000000005,0.060886290700000005,2.942965563417845,2.9628043234022745,24.7593412344,49.8239784222
33.0,394405153.8562356,6566.246481696697,394405153.17007506,11.3363197346,11.260405049427845,0.0063869714,0.0563407838,2.942437254835613,2.9622743918532564,24.7593412344,49.8239784222
34.0,394405354.3363956,6765.223647808718,394405352.1472412,11.3344130143,11.258518000185823,0.0063734838,0.0562312649,2.94293224340169,2.962770901042629,24.7593412344,49.8239784222
35.0,394405554.8165556,6964.200813920739,394405551.1244073,11.3353706919,11.259465797781534,0.008244533100000001,0.0727328057,2.942683607484575,2.9625215013653188,24.7593412344,49.8239784222
36.0,394405753.7967156,7163.17798003276,394405750.10157335,11.3336250742,11.257738188870649,0.0077714296,0.0685696722,2.9431368429284053,2.962976128969779,24.7593412344,49.8239784222
37.0,394405950.7066124,7362.155146144781,394405949.07873946,11.3347055801,11.258807547707313,0.0071850448,0.0633897785,2.9428562818939072,2.962694706208717,24.7593412344,49.8239784222
38.0,394406146.6867724,7561.132312256802,394406148.0559056,11.3344253852,11.258530243460694,0.0065085493,0.057422843200000004,2.9429290313535046,2.9627676791284236,24.7593412344,49.8239784222
39.0,394406345.71374387,7760.109478368823,394406347.0330717,11.3324438804,11.256569180687402,0.006694916600000001,0.0590774296,2.94344360950304,2.963283837587381,24.7593412344,49.8239784222
40.0,394406544.4808176,7959.086644480844,394406546.0102378,11.3320815123,11.256210550865092,0.006843674300000001,0.0603920325,2.943537732552461,2.9633782496411825,24.7593412344,49.8239784222
41.0,394406741.4244775,8158.063810592866,394406744.9874039,11.3350644978,11.259162762587,0.0068641991,0.0605572121,2.94276309819757,2.9626012362708716,24.7593412344,49.8239784222
42.0,394406941.6867762,8357.040976704886,394406943.96457005,11.3316293143,11.255763017822972,0.0066394087,0.0585918273,2.943655196849842,2.96349607458836,24.7593412344,49.8239784222
43.0,394407140.6669362,8556.018142816907,394407142.94173616,11.333041514400001,11.25716064930732,0.0067027319,0.0591432745,2.9432883906259275,2.963128142074414,24.7593412344,49.8239784222
44.0,394407340.6848624,8754.995308928928,394407341.9189023,11.3308369945,11.254978871667824,0.006828714499999999,0.0602666382,2.943861034803205,2.9637025444608653,24.7593412344,49.8239784222
45.0,394407541.1650223,8953.97247504095,394407540.8960684,11.332237985399999,11.25636540975279,0.0069456380000000005,0.0612909645,2.943497088817784,2.963337481112189,24.7593412344,49.8239784222
46.0,394407741.6451824,9152.94964115297,394407739.8732345,11.328867232,11.253029429022977,0.0065676529,0.0579727237,2.9443728871316694,2.9642159678161715,24.7593412344,49.8239784222
47.0,394407938.65398383,9351.926807264992,394407938.8504006,11.3307271901,11.25487020001299,0.0069705591,0.0615190801,2.9438895633247366,2.963731160558094,24.7593412344,49.8239784222
48.0,394408136.35700554,9550.903973377013,394408137.82756674,11.331708558199999,11.25584144423046,0.0067387061,0.0594676966,2.9436346115412055,2.9634754260787046,24.7593412344,49.8239784222
49.0,394408333.9411508,9749.881139489034,394408336.80473286,11.3317694925,11.255901749922035,0.0064919814,0.0572900938,2.9436187827410674,2.963459548680429,24.7593412344,49.8239784222
50.0,394408531.69055456,9948.858305601056,394408535.7818989,11.3324288998,11.256554354631307,0.0075998277,0.0670626547,2.9434475005092593,2.9632877405412525,24.7593412344,49.8239784222
51.0,394408732.17071456,10147.835471713077,394408734.75906503,11.3306362444,11.25478019250996,0.006621944,0.0584428256,2.9439131925447803,2.9637548623129795,24.7593412344,49.8239784222
52.0,394408930.90087456,10346.812637825098,394408933.73623115,11.3288543028,11.253016633197317,0.0066104552,0.058350606900000004,2.9443762474349193,2.9642193384315347,24.7593412344,49.8239784222
53.0,394409130.40014315,10545.78980393712,394409132.71339726,11.328775549200001,11.25293869199891,0.0066573204000000006,0.058764695,2.9443967156866058,2.9642398694958105,24.7593412344,49.8239784222
54.0,394409328.27937454,10744.76697004914,394409331.6905634,11.3279653102,11.252136811160321,0.006592620899999999,0.0581977496,2.94460731529432,2.9644511153411304,24.7593412344,49.8239784222
55.0,394409528.75953466,10943.744136161162,394409530.6677295,11.328466448599999,11.252632779991279,0.0074381016,0.0656585044,2.94447705443286,2.964320454776367,24.7593412344,49.8239784222
56.0,394409726.23969465,11142.721302273181,394409729.6448956,11.326538071099998,11.25072429475988,0.0068160329,0.0601775485,2.9449783605923763,2.9648232990076235,24.7593412344,49.8239784222
57.0,394409925.5948548,11341.698468385202,394409928.6220617,11.3258278129,11.250021363124493,0.006373380600000001,0.0562729779,2.945163044225571,2.965008549152751,24.7593412344,49.8239784222
58.0,394410125.3250136,11540.675634497224,394410127.59922785,11.3253192565,11.249518052618305,0.0061286204000000006,0.054114328200000006,2.9452952949357947,2.9651412054982713,24.7593412344,49.8239784222
59.0,394410325.8051737,11739.652800609245,394410326.57639396,11.3208044198,11.245049785993155,0.006516407199999999,0.057561344199999996,2.946469904689379,2.966319416510186,24.7593412344,49.8239784222
60.0,394410526.2853336,11938.629966721266,394410525.5535601,11.321282542,11.24552297655326,0.006760963199999999,0.0597190575,2.9463454689050197,2.9661945993408043,24.7593412344,49.8239784222
61.0,394410724.2577104,12137.607132833287,394410724.5307262,11.3195470551,11.243805390349063,0.006820273199999999,0.060252174000000006,2.946797195810635,2.9666477106092692,24.7593412344,49.8239784222
62.0,394410924.7378704,12336.584298945309,394410923.5078923,11.3188163113,11.24308218368088,0.0066111064,0.058408107699999996,2.9469874413028725,2.966838539011251,24.7593412344,49.8239784222
63.0,394411120.7180304,12535.56146505733,394411122.4850584,11.313847015,11.238164140263352,0.006615265699999999,0.058470525,2.9482818245280296,2.968136886371686,24.7593412344,49.8239784222
64.0,394411320.1358064,12734.538631169351,394411321.4622245,11.3124673543,11.23679870862058,0.0066684218,0.0589475448,2.9486413949416654,2.9684975574248775,24.7593412344,49.8239784222
65.0,394411519.65466213,12933.515797281372,394411520.4393906,11.306444988199999,11.230838450609825,0.00671182,0.059362779500000004,2.9502119856973357,2.970072952834967,24.7593412344,49.8239784222
66.0,394411717.5425683,13132.492963393393,394411719.4165567,11.3058471073,11.230246735308992,0.0059478894,0.0526089671,2.9503680001366304,2.970229444286331,24.7593412344,49.8239784222
67.0,394411918.0227283,13331.470129505415,394411918.39372283,11.301460535,11.225905397585976,0.0063693132,0.056358319500000004,2.951513162083099,2.971378106124802,24.7593412344,49.8239784222
68.0,394412114.0028883,13530.447295617436,394412117.37088895,11.2972406956,11.221729070745567,0.006558833199999999,0.058056948600000005,2.952615635852277,2.9724839469501663,24.7593412344,49.8239784222
69.0,394412312.89195,13729.424461729457,394412316.34805506,11.290378815899999,11.214937941240606,0.0063232214000000005,0.056005396,2.9544101277487775,2.9742839144168545,24.7593412344,49.8239784222
70.0,394412512.5120055,13928.401627841478,394412515.3252212,11.2820474907,11.206692507855756,0.0072790526000000005,0.0645188971,2.956591837369193,2.9764722728345374,24.7593412344,49.8239784222
71.0,394412711.6720248,14127.3787939535,394412714.3023873,11.2703625649,11.195128030702772,0.0065342323,0.057977126,2.959657182964031,2.9795469447365726,24.7593412344,49.8239784222
72.0,394412910.37802315,14326.35596006552,394412913.2795534,11.2580257799,11.182918392045483,0.0065916522,0.058550693499999994,2.9629004384915785,2.982800048289894,24.7593412344,49.8239784222
73.0,394413109.33517134,14525.33312617754,394413112.2567195,11.240404638,11.165478819900347,0.00619468,0.0551108274,2.967545261408872,2.9874589399931275,24.7593412344,49.8239784222
74.0,394413309.2456448,14724.310292289561,394413311.23388565,11.215436758800001,11.140768134027017,0.0062164522,0.055427642400000005,2.9741516302200774,2.994085247850677,24.7593412344,49.8239784222
75.0,394413508.2258048,14923.287458401583,394413510.21105176,11.1812553467,11.106938675564647,0.006540910600000001,0.05849889269999999,2.9832436954102755,3.0032046177764147,24.7593412344,49.8239784222
76.0,394413707.9547848,15122.264624513604,394413709.1882179,11.1295732433,11.055788399255624,0.0069364188,0.0623242122,2.9970969048517433,3.0170991262876434,24.7593412344,49.8239784222
77.0,394413908.4349448,15321.241790625625,394413908.165384,11.0383078595,10.965461213491302,0.0078812017,0.0713986403,3.0218770797470893,3.0419522599537636,24.7593412344,49.8239784222
78.0,394414104.4151048,15520.218956737646,394414107.14255005,10.8517386047,10.780806075583497,0.0074280386,0.0684502172,3.0738309071846057,3.0940552390939686,24.7593412344,49.8239784222
79.0,394414304.8952648,15719.196122849668,394414306.11971617,10.4339182126,10.367253848278905,0.0075271966,0.07214161,3.1969207387052356,3.217477840127624,24.7593412344,49.8239784222
80.0,394414506.8754248,15918.173288961689,394414505.0968823,9.5421920176,9.484551432261364,0.009288881899999999,0.0973453678,3.4956757795579163,3.516920094539692,24.756049921,49.8239784222
81.0,394414702.8555848,16117.15045507371,394414704.0740484,8.081118783700001,8.038011821322538,0.0097456737,0.1205980749,4.12769697026316,4.149833349501954,24.756049921,49.8239784222
82.0,394414901.8357448,16316.127621185731,394414903.0512145,6.444722908099999,6.4175225116890955,0.0093734858,0.145444357,5.175770936232412,5.197708221367155,24.756049921,49.8239784222
83.0,394415101.1097959,16515.10478729775,394415102.02838063,5.2307849069,5.2151312965488215,0.0074687662,0.1427848075,6.376941532391116,6.396082403886788,24.756049921,49.8239784222
84.0,394415301.589956,16714.08195340977,394415301.00554675,4.7089130402,4.698157082202358,0.0070288797999999994,0.1492675644,7.0836749872107365,7.099892348465008,24.756049921,49.8239784222
85.0,394415502.0701159,16913.059119521793,394415499.98271286,4.9101216074,4.897482074296886,0.0077498607,0.1578343952,6.7933978395859,6.810930395208046,24.756049921,49.8239784222
86.0,394415698.0502759,17112.036285633814,394415698.959879,5.8318685348,5.810524477533759,0.0091469395,0.1568440627,5.71967789067439,5.740688237143977,24.756049921,49.8239784222
87.0,394415896.44478583,17311.013451745835,394415897.9370451,7.3349635613999995,7.299158215710585,0.0098128372,0.1337816764,4.5475903514166305,4.569898135379424,24.756049921,49.8239784222
88.0,394416096.92494583,17509.990617857857,394416096.9142112,8.9514320761,8.899705548109907,0.008519515600000001,0.0951748899,3.7263768787204024,3.7480351838044057,24.756049921,49.8239784222
89.0,394416297.4051058,17708.967783969878,394416295.89137733,10.1092322696,10.045867025522359,0.0082115156,0.0812278852,3.2995986866503215,3.3204112133945713,24.756049921,49.8239784222
