Spectrum Number,Segment Number,Pressure,Pressure_err,Pressure_vary,SLIT_COSINUS_res_0,SLIT_COSINUS_res_0_err,SLIT_COSINUS_res_0_vary,SLIT_DIFFRACTION_res_0,SLIT_DIFFRACTION_res_0_err,SLIT_DIFFRACTION_res_0_vary,SLIT_DISPERSION_res_0,SLIT_DISPERSION_res_0_err,SLIT_DISPERSION_res_0_vary,SLIT_GAUSSIAN_res_0,SLIT_GAUSSIAN_res_0_err,SLIT_GAUSSIAN_res_0_vary,SLIT_MICHELSON_res_0,SLIT_MICHELSON_res_0_err,SLIT_MICHELSON_res_0_vary,SLIT_RECTANGULAR_res_0,SLIT_RECTANGULAR_res_0_err,SLIT_RECTANGULAR_res_0_vary,SLIT_TRIANGULAR_res_0,SLIT_TRIANGULAR_res_0_err,SLIT_TRIANGULAR_res_0_vary,Temperature,Temperature_err,Temperature_vary,baseline_a,baseline_a_err,baseline_a_vary,molefraction_CO2,molefraction_CO2_err,molefraction_CO2_vary,x_shift,x_shift_err,x_shift_vary
1.0,0.0,0.1973684210526315,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.25,0,False,0.0,0,False,295.99999999999915,0,False,0.0,0,False,0.01000013576069299,1.563848632731772e-07,True,0.0,0,False
2.0,0.0,0.1973684210526315,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.25,0,False,295.99999999999915,0,False,0.0,0,False,0.010000066572639773,1.795814142704884e-07,True,0.0,0,False
3.0,0.0,0.1973684210526315,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.25,0,False,0.0,0,False,0.0,0,False,0.0,0,False,295.99999999999915,0,False,0.0,0,False,0.009999891405969812,1.8006183992467878e-07,True,0.0,0,False
4.0,0.0,0.1973684210526315,0,False,0.0,0,False,0.0,0,False,0.25,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.0,0,False,295.99999999999915,0,False,0.0,0,False,0.0099998431026994,2.4479562746122944e-07,True,0.0,0,False
5.0,0.0,0.1973684210526315,0,False,0.25,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.0,0,False,295.99999999999915,0,False,0.0,0,False,0.00999993888912932,4.72172495234088e-07,True,0.0,0,False
6.0,0.0,0.1973684210526315,0,False,0.0,0,False,0.25,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.0,0,False,295.99999999999915,0,False,0.0,0,False,0.00999989812587354,1.8098334056869526e-07,True,0.0,0,False
7.0,0.0,0.1973684210526315,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.25,0,False,0.0,0,False,0.0,0,False,295.99999999999915,0,False,0.0,0,False,0.010000449481419028,1.1548280253485302e-07,True,0.0,0,False
