,molec_id,local_iso_id,elower,nu,nu_err,nu_vary,sw,sw_err,sw_vary,sw_scale_factor,gamma0_air,gamma0_air_err,gamma0_air_vary,n_gamma0_air,delta0_air,delta0_air_err,delta0_air_vary,n_delta0_air,nuVC_air,nuVC_air_err,nuVC_air_vary,n_nuVC_air,SD_gamma_air,SD_gamma_air_err,SD_gamma_air_vary,n_gamma2_air,SD_delta_air,SD_delta_air_err,SD_delta_air_vary,n_delta2_air,eta_air,eta_air_err,eta_air_vary,y_air,y_air_err,y_air_vary,n_y_air,BIA_slope_air,BIA_collision_duration_air
0,7,1,1422.4983,12988.72247,0.0,False,5.059,0.0,False,9.999999999999999e-27,0.03,0.0,False,0.63,-0.01056,0.0,False,5e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.0,0.0,False,0.004168,0.0,False,8.078300568,0.0,0.0
1,7,1,1420.7631,12990.45772,0.0,False,4.889,0.0,False,9.999999999999999e-27,0.03,0.0,False,0.63,-0.01066,0.0,False,5e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.0,0.0,False,0.003755,0.0,False,8.128295749,0.0,0.0
2,7,1,1248.2013,12999.95707,0.0,False,11.06,0.0,False,9.999999999999999e-27,0.03,0.0,False,0.63,-0.0116815,0.0,False,5e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.0,0.0,False,0.002911,0.0,False,6.680830454,0.0,0.0
3,7,1,1246.4486,13001.70969,0.0,False,10.65,0.0,False,9.999999999999999e-27,0.03,0.0,False,0.63,-0.0117415,0.0,False,5e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.63,0.0,0.0,False,0.0,0.0,0.0,False,0.002665,0.0,False,6.750205732,0.0,0.0
4,7,1,1085.2033,13010.81262,0.0,False,22.76,0.0,False,9.999999999999999e-27,0.03,0.0,False,0.63,-0.011179,0.0,False,5e-05,0.0,0.0,False,1.0,0.13,0.0,False,0.63,0.0,0.0,False,0.0,0.0,0.0,False,0.002193,0.0,False,5.405820127,0.0,0.0
5,7,1,1083.4332,13012.58274,0.0,False,21.87,0.0,False,9.999999999999999e-27,0.04,0.0,False,0.63,-0.010799,0.0,False,5e-05,0.0,0.0,False,1.0,0.09,0.0,False,0.63,0.0,0.0,False,0.0,0.0,0.0,False,0.002034,0.0,False,5.497748903,0.0,0.0
6,7,1,933.5309,13021.29112,0.0,False,44.14,0.0,False,9.999999999999999e-27,0.04,0.0,False,0.63,-0.010477,0.0,False,5e-05,0.0,0.0,False,1.0,0.15,0.0,False,0.63,0.0,0.0,False,0.0,0.0,0.0,False,0.001751,0.0,False,4.323269736,0.0,0.0
7,7,1,931.7431,13023.07889,0.0,False,42.25,0.0,False,9.999999999999999e-27,0.04,0.0,False,0.63,-0.011577,0.0,False,5e-05,0.0,0.0,False,1.0,0.12,0.0,False,0.63,0.0,0.0,False,0.0,0.0,0.0,False,0.001638,0.0,False,4.437632126,0.0,0.0
8,7,1,793.2087,13031.39436,0.0,False,80.51,0.0,False,9.999999999999999e-27,0.04,0.0,False,0.57,-0.010337,0.0,False,3.1e-05,0.0,0.0,False,1.0,0.18,0.0,False,0.57,0.0,0.0,False,0.0,0.0,0.0,False,0.001455,0.0,False,3.481353001,0.0,0.0
9,7,1,791.4031,13033.19994,0.0,False,76.72999999999999,0.0,False,9.999999999999999e-27,0.04,0.0,False,0.69,-0.010116,0.0,False,4.9e-05,0.0,0.0,False,1.0,0.13,0.0,False,0.69,0.0,0.0,False,0.0,0.0,0.0,False,0.001368,0.0,False,5.229704566,0.0,0.0
10,7,1,664.2595,13041.12385,0.0,False,138.0,0.0,False,9.999999999999999e-27,0.04,0.0,False,0.72,-0.009026,0.0,False,3.5e-05,0.0,0.0,False,1.0,0.16,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,0.001239,0.0,False,2.668600473,0.0,0.0
11,7,1,662.4359,13042.94749,0.0,False,130.8,0.0,False,9.999999999999999e-27,0.04,0.0,False,0.61,-0.010047,0.0,False,2.3e-05,0.0,0.0,False,1.0,0.11,0.0,False,0.61,0.0,0.0,False,0.0,0.0,0.0,False,0.001166,0.0,False,4.257624999,0.0,0.0
12,7,1,546.7042,13050.48093,0.0,False,222.00000000000003,0.0,False,9.999999999999999e-27,0.04,0.0,False,0.75,-0.008536,0.0,False,3.3e-05,0.0,0.0,False,1.0,0.13,0.0,False,0.75,0.0,0.0,False,0.0,0.0,0.0,False,0.001064,0.0,False,2.226019518,0.0,0.0
13,7,1,544.8622,13052.32291,0.0,False,209.1,0.0,False,9.999999999999999e-27,0.04,0.0,False,0.73,-0.009236,0.0,False,2.8e-05,0.0,0.0,False,1.0,0.13,0.0,False,0.73,0.0,0.0,False,0.0,0.0,0.0,False,0.000998,0.0,False,3.137979657,0.0,0.0
14,7,1,440.5618,13059.46667,0.0,False,334.30000000000007,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.71,-0.008846,0.0,False,2.7e-05,0.0,0.0,False,1.0,0.13,0.0,False,0.71,0.0,0.0,False,0.0,0.0,0.0,False,0.000908,0.0,False,1.985142148,0.0,0.0
15,7,1,438.701,13061.32742,0.0,False,312.6,0.0,False,9.999999999999999e-27,0.04,0.0,False,0.78,-0.008976,0.0,False,2.4e-05,0.0,0.0,False,1.0,0.11,0.0,False,0.78,0.0,0.0,False,0.0,0.0,0.0,False,0.000844,0.0,False,3.020137622,0.0,0.0
16,7,1,345.8495,13068.08195,0.0,False,470.6,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.79,-0.007895,0.0,False,2.9e-05,0.0,0.0,False,1.0,0.11,0.0,False,0.79,0.0,0.0,False,0.0,0.0,0.0,False,0.000755,0.0,False,1.852149734,0.0,0.0
17,7,1,343.9694,13069.96203,0.0,False,435.7,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.78,-0.008506,0.0,False,2.6e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.78,0.0,0.0,False,0.0,0.0,0.0,False,0.000687,0.0,False,3.389740989,0.0,0.0
18,7,1,262.5827,13076.32743,0.0,False,616.6,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.79,-0.007705,0.0,False,2.9e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.79,0.0,0.0,False,0.0,0.0,0.0,False,0.00059,0.0,False,1.849878493,0.0,0.0
19,7,1,260.6824,13078.22769,0.0,False,563.7,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.81,-0.008406,0.0,False,1.9e-05,0.0,0.0,False,1.0,0.09,0.0,False,0.81,0.0,0.0,False,0.0,0.0,0.0,False,0.000511,0.0,False,3.070700343,0.0,0.0
20,7,1,190.7748,13084.20355,0.0,False,748.7,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.82,-0.007635,0.0,False,2.4e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.82,0.0,0.0,False,0.0,0.0,0.0,False,0.000396,0.0,False,1.807465693,0.0,0.0
21,7,1,188.8531,13086.1253,0.0,False,672.8,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.81,-0.008315,0.0,False,1.8e-05,0.0,0.0,False,1.0,0.09,0.0,False,0.81,0.0,0.0,False,0.0,0.0,0.0,False,0.000299,0.0,False,-1.535079169,0.0,0.0
22,7,1,130.4375,13091.71056,0.0,False,836.0000000000001,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.84,-0.007955,0.0,False,2e-05,0.0,0.0,False,1.0,0.09,0.0,False,0.84,0.0,0.0,False,0.0,0.0,0.0,False,0.000153,0.0,False,2.155916203,0.0,0.0
23,7,1,128.492,13093.65603,0.0,False,732.9,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.86,-0.007955,0.0,False,1.9e-05,0.0,0.0,False,1.0,0.08,0.0,False,0.86,0.0,0.0,False,0.0,0.0,0.0,False,2.2e-05,0.0,False,-0.098967628,0.0,0.0
24,7,1,81.5805,13098.84847,0.0,False,847.4000000000001,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.82,-0.007856,0.0,False,2e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.82,0.0,0.0,False,0.0,0.0,0.0,False,-0.00017,0.0,False,2.640868042,0.0,0.0
25,7,1,79.607,13100.82198,0.0,False,715.0,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.85,-0.007856,0.0,False,1.7e-05,0.0,0.0,False,1.0,0.08,0.0,False,0.85,0.0,0.0,False,0.0,0.0,0.0,False,-0.00037,0.0,False,0.497947191,0.0,0.0
26,7,1,44.2117,13105.61713,0.0,False,761.6,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.82,-0.007626,0.0,False,1.7e-05,0.0,0.0,False,1.0,0.09,0.0,False,0.82,0.0,0.0,False,0.0,0.0,0.0,False,-0.00064,0.0,False,0.345541979,0.0,0.0
27,7,1,42.2001,13107.62872,0.0,False,600.8000000000001,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.84,-0.007546,0.0,False,1.4e-05,0.0,0.0,False,1.0,0.08,0.0,False,0.84,0.0,0.0,False,0.0,0.0,0.0,False,-0.00098,0.0,False,0.637854385,0.0,0.0
28,7,1,18.3372,13112.01615,0.0,False,575.4,0.0,False,9.999999999999999e-27,0.06,0.0,False,0.79,-0.006526,0.0,False,1.5e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.79,0.0,0.0,False,0.0,0.0,0.0,False,-0.00137,0.0,False,-0.508796392,0.0,0.0
29,7,1,16.2529,13114.10046,0.0,False,391.0,0.0,False,9.999999999999999e-27,0.06,0.0,False,0.76,-0.006248,0.0,False,1e-05,0.0,0.0,False,1.0,0.12,0.0,False,0.76,0.0,0.0,False,0.0,0.0,0.0,False,-0.00221,0.0,False,0.843026954,0.0,0.0
30,7,1,3.9611,13118.04495,0.0,False,308.3,0.0,False,9.999999999999999e-27,0.06,0.0,False,0.82,-0.004309,0.0,False,-3.9e-06,0.0,0.0,False,1.0,0.08,0.0,False,0.82,0.0,0.0,False,0.0,0.0,0.0,False,-0.00246,0.0,False,0.827556509,0.0,0.0
31,7,1,3.9611,13126.39224,0.0,False,154.0,0.0,False,9.999999999999999e-27,0.06,0.0,False,0.79,-0.0032814,0.0,False,-9.9e-06,0.0,0.0,False,1.0,0.07,0.0,False,0.79,0.0,0.0,False,0.0,0.0,0.0,False,0.003364,0.0,False,0.843026954,0.0,0.0
32,7,1,2.0843,13128.26903,0.0,False,358.7,0.0,False,9.999999999999999e-27,0.06,0.0,False,0.81,-0.004668,0.0,False,-4.4e-06,0.0,0.0,False,1.0,0.08,0.0,False,0.81,0.0,0.0,False,0.0,0.0,0.0,False,0.003386,0.0,False,-0.508796392,0.0,0.0
33,7,1,18.3372,13131.49166,0.0,False,430.6,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.82,-0.004847,0.0,False,-1.7e-06,0.0,0.0,False,1.0,0.08,0.0,False,0.82,0.0,0.0,False,0.0,0.0,0.0,False,0.002551,0.0,False,0.637854385,0.0,0.0
34,7,1,16.3876,13133.44123,0.0,False,624.4000000000001,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.82,-0.005386,0.0,False,-8.2e-07,0.0,0.0,False,1.0,0.09,0.0,False,0.82,0.0,0.0,False,0.0,0.0,0.0,False,0.00206,0.0,False,0.345541979,0.0,0.0
35,7,1,44.2117,13136.21726,0.0,False,632.5,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.82,-0.005856,0.0,False,4.2e-06,0.0,0.0,False,1.0,0.09,0.0,False,0.82,0.0,0.0,False,0.0,0.0,0.0,False,0.001681,0.0,False,0.497947191,0.0,0.0
36,7,1,42.224,13138.205,0.0,False,805.9000000000001,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.83,-0.006246,0.0,False,7.2e-06,0.0,0.0,False,1.0,0.09,0.0,False,0.83,0.0,0.0,False,0.0,0.0,0.0,False,0.001354,0.0,False,2.640868042,0.0,0.0
37,7,1,81.5805,13140.56756,0.0,False,738.0,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.84,-0.006286,0.0,False,1.1e-05,0.0,0.0,False,1.0,0.09,0.0,False,0.84,0.0,0.0,False,0.0,0.0,0.0,False,0.001068,0.0,False,-0.098967628,0.0,0.0
38,7,1,79.5646,13142.58345,0.0,False,884.7,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.83,-0.006586,0.0,False,1.2e-05,0.0,0.0,False,1.0,0.09,0.0,False,0.83,0.0,0.0,False,0.0,0.0,0.0,False,0.000831,0.0,False,2.155916203,0.0,0.0
39,7,1,130.4375,13144.54087,0.0,False,747.9000000000001,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.83,-0.006686,0.0,False,1.5e-05,0.0,0.0,False,1.0,0.09,0.0,False,0.83,0.0,0.0,False,0.0,0.0,0.0,False,0.000568,0.0,False,-1.535079169,0.0,0.0
40,7,1,128.3977,13146.58063,0.0,False,865.2,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.84,-0.006876,0.0,False,1.4e-05,0.0,0.0,False,1.0,0.09,0.0,False,0.84,0.0,0.0,False,0.0,0.0,0.0,False,0.000378,0.0,False,1.807465693,0.0,0.0
41,7,1,190.7748,13148.1353,0.0,False,681.4000000000001,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.82,-0.007046,0.0,False,1.8e-05,0.0,0.0,False,1.0,0.09,0.0,False,0.82,0.0,0.0,False,0.0,0.0,0.0,False,0.00011,0.0,False,3.070700343,0.0,0.0
42,7,1,188.7134,13150.19673,0.0,False,770.2000000000002,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.83,-0.007216,0.0,False,1.9e-05,0.0,0.0,False,1.0,0.08,0.0,False,0.83,0.0,0.0,False,0.0,0.0,0.0,False,-5.7e-05,0.0,False,1.849878493,0.0,0.0
43,7,1,262.5827,13151.34876,0.0,False,567.8000000000001,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.82,-0.007556,0.0,False,2.2e-05,0.0,0.0,False,1.0,0.09,0.0,False,0.82,0.0,0.0,False,0.0,0.0,0.0,False,-0.00035,0.0,False,3.389740989,0.0,0.0
44,7,1,260.5009,13153.43057,0.0,False,631.3000000000001,0.0,False,9.999999999999999e-27,0.05,0.0,False,0.81,-0.007536,0.0,False,2.1e-05,0.0,0.0,False,1.0,0.08,0.0,False,0.81,0.0,0.0,False,0.0,0.0,0.0,False,-0.00051,0.0,False,1.852149734,0.0,0.0
45,7,1,345.8495,13154.17894,0.0,False,436.9,0.0,False,9.999999999999999e-27,0.04,0.0,False,0.8,-0.007977,0.0,False,2.5e-05,0.0,0.0,False,1.0,0.1,0.0,False,0.8,0.0,0.0,False,0.0,0.0,0.0,False,-0.00086,0.0,False,3.020137622,0.0,0.0
