,Unnamed: 0,molec_id,local_iso_id,elower,nu,nu_err,nu_vary,sw,sw_err,sw_vary,sw_scale_factor,gamma0_O2,gamma0_O2_err,gamma0_O2_vary,n_gamma0_O2,gamma0_N2,gamma0_N2_err,gamma0_N2_vary,n_gamma0_N2,delta0_O2,delta0_O2_err,delta0_O2_vary,n_delta0_O2,delta0_N2,delta0_N2_err,delta0_N2_vary,n_delta0_N2,nuVC_O2,nuVC_O2_err,nuVC_O2_vary,n_nuVC_O2,nuVC_N2,nuVC_N2_err,nuVC_N2_vary,n_nuVC_N2,SD_gamma_O2,SD_gamma_O2_err,SD_gamma_O2_vary,n_gamma2_O2,SD_gamma_N2,SD_gamma_N2_err,SD_gamma_N2_vary,n_gamma2_N2,SD_delta_O2,SD_delta_O2_err,SD_delta_O2_vary,n_delta2_O2,SD_delta_N2,SD_delta_N2_err,SD_delta_N2_vary,n_delta2_N2,eta_O2,eta_O2_err,eta_O2_vary,eta_N2,eta_N2_err,eta_N2_vary,y_O2,y_O2_err,y_O2_vary,n_y_O2,y_N2,y_N2_err,y_N2_vary,n_y_N2,BIA_slope_O2,BIA_slope_N2,BIA_collision_duration_O2,BIA_collision_duration_N2
5119,5119.0,1,1,1960.2074,7924.905905,0.0,False,1.11e-09,0.0,False,1e-20,0.0401,0.0,False,0.44,0.0401,0.0,False,0.44,-0.00842,0.0,False,0.0,-0.00842,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.44,0.0,0.0,False,0.44,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5120,5120.0,1,1,3375.298,7924.958602,0.0,False,4.1199999999999997e-10,0.0,False,1e-20,0.0824,0.0,False,0.73,0.0824,0.0,False,0.73,-0.009374,0.0,False,0.0,-0.009374,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.73,0.0,0.0,False,0.73,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5121,5121.0,1,1,3323.2698,7925.026185,0.0,False,4.66e-10,0.0,False,1e-20,0.0501,0.0,False,0.41,0.0501,0.0,False,0.41,-0.009374,0.0,False,0.0,-0.009374,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.41,0.0,0.0,False,0.41,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5122,5122.0,7,1,343.7481,7925.037309,0.0,False,3.47e-06,0.0,False,1e-20,0.044493576,0.0,False,0.83,0.044493576,0.0,False,0.83,-0.001654803,0.0,False,0.0,-0.001654803,0.0,False,0.0,0.002231369,0.0,False,1.0,0.002231369,0.0,False,1.0,0.087561843,0.0,False,0.83,0.087561843,0.0,False,0.83,0.039031066,0.0,False,0.0,0.039031066,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5123,5123.0,7,2,56.8267,7925.113167,0.0,False,9.29e-09,0.0,False,1e-20,0.0504,0.0,False,0.84,0.0504,0.0,False,0.84,-0.002611,0.0,False,0.0,-0.002611,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.84,0.0,0.0,False,0.84,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5124,5124.0,1,1,3101.443,7925.322555,0.0,False,4.3e-10,0.0,False,1e-20,0.0757,0.0,False,0.7,0.0757,0.0,False,0.7,-0.02806,0.0,False,0.0,-0.02806,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.7,0.0,0.0,False,0.7,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5125,5125.0,1,1,920.1683,7925.38914,0.0,False,6.94e-07,0.0,False,1e-20,0.0609,0.0,False,0.56,0.0609,0.0,False,0.56,-0.01489,0.0,False,0.0,-0.01489,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.56,0.0,0.0,False,0.56,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5126,5126.0,1,1,2142.5977,7925.484913,0.0,False,4.48e-09,0.0,False,1e-20,0.0626,0.0,False,0.61,0.0626,0.0,False,0.61,-0.04,0.0,False,0.0,-0.04,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.61,0.0,0.0,False,0.61,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5127,5127.0,7,3,58.3882,7925.57828,0.0,False,1.7000000000000003e-09,0.0,False,1e-20,0.0504,0.0,False,0.84,0.0504,0.0,False,0.84,-0.002611,0.0,False,0.0,-0.002611,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.84,0.0,0.0,False,0.84,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5128,5128.0,1,1,488.1342,7925.63929,0.0,False,1.68e-10,0.0,False,1e-20,0.0887,0.0,False,0.71,0.0887,0.0,False,0.71,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.71,0.0,0.0,False,0.71,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5129,5129.0,1,1,2756.4153,7925.664926,0.0,False,2.52e-09,0.0,False,1e-20,0.0665,0.0,False,0.66,0.0665,0.0,False,0.66,-0.04,0.0,False,0.0,-0.04,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.66,0.0,0.0,False,0.66,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5130,5130.0,1,1,488.1077,7925.66584,0.0,False,5.03e-10,0.0,False,1e-20,0.0887,0.0,False,0.71,0.0887,0.0,False,0.71,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.71,0.0,0.0,False,0.71,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5131,5131.0,1,1,1718.7188,7925.75039,0.0,False,4.96e-10,0.0,False,1e-20,0.0743,0.0,False,0.68,0.0743,0.0,False,0.68,-0.02576,0.0,False,0.0,-0.02576,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.68,0.0,0.0,False,0.68,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5132,5132.0,1,1,2042.3106,7925.878925,0.0,False,7.149999999999998e-10,0.0,False,1e-20,0.0533,0.0,False,0.58,0.0533,0.0,False,0.58,0.00603,0.0,False,0.0,0.00603,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.58,0.0,0.0,False,0.58,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5133,5133.0,1,1,2490.354,7926.042968,0.0,False,3.3799999999999997e-10,0.0,False,1e-20,0.0716,0.0,False,0.65,0.0716,0.0,False,0.65,-0.00382,0.0,False,0.0,-0.00382,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.65,0.0,0.0,False,0.65,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5134,5134.0,7,2,416.908,7926.08963,0.0,False,6.2500000000000005e-09,0.0,False,1e-20,0.0404,0.0,False,0.81,0.0404,0.0,False,0.81,-0.004227,0.0,False,0.0,-0.004227,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.81,0.0,0.0,False,0.81,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5135,5135.0,1,1,927.7439,7926.138855,0.0,False,1.32e-08,0.0,False,1e-20,0.0805,0.0,False,0.68,0.0805,0.0,False,0.68,-0.01676,0.0,False,0.0,-0.01676,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.68,0.0,0.0,False,0.68,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5136,5136.0,7,2,368.7207,7926.174285,0.0,False,6.4200000000000006e-09,0.0,False,1e-20,0.0416,0.0,False,0.81,0.0416,0.0,False,0.81,-0.004154,0.0,False,0.0,-0.004154,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.81,0.0,0.0,False,0.81,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5137,5137.0,1,1,3136.4125,7926.188476,0.0,False,1.79e-10,0.0,False,1e-20,0.0501,0.0,False,0.41,0.0501,0.0,False,0.41,-0.009374,0.0,False,0.0,-0.009374,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.41,0.0,0.0,False,0.41,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5138,5138.0,1,1,1920.7666,7926.342699,0.0,False,2.09e-09,0.0,False,1e-20,0.0826,0.0,False,0.68,0.0826,0.0,False,0.68,0.00733,0.0,False,0.0,0.00733,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.68,0.0,0.0,False,0.68,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5139,5139.0,1,1,3592.4239,7926.484369,0.0,False,5.88e-10,0.0,False,1e-20,0.068,0.0,False,0.64,0.068,0.0,False,0.64,-0.01905,0.0,False,0.0,-0.01905,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.64,0.0,0.0,False,0.64,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5140,5140.0,7,3,428.3404,7926.632428,0.0,False,1.0900000000000002e-09,0.0,False,1e-20,0.0404,0.0,False,0.81,0.0404,0.0,False,0.81,-0.004227,0.0,False,0.0,-0.004227,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.81,0.0,0.0,False,0.81,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5141,5141.0,7,1,16.3876,7926.663974,0.0,False,1.3400000000000001e-08,0.0,False,1e-20,0.055013262,0.0,False,0.86,0.055013262,0.0,False,0.86,-0.000297021,0.0,False,0.0,-0.000297021,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0001,0.0,False,0.86,0.0001,0.0,False,0.86,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5142,5142.0,7,3,378.8809,7926.664935,0.0,False,1.12e-09,0.0,False,1e-20,0.0416,0.0,False,0.81,0.0416,0.0,False,0.81,-0.004154,0.0,False,0.0,-0.004154,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.81,0.0,0.0,False,0.81,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5143,5143.0,1,1,2918.245,7926.834966,0.0,False,6.3200000000000005e-09,0.0,False,1e-20,0.0429,0.0,False,0.42,0.0429,0.0,False,0.42,-0.01815,0.0,False,0.0,-0.01815,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.42,0.0,0.0,False,0.42,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5144,5144.0,1,1,1538.1495,7926.934442,0.0,False,3.38e-09,0.0,False,1e-20,0.0765,0.0,False,0.66,0.0765,0.0,False,0.66,-0.00646,0.0,False,0.0,-0.00646,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.66,0.0,0.0,False,0.66,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5145,5145.0,1,1,1813.2234,7927.172604,0.0,False,3.49e-09,0.0,False,1e-20,0.0661,0.0,False,0.62,0.0661,0.0,False,0.62,0.01114,0.0,False,0.0,0.01114,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.62,0.0,0.0,False,0.62,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5146,5146.0,7,1,440.5618,7927.253036,0.0,False,2.85e-06,0.0,False,1e-20,0.042724332,0.0,False,0.81,0.042724332,0.0,False,0.81,-0.001848467,0.0,False,0.0,-0.001848467,0.0,False,0.0,0.003291624,0.0,False,1.0,0.003291624,0.0,False,1.0,0.093300024,0.0,False,0.81,0.093300024,0.0,False,0.81,-0.031559123,0.0,False,0.0,-0.031559123,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5147,5147.0,1,1,1131.7756,7927.380208,0.0,False,3.5400000000000006e-09,0.0,False,1e-20,0.077,0.0,False,0.71,0.077,0.0,False,0.71,-0.01233,0.0,False,0.0,-0.01233,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.71,0.0,0.0,False,0.71,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5148,5148.0,7,1,2211.1846,7927.417414,0.0,False,3.48e-10,0.0,False,1e-20,0.0345,0.0,False,0.8,0.0345,0.0,False,0.8,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.8,0.0,0.0,False,0.8,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5149,5149.0,1,1,2919.6329,7927.490057,0.0,False,2.97e-10,0.0,False,1e-20,0.0629,0.0,False,0.65,0.0629,0.0,False,0.65,-0.01935,0.0,False,0.0,-0.01935,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.65,0.0,0.0,False,0.65,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5150,5150.0,1,1,2904.4283,7927.573239,0.0,False,2.39e-09,0.0,False,1e-20,0.0433,0.0,False,0.38,0.0433,0.0,False,0.38,-0.01608,0.0,False,0.0,-0.01608,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.38,0.0,0.0,False,0.38,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5151,5151.0,1,1,1616.4531,7927.621851,0.0,False,4.3e-10,0.0,False,1e-20,0.0765,0.0,False,0.72,0.0765,0.0,False,0.72,-0.0104,0.0,False,0.0,-0.0104,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.72,0.0,0.0,False,0.72,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5152,5152.0,1,1,602.7735,7927.633366,0.0,False,2.7e-08,0.0,False,1e-20,0.0863,0.0,False,0.74,0.0863,0.0,False,0.74,-0.00605,0.0,False,0.0,-0.00605,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.74,0.0,0.0,False,0.74,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5153,5153.0,7,2,465.69,7928.069868,0.0,False,5.16e-09,0.0,False,1e-20,0.0392,0.0,False,0.81,0.0392,0.0,False,0.81,-0.004297,0.0,False,0.0,-0.004297,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.81,0.0,0.0,False,0.81,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5154,5154.0,7,2,414.794,7928.203653,0.0,False,5.430000000000001e-09,0.0,False,1e-20,0.0404,0.0,False,0.81,0.0404,0.0,False,0.81,-0.004228,0.0,False,0.0,-0.004228,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.81,0.0,0.0,False,0.81,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5155,5155.0,1,1,2705.1396,7928.2619,0.0,False,7.56e-08,0.0,False,1e-20,0.0404,0.0,False,0.32,0.0404,0.0,False,0.32,-0.01537,0.0,False,0.0,-0.01537,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.32,0.0,0.0,False,0.32,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5156,5156.0,1,1,3654.0489,7928.5388,0.0,False,1.0900000000000002e-09,0.0,False,1e-20,0.0219,0.0,False,0.09,0.0219,0.0,False,0.09,-0.02078,0.0,False,0.0,-0.02078,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.09,0.0,0.0,False,0.09,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5157,5157.0,7,3,478.466,7928.666293,0.0,False,8.91e-10,0.0,False,1e-20,0.0392,0.0,False,0.81,0.0392,0.0,False,0.81,-0.004297,0.0,False,0.0,-0.004297,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.81,0.0,0.0,False,0.81,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5158,5158.0,7,3,426.2234,7928.749423,0.0,False,9.45e-10,0.0,False,1e-20,0.0404,0.0,False,0.81,0.0404,0.0,False,0.81,-0.004228,0.0,False,0.0,-0.004228,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.81,0.0,0.0,False,0.81,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5159,5159.0,1,1,1557.8444,7929.016055,0.0,False,5.830000000000001e-09,0.0,False,1e-20,0.0657,0.0,False,0.63,0.0657,0.0,False,0.63,-0.01721,0.0,False,0.0,-0.01721,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.63,0.0,0.0,False,0.63,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5160,5160.0,7,1,438.701,7929.1136,0.0,False,2.87e-09,0.0,False,1e-20,0.0439,0.0,False,0.81,0.0439,0.0,False,0.81,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.81,0.0,0.0,False,0.81,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5161,5161.0,7,1,438.4413,7929.373463,0.0,False,2.4700000000000005e-06,0.0,False,1e-20,0.042688472,0.0,False,0.81,0.042688472,0.0,False,0.81,-0.001834982,0.0,False,0.0,-0.001834982,0.0,False,0.0,0.00266534,0.0,False,1.0,0.00266534,0.0,False,1.0,0.090472695,0.0,False,0.81,0.090472695,0.0,False,0.81,0.013261622,0.0,False,0.0,0.013261622,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5162,5162.0,1,1,2205.6528,7929.449697,0.0,False,7.02e-09,0.0,False,1e-20,0.0707,0.0,False,0.64,0.0707,0.0,False,0.64,-0.02247,0.0,False,0.0,-0.02247,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.64,0.0,0.0,False,0.64,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5163,5163.0,1,1,3629.0965,7929.653423,0.0,False,5.95e-10,0.0,False,1e-20,0.0399,0.0,False,0.41,0.0399,0.0,False,0.41,-0.03549,0.0,False,0.0,-0.03549,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.41,0.0,0.0,False,0.41,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5164,5164.0,1,1,1985.7849,7929.911223,0.0,False,7.95e-08,0.0,False,1e-20,0.0547,0.0,False,0.55,0.0547,0.0,False,0.55,-0.02251,0.0,False,0.0,-0.02251,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.55,0.0,0.0,False,0.55,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5165,5165.0,7,2,517.17,7930.009628,0.0,False,4.2e-09,0.0,False,1e-20,0.038,0.0,False,0.8,0.038,0.0,False,0.8,-0.004362,0.0,False,0.0,-0.004362,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.8,0.0,0.0,False,0.8,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5166,5166.0,1,1,927.7439,7930.077337,0.0,False,6.31e-09,0.0,False,1e-20,0.0636,0.0,False,0.57,0.0636,0.0,False,0.57,-0.00486,0.0,False,0.0,-0.00486,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.57,0.0,0.0,False,0.57,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5167,5167.0,7,2,463.5672,7930.192673,0.0,False,4.520000000000001e-09,0.0,False,1e-20,0.0392,0.0,False,0.81,0.0392,0.0,False,0.81,-0.004298,0.0,False,0.0,-0.004298,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.81,0.0,0.0,False,0.81,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5168,5168.0,7,2,75.8185,7930.212522,0.0,False,9.240000000000002e-09,0.0,False,1e-20,0.0496,0.0,False,0.84,0.0496,0.0,False,0.84,-0.00282,0.0,False,0.0,-0.00282,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.84,0.0,0.0,False,0.84,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
5169,5169.0,1,1,709.6082,7930.32092,0.0,False,2.24e-06,0.0,False,1e-20,0.0739,0.0,False,0.65,0.0739,0.0,False,0.65,-0.00403,0.0,False,0.0,-0.00403,0.0,False,0.0,0.0,0.0,False,1.0,0.0,0.0,False,1.0,0.0,0.0,False,0.65,0.0,0.0,False,0.65,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
