CIA Pair,S_SO,S_EXCH,EXCH_b,EXCH_c,SO_b,SO_c,SO_shift,EXCH_shift
O2_O2,39.13,304.7448171031378,0.0028385240774561797,3.6307626466573398e-06,0.00014594154382655564,1.4670403122287775e-06,0,0
O2_N2,70.74,0.0,0.0,0.0,0.00014594154382655564,1.4670403122287775e-06,0,0
