Spectrum Number,Segment Number,Baseline Order,Pressure,Temperature,x_shift,molefraction_O2,molefraction_H2O,baseline_a
1.0,0.0,0.0,1.0,295.9999999999841,0.0,0.2095,0.0,0.0
2.0,0.0,0.0,1.0,273.15000000000003,0.0,0.2095,0.0,0.0
3.0,0.0,0.0,1.0,323.15,0.0,0.2095,0.0,0.0
4.0,0.0,0.0,1.0,295.9999999999841,0.0,1.0,0.0,0.0
5.0,0.0,0.0,1.0,273.15000000000003,0.0,1.0,0.0,0.0
6.0,0.0,0.0,1.0,323.15,0.0,1.0,0.0,0.0
