Spectrum Number,Segment Number,Pressure,Pressure_err,Pressure_vary,Temperature,Temperature_err,Temperature_vary,x_shift,x_shift_err,x_shift_vary,molefraction_O2,molefraction_O2_err,molefraction_O2_vary,molefraction_H2O,molefraction_H2O_err,molefraction_H2O_vary,baseline_a,baseline_a_err,baseline_a_vary
1.0,0.0,1.0,0,False,295.9999999999841,0,False,0.0,0,False,0.2095,0,False,0.0,0,False,0.0,0,False
2.0,0.0,1.0,0,False,273.15000000000003,0,False,0.0,0,False,0.2095,0,False,0.0,0,False,0.0,0,False
3.0,0.0,1.0,0,False,323.15,0,False,0.0,0,False,0.2095,0,False,0.0,0,False,0.0,0,False
4.0,0.0,1.0,0,False,295.9999999999841,0,False,0.0,0,False,1.0,0,False,0.0,0,False,0.0,0,False
5.0,0.0,1.0,0,False,273.15000000000003,0,False,0.0,0,False,1.0,0,False,0.0,0,False,0.0,0,False
6.0,0.0,1.0,0,False,323.15,0,False,0.0,0,False,1.0,0,False,0.0,0,False,0.0,0,False
