trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self
6281230,7,3,13162.44367,5.87E-28,0.02318,643.3132,270,270,       b      0,       X      0,               , R 21Q 22     d,0.0399,0.63,-0.0089,0,0.115323868,0.63,0,0,0,1,0,0,0.04,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6297235,7,1,13162.49,4.18E-25,0.02072,933.53,53,51,       b      0,       X      0,               , R 25R 25     d,0.03,0.63,-0.0139338,5.00E-05,0.1,0.63,0,0,0,1,0,-0.00159,0.03,0.75,-0.0030795,3.00E-05,0.1,0.75,0,0,0,1,0,-0.00159
6297236,7,1,13162.5,1.40E-24,0.02179,662.1,45,45,       b      0,       X      0,               , R 21Q 22     d,0.04,0.86,-0.0076521,4.00E-05,0.14,0.86,0,0,0,1,0,-0.00325,0.04,0.71,-0.001763,5.50E-05,0.14,0.71,0,0,0,1,0,-0.00325
6281233,7,2,13162.5293,1.30E-28,0.02052,1344.552,65,63,       b      0,       X      0,               , R 31R 31     d,0.0294,0.63,-0.0099,0,0.113492229,0.63,0,0,0,1,0,0,0.033,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281234,7,2,13162.57802,7.32E-28,0.02035,952.895,55,53,       b      0,       X      0,               , R 26R 26     d,0.0341,0.63,-0.0094,0,0.113492229,0.63,0,0,0,1,0,0,0.036,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281235,7,3,13162.59175,2.25E-29,0.02228,1381.4787,390,378,       b      0,       X      0,               , R 31R 31     d,0.0294,0.63,-0.0099,0,0.115323868,0.63,0,0,0,1,0,0,0.033,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281236,7,3,13162.66178,1.34E-28,0.02211,979.072,330,318,       b      0,       X      0,               , R 26R 26     d,0.0341,0.63,-0.0094,0,0.115323868,0.63,0,0,0,1,0,0,0.036,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6297237,7,1,13162.67,4.81E-26,0.02093,1422.5,65,63,       b      0,       X      0,               , R 31R 31     d,0.03,0.63,-0.02336,5.00E-05,0.115323868,0.63,0,0,0,1,0,-0.03878,0.03,0.75,-0.00703,3.00E-05,0.1,0.75,0,0,0,1,0,-0.03878
6281238,7,2,13162.73121,1.89E-28,0.02049,1260.8794,63,61,       b      0,       X      0,               , R 30R 30     d,0.0303,0.63,-0.0098,0,0.113492229,0.63,0,0,0,1,0,0,0.033,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281239,7,2,13162.75953,5.33E-28,0.02039,1025.8792,57,55,       b      0,       X      0,               , R 27R 27     d,0.0332,0.63,-0.0095,0,0.113492229,0.63,0,0,0,1,0,0,0.035,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281240,7,3,13162.8038,3.31E-29,0.02225,1295.5114,378,366,       b      0,       X      0,               , R 30R 30     d,0.0303,0.63,-0.0098,0,0.115323868,0.63,0,0,0,1,0,0,0.033,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281241,7,2,13162.83658,2.71E-28,0.02046,1179.8744,61,59,       b      0,       X      0,               , R 29R 29     d,0.0312,0.63,-0.0097,0,0.113492229,0.63,0,0,0,1,0,0,0.034,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281242,7,3,13162.84486,9.65E-29,0.02214,1054.061,342,330,       b      0,       X      0,               , R 27R 27     d,0.0332,0.63,-0.0095,0,0.115323868,0.63,0,0,0,1,0,0,0.035,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281243,7,2,13162.84586,3.83E-28,0.02042,1101.54,59,57,       b      0,       X      0,               , R 28R 28     d,0.0322,0.63,-0.0096,0,0.113492229,0.63,0,0,0,1,0,0,0.035,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281244,7,3,13162.91634,4.80E-29,0.02222,1212.2838,366,354,       b      0,       X      0,               , R 29R 29     d,0.0312,0.63,-0.0097,0,0.115323868,0.63,0,0,0,1,0,0,0.034,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281245,7,3,13162.92986,6.86E-29,0.02218,1131.7993,354,342,       b      0,       X      0,               , R 28R 28     d,0.0322,0.63,-0.0096,0,0.115323868,0.63,0,0,0,1,0,0,0.035,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6297238,7,1,13162.96,2.16E-25,0.0208,1085.2,57,55,       b      0,       X      0,               , R 27R 27     d,0.03,0.63,-0.0118824,5.00E-05,0.1,0.63,0,0,0,1,0,0.031994,0.04,0.75,-0.0032734,3.00E-05,0.1,0.75,0,0,0,1,0,0.031994
6281247,7,3,13163.01218,4.39E-30,0.02322,1750.4021,438,438,       b      0,       X      0,               , R 35Q 36     d,0.0266,0.63,-0.01,0,0.115323868,0.63,0,0,0,1,0,0,0.03,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281248,7,2,13163.01298,2.66E-29,0.02137,1703.5851,73,73,       b      0,       X      0,               , R 35Q 36     d,0.0266,0.63,-0.01,0,0.113492229,0.63,0,0,0,1,0,0,0.03,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6297239,7,1,13163.02,1.05E-25,0.02088,1248.2,61,59,       b      0,       X      0,               , R 29R 29     d,0.03,0.63,-0.0133328,5.00E-05,0.1,0.63,0,0,0,1,0,-0.21182,0.03,0.75,-0.0011266,3.00E-05,0.1,0.75,0,0,0,1,0,-0.21182
6281250,7,1,13163.02,8.87E-27,0.02183,1802.59,73,73,       b      0,       X      0,               , R 35Q 36     d,0.03,0.63,-0.01,5.00E-05,0.1,0.63,0,0,0,1,0,0,0.03,0.75,-0.01,3.00E-05,0.1,0.75,0,0,0,1,0,0
6281251,7,2,13163.06591,2.40E-27,0.02132,685.6204,47,47,       b      0,       X      0,               , R 22Q 23     d,0.0389,0.63,-0.0089,0,0.113492229,0.63,0,0,0,1,0,0,0.04,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281252,7,3,13163.11935,4.55E-28,0.02318,704.5048,282,282,       b      0,       X      0,               , R 22Q 23     d,0.0389,0.63,-0.0089,0,0.115323868,0.63,0,0,0,1,0,0,0.04,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281253,7,1,13163.4186,1.03E-29,2.79E-07,791.4031,49,45,       b      0,       X      0,               , R 23S 22     q,0.0398,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,0.041,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281254,7,2,13163.59767,4.08E-29,0.02137,1609.2839,71,71,       b      0,       X      0,               , R 34Q 35     d,0.0272,0.63,-0.0097,0,0.113492229,0.63,0,0,0,1,0,0,0.031,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281255,7,3,13163.61891,6.84E-30,0.02322,1653.5193,426,426,       b      0,       X      0,               , R 34Q 35     d,0.0272,0.63,-0.0097,0,0.115323868,0.63,0,0,0,1,0,0,0.031,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281256,7,2,13163.6325,1.85E-27,0.02132,747.863,49,49,       b      0,       X      0,               , R 23Q 24     d,0.0375,0.63,-0.0089,0,0.113492229,0.63,0,0,0,1,0,0,0.039,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281257,7,3,13163.69906,3.48E-28,0.02319,768.4594,294,294,       b      0,       X      0,               , R 23Q 24     d,0.0375,0.63,-0.0089,0,0.115323868,0.63,0,0,0,1,0,0,0.039,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6297240,7,1,13163.79,8.12E-25,0.02181,791.03,49,49,       b      0,       X      0,               , R 23Q 24     d,0.03,0.86,-0.0100116,3.80E-05,0.08,0.86,0,0,0,1,0,-0.00327,0.04,0.76,-0.0031713,5.00E-05,0.08,0.76,0,0,0,1,0,-0.00327
6281259,7,1,13164.04114,1.40E-29,3.30E-08,16.3876,13,9,       b      0,       X      0,               , T  3S  4     q,0.053,0.72,-0.00645,0,0.088709784,0.72,0,0,0,1,0,0,0.053,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281260,7,2,13164.08381,6.19E-29,0.02137,1517.6368,69,69,       b      0,       X      0,               , R 33Q 34     d,0.0278,0.63,-0.0096,0,0.113492229,0.63,0,0,0,1,0,0,0.032,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281261,7,2,13164.10551,1.41E-27,0.02134,812.7928,51,51,       b      0,       X      0,               , R 24Q 25     d,0.0365,0.63,-0.0089,0,0.113492229,0.63,0,0,0,1,0,0,0.038,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281262,7,3,13164.12401,1.05E-29,0.02322,1559.362,414,414,       b      0,       X      0,               , R 33Q 34     d,0.0278,0.63,-0.0096,0,0.115323868,0.63,0,0,0,1,0,0,0.032,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6297241,7,1,13164.18,2.18E-26,0.02183,1605.8,69,69,       b      0,       X      0,               , R 33Q 34     d,0.03,0.63,-0.01118,5.00E-05,0.1,0.63,0,0,0,1,0,-0.05157,0.03,0.75,-0.00671,3.00E-05,0.1,0.75,0,0,0,1,0,-0.05157
6281264,7,3,13164.18241,2.62E-28,0.0232,835.1744,306,306,       b      0,       X      0,               , R 24Q 25     d,0.0365,0.63,-0.0089,0,0.115323868,0.63,0,0,0,1,0,0,0.038,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281265,7,1,13164.27249,5.68E-30,2.81E-07,931.7431,53,49,       b      0,       X      0,               , R 25S 24     q,0.0376,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,0.039,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281266,7,2,13164.47192,9.27E-29,0.02137,1428.6473,67,67,       b      0,       X      0,               , R 32Q 33     d,0.0286,0.63,-0.0095,0,0.113492229,0.63,0,0,0,1,0,0,0.032,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281267,7,2,13164.48458,1.05E-27,0.02134,880.4072,53,53,       b      0,       X      0,               , R 25Q 26     d,0.0355,0.63,-0.0091,0,0.113492229,0.63,0,0,0,1,0,0,0.037,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281268,7,3,13164.52803,1.59E-29,0.02322,1467.934,402,402,       b      0,       X      0,               , R 32Q 33     d,0.0286,0.63,-0.0095,0,0.115323868,0.63,0,0,0,1,0,0,0.032,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281269,7,3,13164.56899,1.94E-28,0.0232,904.6474,318,318,       b      0,       X      0,               , R 25Q 26     d,0.0355,0.63,-0.0091,0,0.115323868,0.63,0,0,0,1,0,0,0.037,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6297242,7,1,13164.68,4.44E-25,0.02181,931.34,53,53,       b      0,       X      0,               , R 25Q 26     d,0.03,0.63,-0.0101521,7.70E-05,0.1,0.63,0,0,0,1,0,-0.00369,0.04,0.76,-0.0040817,4.70E-06,0.1,0.76,0,0,0,1,0,-0.00369
6281271,7,1,13164.72498,2.93E-30,2.82E-07,1083.4332,57,53,       b      0,       X      0,               , R 27S 26     q,0.0354,0.63,-0.0091,0,0.117223643,0.63,0,0,0,1,0,0,0.037,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281272,7,2,13164.76251,1.37E-28,0.02137,1342.3188,65,65,       b      0,       X      0,               , R 31Q 32     d,0.0294,0.63,-0.0094,0,0.113492229,0.63,0,0,0,1,0,0,0.033,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281273,7,2,13164.76928,7.76E-28,0.02135,950.7037,55,55,       b      0,       X      0,               , R 26Q 27     d,0.0341,0.63,-0.0091,0,0.113492229,0.63,0,0,0,1,0,0,0.036,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281274,7,1,13164.77221,1.42E-30,2.82E-07,1246.4486,61,57,       b      0,       X      0,               , R 29S 28     q,0.0332,0.63,-0.0091,0,0.117223643,0.63,0,0,0,1,0,0,0.036,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281275,7,3,13164.83151,2.37E-29,0.02322,1379.2389,390,390,       b      0,       X      0,               , R 31Q 32     d,0.0294,0.63,-0.0094,0,0.115323868,0.63,0,0,0,1,0,0,0.033,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281276,7,3,13164.85837,1.42E-28,0.0232,976.8754,330,330,       b      0,       X      0,               , R 26Q 27     d,0.0341,0.63,-0.0091,0,0.115323868,0.63,0,0,0,1,0,0,0.036,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6297243,7,1,13164.92,5.07E-26,0.02183,1420.25,65,65,       b      0,       X      0,               , R 31Q 32     d,0.01,0.63,-0.0090568,5.00E-05,0.1,0.63,0,0,0,1,0,-0.0188,0.03,0.75,-0.00081119,3.00E-05,0.1,0.75,0,0,0,1,0,-0.0188
6281278,7,2,13164.95606,1.99E-28,0.02137,1258.6546,63,63,       b      0,       X      0,               , R 30Q 31     d,0.0303,0.63,-0.0093,0,0.113492229,0.63,0,0,0,1,0,0,0.033,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281279,7,2,13164.95922,5.64E-28,0.02135,1023.6795,57,57,       b      0,       X      0,               , R 27Q 28     d,0.0332,0.63,-0.0091,0,0.113492229,0.63,0,0,0,1,0,0,0.035,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281280,7,3,13165.03496,3.49E-29,0.02322,1293.2802,378,378,       b      0,       X      0,               , R 30Q 31     d,0.0303,0.63,-0.0093,0,0.115323868,0.63,0,0,0,1,0,0,0.033,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281281,7,3,13165.05012,1.02E-28,0.02322,1051.8558,342,342,       b      0,       X      0,               , R 27Q 28     d,0.0332,0.63,-0.0091,0,0.115323868,0.63,0,0,0,1,0,0,0.035,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281282,7,2,13165.05305,2.86E-28,0.02136,1177.6579,61,61,       b      0,       X      0,               , R 29Q 30     d,0.0312,0.63,-0.0093,0,0.113492229,0.63,0,0,0,1,0,0,0.034,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281283,7,2,13165.05395,4.04E-28,0.02136,1099.3319,59,59,       b      0,       X      0,               , R 28Q 29     d,0.0322,0.63,-0.0092,0,0.113492229,0.63,0,0,0,1,0,0,0.035,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281284,7,3,13165.13888,5.07E-29,0.02322,1210.0613,366,366,       b      0,       X      0,               , R 29Q 30     d,0.0312,0.63,-0.0093,0,0.115323868,0.63,0,0,0,1,0,0,0.034,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281285,7,3,13165.14377,7.25E-29,0.02322,1129.5854,354,354,       b      0,       X      0,               , R 28Q 29     d,0.0322,0.63,-0.0092,0,0.115323868,0.63,0,0,0,1,0,0,0.035,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6297244,7,1,13165.17,2.29E-25,0.02183,1082.99,57,57,       b      0,       X      0,               , R 27Q 28     d,0.03,0.63,-0.0096623,5.00E-05,0.1,0.63,0,0,0,1,0,0.014885,0.04,0.75,-0.0034231,3.00E-05,0.1,0.75,0,0,0,1,0,0.014885
6297245,7,1,13165.25,1.11E-25,0.02183,1245.97,61,61,       b      0,       X      0,               , R 29Q 30     d,0.03,0.63,-0.0103829,5.00E-05,0.1,0.63,0,0,0,1,0,-0.17607,0.03,0.75,-0.002656,3.00E-05,0.1,0.75,0,0,0,1,0,-0.17607
6281288,7,1,13179.92389,1.98E-29,4.06E-08,42.224,17,13,       b      0,       X      0,               , T  5S  6     q,0.0507,0.73,-0.0071,0,0.085541577,0.73,0,0,0,1,0,0,0.051,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281289,7,1,13195.41359,2.27E-29,4.53E-08,79.5646,21,17,       b      0,       X      0,               , T  7S  8     q,0.0491,0.74,-0.0073,0,0.082373371,0.74,0,0,0,1,0,0,0.049,0.74,0,0,0.086666667,0.74,0,0,0,1,0,0
6281290,7,1,13210.51224,2.28E-29,4.85E-08,128.3977,25,21,       b      0,       X      0,               , T  9S 10     q,0.0478,0.73,-0.0075,0,0.085541577,0.73,0,0,0,1,0,0,0.048,0.73,0,0,0.09,0.73,0,0,0,1,0,0
6281291,7,1,13225.21793,2.07E-29,5.10E-08,188.7134,29,25,       b      0,       X      0,               , T 11S 12     q,0.0468,0.72,-0.0074,0,0.088709784,0.72,0,0,0,1,0,0,0.047,0.72,0,0,0.093333333,0.72,0,0,0,1,0,0
6281292,7,1,13239.52742,1.72E-29,5.29E-08,260.5009,33,29,       b      0,       X      0,               , T 13S 14     q,0.0458,0.67,-0.0074,0,0.104550816,0.67,0,0,0,1,0,0,0.046,0.67,0,0,0.11,0.67,0,0,0,1,0,0
6281293,7,1,13253.43681,1.32E-29,5.44E-08,343.7481,37,33,       b      0,       X      0,               , T 15S 16     q,0.0447,0.65,-0.0074,0,0.11088723,0.65,0,0,0,1,0,0,0.044,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0
6281294,7,1,13266.94179,9.46E-30,5.59E-08,438.4413,41,37,       b      0,       X      0,               , T 17S 18     q,0.0434,0.65,-0.0078,0,0.11088723,0.65,0,0,0,1,0,0,0.043,0.65,0,0,0.116666667,0.65,0,0,0,1,0,0
6281295,7,1,13280.03772,6.32E-30,5.71E-08,544.5651,45,41,       b      0,       X      0,               , T 19S 20     q,0.0417,0.64,-0.0085,0,0.114055436,0.64,0,0,0,1,0,0,0.042,0.64,0,0,0.12,0.64,0,0,0,1,0,0
6281296,7,1,13292.71969,3.95E-30,5.81E-08,662.102,49,45,       b      0,       X      0,               , T 21S 22     q,0.0398,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,0.041,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281297,7,1,13304.98256,2.31E-30,5.89E-08,791.0331,53,49,       b      0,       X      0,               , T 23S 24     q,0.0376,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,0.039,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
6281298,7,1,13316.82093,1.27E-30,5.97E-08,931.3372,57,53,       b      0,       X      0,               , T 25S 26     q,0.0354,0.63,-0.0091,0,0.117223643,0.63,0,0,0,1,0,0,0.037,0.63,0,0,0.123333333,0.63,0,0,0,1,0,0
