trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,elower,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self
6280926,7,1,13010.59945,1.03E-28,0.01756,2627.4258,57,57,2627.4258,       b      1,       X      1,               , R 27Q 28     d,0.0332,0.63,-0.0091,0,0.117223643,0.63,0,0,0,1,0,0,0.036,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6297184,7,1,13010.81,2.26E-25,0.02296,1085.20445,53,55,1085.2033,       b      0,       X      0,               ,P27P28,1.035488319,0.63,-0.009091769,0,0.117223643,0.63,0,0,0.018284934,1,0,0,0.037178239,0.63,-0.009091769,0,0.123349894,0.63,0,0,0.016155635,1,0,0
6297185,7,1,13012.58,2.17E-25,0.02187,1083.43433,53,53,1083.4332,       b      0,       X      0,               ,P27Q27,1.035488319,0.63,-0.009091769,0,0.117223643,0.63,0,0,0.01730478,1,0,0,0.037178239,0.63,-0.009091769,0,0.123349894,0.63,0,0,0.015919046,1,0,0
6280930,7,1,13013.02394,2.97E-30,0.0000003,1082.9917,53,57,1082.9917,       b      0,       X      0,               , P 27O 28     q,0.0332,0.63,-0.0091,0,0.117223643,0.63,0,0,0,1,0,0,0.036,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6280932,7,1,13014.29578,1.63E-29,7.62E-08,260.6824,21,25,260.6824,       b      0,       X      0,               , N 13O 12     q,0.0468,0.72,-0.0074,0,0.088709784,0.72,0,0,0,1,0,0,0.047,0.72,0,0,0.093345865,0.72,0,0,0,1,0,0
6297186,7,1,13021.29,4.39E-25,0.02307,933.53157,49,51,933.5309,       b      0,       X      0,               ,P25P25,0.037516223,0.63,-0.008888979,0,0.117223643,0.63,0,0,0.017338579,1,0,0,0.038868159,0.63,-0.008888979,0,0.123349894,0.63,0,0,0.015919046,1,0,0
6297187,7,1,13023.08,4.2E-25,0.0219,931.74381,49,49,931.7431,       b      0,       X      0,               ,P25Q24,0.037516223,0.63,-0.008888979,0,0.117223643,0.63,0,0,0.01645982,1,0,0,0.038868159,0.63,-0.008888979,0,0.123349894,0.63,0,0,0.015648659,1,0,0
6280942,7,1,13023.48451,5.78E-30,0.000000302,931.3372,49,53,931.3372,       b      0,       X      0,               , P 25O 26     q,0.0354,0.63,-0.0091,0,0.117223643,0.63,0,0,0,1,0,0,0.037,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6297188,7,1,13031.39,8.01E-25,0.02321,793.20908,45,47,793.2087,       b      0,       X      0,               ,P23P23,0.039882111,0.63,-0.008686189,0,0.117223643,0.63,0,0,0.016426022,1,0,0,0.040220095,0.63,-0.008686189,0,0.123349894,0.63,0,0,0.015648659,1,0,0
6297189,7,1,13033.2,7.63E-25,0.02193,791.40349,45,45,791.4031,       b      0,       X      0,               ,P23Q22,0.0399,0.63,-0.008686189,0,0.117223643,0.63,0,0,0.015682457,1,0,0,0.040220095,0.63,-0.008686189,0,0.123349894,0.63,0,0,0.015378272,1,0,0
6280953,7,1,13033.2948,1.97E-29,8.05E-08,188.8531,17,21,188.8531,       b      0,       X      0,               , N 11O 10     q,0.0478,0.73,-0.0075,0,0.085541577,0.73,0,0,0,1,0,0,0.048,0.73,0,0,0.090012085,0.73,0,0,0,1,0,0
6280954,7,1,13033.56974,1.06E-29,0.000000306,791.0331,45,49,791.0331,       b      0,       X      0,               , P 23O 24     q,0.0376,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,0.039,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6297190,7,1,13041.12,1.37E-24,0.02336,664.25967,41,43,664.2595,       b      0,       X      0,               ,P21P21,0.041572031,0.63,-0.0084496,0,0.117223643,0.63,0,0,0.015581062,1,0,0,0.041572031,0.63,-0.0084496,0,0.123349894,0.63,0,0,0.015378272,1,0,0
6297191,7,1,13042.95,1.3E-24,0.02196,662.43604,41,41,662.4359,       b      0,       X      0,               ,P21Q20,0.041572031,0.64,-0.0084496,0,0.114055436,0.64,0,0,0.014938892,1,0,0,0.041572031,0.64,-0.0084496,0,0.120016113,0.64,0,0,0.015107884,1,0,0
6280966,7,1,13043.28109,1.82E-29,0.000000308,662.102,41,45,662.102,       b      0,       X      0,               , P 21O 22     q,0.0398,0.63,-0.0089,0,0.117223643,0.63,0,0,0,1,0,0,0.041,0.63,0,0,0.123349894,0.63,0,0,0,1,0,0
6297192,7,1,13050.48,2.21E-24,0.02355,546.70424,37,39,546.7042,       b      0,       X      0,               ,P19P19,0.043261951,0.64,-0.008246809,0,0.114055436,0.64,0,0,0.014871296,1,0,0,0.042923967,0.64,-0.008246809,0,0.120016113,0.64,0,0,0.015107884,1,0,0
6280975,7,1,13051.93672,2.19E-29,8.75E-08,128.492,13,17,128.492,       b      0,       X      0,               , N  9O  8     q,0.0491,0.74,-0.0073,0,0.082373371,0.74,0,0,0,1,0,0,0.049,0.74,0,0,0.086678304,0.74,0,0,0,1,0,0
6297193,7,1,13052.32,2.08E-24,0.022,544.86225,37,37,544.8622,       b      0,       X      0,               ,P19Q18,0.043261951,0.65,-0.008246809,0,0.11088723,0.65,0,0,0.014330521,1,0,0,0.042923967,0.65,-0.008246809,0,0.116682332,0.65,0,0,0.014837497,1,0,0
6280978,7,1,13052.61983,2.94E-29,0.000000312,544.5651,37,41,544.5651,       b      0,       X      0,               , P 19O 20     q,0.0417,0.64,-0.0085,0,0.114055436,0.64,0,0,0,1,0,0,0.042,0.64,0,0,0.120016113,0.64,0,0,0,1,0,0
6297194,7,1,13059.47,3.32E-24,0.02377,440.56179,33,35,440.5618,       b      0,       X      0,               ,P17P17,0.044613887,0.65,-0.008010221,0,0.11088723,0.65,0,0,0.014296723,1,0,0,0.043937919,0.65,-0.008010221,0,0.116682332,0.65,0,0,0.014837497,1,0,0
6297195,7,1,13061.33,3.11E-24,0.02204,438.70104,33,33,438.701,       b      0,       X      0,               ,P17Q16,0.044613887,0.65,-0.008010221,0,0.11088723,0.65,0,0,0.013857344,1,0,0,0.043937919,0.65,-0.008010221,0,0.116682332,0.65,0,0,0.014533312,1,0,0
6280989,7,1,13062.36807,1.36E-27,0.02543,428.34229,33,37,438.4413,       b      0,       X      0,               ,P17P17,0.044613887,0.65,-0.008010221,0,0.11088723,0.65,0,0,0.013857344,1,0,0,0.043937919,0.65,-0.008010221,0,0.116682332,0.65,0,0,0.013789747,1,0,0
6297196,7,1,13068.08,4.68E-24,0.02406,345.84949,29,31,345.8495,       b      0,       X      0,               ,P15P15,0.045965823,0.66,-0.007773632,0,0.107719023,0.66,0,0,0.013823545,1,0,0,0.044951871,0.66,-0.007773632,0,0.113348551,0.66,0,0,0.014533312,1,0,0
6297197,7,1,13069.96,4.33E-24,0.02208,343.96941,29,29,343.9694,       b      0,       X      0,               ,P15Q14,0.045965823,0.67,-0.007773632,0,0.104550816,0.67,0,0,0.013417965,1,0,0,0.044951871,0.67,-0.007773632,0,0.11001477,0.67,0,0,0.014229126,1,0,0
6281000,7,1,13070.1832,6.27E-29,0.000000321,343.7481,29,33,343.7481,       b      0,       X      0,               , P 15O 16     q,0.0447,0.65,-0.0074,0,0.11088723,0.65,0,0,0,1,0,0,0.044,0.65,0,0,0.116682332,0.65,0,0,0,1,0,0
6281001,7,1,13070.22159,2.18E-29,9.95E-08,79.607,9,13,79.607,       b      0,       X      0,               , N  7O  6     q,0.0507,0.73,-0.0071,0,0.085541577,0.73,0,0,0,1,0,0,0.051,0.73,0,0,0.090012085,0.73,0,0,0,1,0,0
6297198,7,1,13076.33,6.13E-24,0.02443,262.58268,25,27,262.5827,       b      0,       X      0,               ,P13P13,0.046979775,0.67,-0.007503245,0,0.104550816,0.67,0,0,0.013384166,1,0,0,0.045965823,0.7,-0.007503245,0,0.11001477,0.7,0,0,0.014229126,1,0,0
6297199,7,1,13078.23,5.61E-24,0.02214,260.68242,25,25,260.6824,       b      0,       X      0,               ,P13Q12,0.046979775,0.72,-0.007503245,0,0.088709784,0.72,0,0,0.013079981,1,0,0,0.045965823,0.72,-0.007503245,0,0.093345865,0.72,0,0,0.013958739,1,0,0
6281012,7,1,13078.4091,8.24E-29,0.000000327,260.5009,25,29,260.5009,       b      0,       X      0,               , P 13O 14     q,0.0458,0.67,-0.0074,0,0.104550816,0.67,0,0,0,1,0,0,0.046,0.67,0,0,0.11001477,0.67,0,0,0,1,0,0
6297200,7,1,13084.2,7.45E-24,0.02494,190.77481,21,23,190.7748,       b      0,       X      0,               ,P11P11,0.047993727,0.72,-0.007266656,0,0.088709784,0.72,0,0,0.012944787,1,0,0,0.046979775,0.72,-0.007266656,0,0.093345865,0.72,0,0,0.013958739,1,0,0
6297201,7,1,13086.13,6.69E-24,0.02221,188.85306,21,21,188.8531,       b      0,       X      0,               ,P11Q10,0.047993727,0.73,-0.007266656,0,0.085541577,0.73,0,0,0.0126744,1,0,0,0.046979775,0.73,-0.007266656,0,0.090012085,0.73,0,0,0.013654553,1,0,0
6281023,7,1,13086.26482,1E-28,0.000000335,188.7134,21,25,188.7134,       b      0,       X      0,               , P 11O 12     q,0.0468,0.72,-0.0074,0,0.088709784,0.72,0,0,0,1,0,0,0.047,0.72,0,0,0.093345865,0.72,0,0,0,1,0,0
6281026,7,1,13088.15293,1.87E-29,0.000000129,42.2001,5,9,42.2001,       b      0,       X      0,               , N  5O  4     q,0.053,0.72,-0.00645,0,0.088709784,0.72,0,0,0,1,0,0,0.053,0.72,0,0,0.093345865,0.72,0,0,0,1,0,0
6297202,7,1,13091.71,8.31E-24,0.02569,130.4375,17,19,130.4375,       b      0,       X      0,               ,P9P9,0.049007679,0.74,-0.006996269,0,0.082373371,0.74,0,0,0.012437811,1,0,0,0.048331711,0.74,-0.006996269,0,0.086678304,0.74,0,0,0.013654553,1,0,0
6297203,7,1,13093.66,7.29E-24,0.02231,128.49202,17,17,128.492,       b      0,       X      0,               ,P9Q8,0.049007679,0.74,-0.006996269,0,0.082373371,0.74,0,0,0.012235021,1,0,0,0.048331711,0.74,-0.006996269,0,0.086678304,0.74,0,0,0.013384166,1,0,0
6281036,7,1,13093.75013,1.12E-28,0.000000345,128.3977,17,21,128.3977,       b      0,       X      0,               , P  9O 10     q,0.0478,0.73,-0.0075,0,0.085541577,0.73,0,0,0,1,0,0,0.048,0.73,0,0,0.090012085,0.73,0,0,0,1,0,0
6297204,7,1,13098.85,8.43E-24,0.02688,81.5805,13,15,81.5805,       b      0,       X      0,               ,P7P7,0.050697599,0.73,-0.006692083,0,0.085541577,0.73,0,0,0.011728045,1,0,0,0.049683647,0.73,-0.006692083,0,0.090012085,0.73,0,0,0.013384166,1,0,0
6297205,7,1,13100.82,7.11E-24,0.02247,79.60699,13,13,79.607,       b      0,       X      0,               ,P7Q6,0.050697599,0.73,-0.006692083,0,0.085541577,0.73,0,0,0.011626649,1,0,0,0.049683647,0.73,-0.006692083,0,0.090012085,0.73,0,0,0.013113779,1,0,0
6281048,7,1,13100.86414,1.14E-28,0.000000362,79.5646,13,17,79.5646,       b      0,       X      0,               , P  7O  8     q,0.0491,0.74,-0.0073,0,0.082373371,0.74,0,0,0,1,0,0,0.049,0.74,0,0,0.086678304,0.74,0,0,0,1,0,0
6297206,7,1,13105.62,7.57E-24,0.02913,44.21171,9,11,44.2117,       b      0,       X      0,               ,P5P5,0.053063487,0.74,-0.006421696,0,0.082373371,0.74,0,0,0.010747891,1,0,0,0.051711551,0.74,-0.006421696,0,0.086678304,0.74,0,0,0.013113779,1,0,0
6281055,7,1,13105.75288,1.14E-29,0.000000346,16.2529,1,5,16.2529,       b      0,       X      0,               , N  3O  2     q,0.0563,0.71,-0.0051,0,0.09187799,0.71,0,0,0,1,0,0,0.055,0.71,0,0,0.096679646,0.71,0,0,0,1,0,0
6281059,7,1,13107.60461,1.02E-28,0.000000392,42.224,9,13,42.224,       b      0,       X      0,               , P  5O  6     q,0.0507,0.73,-0.0071,0,0.085541577,0.73,0,0,0,1,0,0,0.051,0.73,0,0,0.090012085,0.73,0,0,0,1,0,0
6297207,7,1,13107.63,5.97E-24,0.02276,42.20012,9,9,42.2001,       b      0,       X      0,               ,P5Q4,0.053063487,0.72,-0.006421696,0,0.088709784,0.72,0,0,0.010781689,1,0,0,0.051711551,0.72,-0.006421696,0,0.093345865,0.72,0,0,0.012843392,1,0,0
6297208,7,1,13112.02,5.72E-24,0.03497,18.33718,5,7,18.3372,       b      0,       X      0,               ,P3P3,0.056443327,0.7,-0.00611751,0,0.095046197,0.7,0,0,0.00929456,1,0,0,0.054753407,0.7,-0.00611751,0,0.100013427,0.7,0,0,0.012843392,1,0,0
,7,1,13112.08,2.2E-33,0.02111,5029.97839,,,,,,,R59R59,0.021191596,0.7,-0.011018278,0,0.095046197,0.7,0,0,0.018453926,1,0,0,0.025247404,0.7,-0.011018278,0,0.100013427,0.7,0,0,0.012573005,1,0,0
6281070,7,1,13113.96544,7.65E-29,0.000000465,16.3876,5,9,16.3876,       b      0,       X      0,               , P  3O  4     q,0.053,0.72,-0.00645,0,0.088709784,0.72,0,0,0,1,0,0,0.053,0.72,0,0,0.093345865,0.72,0,0,0,1,0,0
6297209,7,1,13114.1,3.89E-24,0.02353,16.25286,5,5,16.2529,       b      0,       X      0,               ,P3Q2,0.056443327,0.71,-0.00611751,0,0.09187799,0.71,0,0,0.009531149,1,0,0,0.054753407,0.71,-0.00611751,0,0.096679646,0.71,0,0,0.012573005,1,0,0
,7,1,13114.57,2.28E-33,0.0216,5027.48415,,,,,,,R59Q60,0.021191596,0.71,-0.011018278,0,0.09187799,0.71,0,0,0.017372377,1,0,0,0.025247404,0.71,-0.011018278,0,0.096679646,0.71,0,0,0.012336416,1,0,0
6297210,7,1,13118.04,3.07E-24,0.08744,3.96108,1,3,3.9611,       b      0,       X      0,               ,P1P1,0.061513087,0.72,-0.005813325,0,0.088709784,0.72,0,0,0.007097664,1,0,0,0.058809215,0.72,-0.005813325,0,0.093345865,0.72,0,0,0.012336416,1,0,0
,7,1,13118.71,1.05E-32,0.02112,4701.28301,,,,,,,R57R57,0.02132679,0.72,-0.01098448,0,0.088709784,0.72,0,0,0.018453926,1,0,0,0.025382598,0.72,-0.01098448,0,0.093345865,0.72,0,0,0.012133625,1,0,0
6281081,7,1,13119.92145,3.59E-29,0.00000102,2.0843,1,5,2.0843,       b      0,       X      0,               , P  1O  2     q,0.0563,0.71,-0.0051,0,0.09187799,0.71,0,0,0,1,0,0,0.055,0.71,0,0,0.096679646,0.71,0,0,0,1,0,0
,7,1,13121.18,1.09E-32,0.02162,4698.80645,,,,,,,R57Q58,0.02132679,0.72,-0.01098448,0,0.088709784,0.72,0,0,0.017372377,1,0,0,0.025382598,0.72,-0.01098448,0,0.093345865,0.72,0,0,0.012133625,1,0,0
,7,1,13124.84,4.76E-32,0.02112,4383.32615,,,,,,,R55R55,0.021461984,0.72,-0.010916883,0,0.088709784,0.72,0,0,0.018420128,1,0,0,0.02555159,0.72,-0.010916883,0,0.093345865,0.72,0,0,0.011897037,1,0,0
6297211,7,1,13126.39,1.53E-24,0.00875,3.96108,5,3,3.9611,       b      0,       X      0,               ,R1R1,0.056443327,0.71,-0.00611751,0,0.09187799,0.71,0,0,0.015378272,1,0,0,0.054753407,0.71,-0.00611751,0,0.096679646,0.71,0,0,0.011897037,1,0,0
6297212,7,1,13128.27,3.57E-24,0.02019,2.08429,5,5,2.0843,       b      0,       X      0,               ,R1Q2,0.056443327,0.71,-0.00611751,0,0.09187799,0.71,0,0,0.015378272,1,0,0,0.054753407,0.71,-0.00611751,0,0.096679646,0.71,0,0,0.011728045,1,0,0
6281092,7,1,13130.5,2.04E-31,0.02111,4076.15958,5,1,0,       b      0,       X      0,               ,R53R53,0.021664774,0.72,-0.010883085,0,0.088709784,0.72,0,0,0.018420128,1,0,0,0.02575438,0.72,-0.010883085,0,0.093345865,0.72,0,0,0.011525254,1,0,0
6297213,7,1,13131.49,4.28E-24,0.01458,18.33718,9,7,18.3372,       b      0,       X      0,               ,R3R3,0.053063487,0.72,-0.006421696,0,0.088709784,0.72,0,0,0.015682457,1,0,0,0.051711551,0.72,-0.006421696,0,0.093345865,0.72,0,0,0.011525254,1,0,0
,7,1,13132.94,2.12E-31,0.02165,4073.71833,,,,,,,R53Q54,0.021664774,0.7,-0.010883085,0,0.095046197,0.7,0,0,0.017372377,1,0,0,0.02575438,0.7,-0.010883085,0,0.100013427,0.7,0,0,0.011322464,1,0,0
6297214,7,1,13133.44,6.21E-24,0.02095,16.38761,9,9,16.3876,       b      0,       X      0,               ,R3Q4,0.053063487,0.72,-0.006421696,0,0.088709784,0.72,0,0,0.015581062,1,0,0,0.051711551,0.72,-0.006421696,0,0.093345865,0.72,0,0,0.011322464,1,0,0
6281100,7,1,13133.57572,5.12E-29,0.000000173,16.2529,9,5,16.2529,       b      0,       X      0,               , R  3S  2     q,0.0563,0.71,-0.0051,0,0.09187799,0.71,0,0,0,1,0,0,0.055,0.71,0,0,0.096679646,0.71,0,0,0,1,0,0
,7,1,13135.67,8.29E-31,0.02111,3779.8333,,,,,,,R51R51,0.021867564,0.74,-0.010815488,0,0.082373371,0.74,0,0,0.018386329,1,0,0,0.025957171,0.74,-0.010815488,0,0.086678304,0.74,0,0,0.011153472,1,0,0
6297215,7,1,13136.22,6.29E-24,0.01683,44.21171,13,11,44.2117,       b      0,       X      0,               ,R5R5,0.050697599,0.73,-0.006692083,0,0.085541577,0.73,0,0,0.015885248,1,0,0,0.049683647,0.73,-0.006692083,0,0.090012085,0.73,0,0,0.011153472,1,0,0
,7,1,13138.1,8.61E-31,0.02167,3777.40969,,,,,,,R51Q52,0.021867564,0.73,-0.010815488,0,0.085541577,0.73,0,0,0.017338579,1,0,0,0.025957171,0.73,-0.010815488,0,0.090012085,0.73,0,0,0.01098448,1,0,0
6297216,7,1,13138.2,8.01E-24,0.02124,42.22397,13,13,42.224,       b      0,       X      0,               ,R5Q6,0.050697599,0.73,-0.006692083,0,0.085541577,0.73,0,0,0.015716256,1,0,0,0.049683647,0.73,-0.006692083,0,0.090012085,0.73,0,0,0.01098448,1,0,0
6281111,7,1,13138.22863,8.09E-29,2.15E-07,42.2001,13,9,42.2001,       b      0,       X      0,               , R  5S  4     q,5.30E-02,0.72,-0.00645,0,0.088709784,0.72,0,0,0,1,0,0,0.053,0.72,0,0,0.093345865,0.72,0,0,0,1,0,0
,7,1,13140.38,3.19E-30,0.0211,3494.39554,,,,,,,R49R49,0.022137952,0.73,-0.010714093,0,0.085541577,0.73,0,0,0.018386329,1,0,0,0.026227558,0.73,-0.010714093,0,0.090012085,0.73,0,0,0.010781689,1,0,0
6297217,7,1,13140.57,7.34E-24,0.01802,81.5805,17,15,81.5805,       b      0,       X      0,               ,R7R7,0.049007679,0.74,-0.006996269,0,0.082373371,0.74,0,0,0.016020441,1,0,0,0.048331711,0.74,-0.006996269,0,0.086678304,0.74,0,0,0.010781689,1,0,0
6281121,7,1,13142.54087,9.66E-29,0.000000236,79.607,17,13,79.607,       b      0,       X      0,               , R  7S  6     q,0.0507,0.73,-0.0071,0,0.085541577,0.73,0,0,0,1,0,0,0.051,0.73,0,0,0.090012085,0.73,0,0,0,1,0,0
6297218,7,1,13142.58,8.8E-24,0.02139,79.56461,17,17,79.5646,       b      0,       X      0,               ,R7Q8,0.049007679,0.74,-0.006996269,0,0.082373371,0.74,0,0,0.015817651,1,0,0,0.048331711,0.74,-0.006996269,0,0.086678304,0.74,0,0,0.010578899,1,0,0
6297219,7,1,13144.54,7.44E-24,0.01875,130.4375,21,19,130.4375,       b      0,       X      0,               ,R9R9,0.047993727,0.73,-0.007266656,0,0.085541577,0.73,0,0,0.016121836,1,0,0,0.046979775,0.73,-0.007266656,0,0.090012085,0.73,0,0,0.01034231,1,0,0
,7,1,13144.63,1.16E-29,0.02109,3219.89269,,,,,,,R47R47,0.022442137,0.73,-0.010646496,0,0.085541577,0.73,0,0,0.018352531,1,0,0,0.026565542,0.73,-0.010646496,0,0.090012085,0.73,0,0,0.01034231,1,0,0
6281132,7,1,13146.48618,9.89E-29,0.000000248,128.492,21,17,128.492,       b      0,       X      0,               , R  9S  8     q,0.0491,0.74,-0.0073,0,0.082373371,0.74,0,0,0,1,0,0,0.049,0.74,0,0,0.086678304,0.74,0,0,0,1,0,0
6297220,7,1,13146.58,8.6E-24,0.02149,128.39773,21,21,128.3977,       b      0,       X      0,               ,R9Q10,0.047993727,0.73,-0.007266656,0,0.085541577,0.73,0,0,0.015885248,1,0,0,0.046979775,0.73,-0.007266656,0,0.090012085,0.73,0,0,0.010105721,1,0,0
,7,1,13147.02,1.21E-29,0.02169,3217.50432,,,,,,,R47Q48,0.022442137,0.73,-0.010646496,0,0.085541577,0.73,0,0,0.01730478,1,0,0,0.026565542,0.73,-0.010646496,0,0.090012085,0.73,0,0,0.010105721,1,0,0
6281138,7,1,13147.74429,6.09E-30,1.93E-08,2.0843,9,5,2.0843,       b      0,       X      0,               , T  1S  2     q,5.63E-02,0.71,-0.0051,0,0.09187799,0.71,0,0,0,1,0,0,0.055,0.71,0,0,0.096679646,0.71,0,0,0,1,0,0
6297221,7,1,13148.14,6.78E-24,0.01925,190.77481,25,23,190.7748,       b      0,       X      0,               ,R11R11,0.046979775,0.72,-0.007503245,0,0.088709784,0.72,0,0,0.016223232,1,0,0,0.045965823,0.72,-0.007503245,0,0.093345865,0.72,0,0,0.009835334,1,0,0
6281140,7,1,13148.42,4E-29,0.02107,2956.36938,93,91,2956.3374,       b      0,       X      0,               ,R45R45,0.022847718,0.63,-0.010545101,0,0.117223643,0.63,0,0,0.018318732,1,0,0,0.026971123,0.63,-0.010545101,0,0.123349894,0.63,0,0,0.009835334,1,0,0
6281146,7,1,13150.05691,9.09E-29,2.57E-07,188.8531,25,21,188.8531,       b      0,       X      0,               , R 11S 10     q,4.78E-02,0.73,-0.0075,0,0.085541577,0.73,0,0,0,1,0,0,0.048,0.73,0,0,0.090012085,0.73,0,0,0,1,0,0
6297222,7,1,13150.2,7.66E-24,0.02155,188.71338,25,25,188.7134,       b      0,       X      0,               ,R11Q12,0.046979775,0.72,-0.007503245,0,0.088709784,0.72,0,0,0.015919046,1,0,0,0.045965823,0.72,-0.007503245,0,0.093345865,0.72,0,0,0.009531149,1,0,0
6281151,7,1,13150.79,4.17E-29,0.0217,2953.99863,93,93,2953.9666,       b      0,       X      0,               ,R45Q46,0.022847718,0.63,-0.010545101,0,0.117223643,0.63,0,0,0.01730478,1,0,0,0.026971123,0.63,-0.010545101,0,0.123349894,0.63,0,0,0.009531149,1,0,0
6297223,7,1,13151.34863,5.68E-24,0.01971,262.5827,29,27,262.5827,       b      0,       X      0,               , R 13R 13     d,0.046,0.67,-0.0072,0,0.104550816,0.67,0,0,0,1,0,0,0.045,0.67,0,0,0.11001477,0.67,0,0,0,1,0,0
,7,1,13151.35,5.65E-24,0.01962,262.58268,,,,,,,R13R13,0.045965823,0.67,-0.007773632,0,0.104550816,0.67,0,0,0.016324627,1,0,0,0.044951871,0.67,-0.007773632,0,0.11001477,0.67,0,0,0.009193165,1,0,0
6281155,7,1,13151.76,1.31E-28,0.02105,2703.86842,89,87,2703.8443,       b      0,       X      0,               ,R43R43,0.023320896,0.63,-0.010443705,0,0.117223643,0.63,0,0,0.018284934,1,0,0,0.0274443,0.63,-0.010443705,0,0.123349894,0.63,0,0,0.009193165,1,0,0
6281160,7,1,13153.24888,7.62E-29,2.64E-07,260.6824,29,25,260.6824,       b      0,       X      0,               , R 13S 12     q,4.68E-02,0.72,-0.0074,0,0.088709784,0.72,0,0,0,1,0,0,0.047,0.72,0,0,0.093345865,0.72,0,0,0,1,0,0
6297224,7,1,13153.43,6.28E-24,0.0216,260.50087,29,29,260.5009,       b      0,       X      0,               ,R13Q14,0.045965823,0.67,-0.007773632,0,0.104550816,0.67,0,0,0.015986643,1,0,0,0.044951871,0.67,-0.007773632,0,0.11001477,0.67,0,0,0.008787584,1,0,0
6281164,7,1,13154.12,1.36E-28,0.02171,2701.51528,89,89,2701.4912,       b      0,       X      0,               ,R43Q44,0.023320896,0.63,-0.010443705,0,0.117223643,0.63,0,0,0.017270982,1,0,0,0.0274443,0.63,-0.010443705,0,0.123349894,0.63,0,0,0.008787584,1,0,0
6297225,7,1,13154.18,4.34E-24,0.01989,345.84949,33,31,345.8495,       b      0,       X      0,               ,R15R15,0.044613887,0.65,-0.008010221,0,0.11088723,0.65,0,0,0.016392224,1,0,0,0.043937919,0.65,-0.008010221,0,0.116682332,0.65,0,0,0.008314406,1,0,0
6281168,7,1,13154.66,4.03E-28,0.02103,2462.43083,85,83,2462.413,       b      0,       X      0,               ,R41R41,0.023895468,0.63,-0.010308512,0,0.117223643,0.63,0,0,0.018217337,1,0,0,0.027985075,0.63,-0.010308512,0,0.123349894,0.63,0,0,0.008314406,1,0,0
6281173,7,1,13156.05888,5.88E-29,2.68E-07,343.9694,33,29,343.9694,       b      0,       X      0,               , R 15S 14     q,4.58E-02,0.67,-0.0074,0,0.104550816,0.67,0,0,0,1,0,0,0.046,0.67,0,0,0.11001477,0.67,0,0,0,1,0,0
6297226,7,1,13156.28,4.77E-24,0.02163,343.74811,33,33,343.7481,       b      0,       X      0,               ,R15Q16,0.044613887,0.65,-0.008010221,0,0.11088723,0.65,0,0,0.01605424,1,0,0,0.043937919,0.65,-0.008010221,0,0.116682332,0.65,0,0,0.007739833,1,0,0
6297227,7,1,13156.62,3.11E-24,0.0201,440.56179,37,35,440.5618,       b      0,       X      0,               ,R17R17,0.043261951,0.65,-0.008246809,0,0.11088723,0.65,0,0,0.016527417,1,0,0,0.042923967,0.65,-0.008246809,0,0.116682332,0.65,0,0,0.007739833,1,0,0
6281180,7,1,13156.99,4.2E-28,0.02172,2460.0953,85,85,2460.0774,       b      0,       X      0,               ,R41Q42,0.023895468,0.63,-0.010308512,0,0.117223643,0.63,0,0,0.017237184,1,0,0,0.027985075,0.63,-0.010308512,0,0.123349894,0.63,0,0,0.007030067,1,0,0
6281181,7,1,13157.12,1.17E-27,0.021,2232.09578,81,79,2232.0828,       b      0,       X      0,               ,R39R39,0.024639033,0.63,-0.010207117,0,0.117223643,0.63,0,0,0.01814974,1,0,0,0.028661043,0.63,-0.010207117,0,0.123349894,0.63,0,0,0.007030067,1,0,0
6281186,7,1,13158.4839,4.21E-29,0.000000271,438.701,37,33,438.701,       b      0,       X      0,               , R 17S 16     q,0.0447,0.65,-0.0074,0,0.11088723,0.65,0,0,0,1,0,0,0.044,0.65,0,0,0.116682332,0.65,0,0,0,1,0,0
6297228,7,1,13158.68,2.07E-24,0.02028,546.70424,41,39,546.7042,       b      0,       X      0,               ,R19R19,0.041572031,0.64,-0.0084496,0,0.114055436,0.64,0,0,0.016662611,1,0,0,0.041572031,0.64,-0.0084496,0,0.120016113,0.64,0,0,0.006218905,1,0,0
6297229,7,1,13158.74,3.38E-24,0.02166,438.44137,37,37,438.4413,       b      0,       X      0,               ,R17Q18,0.043261951,0.65,-0.008246809,0,0.11088723,0.65,0,0,0.016121836,1,0,0,0.042923967,0.65,-0.008246809,0,0.116682332,0.65,0,0,0.007030067,1,0,0
6281193,7,1,13159.14,3.23E-27,0.02097,2012.90065,77,75,2012.8914,       b      0,       X      0,               ,R37R37,0.025517791,0.63,-0.010071923,0,0.117223643,0.63,0,0,0.018082144,1,0,0,0.029472204,0.63,-0.010071923,0,0.123349894,0.63,0,0,0.007739833,1,0,0
