Wavenumber,Alpha,Stats,Pressure,Temperature,Segment,Chunk,Baseline,Baseline + Etalons,Background Corrected Alpha
6358.972033,1.967598304,0.04339705,56.04737974,23.12630355,0,23.0,1.969419015140084,1.9665708531156672,0.0010274508843328
6358.978807,1.967061186,0.043620091,56.04737974,23.12630355,0,23.0,1.9693968101533064,1.967311066131633,-0.000249880131633
6358.985581,1.965040923,0.042144587,56.04737974,23.12630355,0,23.0,1.9693746043496017,1.9648575389346024,0.0001833840653977
6358.992355,1.967526417,0.044492628,56.04737974,23.12630355,0,23.0,1.969352397728964,1.967322697137828,0.000203719862172
6358.999128,1.965298155,0.036229267,56.04737974,23.12630355,0,23.0,1.9693301935697929,1.966704783999771,-0.0014066289997709
6359.005902,1.968350162,0.044160946,56.04737974,23.12630355,0,23.0,1.9693079853154192,1.9673729380414868,0.000977223958513
6359.012676,1.968217179,0.040810519,56.04737974,23.12630355,0,23.0,1.9692857762441125,1.967977029713784,0.000240149286216
6359.01945,1.966308393,0.040200945,56.04737974,23.12630355,0,23.0,1.9692635663558795,1.965646355554176,0.0006620374458239
6359.026223,1.968730331,0.045311036,56.04737974,23.12630355,0,23.0,1.969241358929592,1.9682008775879816,0.0005294534120183
6359.01945,1.965917738,0.040130916,56.04798627,23.1257137,0,23.0,1.9692635663558795,1.965646355554176,0.0002713824458238
6359.026223,1.968605709,0.039162408,56.04798627,23.1257137,0,23.0,1.969241358929592,1.9682008775879816,0.0004048314120184
6359.032997,1.965639506,0.040771947,56.04798627,23.1257137,0,23.0,1.969219147407616,1.9674873072820496,-0.0018478012820495
6359.039771,1.967773532,0.037169788,56.04798627,23.1257137,0,23.0,1.9691969350687144,1.968319796849296,-0.0005462648492959
6359.046545,1.969162565,0.041443086,56.04798627,23.1257137,0,23.0,1.9691747219128792,1.9687708987930512,0.0003916662069487
6359.053318,1.967014086,0.04218551,56.04798627,23.1257137,0,23.0,1.969152511219475,1.9665643797462613,0.0004497062537387
6359.060092,1.969365886,0.042106003,56.04798627,23.1257137,0,23.0,1.969130296429904,1.9691822790497828,0.0001836069502172
6359.066866,1.966644685,0.041449439,56.04798627,23.1257137,0,23.0,1.9691080808234005,1.968368790928864,-0.0017241059288641
6359.07364,1.968812311,0.039265304,56.04798627,23.1257137,0,23.0,1.9690858643999696,1.969349511419168,-0.0005372004191679
6359.080413,1.969423087,0.043387506,56.04798627,23.1257137,0,23.0,1.9690636504394488,1.969630840059196,-0.0002077530591959
6359.087187,1.967655491,0.036847464,56.04798627,23.1257137,0,23.0,1.9690414323822765,1.9675477302561628,0.0001077607438371
6359.093961,1.970340103,0.039389991,56.04798627,23.1257137,0,23.0,1.969019213508177,1.970201310148426,0.0001387928515741
6359.100735,1.967584255,0.038230123,56.04798627,23.1257137,0,23.0,1.9689969938171448,1.969283795381644,-0.0016995403816439
6359.107508,1.970258298,0.04113661,56.04798627,23.1257137,0,23.0,1.968974776589508,1.9703945194302035,-0.0001362214302034
6359.114282,1.970334752,0.042007934,56.04798627,23.1257137,0,23.0,1.96895255526474,1.9704893722215504,-0.0001546202215503
6359.121056,1.96892156,0.043036079,56.04798627,23.1257137,0,23.0,1.9689303331230383,1.96852865605929,0.00039290394071
6359.127829,1.971383384,0.04044168,56.04798627,23.1257137,0,23.0,1.9689081134450943,1.9711897826724816,0.0001936013275183
6359.134603,1.968646943,0.043810187,56.04798627,23.1257137,0,23.0,1.9688858896696544,1.9701651603468424,-0.0015182173468424
6359.141377,1.971254958,0.043682897,56.04798627,23.1257137,0,23.0,1.968863665077287,1.971387436229596,-0.0001324782295959
6359.148151,1.971256992,0.045700528,56.04798627,23.1257137,0,23.0,1.9688414396679872,1.9712800827947512,-2.309079475115716e-05
6359.154924,1.970134443,0.03449184,56.04798627,23.1257137,0,23.0,1.968819216722927,1.9694398700938605,0.0006945729061396
6359.161698,1.973074393,0.040658897,56.04798627,23.1257137,0,23.0,1.968796989679891,1.972081728801213,0.0009926641987871
6359.168472,1.970001971,0.040427032,56.04798627,23.1257137,0,23.0,1.9687747618199225,1.9709474214368845,-0.0009454504368844
6359.175246,1.972590394,0.039510287,56.04798627,23.1257137,0,23.0,1.9687525331430265,1.9722628478666289,0.0003275461333711
6359.182019,1.972059506,0.041091827,56.04798627,23.1257137,0,23.0,1.96873030693085,1.971940691496456,0.000118814503544
6359.188793,1.970975493,0.039185867,56.04798627,23.1257137,0,23.0,1.9687080766202123,1.9702195003391725,0.0007559926608275
6359.195567,1.973739626,0.041783135,56.04798627,23.1257137,0,23.0,1.968685845492648,1.9728161921922347,0.0009234338077652
6359.202341,1.971058853,0.036786917,56.04798627,23.1257137,0,23.0,1.9686636135481503,1.9715722029941023,-0.0005133499941023
6359.209114,1.973878495,0.035694427,56.04798627,23.1257137,0,23.0,1.9686413840688577,1.9729626483544285,0.0009158466455714
6359.215888,1.972861832,0.041769105,56.04798627,23.1257137,0,23.0,1.9686191504906243,1.972415521541238,0.0004463104587619
6359.222662,1.971487291,0.042128801,56.04798627,23.1257137,0,23.0,1.9685969160954584,1.970813817638344,0.000673473361656
6359.229436,1.973837249,0.040278036,56.04798627,23.1257137,0,23.0,1.968574680883365,1.9733419802397465,0.0004952687602535
6359.236209,1.970945489,0.032485754,56.04798627,23.1257137,0,23.0,1.968552448136956,1.971991203277372,-0.0010457142773721
6359.242983,1.973819285,0.040120048,56.04798627,23.1257137,0,23.0,1.9685302112911207,1.9734406946583,0.0003785903416999
6359.249757,1.972959814,0.040542226,56.04798627,23.1257137,0,23.0,1.9685079736283588,1.972661810927948,0.000298003072052
6359.256531,1.971935059,0.037233272,56.04798627,23.1257137,0,23.0,1.968485735148664,1.9711813315768527,0.0007537274231472
6359.263304,1.973902068,0.038547378,56.04798627,23.1257137,0,23.0,1.9684634991351388,1.9736205695707945,0.0002814984292054
6359.270078,1.971173724,0.039346837,56.04798627,23.1257137,0,23.0,1.968441259021708,1.9721688393694103,-0.0009951153694103
6359.276852,1.973909934,0.034245381,56.04798627,23.1257137,0,23.0,1.9684190180913443,1.973663489542848,0.0002464444571519
6359.283625,1.972444405,0.039063644,56.04798627,23.1257137,0,23.0,1.968396779627512,1.97265111304612,-0.0002067080461198
6359.290399,1.971569226,0.035227095,56.04798627,23.1257137,0,23.0,1.968374537063409,1.9712948897626057,0.0002743362373942
6359.297173,1.973928079,0.038762056,56.04798627,23.1257137,0,23.0,1.96835229368238,1.973628805256121,0.0002992737438789
