Spectrum Number,Segment Number,Pressure,Pressure_err,Pressure_vary,Temperature,Temperature_err,Temperature_vary,x_shift,x_shift_err,x_shift_vary,molefraction_CO2,molefraction_CO2_err,molefraction_CO2_vary,baseline_a,baseline_a_err,baseline_a_vary,SLIT_RECTANGULAR_res_0,SLIT_RECTANGULAR_res_0_err,SLIT_RECTANGULAR_res_0_vary,SLIT_TRIANGULAR_res_0,SLIT_TRIANGULAR_res_0_err,SLIT_TRIANGULAR_res_0_vary,SLIT_GAUSSIAN_res_0,SLIT_GAUSSIAN_res_0_err,SLIT_GAUSSIAN_res_0_vary,SLIT_DISPERSION_res_0,SLIT_DISPERSION_res_0_err,SLIT_DISPERSION_res_0_vary,SLIT_COSINUS_res_0,SLIT_COSINUS_res_0_err,SLIT_COSINUS_res_0_vary,SLIT_DIFFRACTION_res_0,SLIT_DIFFRACTION_res_0_err,SLIT_DIFFRACTION_res_0_vary,SLIT_MICHELSON_res_0,SLIT_MICHELSON_res_0_err,SLIT_MICHELSON_res_0_vary
1,1,0.2,0.0,False,296.0,0.0,False,0.0,0.0,False,0.009999877557366064,1.5947573492813233e-07,True,0.0,0.0,False,0.25,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False
2,1,0.2,0.0,False,296.0,0.0,False,0.0,0.0,False,0.009999929197262891,1.8294149826877642e-07,True,0.0,0.0,False,0.0,0.0,False,0.25,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False
3,1,0.2,0.0,False,296.0,0.0,False,0.0,0.0,False,0.01000012579596449,1.834235503664179e-07,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.25,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False
4,1,0.2,0.0,False,296.0,0.0,False,0.0,0.0,False,0.009999988434557502,2.4815529444228063e-07,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.25,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False
5,1,0.2,0.0,False,296.0,0.0,False,0.0,0.0,False,0.009999999837718702,4.7196924575351937e-07,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.25,0.0,False,0.0,0.0,False,0.0,0.0,False
6,1,0.2,0.0,False,296.0,0.0,False,0.0,0.0,False,0.009999862016299106,1.842937111393173e-07,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.25,0.0,False,0.0,0.0,False
7,1,0.2,0.0,False,296.0,0.0,False,0.0,0.0,False,0.010000096712337331,1.1796298725746056e-07,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.25,0.0,False
