Band,Exchange (cm-1 amagat-2),Header Value (cm-1 amagat-2),Spin Orbit (cm-1 amagat-2),Temperature,Wavenumber (cm-1),Exchange Area,Exchange Normalized,Spin Orbit Area,Spin Orbit Normalized,Ratio Exchange to Spin Orbit Areas,Exchange (cm-1 amagat-2) Area,Exchange (cm-1 amagat-2) Normalized,Spin Orbit (cm-1 amagat-2) Area,Spin Orbit (cm-1 amagat-2) Normalized,SO Temp Dep - a,SO Temp Dep - a err,SO Temp Dep - b,SO Temp Dep - b err,SO Temp Dep - c,SO Temp Dep - c err,SO Temp Dep - d,SO Temp Dep - d err,SO Temp Dep - err,EXCH Temp Dep - a,EXCH Temp Dep - a err,EXCH Temp Dep - b,EXCH Temp Dep - b err,EXCH Temp Dep - c,EXCH Temp Dep - c err,EXCH Temp Dep - d,EXCH Temp Dep - d err,EXCH Temp Dep - err
A Band,1.11E-07,1.46E-07,3.41E-08,296,13063.9,3.94E-05,0.002803551,6.21E-06,0.005499968,6.351227236,3.94E-05,0.002803551,6.21E-06,0.005499968,1,0,-0.000562206,2.51E-06,-2.77E-06,4.10E-08,2.32E-08,7.26E-10,0.000187406,1,0,-0.000809379,1.92E-06,8.74E-07,3.14E-08,6.42E-09,5.56E-10,0.000132631
A Band,1.11E-07,1.46E-07,3.42E-08,296,13064,3.94E-05,0.002805382,6.21E-06,0.005509272,6.351227236,3.94E-05,0.002805382,6.21E-06,0.005509272,1,0,-0.000569812,2.90E-06,-2.75E-06,4.75E-08,2.28E-08,8.41E-10,0.000215413,1,0,-0.000814065,1.68E-06,9.68E-07,2.75E-08,7.42E-09,4.88E-10,0.000115564
A Band,1.11E-07,1.46E-07,3.43E-08,296,13064.1,3.94E-05,0.002809044,6.21E-06,0.005518577,6.351227236,3.94E-05,0.002809044,6.21E-06,0.005518577,1,0,-0.000578242,2.69E-06,-2.71E-06,4.41E-08,2.28E-08,7.81E-10,0.000200562,1,0,-0.000810202,2.24E-06,6.98E-07,3.66E-08,4.06E-09,6.48E-10,0.00016418
A Band,1.11E-07,1.46E-07,3.43E-08,296,13064.2,3.94E-05,0.002810875,6.21E-06,0.005527881,6.351227236,3.94E-05,0.002810875,6.21E-06,0.005527881,1,0,-0.000588807,2.73E-06,-2.68E-06,4.47E-08,2.30E-08,7.92E-10,0.000203641,1,0,-0.000815785,2.13E-06,7.56E-07,3.49E-08,4.81E-09,6.17E-10,0.000154255
A Band,1.11E-07,1.46E-07,3.44E-08,296,13064.3,3.94E-05,0.002812707,6.21E-06,0.005537185,6.351227236,3.94E-05,0.002812707,6.21E-06,0.005537185,1,0,-0.000595618,2.77E-06,-2.67E-06,4.54E-08,2.22E-08,8.04E-10,0.000206796,1,0,-0.000813308,2.28E-06,8.23E-07,3.74E-08,4.42E-09,6.62E-10,0.000170661
A Band,1.11E-07,1.46E-07,3.44E-08,296,13064.4,3.94E-05,0.002814538,6.21E-06,0.005546489,6.351227236,3.94E-05,0.002814538,6.21E-06,0.005546489,1,0,-0.000604599,2.59E-06,-2.63E-06,4.23E-08,2.24E-08,7.49E-10,0.000192211,1,0,-0.000817613,1.97E-06,9.13E-07,3.22E-08,5.29E-09,5.70E-10,0.000146652
A Band,1.11E-07,1.46E-07,3.45E-08,296,13064.5,3.94E-05,0.002816369,6.21E-06,0.005555794,6.351227236,3.94E-05,0.002816369,6.21E-06,0.005555794,1,0,-0.000612051,2.16E-06,-2.63E-06,3.53E-08,2.17E-08,6.25E-10,0.000160888,1,0,-0.00082212,2.76E-06,9.41E-07,4.52E-08,5.44E-09,8.00E-10,0.000200363
A Band,1.11E-07,1.46E-07,3.45E-08,296,13064.6,3.94E-05,0.002820031,6.21E-06,0.005565098,6.351227236,3.94E-05,0.002820031,6.21E-06,0.005565098,1,0,-0.000622075,2.63E-06,-2.59E-06,4.30E-08,2.20E-08,7.61E-10,0.00019617,1,0,-0.000820699,2.75E-06,7.14E-07,4.49E-08,3.00E-09,7.96E-10,0.000196044
A Band,1.11E-07,1.46E-07,3.46E-08,296,13064.7,3.94E-05,0.002821862,6.21E-06,0.005574402,6.351227236,3.94E-05,0.002821862,6.21E-06,0.005574402,1,0,-0.000628808,2.42E-06,-2.56E-06,3.96E-08,2.15E-08,7.00E-10,0.000180429,1,0,-0.000824293,2.49E-06,8.22E-07,4.08E-08,4.16E-09,7.22E-10,0.000180484
A Band,1.11E-07,1.46E-07,3.47E-08,296,13064.8,3.94E-05,0.002823694,6.21E-06,0.005582543,6.351227236,3.94E-05,0.002823694,6.21E-06,0.005582543,1,0,-0.000638785,2.68E-06,-2.45E-06,4.39E-08,2.22E-08,7.77E-10,0.000197892,1,0,-0.000830608,2.17E-06,9.08E-07,3.56E-08,5.33E-09,6.30E-10,0.000153749
A Band,1.11E-07,1.46E-07,3.47E-08,296,13064.9,3.94E-05,0.002825525,6.21E-06,0.005591847,6.351227236,3.94E-05,0.002825525,6.21E-06,0.005591847,1,0,-0.000646553,2.36E-06,-2.43E-06,3.86E-08,2.17E-08,6.83E-10,0.000174925,1,0,-0.000834326,2.45E-06,9.61E-07,4.01E-08,5.72E-09,7.11E-10,0.000163935
A Band,1.11E-07,1.46E-07,3.48E-08,296,13065,3.94E-05,0.002827356,6.21E-06,0.005601152,6.351227236,3.94E-05,0.002827356,6.21E-06,0.005601152,1,0,-0.000654836,2.67E-06,-2.42E-06,4.37E-08,2.16E-08,7.74E-10,0.000199769,1,0,-0.000840713,2.08E-06,1.03E-06,3.41E-08,6.72E-09,6.04E-10,0.000137791
A Band,1.12E-07,1.46E-07,3.48E-08,296,13065.1,3.94E-05,0.002831018,6.21E-06,0.005610456,6.351227236,3.94E-05,0.002831018,6.21E-06,0.005610456,1,0,-0.000661842,2.58E-06,-2.40E-06,4.22E-08,2.12E-08,7.47E-10,0.000192362,1,0,-0.000836349,2.13E-06,8.04E-07,3.49E-08,3.88E-09,6.18E-10,0.000148039
A Band,1.12E-07,1.46E-07,3.49E-08,296,13065.2,3.94E-05,0.00283285,6.21E-06,0.005618597,6.351227236,3.94E-05,0.00283285,6.21E-06,0.005618597,1,0,-0.000670803,2.44E-06,-2.29E-06,4.00E-08,2.17E-08,7.08E-10,0.000177365,1,0,-0.000839875,1.74E-06,8.92E-07,2.84E-08,4.67E-09,5.03E-10,0.000127743
A Band,1.12E-07,1.46E-07,3.49E-08,296,13065.3,3.94E-05,0.002834681,6.21E-06,0.005627901,6.351227236,3.94E-05,0.002834681,6.21E-06,0.005627901,1,0,-0.000678601,2.54E-06,-2.29E-06,4.15E-08,2.13E-08,7.36E-10,0.000189775,1,0,-0.000844046,2.07E-06,9.26E-07,3.38E-08,4.86E-09,5.99E-10,0.00015143
A Band,1.12E-07,1.46E-07,3.50E-08,296,13065.4,3.94E-05,0.002836512,6.21E-06,0.005637206,6.351227236,3.94E-05,0.002836512,6.21E-06,0.005637206,1,0,-0.000686098,2.72E-06,-2.28E-06,4.45E-08,2.10E-08,7.88E-10,0.000203333,1,0,-0.000847816,2.19E-06,1.01E-06,3.58E-08,5.64E-09,6.34E-10,0.000161256
A Band,1.12E-07,1.46E-07,3.50E-08,296,13065.5,3.94E-05,0.002838343,6.21E-06,0.005645347,6.351227236,3.94E-05,0.002838343,6.21E-06,0.005645347,1,0,-0.000695991,2.56E-06,-2.20E-06,4.18E-08,2.12E-08,7.41E-10,0.000184274,1,0,-0.000854128,2.67E-06,1.10E-06,4.38E-08,6.98E-09,7.75E-10,0.000183425
A Band,1.12E-07,1.46E-07,3.51E-08,296,13065.6,3.94E-05,0.002840174,6.21E-06,0.005654651,6.351227236,3.94E-05,0.002840174,6.21E-06,0.005654651,1,0,-0.000704265,2.25E-06,-2.20E-06,3.68E-08,2.09E-08,6.51E-10,0.00016805,1,0,-0.000851764,4.07E-06,1.14E-06,6.66E-08,6.37E-09,1.18E-09,0.000274271
A Band,1.12E-07,1.46E-07,3.51E-08,296,13065.7,3.94E-05,0.002843837,6.21E-06,0.005662792,6.351227236,3.94E-05,0.002843837,6.21E-06,0.005662792,1,0,-0.000713629,2.70E-06,-2.09E-06,4.42E-08,2.17E-08,7.82E-10,0.00019764,1,0,-0.000845871,2.55E-06,8.31E-07,4.18E-08,2.27E-09,7.40E-10,0.000185177
A Band,1.12E-07,1.46E-07,3.52E-08,296,13065.8,3.94E-05,0.002845668,6.21E-06,0.005672097,6.351227236,3.94E-05,0.002845668,6.21E-06,0.005672097,1,0,-0.000720373,2.28E-06,-2.13E-06,3.73E-08,2.05E-08,6.60E-10,0.000169361,1,0,-0.000851363,2.27E-06,8.88E-07,3.71E-08,3.01E-09,6.57E-10,0.000160784
A Band,1.12E-07,1.46E-07,3.53E-08,296,13065.9,3.94E-05,0.002847499,6.21E-06,0.005680238,6.351227236,3.94E-05,0.002847499,6.21E-06,0.005680238,1,0,-0.000729401,2.57E-06,-2.03E-06,4.21E-08,2.11E-08,7.46E-10,0.000186758,1,0,-0.000852742,2.00E-06,1.00E-06,3.27E-08,3.75E-09,5.79E-10,0.000146208
A Band,1.12E-07,1.46E-07,3.53E-08,296,13066,3.94E-05,0.00284933,6.21E-06,0.005689542,6.351227236,3.94E-05,0.00284933,6.21E-06,0.005689542,1,0,-0.000737347,2.27E-06,-2.02E-06,3.72E-08,2.08E-08,6.59E-10,0.000169805,1,0,-0.000859127,1.87E-06,1.01E-06,3.05E-08,4.12E-09,5.41E-10,0.000135065
A Band,1.12E-07,1.46E-07,3.54E-08,296,13066.1,3.94E-05,0.002851161,6.21E-06,0.005697683,6.351227236,3.94E-05,0.002851161,6.21E-06,0.005697683,1,0,-0.00074618,2.85E-06,-1.96E-06,4.66E-08,2.10E-08,8.26E-10,0.000209789,1,0,-0.000862014,2.09E-06,1.11E-06,3.42E-08,4.99E-09,6.06E-10,0.000147629
A Band,1.12E-07,1.46E-07,3.54E-08,296,13066.2,3.94E-05,0.002852993,6.21E-06,0.005706987,6.351227236,3.94E-05,0.002852993,6.21E-06,0.005706987,1,0,-0.000753957,2.37E-06,-1.97E-06,3.88E-08,2.05E-08,6.87E-10,0.000177422,1,0,-0.000865566,2.57E-06,1.21E-06,4.20E-08,5.95E-09,7.44E-10,0.000175026
A Band,1.13E-07,1.46E-07,3.55E-08,296,13066.3,3.94E-05,0.002856655,6.21E-06,0.005715129,6.351227236,3.94E-05,0.002856655,6.21E-06,0.005715129,1,0,-0.000760304,2.33E-06,-1.88E-06,3.82E-08,2.05E-08,6.76E-10,0.000171335,1,0,-0.000863655,2.18E-06,8.99E-07,3.57E-08,2.48E-09,6.32E-10,0.000159045
A Band,1.13E-07,1.46E-07,3.55E-08,296,13066.4,3.94E-05,0.002858486,6.21E-06,0.005724433,6.351227236,3.94E-05,0.002858486,6.21E-06,0.005724433,1,0,-0.000768066,2.52E-06,-1.91E-06,4.12E-08,1.98E-08,7.30E-10,0.000188133,1,0,-0.000868545,2.21E-06,9.90E-07,3.61E-08,3.66E-09,6.39E-10,0.000159977
A Band,1.13E-07,1.46E-07,3.56E-08,296,13066.5,3.94E-05,0.002860317,6.21E-06,0.005732574,6.351227236,3.94E-05,0.002860317,6.21E-06,0.005732574,1,0,-0.000776059,2.36E-06,-1.83E-06,3.86E-08,2.01E-08,6.83E-10,0.000176145,1,0,-0.000870881,2.21E-06,1.06E-06,3.62E-08,4.07E-09,6.42E-10,0.000165597
A Band,1.13E-07,1.46E-07,3.56E-08,296,13066.6,3.94E-05,0.002862149,6.21E-06,0.005740715,6.351227236,3.94E-05,0.002862149,6.21E-06,0.005740715,1,0,-0.000784828,2.83E-06,-1.77E-06,4.63E-08,2.02E-08,8.20E-10,0.000208415,1,0,-0.00087056,1.80E-06,1.10E-06,2.94E-08,3.80E-09,5.21E-10,0.000133689
A Band,1.13E-07,1.46E-07,3.57E-08,296,13066.7,3.94E-05,0.00286398,6.21E-06,0.00575002,6.351227236,3.94E-05,0.00286398,6.21E-06,0.00575002,1,0,-0.000791954,2.30E-06,-1.81E-06,3.76E-08,1.95E-08,6.66E-10,0.000171555,1,0,-0.000876901,1.58E-06,1.10E-06,2.58E-08,4.17E-09,4.58E-10,0.000117605
A Band,1.13E-07,1.46E-07,3.57E-08,296,13066.8,3.94E-05,0.002865811,6.21E-06,0.005758161,6.351227236,3.94E-05,0.002865811,6.21E-06,0.005758161,1,0,-0.00080069,2.34E-06,-1.75E-06,3.83E-08,1.97E-08,6.79E-10,0.000173189,1,0,-0.000878777,3.21E-06,1.22E-06,5.25E-08,4.99E-09,9.29E-10,0.000210345
A Band,1.13E-07,1.46E-07,3.58E-08,296,13066.9,3.94E-05,0.002867642,6.21E-06,0.005766302,6.351227236,3.94E-05,0.002867642,6.21E-06,0.005766302,1,0,-0.000808403,2.40E-06,-1.67E-06,3.93E-08,1.99E-08,6.96E-10,0.0001786,1,0,-0.000884206,2.96E-06,1.27E-06,4.84E-08,5.73E-09,8.57E-10,0.000193314
A Band,1.13E-07,1.46E-07,3.58E-08,296,13067,3.94E-05,0.002871305,6.21E-06,0.005775606,6.351227236,3.94E-05,0.002871305,6.21E-06,0.005775606,1,0,-0.000813267,2.47E-06,-1.71E-06,4.04E-08,1.84E-08,7.16E-10,0.000184832,1,0,-0.000882523,1.71E-06,1.00E-06,2.81E-08,2.90E-09,4.97E-10,0.000121383
A Band,1.13E-07,1.46E-07,3.59E-08,296,13067.1,3.94E-05,0.002873136,6.21E-06,0.005783747,6.351227236,3.94E-05,0.002873136,6.21E-06,0.005783747,1,0,-0.000823214,2.61E-06,-1.67E-06,4.27E-08,1.86E-08,7.56E-10,0.000195032,1,0,-0.000886717,1.32E-06,1.06E-06,2.16E-08,3.49E-09,3.82E-10,9.68E-05
A Band,1.13E-07,1.46E-07,3.59E-08,296,13067.2,3.94E-05,0.002874967,6.21E-06,0.005791889,6.351227236,3.94E-05,0.002874967,6.21E-06,0.005791889,1,0,-0.000831163,2.26E-06,-1.59E-06,3.71E-08,1.90E-08,6.56E-10,0.000169327,1,0,-0.00089074,1.48E-06,1.09E-06,2.42E-08,3.83E-09,4.28E-10,0.000106092
A Band,1.13E-07,1.46E-07,3.60E-08,296,13067.3,3.94E-05,0.002876798,6.21E-06,0.00580003,6.351227236,3.94E-05,0.002876798,6.21E-06,0.00580003,1,0,-0.000838984,2.50E-06,-1.54E-06,4.08E-08,1.90E-08,7.23E-10,0.000183551,1,0,-0.000894309,1.78E-06,1.16E-06,2.92E-08,4.44E-09,5.17E-10,0.000126274
A Band,1.13E-07,1.46E-07,3.61E-08,296,13067.4,3.94E-05,0.002878629,6.21E-06,0.005808171,6.351227236,3.94E-05,0.002878629,6.21E-06,0.005808171,1,0,-0.000847761,2.63E-06,-1.50E-06,4.30E-08,1.89E-08,7.62E-10,0.000190894,1,0,-0.000889847,2.58E-06,1.17E-06,4.22E-08,3.32E-09,7.46E-10,0.000190721
A Band,1.14E-07,1.46E-07,3.61E-08,296,13067.5,3.94E-05,0.002880461,6.21E-06,0.005816312,6.351227236,3.94E-05,0.002880461,6.21E-06,0.005816312,1,0,-0.000856397,2.04E-06,-1.43E-06,3.35E-08,1.93E-08,5.93E-10,0.000151178,1,0,-0.000892943,2.69E-06,1.22E-06,4.40E-08,3.56E-09,7.79E-10,0.000193278
A Band,1.14E-07,1.46E-07,3.62E-08,296,13067.6,3.94E-05,0.002882292,6.21E-06,0.005825616,6.351227236,3.94E-05,0.002882292,6.21E-06,0.005825616,1,0,-0.000861512,2.25E-06,-1.51E-06,3.69E-08,1.77E-08,6.53E-10,0.000168083,1,0,-0.000897547,1.99E-06,1.26E-06,3.25E-08,4.13E-09,5.76E-10,0.000139833
A Band,1.14E-07,1.46E-07,3.62E-08,296,13067.7,3.94E-05,0.002884123,6.21E-06,0.005833758,6.351227236,3.94E-05,0.002884123,6.21E-06,0.005833758,1,0,-0.000869777,2.03E-06,-1.46E-06,3.33E-08,1.78E-08,5.90E-10,0.000152118,1,0,-0.000899878,3.47E-06,1.35E-06,5.68E-08,4.89E-09,1.01E-09,0.000232574
A Band,1.14E-07,1.46E-07,3.63E-08,296,13067.8,3.94E-05,0.002887785,6.21E-06,0.005841899,6.351227236,3.94E-05,0.002887785,6.21E-06,0.005841899,1,0,-0.000877716,2.22E-06,-1.42E-06,3.64E-08,1.79E-08,6.45E-10,0.000166268,1,0,-0.000899257,1.54E-06,1.05E-06,2.52E-08,1.78E-09,4.46E-10,0.000109233
A Band,1.14E-07,1.46E-07,3.63E-08,296,13067.9,3.94E-05,0.002889616,6.21E-06,0.00585004,6.351227236,3.94E-05,0.002889616,6.21E-06,0.00585004,1,0,-0.000886479,2.28E-06,-1.35E-06,3.73E-08,1.83E-08,6.61E-10,0.000170022,1,0,-0.00090356,1.67E-06,1.13E-06,2.73E-08,2.81E-09,4.84E-10,0.000118084
A Band,1.14E-07,1.46E-07,3.64E-08,296,13068,3.94E-05,0.002891448,6.21E-06,0.005858181,6.351227236,3.94E-05,0.002891448,6.21E-06,0.005858181,1,0,-0.000893151,2.14E-06,-1.35E-06,3.51E-08,1.77E-08,6.21E-10,0.000159512,1,0,-0.000906788,1.66E-06,1.19E-06,2.72E-08,3.34E-09,4.81E-10,0.000121266
A Band,1.14E-07,1.46E-07,3.64E-08,296,13068.1,3.94E-05,0.002893279,6.21E-06,0.005865159,6.351227236,3.94E-05,0.002893279,6.21E-06,0.005865159,1,0,-0.000902439,2.75E-06,-1.19E-06,4.50E-08,1.87E-08,7.97E-10,0.000198045,1,0,-0.000905606,2.49E-06,1.18E-06,4.07E-08,2.39E-09,7.21E-10,0.000186157
A Band,1.14E-07,1.46E-07,3.65E-08,296,13068.2,3.94E-05,0.00289511,6.21E-06,0.005873301,6.351227236,3.94E-05,0.00289511,6.21E-06,0.005873301,1,0,-0.000909766,2.44E-06,-1.19E-06,3.99E-08,1.82E-08,7.06E-10,0.000180742,1,0,-0.000908601,2.57E-06,1.22E-06,4.21E-08,2.69E-09,7.45E-10,0.000192136
A Band,1.14E-07,1.46E-07,3.65E-08,296,13068.3,3.94E-05,0.002896941,6.21E-06,0.005881442,6.351227236,3.94E-05,0.002896941,6.21E-06,0.005881442,1,0,-0.000916383,2.67E-06,-1.16E-06,4.38E-08,1.80E-08,7.75E-10,0.000197323,1,0,-0.000911393,2.45E-06,1.26E-06,4.01E-08,2.92E-09,7.11E-10,0.000181977
A Band,1.14E-07,1.46E-07,3.66E-08,296,13068.4,3.94E-05,0.002898772,6.21E-06,0.005889583,6.351227236,3.94E-05,0.002898772,6.21E-06,0.005889583,1,0,-0.000924422,2.44E-06,-1.14E-06,3.99E-08,1.78E-08,7.07E-10,0.000180804,1,0,-0.000916867,2.11E-06,1.32E-06,3.45E-08,3.76E-09,6.11E-10,0.00015715
A Band,1.14E-07,1.46E-07,3.66E-08,296,13068.5,3.94E-05,0.002900604,6.21E-06,0.005897724,6.351227236,3.94E-05,0.002900604,6.21E-06,0.005897724,1,0,-0.000930114,2.31E-06,-1.15E-06,3.78E-08,1.68E-08,6.70E-10,0.00017265,1,0,-0.000915699,2.39E-06,1.35E-06,3.91E-08,3.32E-09,6.93E-10,0.000176294
A Band,1.14E-07,1.46E-07,3.67E-08,296,13068.6,3.94E-05,0.002902435,6.21E-06,0.005905866,6.351227236,3.94E-05,0.002902435,6.21E-06,0.005905866,1,0,-0.000938191,2.71E-06,-1.11E-06,4.43E-08,1.71E-08,7.84E-10,0.000202457,1,0,-0.000920424,2.19E-06,1.38E-06,3.59E-08,3.79E-09,6.36E-10,0.000159327
A Band,1.14E-07,1.46E-07,3.67E-08,296,13068.7,3.94E-05,0.002904266,6.21E-06,0.005912844,6.351227236,3.94E-05,0.002904266,6.21E-06,0.005912844,1,0,-0.000946734,2.56E-06,-1.01E-06,4.19E-08,1.75E-08,7.41E-10,0.000189038,1,0,-0.000925798,1.82E-06,1.43E-06,2.98E-08,4.56E-09,5.28E-10,0.000132261
A Band,1.15E-07,1.46E-07,3.68E-08,296,13068.8,3.94E-05,0.002907928,6.21E-06,0.005920985,6.351227236,3.94E-05,0.002907928,6.21E-06,0.005920985,1,0,-0.000952689,2.13E-06,-1.01E-06,3.48E-08,1.67E-08,6.17E-10,0.000158259,1,0,-0.000917555,3.02E-06,1.13E-06,4.94E-08,2.29E-10,8.75E-10,0.000217516
A Band,1.15E-07,1.46E-07,3.68E-08,296,13068.9,3.94E-05,0.00290976,6.21E-06,0.005929126,6.351227236,3.94E-05,0.00290976,6.21E-06,0.005929126,1,0,-0.000961565,1.97E-06,-9.96E-07,3.22E-08,1.68E-08,5.70E-10,0.000146844,1,0,-0.000921622,2.36E-06,1.16E-06,3.87E-08,6.72E-10,6.85E-10,0.000164452
A Band,1.15E-07,1.46E-07,3.68E-08,296,13069,3.94E-05,0.002911591,6.21E-06,0.005936104,6.351227236,3.94E-05,0.002911591,6.21E-06,0.005936104,1,0,-0.00096854,2.08E-06,-9.02E-07,3.40E-08,1.69E-08,6.02E-10,0.000153059,1,0,-0.000925878,2.16E-06,1.25E-06,3.54E-08,1.69E-09,6.27E-10,0.000146308
A Band,1.15E-07,1.46E-07,3.69E-08,296,13069.1,3.94E-05,0.002913422,6.21E-06,0.005944245,6.351227236,3.94E-05,0.002913422,6.21E-06,0.005944245,1,0,-0.000975493,2.42E-06,-9.16E-07,3.96E-08,1.64E-08,7.02E-10,0.000181011,1,0,-0.000930461,1.78E-06,1.26E-06,2.91E-08,2.00E-09,5.16E-10,0.000125685
A Band,1.15E-07,1.46E-07,3.69E-08,296,13069.2,3.94E-05,0.002915253,6.21E-06,0.005951224,6.351227236,3.94E-05,0.002915253,6.21E-06,0.005951224,1,0,-0.000983735,2.71E-06,-8.14E-07,4.44E-08,1.70E-08,7.87E-10,0.000198836,1,0,-0.000932871,1.64E-06,1.34E-06,2.69E-08,2.62E-09,4.76E-10,0.000121538
A Band,1.15E-07,1.46E-07,3.70E-08,296,13069.3,3.94E-05,0.002917084,6.21E-06,0.005959365,6.351227236,3.94E-05,0.002917084,6.21E-06,0.005959365,1,0,-0.000990436,2.11E-06,-8.24E-07,3.45E-08,1.64E-08,6.11E-10,0.000157703,1,0,-0.000939097,1.73E-06,1.35E-06,2.83E-08,3.04E-09,5.02E-10,0.000128856
A Band,1.15E-07,1.46E-07,3.70E-08,296,13069.4,3.94E-05,0.002918915,6.21E-06,0.005966343,6.351227236,3.94E-05,0.002918915,6.21E-06,0.005966343,1,0,-0.000997387,2.46E-06,-7.35E-07,4.02E-08,1.67E-08,7.12E-10,0.000180618,1,0,-0.000940334,2.35E-06,1.43E-06,3.85E-08,3.61E-09,6.82E-10,0.000170374
A Band,1.15E-07,1.46E-07,3.71E-08,296,13069.5,3.94E-05,0.002920747,6.21E-06,0.005974484,6.351227236,3.94E-05,0.002920747,6.21E-06,0.005974484,1,0,-0.001004102,2.41E-06,-7.72E-07,3.94E-08,1.59E-08,6.98E-10,0.000178618,1,0,-0.000937819,2.14E-06,1.41E-06,3.51E-08,2.34E-09,6.21E-10,0.000160119
A Band,1.15E-07,1.46E-07,3.71E-08,296,13069.6,3.94E-05,0.002922578,6.21E-06,0.005981462,6.351227236,3.94E-05,0.002922578,6.21E-06,0.005981462,1,0,-0.001010758,2.44E-06,-7.01E-07,3.99E-08,1.58E-08,7.06E-10,0.000180403,1,0,-0.000940306,2.60E-06,1.46E-06,4.26E-08,2.76E-09,7.54E-10,0.000187276
A Band,1.15E-07,1.46E-07,3.72E-08,296,13069.7,3.94E-05,0.002924409,6.21E-06,0.005989604,6.351227236,3.94E-05,0.002924409,6.21E-06,0.005989604,1,0,-0.001017758,2.19E-06,-7.06E-07,3.58E-08,1.54E-08,6.34E-10,0.00016226,1,0,-0.000944775,1.93E-06,1.50E-06,3.16E-08,3.27E-09,5.59E-10,0.000136444
A Band,1.15E-07,1.46E-07,3.72E-08,296,13069.8,3.94E-05,0.00292624,6.21E-06,0.005996582,6.351227236,3.94E-05,0.00292624,6.21E-06,0.005996582,1,0,-0.001024082,2.34E-06,-6.59E-07,3.82E-08,1.52E-08,6.77E-10,0.000173944,1,0,-0.000949792,2.13E-06,1.54E-06,3.49E-08,3.86E-09,6.18E-10,0.000149343
A Band,1.16E-07,1.46E-07,3.73E-08,296,13069.9,3.94E-05,0.002929903,6.21E-06,0.00600356,6.351227236,3.94E-05,0.002929903,6.21E-06,0.00600356,1,0,-0.001032878,2.26E-06,-5.90E-07,3.70E-08,1.57E-08,6.55E-10,0.000167575,1,0,-0.000947507,3.16E-06,1.28E-06,5.17E-08,1.01E-09,9.16E-10,0.000211857
A Band,1.16E-07,1.46E-07,3.73E-08,296,13070,3.94E-05,0.002931734,6.21E-06,0.006011701,6.351227236,3.94E-05,0.002931734,6.21E-06,0.006011701,1,0,-0.001037786,2.10E-06,-6.18E-07,3.44E-08,1.48E-08,6.09E-10,0.000156641,1,0,-0.000950091,2.20E-06,1.31E-06,3.60E-08,1.21E-09,6.37E-10,0.000162262
A Band,1.16E-07,1.46E-07,3.74E-08,296,13070.1,3.94E-05,0.002933565,6.21E-06,0.006018679,6.351227236,3.94E-05,0.002933565,6.21E-06,0.006018679,1,0,-0.001046171,1.95E-06,-5.67E-07,3.19E-08,1.50E-08,5.66E-10,0.000145971,1,0,-0.000955166,2.23E-06,1.36E-06,3.65E-08,1.98E-09,6.47E-10,0.000163446
A Band,1.16E-07,1.46E-07,3.74E-08,296,13070.2,3.94E-05,0.002935396,6.21E-06,0.006025658,6.351227236,3.94E-05,0.002935396,6.21E-06,0.006025658,1,0,-0.00105428,2.12E-06,-4.81E-07,3.47E-08,1.54E-08,6.14E-10,0.000158428,1,0,-0.000954141,2.62E-06,1.38E-06,4.29E-08,1.37E-09,7.59E-10,0.00019248
A Band,1.16E-07,1.46E-07,3.74E-08,296,13070.3,3.94E-05,0.002937227,6.21E-06,0.006032636,6.351227236,3.94E-05,0.002937227,6.21E-06,0.006032636,1,0,-0.001059414,2.37E-06,-4.59E-07,3.88E-08,1.48E-08,6.87E-10,0.000174785,1,0,-0.000956926,2.81E-06,1.39E-06,4.61E-08,1.40E-09,8.16E-10,0.000200933
A Band,1.16E-07,1.46E-07,3.75E-08,296,13070.4,3.94E-05,0.002939059,6.21E-06,0.006039614,6.351227236,3.94E-05,0.002939059,6.21E-06,0.006039614,1,0,-0.00106724,2.08E-06,-4.36E-07,3.40E-08,1.46E-08,6.03E-10,0.000154217,1,0,-0.000957358,2.69E-06,1.41E-06,4.40E-08,1.13E-09,7.80E-10,0.000190016
A Band,1.16E-07,1.46E-07,3.75E-08,296,13070.5,3.94E-05,0.00294089,6.21E-06,0.006046592,6.351227236,3.94E-05,0.00294089,6.21E-06,0.006046592,1,0,-0.001073703,2.23E-06,-3.70E-07,3.65E-08,1.48E-08,6.46E-10,0.000162541,1,0,-0.000959915,2.27E-06,1.45E-06,3.71E-08,1.30E-09,6.57E-10,0.000165486
A Band,1.16E-07,1.46E-07,3.76E-08,296,13070.6,3.94E-05,0.002942721,6.21E-06,0.00605357,6.351227236,3.94E-05,0.002942721,6.21E-06,0.00605357,1,0,-0.001079744,2.17E-06,-3.44E-07,3.56E-08,1.44E-08,6.30E-10,0.000156909,1,0,-0.00096422,2.15E-06,1.50E-06,3.52E-08,1.94E-09,6.23E-10,0.000160658
A Band,1.16E-07,1.46E-07,3.76E-08,296,13070.7,3.94E-05,0.002944552,6.21E-06,0.006060548,6.351227236,3.94E-05,0.002944552,6.21E-06,0.006060548,1,0,-0.001087459,1.97E-06,-2.95E-07,3.22E-08,1.47E-08,5.70E-10,0.000143672,1,0,-0.000968691,2.38E-06,1.53E-06,3.90E-08,2.39E-09,6.91E-10,0.000178328
