 21 6356.811172 6.159E-29 1.828E-02.07700.104 2821.80280.68-.005134       4 2 2 12       1 2 2 01                    R 12e     466663342910 9 711    27.0   25.0,17659338,ElecStateLabel=X;v1=4;v2=2;l2=2;v3=1;J=13;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=0;J=12;r=1;parity=+;kronigParity=e,#,0.0,0.07717,0.00715,-0.005134,#,#,0.0
 21 6356.849002 5.791E-30 6.439E-05.08200.112 2025.21880.68-.005599       2 2 2 23       0 3 3 01                    Q  7e     466663342910 9 711    15.0   15.0,17659339,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=2;J=7;r=3;kronigParity=f,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=7;r=1;parity=-;kronigParity=e,#,0.0,0.08288,0.00748,-0.005599,#,#,0.0
 22 6356.874597 3.210E-30 3.862E-06.07020.092  902.31800.73-.006587       2 3 3 11       0 1 1 01                    R 25e     366663243110 9 711   106.0  102.0,18540292,ElecStateLabel=X;v1=2;v2=3;l2=3;v3=1;J=26;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=25;r=1;parity=-;kronigParity=e,#,0.0,0.07017,0.00591,-0.006587,#,#,0.0
 21 6356.893147 2.347E-30 1.837E-02.07480.101 3536.33910.69-.005513       4 3 3 12       1 3 3 01                    R 15e     466663342910 9 711    33.0   31.0,17659341,ElecStateLabel=X;v1=4;v2=3;l2=3;v3=1;J=16;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=3;l2=3;v3=0;J=15;r=1;parity=-;kronigParity=e,#,0.0,0.0749,0.00687,-0.005513,#,#,0.0
 21 6356.897186 1.282E-30 3.180E-04.07060.094 2907.51260.72-.006583       3 4 4 12       0 4 4 01                    Q 24e     466663342910 9 711    49.0   49.0,17659340,ElecStateLabel=X;v1=3;v2=4;l2=4;v3=1;J=24;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=24;r=1;parity=+;kronigParity=e,#,0.0,0.07083,0.00608,-0.006583,#,#,0.0
 21 6356.903431 3.988E-27 4.755E-03.08850.120 1339.83150.70-.005032       3 2 2 12       0 2 2 01                    P  3f     566663342910 9 711     5.0    7.0,17659342,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=2;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=3;r=1;parity=+;kronigParity=f,#,-0.023062,0.08825,0.00744,-0.005032,#,#,-0.023062
 21 6356.908733 1.921E-28 8.034E-05.06990.092 1610.01380.73-.006727       3 2 2 12       0 2 2 01                    Q 26e     566663342910 9 711    53.0   53.0,17659343,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=26;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=26;r=1;parity=+;kronigParity=e,#,0.001587,0.07017,0.00591,-0.006727,#,#,0.001587
 21 6356.935216 5.035E-30 6.290E-05.08340.114 2019.72570.68-.005413       2 2 2 23       0 3 3 01                    Q  6f     466663342910 9 711    13.0   13.0,17659344,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=2;J=6;r=3;kronigParity=e,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=6;r=1;parity=-;kronigParity=f,#,0.0,0.08395,0.00749,-0.005413,#,#,0.0
 21 6356.953189 1.738E-27 1.915E-02.07780.105 2128.38770.68-.004996       4 1 1 12       1 1 1 01                    R 11e     566663342910 9 711    25.0   23.0,17659345,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=12;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=11;r=1;parity=-;kronigParity=e,#,0.0,0.07802,0.00723,-0.004996,#,#,0.0
 21 6356.961618 8.761E-30 1.169E-04.06900.089 2344.50930.73-.006935       3 3 3 12       0 3 3 01                    Q 29e     466663342910 9 711    59.0   59.0,17659346,ElecStateLabel=X;v1=3;v2=3;l2=3;v3=1;J=29;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=29;r=1;parity=-;kronigParity=e,#,0.032413,0.06936,0.00567,-0.006935,#,#,0.032413
 21 6357.000717 1.484E-30 3.501E-04.07090.095 2888.65250.72-.006510       3 4 4 12       0 4 4 01                    Q 23f     466663342910 9 711    47.0   47.0,17659347,ElecStateLabel=X;v1=3;v2=4;l2=4;v3=1;J=23;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=23;r=1;parity=+;kronigParity=f,#,0.0,0.07121,0.00618,-0.00651,#,#,0.0
 23 6357.001726 1.505E-30 1.848E-04.07700.105 1316.84870.68-.006122       4 0 0 12       1 0 0 02                    P 12e     366663243210 9 711    23.0   25.0,18540293,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=11;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=12;r=2;parity=+;kronigParity=e,#,0.0,0.07842,0.00723,-0.006122,#,#,0.0
 21 6357.009097 4.131E-30 5.961E-05.08490.116 2015.01730.69-.005207       2 2 2 23       0 3 3 01                    Q  5e     466663342910 9 711    11.0   11.0,17659348,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=2;J=5;r=3;kronigParity=f,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=5;r=1;parity=-;kronigParity=e,#,0.0,0.08508,0.00749,-0.005207,#,#,0.0
 22 6357.017457 2.050E-29 9.256E-07.07220.097  163.87610.71-.007503       1 1 1 22       0 0 0 01                    P 20e     366663243110 9 711    78.0   82.0,18540294,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=2;J=19;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=20;r=1;parity=+;kronigParity=e,#,0.021981,0.07294,0.00647,-0.007503,#,#,0.021981
 21 6357.070338 7.759E-29 3.066E-02.07130.095 2994.75810.72-.006262       5 0 0 12       2 0 0 01                    R 22e     466663342910 9 711    47.0   45.0,17659349,ElecStateLabel=X;v1=5;v2=0;l2=0;v3=1;J=23;r=2;kronigParity=e,ElecStateLabel=X;v1=2;v2=0;l2=0;v3=0;J=22;r=1;parity=+;kronigParity=e,#,-0.005957,0.07121,0.00618,-0.006262,#,#,-0.005957
 21 6357.070811 3.054E-30 5.285E-05.08660.118 2011.09350.69-.004976       2 2 2 23       0 3 3 01                    Q  4f     466663342910 9 711     9.0    9.0,17659350,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=2;J=4;r=3;kronigParity=e,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=4;r=1;parity=-;kronigParity=f,#,0.0,0.08636,0.00747,-0.004976,#,#,0.0
 22 6357.072623 1.260E-29 9.930E-04.06720.081 1844.81830.75-.007607       4 0 0 12       1 0 0 02                    R 38e     366663243110 9 711   158.0  154.0,18540295,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=39;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=38;r=2;parity=+;kronigParity=e,#,-0.012526,0.06749,0.00521,-0.007607,#,#,-0.012526
 21 6357.073116 2.207E-28 8.689E-05.07020.093 1589.65660.72-.006656       3 2 2 12       0 2 2 01                    Q 25f     566663342910 9 711    51.0   51.0,17659351,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=25;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=25;r=1;parity=+;kronigParity=f,#,0.020763,0.07049,0.00599,-0.006656,#,#,0.020763
 21 6357.100499 1.713E-30 3.866E-04.07130.095 2870.57770.71-.006435       3 4 4 12       0 4 4 01                    Q 22e     466663342910 9 711    45.0   45.0,17659352,ElecStateLabel=X;v1=3;v2=4;l2=4;v3=1;J=22;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=22;r=1;parity=+;kronigParity=e,#,0.0,0.07162,0.00627,-0.006435,#,#,0.0
 22 6357.104842 2.960E-30 3.796E-06.06990.091  923.06460.73-.006678       2 3 3 11       0 1 1 01                    R 26f     366663243110 9 711   110.0  106.0,18540296,ElecStateLabel=X;v1=2;v2=3;l2=3;v3=1;J=27;r=1;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=26;r=1;parity=-;kronigParity=f,#,0.0,0.06988,0.00582,-0.006678,#,#,0.0
 21 6357.111561 4.840E-27 1.215E-05.06690.080  639.60040.75-.006544       4 1 1 01       0 0 0 01                    P 40e     466663342910 9 711    79.0   81.0,17659353,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=0;J=39;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=40;r=1;parity=+;kronigParity=e,#,0.006079,0.06761,0.00519,-0.006544,#,#,0.006079
 21 6357.114420 1.976E-30 3.160E-02.06960.090 3795.73790.73-.006725       5 1 1 12       2 1 1 01                    R 27e     466663342910 9 711    57.0   55.0,17659354,ElecStateLabel=X;v1=5;v2=1;l2=1;v3=1;J=28;r=2;kronigParity=e,ElecStateLabel=X;v1=2;v2=1;l2=1;v3=0;J=27;r=1;parity=-;kronigParity=e,#,0.0,0.06961,0.00575,-0.006725,#,#,0.0
 21 6357.120210 1.741E-30 3.815E-05.08850.120 2007.95450.70-.004717       2 2 2 23       0 3 3 01                    Q  3e     466663342910 9 711     7.0    7.0,17659355,ElecStateLabel=X;v1=2;v2=2;l2=2;v3=2;J=3;r=3;kronigParity=f,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=3;r=1;parity=-;kronigParity=e,#,0.0,0.088,0.00744,-0.004717,#,#,0.0
 22 6357.131189 5.520E-30 2.442E-05.06700.080 1257.50180.75-.006583       5 0 0 01       0 1 1 01                    R 39e     366663243110 9 711   162.0  158.0,18540297,ElecStateLabel=X;v1=5;v2=0;l2=0;v3=0;J=40;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=39;r=1;parity=-;kronigParity=e,#,-0.005896,0.06733,0.00519,-0.006583,#,#,-0.005896
 21 6357.142145 1.020E-29 1.262E-04.06930.090 2321.76500.73-.006867       3 3 3 12       0 3 3 01                    Q 28f     466663342910 9 711    57.0   57.0,17659356,ElecStateLabel=X;v1=3;v2=3;l2=3;v3=1;J=28;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=28;r=1;parity=-;kronigParity=f,#,0.034212,0.06961,0.00575,-0.006867,#,#,0.034212
 21 6357.194028 4.989E-26 1.807E-02.07550.102 1470.11880.69-.005392       4 0 0 12       1 0 0 01                    R 14e     566663342910 9 711    31.0   29.0,17659357,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=15;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=14;r=1;parity=+;kronigParity=e,#,-0.000455,0.07561,0.00697,-0.005392,#,#,-0.000455
 21 6357.196227 1.972E-30 4.283E-04.07170.096 2853.28810.71-.006358       3 4 4 12       0 4 4 01                    Q 21f     466663342910 9 711    43.0   43.0,17659358,ElecStateLabel=X;v1=3;v2=4;l2=4;v3=1;J=21;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=21;r=1;parity=+;kronigParity=f,#,0.0,0.07206,0.00637,-0.006358,#,#,0.0
 22 6357.197822 3.510E-26 2.130E-03.08080.111   28.09640.68-.005785       3 0 0 11       0 0 0 01                    P  8e     366663243110 9 711    30.0   34.0,18540298,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=7;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=8;r=1;parity=+;kronigParity=e,#,-0.003902,0.08222,0.00745,-0.005785,#,#,-0.003902
 21 6357.204506 1.293E-27 5.698E-07.07700.104   60.87090.68-.004389       3 3 3 01       0 0 0 01                    R 12e     566663342910 9 711    27.0   25.0,17659359,ElecStateLabel=X;v1=3;v2=3;l2=3;v3=0;J=13;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=12;r=1;parity=+;kronigParity=e,#,0.0,0.07717,0.00715,-0.004389,#,#,0.0
 21 6357.251436 2.529E-28 9.423E-05.07060.094 1570.08200.72-.006583       3 2 2 12       0 2 2 01                    Q 24e     566663342910 9 711    49.0   49.0,17659360,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=24;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=24;r=1;parity=+;kronigParity=e,#,0.022855,0.07083,0.00608,-0.006583,#,#,0.022855
 21 6357.288036 2.265E-30 4.761E-04.07220.097 2836.78400.71-.006280       3 4 4 12       0 4 4 01                    Q 20e     466663342910 9 711    41.0   41.0,17659361,ElecStateLabel=X;v1=3;v2=4;l2=4;v3=1;J=20;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=20;r=1;parity=+;kronigParity=e,#,0.0,0.07254,0.00647,-0.00628,#,#,0.0
 21 6357.311576 1.675E-23 7.386E-03.07700.104   60.87090.68-.005134       3 0 0 12       0 0 0 01                    R 12e     386663244510 9 711    27.0   25.0,17659362,ElecStateLabel=X;v1=3;v2=0;l2=0;v3=1;J=13;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=12;r=1;parity=+;kronigParity=e,#,0.001596,0.07717,0.00715,-0.00511,#,#,0.001596
 21 6357.314572 1.188E-29 1.369E-04.06960.091 2299.80410.73-.006797       3 3 3 12       0 3 3 01                    Q 27e     466663342910 9 711    55.0   55.0,17659363,ElecStateLabel=X;v1=3;v2=3;l2=3;v3=1;J=27;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=27;r=1;parity=-;kronigParity=e,#,0.036576,0.06988,0.00582,-0.006797,#,#,0.036576
 22 6357.317046 2.670E-28 2.113E-03.06650.078 1387.02960.75-.007738       3 1 1 11       0 1 1 01                    P 43e     366563243110 9 711   170.0  174.0,18540299,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=42;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=43;r=1;parity=-;kronigParity=e,#,0.0,0.06714,0.00515,-0.007738,#,#,0.0
 24 6357.355268 1.415E-30 1.634E-06.07420.100  102.97360.70-.004800       4 1 1 01       0 0 0 01                    R 16e     366663243210 9 711   210.0  198.0,18540300,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=0;J=17;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=16;r=1;parity=+;kronigParity=e,#,0.0,0.07424,0.00678,-0.0048,#,#,0.0
 21 6357.375758 2.597E-30 5.317E-04.07260.098 2821.06520.70-.006200       3 4 4 12       0 4 4 01                    Q 19f     466663342910 9 711    39.0   39.0,17659364,ElecStateLabel=X;v1=3;v2=4;l2=4;v3=1;J=19;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=19;r=1;parity=+;kronigParity=f,#,0.0,0.07306,0.00657,-0.0062,#,#,0.0
 22 6357.390552 1.100E-28 5.050E-03.06990.092 1643.58470.73-.006909       4 0 0 11       1 0 0 01                    P 26e     366663243110 9 711   102.0  106.0,18540301,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=25;r=1;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=26;r=1;parity=+;kronigParity=e,#,0.006343,0.07052,0.00591,-0.006909,#,#,0.006343
 21 6357.405464 2.891E-28 1.025E-04.07090.095 1551.28950.72-.006510       3 2 2 12       0 2 2 01                    Q 23f     566663342910 9 711    47.0   47.0,17659365,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=23;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=23;r=1;parity=+;kronigParity=f,#,0.023746,0.07121,0.00618,-0.00651,#,#,0.023746
 21 6357.459430 2.972E-30 5.965E-04.07310.099 2806.13200.70-.006118       3 4 4 12       0 4 4 01                    Q 18e     466663342910 9 711    37.0   37.0,17659366,ElecStateLabel=X;v1=3;v2=4;l2=4;v3=1;J=18;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=18;r=1;parity=+;kronigParity=e,#,0.0,0.07363,0.00667,-0.006118,#,#,0.0
 21 6357.481948 1.377E-29 1.485E-04.06990.092 2278.62670.73-.006727       3 3 3 12       0 3 3 01                    Q 26f     466663342910 9 711    53.0   53.0,17659367,ElecStateLabel=X;v1=3;v2=3;l2=3;v3=1;J=26;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=26;r=1;parity=-;kronigParity=f,#,0.040346,0.07017,0.00591,-0.006727,#,#,0.040346
 22 6357.483800 3.870E-30 1.678E-03.07420.101 2003.15600.69-.006379       4 1 1 12       1 1 1 02                    P 16f     366663243110 9 711    62.0   66.0,18540302,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=15;r=2;kronigParity=f,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=16;r=2;parity=-;kronigParity=f,#,0.0,0.07531,0.00687,-0.006379,#,#,0.0
 21 6357.497122 1.058E-28 6.519E-05.06790.084 1749.86000.74-.006296       5 1 1 02       1 0 0 02                    R 34e     466663342910 9 711    71.0   69.0,17659368,ElecStateLabel=X;v1=5;v2=1;l2=1;v3=0;J=35;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=34;r=2;parity=+;kronigParity=e,#,-0.006051,0.06815,0.00534,-0.006296,#,#,-0.006051
 21 6357.500900 6.337E-29 1.840E-02.07620.103 2831.98220.68-.005266       4 2 2 12       1 2 2 01                    R 13f     466663342910 9 711    29.0   27.0,17659369,ElecStateLabel=X;v1=4;v2=2;l2=2;v3=1;J=14;r=2;kronigParity=f,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=0;J=13;r=1;parity=+;kronigParity=f,#,0.0,0.07636,0.00706,-0.005266,#,#,0.0
 21 6357.529465 2.021E-30 3.491E-02.06930.089 3818.67400.73-.006812       5 1 1 12       2 1 1 01                    R 28f     466663342910 9 711    59.0   57.0,17659370,ElecStateLabel=X;v1=5;v2=1;l2=1;v3=1;J=29;r=2;kronigParity=f,ElecStateLabel=X;v1=2;v2=1;l2=1;v3=0;J=28;r=1;parity=-;kronigParity=f,#,0.0,0.06936,0.00567,-0.006812,#,#,0.0
 21 6357.538955 3.396E-30 6.727E-04.07370.100 2791.98440.70-.006033       3 4 4 12       0 4 4 01                    Q 17f     466663342910 9 711    35.0   35.0,17659371,ElecStateLabel=X;v1=3;v2=4;l2=4;v3=1;J=17;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=17;r=1;parity=+;kronigParity=f,#,0.0,0.07424,0.00678,-0.006033,#,#,0.0
 21 6357.567546 3.299E-28 1.119E-04.07130.095 1533.27970.71-.006435       3 2 2 12       0 2 2 01                    Q 22e     566663342910 9 711    45.0   45.0,17659372,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=22;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=22;r=1;parity=+;kronigParity=e,#,0.028454,0.07162,0.00627,-0.006435,#,#,0.028454
 22 6357.597583 3.070E-30 5.302E-06.06880.088 1012.21760.74-.007998       1 2 2 22       0 1 1 01                    R 30f     366663243110 9 711   126.0  122.0,18540303,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=2;J=31;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=30;r=1;parity=-;kronigParity=f,#,0.0114,0.0689,0.00554,-0.007998,#,#,0.0114
 21 6357.614326 3.876E-30 7.631E-04.07420.101 2778.62240.69-.005946       3 4 4 12       0 4 4 01                    Q 16e     466663342910 9 711    33.0   33.0,17659373,ElecStateLabel=X;v1=3;v2=4;l2=4;v3=1;J=16;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=16;r=1;parity=+;kronigParity=e,#,0.0,0.0749,0.00687,-0.005946,#,#,0.0
 21 6357.615035 2.343E-30 1.838E-02.07420.100 3548.88770.70-.005630       4 3 3 12       1 3 3 01                    R 16f     466663342910 9 711    35.0   33.0,17659374,ElecStateLabel=X;v1=4;v2=3;l2=3;v3=1;J=17;r=2;kronigParity=f,ElecStateLabel=X;v1=1;v2=3;l2=3;v3=0;J=16;r=1;parity=-;kronigParity=f,#,0.0,0.07424,0.00678,-0.00563,#,#,0.0
 22 6357.616794 1.140E-30 1.855E-05.06010.068 1621.08120.71-.010199       1 1 1 22       0 0 0 01                    Q 64e     365553243110 9 711   258.0  258.0,18540304,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=2;J=64;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=0;l2=0;v3=0;J=64;r=1;parity=+;kronigParity=e,#,0.0,0.06261,0.00531,-0.010199,#,#,0.0
 21 6357.641662 1.596E-29 1.620E-04.07020.093 2258.23290.72-.006656       3 3 3 12       0 3 3 01                    Q 25e     466663342910 9 711    51.0   51.0,17659375,ElecStateLabel=X;v1=3;v2=3;l2=3;v3=1;J=25;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=25;r=1;parity=-;kronigParity=e,#,0.042814,0.07049,0.00599,-0.006656,#,#,0.042814
 22 6357.645547 2.290E-28 2.105E-03.06640.077 1422.60860.74-.007785       3 1 1 11       0 1 1 01                    P 44f     366563243110 9 711   174.0  178.0,18540305,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=43;r=1;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=44;r=1;parity=-;kronigParity=f,#,0.0,0.06698,0.00514,-0.007785,#,#,0.0
 22 6357.684734 2.930E-30 4.651E-06.06900.088  988.20710.74-.007904       1 2 2 22       0 1 1 01                    R 29e     366663243110 9 711   122.0  118.0,18540306,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=2;J=30;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=29;r=1;parity=-;kronigParity=e,#,-0.031022,0.06912,0.00561,-0.007904,#,#,-0.031022
 21 6357.685480 4.422E-30 8.718E-04.07480.102 2766.04610.69-.005855       3 4 4 12       0 4 4 01                    Q 15f     466663342910 9 711    31.0   31.0,17659376,ElecStateLabel=X;v1=3;v2=4;l2=4;v3=1;J=15;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=15;r=1;parity=+;kronigParity=f,#,0.0,0.07561,0.00697,-0.005855,#,#,0.0
 22 6357.692006 1.640E-30 1.298E-05.06650.078 1387.02950.75-.008908       0 4 4 21       0 1 1 01                    P 43e     366563223010 9 711   170.0  174.0,18540307,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=2;J=42;r=1;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=43;r=1;parity=-;kronigParity=e,#,0.0,0.06714,0.00515,-0.008908,#,#,0.0
 21 6357.710493 3.758E-28 1.227E-04.07170.096 1516.05210.71-.006358       3 2 2 12       0 2 2 01                    Q 21f     566663342910 9 711    43.0   43.0,17659377,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=21;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=21;r=1;parity=+;kronigParity=f,#,0.030299,0.07206,0.00637,-0.006358,#,#,0.030299
 21 6357.752393 5.043E-30 1.004E-03.07550.103 2754.25560.68-.005761       3 4 4 12       0 4 4 01                    Q 14e     466663342910 9 711    29.0   29.0,17659378,ElecStateLabel=X;v1=3;v2=4;l2=4;v3=1;J=14;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=14;r=1;parity=+;kronigParity=e,#,0.0,0.07636,0.00706,-0.005761,#,#,0.0
 23 6357.786359 1.442E-30 1.859E-04.07780.107 1308.01480.68-.006048       4 0 0 12       1 0 0 02                    P 11e     366663243210 9 711    21.0   23.0,18540308,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=10;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=11;r=2;parity=-;kronigParity=e,#,0.0,0.07931,0.0073,-0.006048,#,#,0.0
 21 6357.795917 1.842E-29 1.770E-04.07060.094 2238.62270.72-.006583       3 3 3 12       0 3 3 01                    Q 24f     466663342910 9 711    49.0   49.0,17659379,ElecStateLabel=X;v1=3;v2=3;l2=3;v3=1;J=24;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=3;l2=3;v3=0;J=24;r=1;parity=-;kronigParity=f,#,0.046006,0.07083,0.00608,-0.006583,#,#,0.046006
 21 6357.800426 1.061E-30 3.571E-04.07970.108 2795.96300.68-.005429       3 1 1 23       1 2 2 01                    R  9f     466663342910 9 711    21.0   19.0,17659380,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=2;J=10;r=3;kronigParity=f,ElecStateLabel=X;v1=1;v2=2;l2=2;v3=0;J=9;r=1;parity=+;kronigParity=f,#,0.0,0.07986,0.00736,-0.005429,#,#,0.0
 21 6357.805687 1.799E-27 1.922E-02.07700.104 2137.90100.68-.005134       4 1 1 12       1 1 1 01                    R 12f     566663342910 9 711    27.0   25.0,17659381,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=13;r=2;kronigParity=f,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=12;r=1;parity=-;kronigParity=f,#,0.0,0.07717,0.00715,-0.005134,#,#,0.0
 21 6357.815018 5.754E-30 1.166E-03.07620.104 2743.25080.68-.005663       3 4 4 12       0 4 4 01                    Q 13f     466663342910 9 711    27.0   27.0,17659382,ElecStateLabel=X;v1=3;v2=4;l2=4;v3=1;J=13;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=4;l2=4;v3=0;J=13;r=1;parity=+;kronigParity=f,#,0.0,0.07717,0.00715,-0.005663,#,#,0.0
 21 6357.834004 9.714E-26 4.426E-03.09500.123  668.16120.69-.003072       3 1 1 12       0 1 1 01                    R  1e     666663342910 9 711     5.0    3.0,17659383,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=2;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=1;r=1;parity=-;kronigParity=e,#,0.023991,0.09054,0.00738,-0.003072,#,#,0.023991
 22 6357.854650 9.700E-30 9.822E-04.06690.080 1906.50520.75-.007752       4 0 0 12       1 0 0 02                    R 40e     366663243110 9 711   166.0  162.0,18540309,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=41;r=2;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=40;r=2;parity=+;kronigParity=e,#,-0.013266,0.06718,0.00517,-0.007752,#,#,-0.013266
 21 6357.856989 4.272E-28 1.351E-04.07220.097 1499.60730.71-.006280       3 2 2 12       0 2 2 01                    Q 20e     566663342910 9 711    41.0   41.0,17659384,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=20;r=2;kronigParity=f,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=20;r=1;parity=+;kronigParity=e,#,0.035298,0.07254,0.00647,-0.00628,#,#,0.035298
