 21 6200.000973 2.899E-25 5.908E-03.08470.116  675.20490.69-.003737       3 1 1 13       0 1 1 01                    R  4f     3666632429 9 9 711    11.0    9.0,10884700,#,0.013969,#,0.013969,#,#,#,#,#,#,#,#,-0.003953,0.72,#,0.018903,#,0.018903,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.1336,#,#,0.58,#,#,#,0.0632,#,0.3,0.1301,0.76,ElecStateLabel=X;v1=3;v2=1;l2=1;v3=1;J=5;r=3;kronigParity=f,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=4;r=1;parity=-;kronigParity=f
 21 6200.050623 2.248E-28 3.770E-05.06610.075 1547.97300.74-.006770       5 0 0 02       0 1 1 01                    P 47e     3665632429 9 9 711    93.0   95.0,10884701,#,0.00396,#,0.00396,#,#,#,#,#,#,#,#,-0.007077,0.58,#,0.004664,#,0.004664,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.1042,#,#,0.58,#,#,#,0.0545,#,0.3,0.1468,0.78,ElecStateLabel=X;v1=5;v2=0;l2=0;v3=0;J=46;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=1;l2=1;v3=0;J=47;r=1;parity=-;kronigParity=e
 21 6200.066139 1.050E-29 3.036E-06.07090.094 1519.64110.72-.006848       3 2 2 13       1 0 0 02                    P 24e     3666632429 9 9 711    47.0   49.0,10884702,#,0.0,#,0.0,#,#,#,#,#,#,#,#,-0.006544,0.68,#,0.0,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.1118,#,#,0.58,#,#,#,0.0566,#,0.3,0.137,0.81,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=23;r=3;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=24;r=2;parity=+;kronigParity=e
 21 6200.250306 6.956E-30 2.511E-04.06680.078 2639.35360.75-.006817       5 2 2 03       1 1 1 02                    R 42f     3665632429 9 9 711    87.0   85.0,10884706,#,-0.0049,#,-0.0049,#,#,#,#,#,#,#,#,-0.006884,0.59,#,-0.006335,#,-0.006335,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.1053,#,#,0.58,#,#,#,0.0548,#,0.3,0.1463,0.8,ElecStateLabel=X;v1=5;v2=2;l2=2;v3=0;J=43;r=3;kronigParity=f,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=42;r=2;parity=-;kronigParity=f
 21 6200.344165 1.659E-27 6.928E-03.06590.075 2218.02950.74-.008225       3 2 2 13       0 2 2 01                    R 47f     3665632429 9 9 711    97.0   95.0,10884710,#,-0.012213,#,-0.012213,#,#,#,#,#,#,#,#,-0.008338,0.58,#,-0.013552,#,-0.013552,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.1039,#,#,0.58,#,#,#,0.0545,#,0.3,0.1468,0.79,ElecStateLabel=X;v1=3;v2=2;l2=2;v3=1;J=48;r=3;kronigParity=f,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=47;r=1;parity=+;kronigParity=f
 21 6200.544574 2.148E-26 1.968E-02.06750.081 1863.75860.75-.007607       4 0 0 14       1 0 0 02                    R 38e     3666632429 9 9 711    79.0   77.0,10884716,#,-0.009816,#,-0.009816,#,#,#,#,#,#,#,#,-0.007861,0.6,#,-0.012365,#,-0.012365,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.1064,#,#,0.58,#,#,#,0.0551,#,0.3,0.1452,0.8,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=39;r=4;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=38;r=2;parity=+;kronigParity=e
 21 6200.603284 1.544E-28 1.716E-02.06630.076 2884.46540.74-.008095       4 1 1 13       1 1 1 01                    R 45e     3665632429 9 9 711    93.0   91.0,10884718,#,0.0,#,0.0,#,#,#,#,#,#,#,#,-0.008249,0.58,#,0.0,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.1045,#,#,0.58,#,#,#,0.0546,#,0.3,0.1467,0.79,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=46;r=3;kronigParity=e,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=45;r=1;parity=-;kronigParity=e
 21 6200.623225 1.829E-29 2.908E-05.06730.080 1977.09380.75-.006544       4 3 3 02       0 2 2 01                    P 40e     3666632429 9 9 711    79.0   81.0,10884719,#,0.005136,#,0.005136,#,#,#,#,#,#,#,#,-0.006599,0.59,#,0.006527,#,0.006527,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.1061,#,#,0.58,#,#,#,0.055,#,0.3,0.1455,0.8,ElecStateLabel=X;v1=4;v2=3;l2=3;v3=0;J=39;r=2;kronigParity=e,ElecStateLabel=X;v1=0;v2=2;l2=2;v3=0;J=40;r=1;parity=+;kronigParity=e
 21 6200.685380 3.031E-26 2.141E-02.08340.114 1404.57190.68-.005557       4 0 0 13       1 0 0 01                    P  6e     3666632429 9 9 711    11.0   13.0,10884721,#,-0.006547,#,-0.006547,#,#,#,#,#,#,#,#,-0.004748,0.71,#,-0.00886,#,-0.00886,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.1315,#,#,0.58,#,#,#,0.0624,#,0.3,0.1293,0.77,ElecStateLabel=X;v1=4;v2=0;l2=0;v3=1;J=5;r=3;kronigParity=e,ElecStateLabel=X;v1=1;v2=0;l2=0;v3=0;J=6;r=1;parity=+;kronigParity=e
 21 6200.701025 2.392E-28 1.737E-02.06680.078 2783.21020.75-.007892       4 1 1 13       1 1 1 01                    R 42f     3665632429 9 9 711    87.0   85.0,10884722,#,0.0,#,0.0,#,#,#,#,#,#,#,#,-0.008099,0.59,#,0.0,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.1053,#,#,0.58,#,#,#,0.0548,#,0.3,0.1463,0.8,ElecStateLabel=X;v1=4;v2=1;l2=1;v3=1;J=43;r=3;kronigParity=f,ElecStateLabel=X;v1=1;v2=1;l2=1;v3=0;J=42;r=1;parity=-;kronigParity=f
